accepted_species,estimate
t59,-1.0918744
t34,-1.8421793
t63,-0.5634281
t75,-0.48565114
t30,-0.35814798
t47,-0.3878731
t39,0.5342064
t98,1.0874487
t11,0.7358114
t26,-0.81682366
