"","turnover.rates","eps.values","transition.rates"
"1",0.175466859480366,0.131825311575085,NA
"2",0.218162188306451,0.549165246076882,0.0809567561373115
"3",0.372466681990772,0.146494285902008,0.625294223660603
"4",0.624508272856474,0.037656991975382,0.746675809612498
"5",0.175466859480366,0.131825311575085,0.873323350679129
"6",0.218162188306451,0.549165246076882,NA
"7",0.372466681990772,0.146494285902008,0.309074478456751
"8",0.624508272856474,0.037656991975382,0.890952331013978
"9",0.175466859480366,0.131825311575085,0.401874728500843
"10",0.218162188306451,0.549165246076882,0.737010106211528
"11",0.372466681990772,0.146494285902008,NA
"12",0.624508272856474,0.037656991975382,0.798855921486393
"13",0.175466859480366,0.131825311575085,0.319586210418493
"14",0.218162188306451,0.549165246076882,0.213132352568209
"15",0.372466681990772,0.146494285902008,0.704083434073254
"16",0.624508272856474,0.037656991975382,NA
