"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100"
"t64",0.116728257678631,-0.330233178876806,-0.0630965072088228,0.000637303552827007,-0.0159729791203697,0.00395302884293868,0.00344058489654775,-0.00394585630180843,-0.00377745418394201,-0.00234451708451847,0.0291627880252757,0.0037423512218861,0.0154968423758723,-0.000248805388053643,-0.00570183962640253,-0.0106178180782856,-0.00138994001832588,-0.22010535999476,-0.00241235287663678,-0.000344045138081632,0.000169485200703608,-0.00101256459684887,-2.79915093324933e-17,-0.000186100049428379,-5.34688149064696e-05,0.00026856027576307,0.0387413931541706,-0.00811699550885099,-2.00336208192662e-07,-1.37322484886536e-05,0.0909548197265306,-2.5908684982729e-05,-6.04234222828953e-05,-1.90757035002725e-07,-6.69504831571026e-17,-1.29262639698569e-05,-6.21723735151907e-06,5.99011654109184e-06,-4.47356196465475e-06,-6.90679296672714e-06,-1.90153680549417e-08,-3.13620180681351e-06,3.34427860584084e-06,2.09737883381974e-07,4.68383972577419e-16,1.22483814852386e-05,1.25126138092511e-15,2.61351273927563e-06,8.38824759887272e-09,3.40519119118368e-06,-6.13026143671233e-06,5.75354457318088e-16,6.44176377587689e-07,-4.93843815213686e-06,9.17382116363869e-15,3.33749094316623e-15,3.10845797045724e-15,5.70430647440263e-16,-1.23094521012798e-14,-3.04853949257544e-06,0.550879257069315,-3.49332500340123e-15,4.23746819149387e-05,-2.36393649793531e-15,4.32148696586166e-06,-9.01082111754801e-06,6.84213232384066e-07,5.63257615234627e-15,5.56569739116034e-15,1.46188044434997e-16,-1.51217627230492e-06,-6.06606027611188e-15,-1.88052602437365e-15,4.18484287711666e-15,-2.93965715129404e-07,1.42673460342881e-06,9.01246438259604e-16,4.20328634986294e-16,-0.0028614055809185,1.38649448602915e-13,2.07474285778241e-06,0.707106781186526,1.55459464811049e-13,2.76319278836111e-14,-5.4796092534598e-07,-2.5258681525264e-15,-1.86250876683521e-14,3.00887144150844e-15,-1.9352047852617e-15,3.8691459441218e-15,3.07867970632514e-07,2.14727140069071e-15,-8.92392932540071e-17,6.74401977584626e-08,7.18410693605307e-16,-1.76718713053084e-16,1.41548014052509e-15,-4.49948776686995e-15,-5.18544084219736e-17,-0.0999999999999924
"t65",0.11672825767863,-0.330233178876804,-0.0630965072088219,0.00063730355282691,-0.015972979120369,0.003953028842939,0.00344058489654798,-0.00394585630180832,-0.00377745418394166,-0.0023445170845185,0.0291627880252758,0.00374235122188592,0.0154968423758723,-0.000248805388053866,-0.00570183962640247,-0.0106178180782857,-0.00138994001832566,-0.220105359994758,-0.00241235287663615,-0.000344045138081706,0.000169485200703754,-0.0010125645968492,-1.62157463007375e-16,-0.000186100049428584,-5.34688149072285e-05,0.000268560275763134,0.0387413931541679,-0.00811699550885032,-2.00336208496537e-07,-1.37322484901562e-05,0.090954819726523,-2.59086849828346e-05,-6.04234222827555e-05,-1.90757033910225e-07,2.5356248075944e-17,-1.29262639698868e-05,-6.21723735192611e-06,5.99011654376201e-06,-4.47356196639353e-06,-6.90679296811626e-06,-1.90153707539144e-08,-3.13620180632324e-06,3.34427860853864e-06,2.09737883573941e-07,1.01636065233058e-15,1.22483814817804e-05,2.46410655204482e-15,2.61351274136459e-06,8.38824778744883e-09,3.40519118977943e-06,-6.13026143818438e-06,2.02909959938028e-15,6.44176374928948e-07,-4.93843815080012e-06,1.0872907065961e-14,3.53525018969742e-15,3.10503886423651e-15,1.01792242427467e-15,-1.29538873970828e-14,-3.04853949104e-06,0.550879257069257,-5.11166965499044e-15,4.23746819171015e-05,-1.5385497240061e-15,4.32148696495843e-06,-9.0108211173431e-06,6.84213226583664e-07,1.40345846363883e-15,1.20110684945556e-15,5.18530975090413e-16,-1.51217625515104e-06,2.41989783116437e-15,1.23300376948113e-16,-3.10671576125566e-15,-2.93965754087592e-07,1.42673459168957e-06,1.28298645858818e-16,-3.00179175968282e-15,-0.00286140558091585,-1.25770361731496e-13,2.07474280812859e-06,-0.707106781186568,-1.57451124865901e-13,-2.89945563528663e-14,-5.47960904376974e-07,3.49371404980606e-15,2.14679438422249e-14,-1.62028468623778e-15,2.51328100582164e-15,-4.91440851242625e-15,3.07867997178074e-07,-3.04506534720222e-15,-3.71048414719509e-16,6.7440198563237e-08,-7.71665918913083e-16,-2.7339801915913e-15,1.53440026558763e-16,-3.9642060195317e-15,4.04227528376478e-17,-0.100000000000028
"t61",0.116943875209044,-0.330974708187361,-0.0632909471834688,0.000639523820388281,-0.0160793129883837,0.00398658719990547,0.00347274521044598,-0.00398639674310071,-0.00382184631132269,-0.00237977170173295,0.0297341714550346,0.00383300274814514,0.0158900234681216,-0.000255329208386256,-0.00587204236049676,-0.0109619443427891,-0.00143648429989162,-0.22754564515712,-0.00250040408045611,-0.000357495906107727,0.000177902697905085,-0.00106381436430323,1.66813710801922e-16,-0.00019588766320767,-5.66020721725099e-05,0.000285167654277869,0.0414465349068195,-0.00868384188846938,-2.16739665915436e-07,-1.49213282658846e-05,0.100175642755973,-2.87786890398226e-05,-6.73601206726003e-05,-2.14816182281254e-07,1.28771898604188e-15,-1.53992653399622e-05,-7.41495657932749e-06,7.15505095996202e-06,-5.35397057690461e-06,-8.39787789147956e-06,-2.40052287031272e-08,-3.99858373361286e-06,4.31103689000053e-06,2.71084133887565e-07,-7.56327031287809e-16,1.67735746359538e-05,8.9822232099504e-15,3.62116903404559e-06,1.17529745610527e-08,4.96279988210544e-06,-8.93819044000296e-06,1.1079773756207e-15,1.85602135165655e-06,-1.89536274356654e-05,-6.28541416148509e-15,-1.84922870706092e-15,-5.80935642879103e-15,2.32696980144345e-15,7.55501978383771e-15,7.18438972038054e-06,-0.364116888364329,1.32212594961523e-15,-1.25281085877142e-05,-1.14137801273086e-15,-6.19116918694603e-07,1.2888955929322e-06,2.70086788994265e-07,-3.69214120517514e-15,-1.99236093932043e-15,-7.02977623197322e-16,-1.06751291421085e-06,1.93951066328202e-15,7.32271337269908e-15,8.14195162235852e-15,-2.24984720309906e-07,1.11711445097965e-06,2.70859954144831e-14,-5.82483664296794e-14,-0.406138887431965,-0.707106781186672,1.46459426236459e-06,1.47104550762833e-13,2.35731097387542e-14,-1.31442570080969e-14,-4.19079807260202e-07,-5.01131034400765e-15,-7.58470075729018e-15,-2.91054310915248e-14,-4.08221773584456e-15,-8.44160666714088e-15,2.46086002974596e-07,-3.27354165102689e-16,6.34625287985479e-15,5.53243247770585e-08,3.33105328981035e-15,-5.4135075369647e-15,-3.41840370981356e-15,-5.15655885739784e-15,5.23469586673026e-15,-0.0999999999999755
"t62",0.116943875209044,-0.330974708187361,-0.0632909471834687,0.000639523820388287,-0.0160793129883827,0.00398658719990547,0.0034727452104456,-0.00398639674310013,-0.0038218463113231,-0.00237977170173306,0.0297341714550352,0.00383300274814638,0.01589002346812,-0.000255329208385458,-0.00587204236049603,-0.0109619443427902,-0.00143648429989269,-0.227545645157119,-0.00250040408045578,-0.000357495906106856,0.000177902697905441,-0.00106381436430398,2.64532890435403e-16,-0.00019588766320914,-5.66020721732515e-05,0.000285167654276237,0.0414465349068151,-0.00868384188846874,-2.16739666122358e-07,-1.49213282666619e-05,0.100175642755984,-2.87786890413873e-05,-6.7360120673251e-05,-2.14816183349399e-07,2.34857715646303e-17,-1.53992653402369e-05,-7.41495658009393e-06,7.15505095754311e-06,-5.35397057821636e-06,-8.39787789165463e-06,-2.40052295934576e-08,-3.99858373394823e-06,4.31103689092545e-06,2.71084135383009e-07,-7.22386713764256e-16,1.67735746399153e-05,-7.76620726687263e-15,3.62116903462302e-06,1.17529742776307e-08,4.96279988002025e-06,-8.93819043761401e-06,-2.9245254455023e-16,1.85602135133022e-06,-1.89536274357416e-05,-7.12505833557198e-15,-3.17655219348189e-15,-2.9999655672835e-15,-1.60815650964846e-15,8.31123448615252e-15,7.1843897228479e-06,-0.364116888364353,1.78641572996502e-15,-1.2528108591175e-05,3.58592330357506e-15,-6.19116918582427e-07,1.28889559497978e-06,2.70086789760348e-07,-7.97134366725873e-15,-1.70190134393421e-15,5.24610772043572e-15,-1.06751292878301e-06,3.08907764521852e-15,7.4660574609815e-16,-3.61543788246131e-16,-2.24984741684371e-07,1.11711444218565e-06,9.19156827726449e-15,-1.60903722275706e-14,-0.406138887432368,0.707106781186423,1.46459433594818e-06,-1.17350573702879e-13,-5.65810516811827e-15,-6.95659633987912e-15,-4.19079837219571e-07,2.68701280945402e-15,7.16540279027143e-15,2.62573692197821e-14,-2.28036519026478e-15,-2.88103709662252e-16,2.46086010240143e-07,-1.60102134152929e-15,-1.95212442219023e-15,5.5324332121363e-08,5.5303464082323e-15,-4.34283465119459e-15,1.62044218842602e-15,-4.08985641999637e-15,-1.08133039980692e-15,-0.100000000000001
"t60",0.11693037480777,-0.330928333435049,-0.0632788168502451,0.000639385469749805,-0.0160727477957218,0.00398452612311211,0.00347077482324328,-0.00398391945098489,-0.00381914494620639,-0.00237764596072724,0.0297001465471838,0.00382767130795986,0.0158669698075099,-0.000254947548588807,-0.00586217906361341,-0.0109421332573968,-0.00143381214465441,-0.227118835452439,-0.00249538742771706,-0.00035673452249785,0.000177438326188036,-0.0010609934114342,7.28073299247901e-17,-0.000195351433473365,-5.64327898701075e-05,0.00028427699623473,0.0413040162229852,-0.00865397852710843,-2.15897480867453e-07,-1.4860871761185e-05,0.0997204735857353,-2.86395360761862e-05,-6.70263081592837e-05,-2.13681925754135e-07,-7.72868530794595e-16,-1.5294203648877e-05,-7.36417008186242e-06,7.10578341948372e-06,-5.31685875628264e-06,-8.33664843135585e-06,-2.38118827202835e-08,-3.96564759530813e-06,4.27468713557615e-06,2.68786053828202e-07,-7.74020313566592e-16,1.66163796756408e-05,-3.4059146201937e-15,3.58665543882007e-06,1.16392324471699e-08,4.91240982123984e-06,-8.84739283685662e-06,-3.3958742622062e-15,1.83040088137717e-06,-1.8681433548783e-05,-6.89326135092543e-15,-1.97950653698809e-15,4.15413342175425e-15,-3.12924841429859e-15,9.08876569990889e-15,7.06357216296681e-06,-0.357463883369027,5.86786060794554e-15,-1.22876199842855e-05,1.67115701783276e-15,-6.06857293512817e-07,1.26337179930241e-06,2.63082611704728e-07,5.71739722692186e-15,-2.5218598601123e-15,-4.31504886315344e-15,-9.91502762725058e-07,-1.74278602558471e-15,-6.74858642066814e-15,-8.64140999747511e-15,-1.9209277238246e-07,9.10061780600861e-07,-3.61571038355478e-14,7.676241868105e-14,0.818587744178409,2.25277255249582e-13,1.86988578834047e-06,1.77080572427712e-14,-1.43930572734917e-14,2.26763240205806e-14,-4.61076260092597e-07,1.4915679673461e-15,-3.2387098456634e-15,-1.62468308689686e-16,5.94993619785443e-15,9.4300363922599e-15,2.58961092107013e-07,1.13524411905992e-15,-3.66949443542931e-15,5.73374037259202e-08,-4.11537673544963e-15,6.56170523944242e-15,-3.48718324686547e-16,-4.54436168229998e-15,-3.54224706518547e-15,-0.100000000000006
"t19",0.108566113947377,-0.302083870654597,-0.0556715593673556,0.000552277311090523,-0.0118071557935536,0.00262067925843298,0.00215568285933753,-0.00231503998341208,-0.00197199941231209,-0.000874772835663486,0.00448985356479926,-0.000318786585301083,-0.00228205664883987,4.82380363945417e-05,0.00228426270529635,0.00588236638577658,0.000862441489640643,0.140929941964188,0.00196177095946981,0.000339724789085057,-0.000302832446210588,0.00188995758340853,-4.21726170717479e-16,0.000379199666973206,0.000139001670992621,-0.000787572964744479,-0.149534547183969,0.0313392322766287,1.12805193443646e-06,8.90568983736783e-05,-0.916684045355973,0.000349751901091776,0.00093082466004977,4.42576419663121e-06,-7.5322477360847e-16,-0.000553389506765538,-0.000257478112834584,0.000237602361757831,-0.0001686448779314,-0.000191939609812696,-3.66256745354366e-07,-5.69875299817215e-05,5.7564640387214e-05,3.5684173317964e-06,1.21004738248111e-15,0.000176046117270493,-2.20738902445026e-15,3.67907397902924e-05,1.1607199921535e-07,4.5080124898174e-05,-8.11266791359993e-05,-4.09676061092529e-16,1.05429869277662e-05,-9.99785546630843e-05,6.08723957685301e-17,-2.361187090994e-17,-1.81624689622871e-15,-4.43180887692653e-16,-1.71910199996718e-16,2.13497990153431e-05,-0.010413474071174,-5.40265225784845e-16,5.93172534669248e-05,-1.51731545692029e-16,8.50180526458227e-06,-1.773474387358e-05,2.53145539969695e-06,-1.40591300586613e-15,2.45797180278843e-16,2.16945248926448e-18,-6.20805585433595e-06,-8.76028349124727e-17,7.14043348298505e-17,5.44672916223137e-17,-1.19576271446441e-06,5.78860513251813e-06,1.51511335689904e-16,4.0170065034704e-16,-0.000338175435122547,4.65699738741752e-15,8.26703376229097e-06,7.82707232360735e-15,6.00151820191983e-16,2.68706286657615e-15,-2.14914490007819e-06,-1.47750809603512e-16,-1.72729129079321e-16,-1.94468601093891e-16,-8.51422528918465e-16,1.74504933176944e-16,1.17875983422578e-06,-1.90219291550759e-16,1.57058219861948e-16,2.52382961708681e-07,2.71777033893542e-16,-9.00623550314312e-16,-5.32848038415503e-16,-3.67459908180389e-15,-2.8986558492936e-16,-0.100000000000002
"t17",0.102025603437175,-0.279472848560874,-0.0496768781309529,0.000483458595534959,-0.00836612161810679,0.00150646350184183,0.00107473978879207,-0.00093408781819724,-0.00042672617860455,0.000415052491274226,-0.0179988460324328,-0.0041826221677366,-0.0193914106658791,0.000336579285422148,0.0103466171040843,0.0230486229645868,0.00323712462314683,0.523092111654985,0.00675938550203587,0.00111801435468257,-0.000952493405571052,0.00596675996344343,-6.87781909093543e-16,0.00121093184941597,0.000474414754792659,-0.0028531164537625,-0.707067811136134,0.14825210972078,0.000172644820286882,-0.00059224135780244,0.319256293236173,8.98447325120169e-05,0.000378814710996834,2.99482527433494e-06,1.91388007347012e-15,-0.000614816614014633,-0.000286891687375176,0.000265772266806728,-0.00018952869090186,-0.000222573500220382,-4.44196852766996e-07,-6.96620973467684e-05,7.09012325371782e-05,4.40242590354353e-06,-3.88475472846372e-16,0.00022285687352923,1.22984108805505e-15,4.67392339915786e-05,1.47910028833686e-07,5.79486330381288e-05,-0.000104293355624045,1.27052774114815e-16,1.40297324878481e-05,-0.000133396131963793,-7.06764646041493e-16,2.84960876954122e-16,1.39100219558668e-15,-8.87013901732957e-16,7.0889908256609e-16,2.86627426325326e-05,-0.00293401289097216,-3.10369184593958e-16,8.11095411776929e-05,1.93847987567901e-16,1.16026403293397e-05,-2.42030454751517e-05,3.46786168744783e-06,2.93135951912215e-16,-1.08324703726597e-16,1.22941520505828e-16,-8.59237415908745e-06,-1.03860052791659e-17,2.79316367515337e-17,3.2218036919182e-16,-1.65881248416943e-06,8.03357542058813e-06,7.10902866552494e-16,-3.90837470083635e-17,-0.000122740862612251,-7.2609600462344e-15,1.15006087388795e-05,1.97064586870965e-15,1.06031958943495e-16,-1.38894357678152e-15,-2.99398650725971e-06,7.65990645015871e-17,-3.57581320518209e-16,-1.59814075627755e-16,2.17800346273757e-16,-1.98113365585951e-16,1.64493130004047e-06,3.10810877057497e-16,-2.25963575376763e-16,3.5263460461375e-07,6.8703726280266e-16,-1.31178136036115e-15,-2.70556020195645e-16,-4.31376194195561e-15,1.91880802423895e-17,-0.0999999999999971
"t2",0.0990960284777556,-0.269362115528214,-0.0470058352502046,0.000452848126984612,-0.00685686164690133,0.00102185055132329,0.000606482520683727,-0.000338492875060571,0.000234999123133614,0.000958376105340974,-0.0272454251874482,-0.00573003261304449,-0.0261970202482033,0.000450690223495257,0.0134665047622079,0.029583310228985,0.00413476300047834,0.66725021579525,0.00853695976982381,0.00140138155957682,-0.00117409653917088,0.00735163952131462,9.99443545872175e-16,0.00149166500296402,0.000589805003041079,-0.00361658315015485,0.655063590273349,-0.130943065506691,0.000172724113678256,-0.000579063603654831,0.105830396828802,0.000177638454515374,0.000616992088177235,4.16591285684055e-06,-8.27684857752464e-16,-0.000766823708526244,-0.000357619921196278,0.000331043897501507,-0.000235858968606466,-0.000275287126498752,-5.44489566298224e-07,-8.52522390446456e-05,8.6632360999634e-05,5.37734292076575e-06,-3.88794849620107e-16,0.000270698571018171,-2.27530295027864e-16,5.67276934313921e-05,1.7939491904075e-07,7.01419890944586e-05,-0.000126236023730576,7.04467126585917e-18,1.68281498378312e-05,-0.000159866960470359,1.91371651499538e-16,-1.30157698080694e-16,-2.0063817132686e-16,3.19102460112559e-16,-1.31143933780101e-16,3.4242108949908e-05,-0.00209224148462415,3.76852505926903e-16,9.68425109090301e-05,2.08412490704756e-16,1.38432298124719e-05,-2.88768741304641e-05,4.12419481790703e-06,3.51885988213184e-16,9.59707025967027e-17,2.42329647118998e-16,-1.01650585754552e-05,-1.27856391241092e-16,-2.82201154164553e-16,-3.39548208687729e-16,-1.95969809001765e-06,9.48816531723159e-06,5.12727350728921e-16,-2.16979117579188e-16,-9.25463326435326e-05,-1.28164555772396e-15,1.35605236157355e-05,1.2490009027033e-15,3.42241723555303e-16,7.89106219173423e-16,-3.52627570455517e-06,1.50850911109957e-16,-1.97323096010387e-16,-3.73807113963656e-16,3.40091142827463e-18,9.29562690779905e-17,1.93435935531165e-06,-7.24148594571619e-16,-6.9250006292278e-17,4.14111427110751e-07,1.36106198828803e-15,-6.90163721760338e-16,8.3364808572314e-18,-4.834118407808e-15,2.16779096316345e-16,-0.0999999999999973
"t69",-0.0330346562585258,0.00298957708727975,0.0210354774707062,0.00120791880455488,0.402046415186106,0.0442502330243668,0.0757179852032564,-0.0573923127104457,-0.0138090913987428,-0.0135809055721413,0.0311231464362621,0.0166777568531995,0.00915582380163332,0.00336099419279761,-0.0169479460556038,-0.00387873583979432,-5.44979389685349e-05,-0.00321325064972227,0.00455372219096809,0.0013428484021449,-0.00185474222989777,0.0221766406045901,-1.43751986324201e-16,0.000659614775403007,0.00544411460344511,-0.304687433886796,-0.00108399086585293,-0.00508857884733758,-5.74593000372283e-05,0.00020978235716219,2.43458225358914e-05,2.17659338561703e-05,0.000205263924206381,3.87696705905572e-06,2.98564772074218e-15,-0.000284864899310357,-0.000326368526745229,0.000639194316160031,-0.000456419372970408,-0.00028242784318255,-8.35341832133984e-07,-6.28314191723541e-05,0.000381146352052717,2.47141638073867e-05,-5.80062327787714e-16,0.469455874337243,2.85522824298506e-14,-0.00058308041686548,-9.30104911889602e-07,-0.000126008663057462,9.60169447163936e-05,-6.43129333286938e-16,4.77034801787563e-07,-4.2555740055032e-06,1.07713300594572e-16,1.6635890179699e-16,3.64124452668555e-15,-6.44436356772283e-16,9.79578420601816e-17,1.39796749714099e-05,-2.28248484496468e-06,1.75309195989476e-15,5.36926729216432e-05,6.60479306463094e-16,1.80510086320037e-06,-1.68592436700161e-05,6.45066345444191e-07,1.62152770814392e-15,9.86899857747644e-16,-7.99074549687016e-16,-1.00995214744609e-05,-1.18090169713177e-15,-1.49702981362082e-14,1.75710807287672e-16,-2.05375278346041e-06,1.00411666356212e-05,8.53498068542528e-15,5.79905609367383e-15,-2.60890940636135e-07,-6.99042822128586e-16,7.35373157699258e-06,2.9691527014819e-14,6.26151854269419e-14,-0.707106781186546,-4.08052008369122e-06,-1.40236594970652e-14,-7.59443702517242e-15,-1.97037874213995e-14,1.05542058813374e-15,5.51219020323376e-17,2.337507823083e-06,-1.65221031074173e-15,1.64011149771394e-15,5.1825764298605e-07,2.3673203087304e-15,-4.56413676360798e-15,2.96763674082878e-16,-7.25424279162429e-15,6.60649986718055e-16,-0.100000000000001
"t70",-0.0330346562585258,0.00298957708727975,0.0210354774707062,0.00120791880455517,0.402046415186106,0.0442502330243666,0.0757179852032562,-0.0573923127104457,-0.0138090913987429,-0.0135809055721413,0.0311231464362622,0.0166777568531996,0.0091558238016335,0.00336099419279772,-0.0169479460556043,-0.00387873583979458,-5.44979389684432e-05,-0.00321325064972192,0.00455372219096814,0.00134284840214456,-0.00185474222989769,0.0221766406045896,-6.58396298993953e-16,0.000659614775403183,0.00544411460344524,-0.304687433886794,-0.0010839908658544,-0.00508857884733704,-5.7459300037303e-05,0.000209782357163615,2.43458225400723e-05,2.17659338556202e-05,0.00020526392420579,3.87696706046363e-06,6.73475384630872e-16,-0.000284864899311564,-0.00032636852674638,0.000639194316163423,-0.000456419372968638,-0.000282427843183392,-8.35341835418553e-07,-6.28314191726048e-05,0.000381146352051237,2.47141638058623e-05,-3.14205959486921e-16,0.469455874337243,2.6879912120954e-14,-0.00058308041686455,-9.30104913110684e-07,-0.000126008663058284,9.60169447132344e-05,-7.32827310565793e-16,4.77034804711688e-07,-4.25557400589193e-06,2.82723955253938e-15,1.34765317843619e-16,4.61402521356949e-15,4.31492836576805e-16,1.64723519391294e-15,1.39796749722829e-05,-2.28248484281969e-06,-7.88149428272171e-16,5.36926729129982e-05,-3.37337863149933e-16,1.80510086437787e-06,-1.6859243668428e-05,6.45066344160422e-07,-5.51420897558608e-16,-8.15275017642751e-16,-6.59544660957762e-16,-1.00995214755974e-05,1.36546113287835e-15,1.57142123124003e-14,-4.60133259431205e-16,-2.05375277500855e-06,1.00411666327724e-05,-8.83508457969817e-15,-5.5522576481136e-15,-2.60890978366411e-07,-6.876393120082e-15,7.35373155311736e-06,-2.69541333697276e-14,-6.13155300952157e-14,0.707106781186549,-4.08052012499337e-06,1.41976622538018e-14,6.68223795517848e-15,1.96567294045145e-14,-6.63582504109538e-16,-1.4333746073647e-16,2.33750784879965e-06,5.35364295439979e-16,-2.03595387209362e-15,5.18257618382806e-07,-5.21710220980685e-16,2.32021623647017e-15,-1.20675270711692e-16,-3.08774071941352e-15,-6.95907620787183e-16,-0.0999999999999956
