"accepted_species","trait_EB_scaled"
"t1",0.418553950933207
"t2",0.146057477827767
"t33",0.847888817778673
"t90",NA
"t91",0.299104741034864
"t92",0.253856574438651
"t71",NA
"t72",NA
"t34",0.651148035028177
"t11",0.80916654902451
"t30",-1.53935095478789
"t31",-0.247475590349395
"t85",-0.111998682849818
"t95",-0.0894930461211709
"t96",-0.110176444833618
"t75",-0.818735776338816
"t76",-0.47527213126779
"t64",-0.46568817149044
"t35",-0.519874936373591
"t86",0.0942445357972987
"t87",0.0489824692755374
"t32",0.36540777923251
"t56",-0.330470202671355
"t83",-0.899827877940803
"t84",-0.819951314235322
"t50",-0.165453260141237
"t14",1.30507038752802
"t15",NA
"t13",0.263405660360537
"t73",1.78778026822668
"t74",1.2826536158601
"t8",2.83839294701931
"t16",2.53218564835033
"t29",1.75523395205576
"t81",1.2723972333715
"t82",0.93289663985051
"t3",NA
"t93",-0.0340916333631575
"t94",-0.0828124936922723
"t59",0.0276003603663055
"t42",-0.698170835065293
"t43",-0.983235629704486
"t39",0.141713945632537
"t27",0.91674534155842
"t28",2.64837666288592
"t20",-0.881297375806807
"t24",0.282746642405404
"t79",-0.879257473714476
"t80",NA
"t66",-1.26645156133029
"t53",-0.718875680881649
"t54",NA
"t4",-0.440546943845738
"t5",-1.05985374634279
"t19",-0.765874288701162
"t38",-2.17511326515801
"t99",0.0805936155182578
"t100",0.00275711771103685
"t65",-0.0671508013143513
"t10",-0.578770321334601
"t12",-0.406450385025667
"t17",-0.346073701999538
"t18",-1.36722190715827
"t89",NA
"t97",-0.0413049810046688
"t98",-0.0980956373109499
"t88",-0.0508543964076078
"t25",-1.8679003497493
"t26",-1.1470421650465
"t21",-1.48984993200505
"t40",-0.348457225417853
"t41",NA
"t46",0.928661283341391
"t51",-0.226186993241661
"t52",0.0341213400833453
"t67",1.19227396872596
"t68",0.911274227600423
"t22",-0.140660042969519
"t23",0.0873378887996423
"t62",NA
"t63",-0.349329221614844
"t77",0.0266566571154108
"t78",-0.153255867571795
"t36",-0.426804346204618
"t37",-0.727912788506431
"t47",-1.78477696900085
"t69",-1.39693508421767
"t70",-1.23410606005212
"t7",0.579743201379074
"t6",0.56466470489013
"t9",1.09601250725768
"t44",1.32062089283681
"t45",0.837380312617801
"t60",1.36897939978563
"t61",0.809783892759153
"t48",0.687416031888318
"t49",0.629687761807508
"t55",-1.36454123147066
"t57",-1.3506464896127
"t58",-1.7489971087638
