"accepted_species","Medicinal"
"Catunaregam_oocarpa",0
"Leptadenia_lanceolata",1
"Psychotria_batopedina",0
"Gentianopsis_komarovii",0
"Kibatalia_gitingensis",1
"Oxypetalum_dactylostelma",0
"Notopleura_angustissima",0
"Simira_rubra",1
"Randia_tetrandra",0
"Hedyotis_ovalis",NA
"Geophila_repens",1
"Cruciata_laevipes",1
"Rytigynia_dubiosa",0
"Psychotria_diploneura",0
"Jobinia_formosa",0
"Schismatoclada_thouarsiana",0
"Spermacoce_macrocephala",NA
"Jobinia_fontellana",0
"Chomelia_rauwolfioides",0
"Ridsdalea_kampucheana",0
"Hoya_sussuela",1
"Gentianella_multiflora",0
"Afrocanthium_rondoense",0
"Lacmellea_aculeata",1
"Guettarda_mattogrossensis",0
"Rytigynia_macrostipulata",0
"Hexasepalum_angustifolium",NA
"Vincetoxicum_hainanense",0
"Ditassa_banksii",0
"Blepharodon_colombianum",0
"Deppea_serboi",0
"Urophyllum_chinense",0
"Urophyllum_olivaceum",0
"Orthosia_smaragdina",0
"Houstonia_longifolia",NA
"Polysphaeria_dischistocalyx",0
"Duroia_melinonii",0
"Rondeletia_diplocalyx",0
"Rondeletia_apiculata",0
"Ceropegia_collaricorona",0
"Galium_tanganyikense",0
"Galium_dempsterae",0
"Psychotria_furcans",0
"Galium_megapotamicum",0
"Psychotria_alibertioides",0
"Psychotria_cuernosensis",0
"Psychotria_mapiriensis",0
"Psychotria_kuhlmannii",0
"Psychotria_pachycalyx",0
"Psychotria_warongloaensis",0
"Psychotria_convergens",0
"Psychotria_ebensis",0
"Manettia_cinchonarum",NA
"Manettia_teresitae",NA
"Ixora_laotica",0
"Belonophora_coffeoides",0
"Ixora_scandens",0
"Hoya_brittonii",0
"Cynanchica_crassifolia",0
"Amphiasma_merenskyanum",0
"Hedyotis_cantoniensis",NA
"Hypobathrum_caudifolium",0
"Thiollierea_retusiflora",0
"Psychotria_kaduana",0
"Fockea_edulis",0
"Canscora_alata",1
"Aspidosperma_flaviflorum",0
"Richardia_cruciata",NA
"Coussarea_ovalis",0
"Coussarea_japurana",0
"Palicourea_stenosepala",0
"Lachnostoma_tigrinum",0
"Kopsia_griffithii",0
"Matelea_grenandii",0
"Tripterospermum_chevalieri",0
"Spermacoce_phaeosperma",NA
"Ichnocarpus_fulvus",0
"Vangueriella_letestui",0
"Gonolobus_lasiostomus",0
"Timonius_longifolius",0
"Crucianella_kurdistanica",0
"Lasianthus_chryseus",0
"Aleisanthiopsis_multiflora",0
"Thiollierea_laureana",0
"Isidorea_brachyantha",0
"Knoxia_platycarpa",0
"Gymnema_dissitiflorum",0
"Rudgea_sororia",0
"Geniostemon_atarjanus",0
"Oxyanthus_biflorus",0
"Kibatalia_elmeri",0
"Sabicea_seua",0
"Oldenlandia_rigidula",NA
"Chassalia_lancifolioides",0
"Exacum_teres",0
"Argostemma_parishii",0
"Praravinia_minahassae",0
"Chassalia_bicostata",0
"Praravinia_chalcotricha",0
"Sipanea_ovalifolia",0
