"","t4","t5","t10","t22","t26","t41","t111","t127","t128","t133","t134","t56","t119","t120","t97","t98","t99","t100","t58","t44","t45","t112","t113","t85","t114","t129","t130","t94","t89","t31","t35","t36","t20","t74","t75","t115","t116","t103","t117","t118","t69","t49","t86","t95","t96","t54","t55","t28","t37","t38","t32","t33","t13","t14","t61","t62","t39","t34","t47","t48","t76","t105","t106","t83","t107","t108","t104","t42","t27","t21","t101","t102","t63","t60","t50","t51","t59","t125","t126","t92","t93","t84","t90","t91","t66","t46","t109","t110","t70","t64","t65","t131","t132","t121","t122","t79","t80","t87","t88","t11","t18","t19","t24","t81","t82","t57","t71","t72","t73","t17","t25","t77","t78","t52","t53","t40","t123","t124","t23","t12","t67","t68","t43","t29","t30","t15","t16","t8","t9","t7","t6","t3","t1","t2"
"t4",0,3.3472645579,7.11644243972,9.28910771074,9.88759529174,9.7857194668,10.68268591624,10.68268591619,10.68268591619,10.68268591618,10.68268591618,10.68268591623,10.68268591623,10.68268591623,10.68268591613,10.68268591613,10.68268591613,10.68268591613,10.68268591613,10.68268591614,10.15423798284,10.68268591624,10.68268591624,10.68268591624,10.68268591631,10.68268591629,10.68268591629,10.68268591627,10.68268591634,10.68268591584,10.68268591624,10.68268591624,10.68268591614,10.68268591614,10.68268591614,10.68268591621,10.68268591621,10.68268591616,10.68268591616,10.68268591616,10.32480208419,10.68268591704,10.68268591704,10.68268591703,10.68268591703,10.68268591704,10.68268591704,9.61467547854,10.68268591694,10.68268591694,10.63229394264,10.68268591664,8.59761334994,9.21662118984,10.682685917102,10.343864466902,10.682685917002,9.696741004802,10.38056156043,10.68268591703,10.68268591703,10.68268591703,10.68268591703,10.6826859167224,10.6826859166954,10.6826859166954,10.5739711166224,10.6826859168224,9.3943024072224,10.6826859167224,10.6826859168894,10.6826859168894,10.6826859168894,10.6826859168824,10.6826859168224,10.6826859168224,10.6826859167824,10.6826859167824,10.6826859167824,10.6826859172124,10.6826859172124,10.6826859171824,10.6826859172824,10.6826859172824,10.6826859172824,10.0668652207824,10.68268591724,10.68268591724,10.45827414894,10.68268591724,10.68268591724,10.68268591678,10.68268591678,10.68268591713,10.68268591713,10.68268591713,10.68268591717,10.68268591713,10.68268591713,6.73564627604,10.00354797199,10.68268591645,9.93679849005,10.68268591645,10.68268591645,10.68268591635,10.68268591635,10.6826859164159,10.6826859164159,10.68268591652,9.26996674232,10.68268591602,10.68268591602,10.68268591642,10.68268591642,10.68268591642,10.68268591672,10.68268591672,9.07717475612,8.21007623172,10.68268591632,10.68268591632,10.68268591632,10.68268591652,9.72755290662,10.68268591732,8.57935475932,7.1678199275,6.5297005039,5.8749247289,4.4295928309,1.3207795969,3.1361164574,2.04739146
"t5",3.3472645579,0,5.24998032742,7.42264559844,8.02113317944,7.9192573545,8.81622380394,8.81622380389,8.81622380389,8.81622380388,8.81622380388,8.81622380393,8.81622380393,8.81622380393,8.81622380383,8.81622380383,8.81622380383,8.81622380383,8.81622380383,8.81622380384,8.28777587054,8.81622380394,8.81622380394,8.81622380394,8.81622380401,8.81622380399,8.81622380399,8.81622380397,8.81622380404,8.81622380354,8.81622380394,8.81622380394,8.81622380384,8.81622380384,8.81622380384,8.81622380391,8.81622380391,8.81622380386,8.81622380386,8.81622380386,8.45833997189,8.81622380474,8.81622380474,8.81622380473,8.81622380473,8.81622380474,8.81622380474,7.74821336624,8.81622380464,8.81622380464,8.76583183034,8.81622380434,6.73115123764,7.35015907754,8.816223804802,8.477402354602,8.816223804702,7.830278892502,8.51409944813,8.81622380473,8.81622380473,8.81622380473,8.81622380473,8.8162238044224,8.8162238043954,8.8162238043954,8.7075090043224,8.8162238045224,7.5278402949224,8.8162238044224,8.8162238045894,8.8162238045894,8.8162238045894,8.8162238045824,8.8162238045224,8.8162238045224,8.8162238044824,8.8162238044824,8.8162238044824,8.8162238049124,8.8162238049124,8.8162238048824,8.8162238049824,8.8162238049824,8.8162238049824,8.2004031084824,8.81622380494,8.81622380494,8.59181203664,8.81622380494,8.81622380494,8.81622380448,8.81622380448,8.81622380483,8.81622380483,8.81622380483,8.81622380487,8.81622380483,8.81622380483,4.86918416374,8.13708585969,8.81622380415,8.07033637775,8.81622380415,8.81622380415,8.81622380405,8.81622380405,8.8162238041159,8.8162238041159,8.81622380422,7.40350463002,8.81622380372,8.81622380372,8.81622380412,8.81622380412,8.81622380412,8.81622380442,8.81622380442,7.21071264382,6.34361411942,8.81622380402,8.81622380402,8.81622380402,8.81622380422,7.86109079432,8.81622380502,6.71289264702,5.3013578152,4.6632383916,4.0084626166,2.5631307186,3.9376608206,5.7529976811,4.6642726837
"t10",7.11644243972,5.24998032742,0,3.48152755082,4.08001513182,3.97813930688,4.87510575632,4.87510575627,4.87510575627,4.87510575626,4.87510575626,4.87510575631,4.87510575631,4.87510575631,4.87510575621,4.87510575621,4.87510575621,4.87510575621,4.87510575621,4.87510575622,4.34665782292,4.87510575632,4.87510575632,4.87510575632,4.87510575639,4.87510575637,4.87510575637,4.87510575635,4.87510575642,4.87510575592,4.87510575632,4.87510575632,4.87510575622,4.87510575622,4.87510575622,4.87510575629,4.87510575629,4.87510575624,4.87510575624,4.87510575624,4.51722192427,4.87510575712,4.87510575712,4.87510575711,4.87510575711,4.87510575712,4.87510575712,3.80709531862,4.87510575702,4.87510575702,4.82471378272,4.87510575672,2.79003319002,3.40904102992,4.875105757182,4.536284306982,4.875105757082,3.889160844882,4.57298140051,4.87510575711,4.87510575711,4.87510575711,4.87510575711,4.8751057568024,4.8751057567754,4.8751057567754,4.7663909567024,4.8751057569024,3.5867222473024,4.8751057568024,4.8751057569694,4.8751057569694,4.8751057569694,4.8751057569624,4.8751057569024,4.8751057569024,4.8751057568624,4.8751057568624,4.8751057568624,4.8751057572924,4.8751057572924,4.8751057572624,4.8751057573624,4.8751057573624,4.8751057573624,4.2592850608624,4.87510575732,4.87510575732,4.65069398902,4.87510575732,4.87510575732,4.87510575686,4.87510575686,4.87510575721,4.87510575721,4.87510575721,4.87510575725,4.87510575721,4.87510575721,0.92806611612,4.42896179627,5.10809974073,4.36221231433,5.10809974073,5.10809974073,5.10809974063,5.10809974063,5.1080997406959,5.1080997406959,5.1080997408,3.6953805666,5.1080997403,5.1080997403,5.1080997407,5.1080997407,5.1080997407,5.108099741,5.108099741,3.5025885804,2.635490056,5.1080997406,5.1080997406,5.1080997406,5.1080997408,4.1529667309,6.0144874404,3.9111562824,2.52187442142,1.88375499782,4.36858293082,5.68306434682,7.70683870242,9.52217556292,8.43345056552
"t22",9.28910771074,7.42264559844,3.48152755082,0,1.5803211098,1.47844528486,2.3754117343,2.37541173425,2.37541173425,2.37541173424,2.37541173424,2.37541173429,2.37541173429,2.37541173429,2.37541173419,2.37541173419,2.37541173419,2.37541173419,2.37541173419,2.3754117342,1.8469638009,3.0394374327,3.0394374327,3.0394374327,3.03943743277,3.03943743275,3.03943743275,3.03943743273,3.0394374328,3.0394374323,3.0394374327,3.0394374327,3.615054625,3.615054625,3.615054625,3.61505462507,3.61505462507,3.61505462502,3.61505462502,3.61505462502,3.25717079305,5.9023946439,5.9023946439,5.90239464389,5.90239464389,5.9023946439,5.9023946439,4.8343842054,5.9023946438,5.9023946438,6.3880560443,6.4384480183,4.3533754516,4.9723832915,6.438448018762,6.099626568562,6.438448018662,5.452503106462,6.13632366209,6.43844801869,6.43844801869,6.43844801869,6.43844801869,6.4384480183824,6.4384480183554,6.4384480183554,6.3297332182824,6.4384480184824,5.1500645088824,6.4384480183824,6.4384480185494,6.4384480185494,6.4384480185494,6.4384480185424,6.4384480184824,6.4384480184824,6.4384480184424,6.4384480184424,6.4384480184424,6.4384480188724,6.4384480188724,6.4384480188424,6.4384480189424,6.4384480189424,6.4384480189424,5.8226273224424,6.4384480189,6.4384480189,6.2140362506,6.4384480189,6.4384480189,6.43844801844,6.43844801844,6.43844801879,6.43844801879,6.43844801879,6.43844801883,6.43844801879,6.43844801879,2.9228879567,6.60162706729,7.28076501175,6.53487758535,7.28076501175,7.28076501175,7.28076501165,7.28076501165,7.2807650117159,7.2807650117159,7.28076501182,5.86804583762,7.28076501132,7.28076501132,7.28076501172,7.28076501172,7.28076501172,7.28076501202,7.28076501202,5.67525385142,4.80815532702,7.28076501162,7.28076501162,7.28076501162,7.28076501182,6.32563200192,8.18715271142,6.08382155342,4.69453969244,4.05642026884,6.54124820184,7.85572961784,9.87950397344,11.69484083394,10.60611583654
"t26",9.88759529174,8.02113317944,4.08001513182,1.5803211098,0,1.30301345426,2.1999799037,2.19997990365,2.19997990365,2.19997990364,2.19997990364,2.19997990369,2.19997990369,2.19997990369,2.19997990359,2.19997990359,2.19997990359,2.19997990359,2.19997990359,2.1999799036,1.6715319703,3.6379250137,3.6379250137,3.6379250137,3.63792501377,3.63792501375,3.63792501375,3.63792501373,3.6379250138,3.6379250133,3.6379250137,3.6379250137,4.213542206,4.213542206,4.213542206,4.21354220607,4.21354220607,4.21354220602,4.21354220602,4.21354220602,3.85565837405,6.5008822249,6.5008822249,6.50088222489,6.50088222489,6.5008822249,6.5008822249,5.4328717864,6.5008822248,6.5008822248,6.9865436253,7.0369355993,4.9518630326,5.5708708725,7.036935599762,6.698114149562,7.036935599662,6.050990687462,6.73481124309,7.03693559969,7.03693559969,7.03693559969,7.03693559969,7.0369355993824,7.0369355993554,7.0369355993554,6.9282207992824,7.0369355994824,5.7485520898824,7.0369355993824,7.0369355995494,7.0369355995494,7.0369355995494,7.0369355995424,7.0369355994824,7.0369355994824,7.0369355994424,7.0369355994424,7.0369355994424,7.0369355998724,7.0369355998724,7.0369355998424,7.0369355999424,7.0369355999424,7.0369355999424,6.4211149034424,7.0369355999,7.0369355999,6.8125238316,7.0369355999,7.0369355999,7.03693559944,7.03693559944,7.03693559979,7.03693559979,7.03693559979,7.03693559983,7.03693559979,7.03693559979,3.5213755377,7.20011464829,7.87925259275,7.13336516635,7.87925259275,7.87925259275,7.87925259265,7.87925259265,7.8792525927159,7.8792525927159,7.87925259282,6.46653341862,7.87925259232,7.87925259232,7.87925259272,7.87925259272,7.87925259272,7.87925259302,7.87925259302,6.27374143242,5.40664290802,7.87925259262,7.87925259262,7.87925259262,7.87925259282,6.92411958292,8.78564029242,6.68230913442,5.29302727344,4.65490784984,7.13973578284,8.45421719884,10.47799155444,12.29332841494,11.20460341754
"t41",9.7857194668,7.9192573545,3.97813930688,1.47844528486,1.30301345426,0,0.99499601856,0.99499601851,0.99499601851,1.8895059025,1.8895059025,1.88950590255,1.88950590255,1.88950590255,1.88950590245,1.88950590245,1.88950590245,1.88950590245,1.88950590245,1.88950590246,1.36105796916,3.53604918876,3.53604918876,3.53604918876,3.53604918883,3.53604918881,3.53604918881,3.53604918879,3.53604918886,3.53604918836,3.53604918876,3.53604918876,4.11166638106,4.11166638106,4.11166638106,4.11166638113,4.11166638113,4.11166638108,4.11166638108,4.11166638108,3.75378254911,6.39900639996,6.39900639996,6.39900639995,6.39900639995,6.39900639996,6.39900639996,5.33099596146,6.39900639986,6.39900639986,6.88466780036,6.93505977436,4.84998720766,5.46899504756,6.935059774822,6.596238324622,6.935059774722,5.949114862522,6.63293541815,6.93505977475,6.93505977475,6.93505977475,6.93505977475,6.9350597744424,6.9350597744154,6.9350597744154,6.8263449743424,6.9350597745424,5.6466762649424,6.9350597744424,6.9350597746094,6.9350597746094,6.9350597746094,6.9350597746024,6.9350597745424,6.9350597745424,6.9350597745024,6.9350597745024,6.9350597745024,6.9350597749324,6.9350597749324,6.9350597749024,6.9350597750024,6.9350597750024,6.9350597750024,6.3192390785024,6.93505977496,6.93505977496,6.71064800666,6.93505977496,6.93505977496,6.9350597745,6.9350597745,6.93505977485,6.93505977485,6.93505977485,6.93505977489,6.93505977485,6.93505977485,3.41949971276,7.09823882335,7.77737676781,7.03148934141,7.77737676781,7.77737676781,7.77737676771,7.77737676771,7.7773767677759,7.7773767677759,7.77737676788,6.36465759368,7.77737676738,7.77737676738,7.77737676778,7.77737676778,7.77737676778,7.77737676808,7.77737676808,6.17186560748,5.30476708308,7.77737676768,7.77737676768,7.77737676768,7.77737676788,6.82224375798,8.68376446748,6.58043330948,5.1911514485,4.5530320249,7.0378599579,8.3523413739,10.3761157295,12.19145259,11.1027275926
"t111",10.68268591624,8.81622380394,4.87510575632,2.3754117343,2.1999799037,0.99499601856,0,0.38417540535,0.38417540535,2.78647235194,2.78647235194,2.78647235199,2.78647235199,2.78647235199,2.78647235189,2.78647235189,2.78647235189,2.78647235189,2.78647235189,2.7864723519,2.2580244186,4.4330156382,4.4330156382,4.4330156382,4.43301563827,4.43301563825,4.43301563825,4.43301563823,4.4330156383,4.4330156378,4.4330156382,4.4330156382,5.0086328305,5.0086328305,5.0086328305,5.00863283057,5.00863283057,5.00863283052,5.00863283052,5.00863283052,4.65074899855,7.2959728494,7.2959728494,7.29597284939,7.29597284939,7.2959728494,7.2959728494,6.2279624109,7.2959728493,7.2959728493,7.7816342498,7.8320262238,5.7469536571,6.365961497,7.832026224262,7.493204774062,7.832026224162,6.846081311962,7.52990186759,7.83202622419,7.83202622419,7.83202622419,7.83202622419,7.8320262238824,7.8320262238554,7.8320262238554,7.7233114237824,7.8320262239824,6.5436427143824,7.8320262238824,7.8320262240494,7.8320262240494,7.8320262240494,7.8320262240424,7.8320262239824,7.8320262239824,7.8320262239424,7.8320262239424,7.8320262239424,7.8320262243724,7.8320262243724,7.8320262243424,7.8320262244424,7.8320262244424,7.8320262244424,7.2162055279424,7.8320262244,7.8320262244,7.6076144561,7.8320262244,7.8320262244,7.83202622394,7.83202622394,7.83202622429,7.83202622429,7.83202622429,7.83202622433,7.83202622429,7.83202622429,4.3164661622,7.99520527279,8.67434321725,7.92845579085,8.67434321725,8.67434321725,8.67434321715,8.67434321715,8.6743432172159,8.6743432172159,8.67434321732,7.26162404312,8.67434321682,8.67434321682,8.67434321722,8.67434321722,8.67434321722,8.67434321752,8.67434321752,7.06883205692,6.20173353252,8.67434321712,8.67434321712,8.67434321712,8.67434321732,7.71921020742,9.58073091692,7.47739975892,6.08811789794,5.44999847434,7.93482640734,9.24930782334,11.27308217894,13.08841903944,11.99969404204
"t127",10.68268591619,8.81622380389,4.87510575627,2.37541173425,2.19997990365,0.99499601851,0.38417540535,0,0.1041701639,2.78647235189,2.78647235189,2.78647235194,2.78647235194,2.78647235194,2.78647235184,2.78647235184,2.78647235184,2.78647235184,2.78647235184,2.78647235185,2.25802441855,4.43301563815,4.43301563815,4.43301563815,4.43301563822,4.4330156382,4.4330156382,4.43301563818,4.43301563825,4.43301563775,4.43301563815,4.43301563815,5.00863283045,5.00863283045,5.00863283045,5.00863283052,5.00863283052,5.00863283047,5.00863283047,5.00863283047,4.6507489985,7.29597284935,7.29597284935,7.29597284934,7.29597284934,7.29597284935,7.29597284935,6.22796241085,7.29597284925,7.29597284925,7.78163424975,7.83202622375,5.74695365705,6.36596149695,7.832026224212,7.493204774012,7.832026224112,6.846081311912,7.52990186754,7.83202622414,7.83202622414,7.83202622414,7.83202622414,7.8320262238324,7.8320262238054,7.8320262238054,7.7233114237324,7.8320262239324,6.5436427143324,7.8320262238324,7.8320262239994,7.8320262239994,7.8320262239994,7.8320262239924,7.8320262239324,7.8320262239324,7.8320262238924,7.8320262238924,7.8320262238924,7.8320262243224,7.8320262243224,7.8320262242924,7.8320262243924,7.8320262243924,7.8320262243924,7.2162055278924,7.83202622435,7.83202622435,7.60761445605,7.83202622435,7.83202622435,7.83202622389,7.83202622389,7.83202622424,7.83202622424,7.83202622424,7.83202622428,7.83202622424,7.83202622424,4.31646616215,7.99520527274,8.6743432172,7.9284557908,8.6743432172,8.6743432172,8.6743432171,8.6743432171,8.6743432171659,8.6743432171659,8.67434321727,7.26162404307,8.67434321677,8.67434321677,8.67434321717,8.67434321717,8.67434321717,8.67434321747,8.67434321747,7.06883205687,6.20173353247,8.67434321707,8.67434321707,8.67434321707,8.67434321727,7.71921020737,9.58073091687,7.47739975887,6.08811789789,5.44999847429,7.93482640729,9.24930782329,11.27308217889,13.08841903939,11.99969404199
"t128",10.68268591619,8.81622380389,4.87510575627,2.37541173425,2.19997990365,0.99499601851,0.38417540535,0.1041701639,0,2.78647235189,2.78647235189,2.78647235194,2.78647235194,2.78647235194,2.78647235184,2.78647235184,2.78647235184,2.78647235184,2.78647235184,2.78647235185,2.25802441855,4.43301563815,4.43301563815,4.43301563815,4.43301563822,4.4330156382,4.4330156382,4.43301563818,4.43301563825,4.43301563775,4.43301563815,4.43301563815,5.00863283045,5.00863283045,5.00863283045,5.00863283052,5.00863283052,5.00863283047,5.00863283047,5.00863283047,4.6507489985,7.29597284935,7.29597284935,7.29597284934,7.29597284934,7.29597284935,7.29597284935,6.22796241085,7.29597284925,7.29597284925,7.78163424975,7.83202622375,5.74695365705,6.36596149695,7.832026224212,7.493204774012,7.832026224112,6.846081311912,7.52990186754,7.83202622414,7.83202622414,7.83202622414,7.83202622414,7.8320262238324,7.8320262238054,7.8320262238054,7.7233114237324,7.8320262239324,6.5436427143324,7.8320262238324,7.8320262239994,7.8320262239994,7.8320262239994,7.8320262239924,7.8320262239324,7.8320262239324,7.8320262238924,7.8320262238924,7.8320262238924,7.8320262243224,7.8320262243224,7.8320262242924,7.8320262243924,7.8320262243924,7.8320262243924,7.2162055278924,7.83202622435,7.83202622435,7.60761445605,7.83202622435,7.83202622435,7.83202622389,7.83202622389,7.83202622424,7.83202622424,7.83202622424,7.83202622428,7.83202622424,7.83202622424,4.31646616215,7.99520527274,8.6743432172,7.9284557908,8.6743432172,8.6743432172,8.6743432171,8.6743432171,8.6743432171659,8.6743432171659,8.67434321727,7.26162404307,8.67434321677,8.67434321677,8.67434321717,8.67434321717,8.67434321717,8.67434321747,8.67434321747,7.06883205687,6.20173353247,8.67434321707,8.67434321707,8.67434321707,8.67434321727,7.71921020737,9.58073091687,7.47739975887,6.08811789789,5.44999847429,7.93482640729,9.24930782329,11.27308217889,13.08841903939,11.99969404199
"t133",10.68268591618,8.81622380388,4.87510575626,2.37541173424,2.19997990364,1.8895059025,2.78647235194,2.78647235189,2.78647235189,0,0.0741015885,1.13782947215,2.23732172935,2.23732172935,2.23732172925,2.23732172925,2.23732172925,2.23732172925,2.23732172925,2.38611409344,1.85766616014,4.43301563814,4.43301563814,4.43301563814,4.43301563821,4.43301563819,4.43301563819,4.43301563817,4.43301563824,4.43301563774,4.43301563814,4.43301563814,5.00863283044,5.00863283044,5.00863283044,5.00863283051,5.00863283051,5.00863283046,5.00863283046,5.00863283046,4.65074899849,7.29597284934,7.29597284934,7.29597284933,7.29597284933,7.29597284934,7.29597284934,6.22796241084,7.29597284924,7.29597284924,7.78163424974,7.83202622374,5.74695365704,6.36596149694,7.832026224202,7.493204774002,7.832026224102,6.846081311902,7.52990186753,7.83202622413,7.83202622413,7.83202622413,7.83202622413,7.8320262238224,7.8320262237954,7.8320262237954,7.7233114237224,7.8320262239224,6.5436427143224,7.8320262238224,7.8320262239894,7.8320262239894,7.8320262239894,7.8320262239824,7.8320262239224,7.8320262239224,7.8320262238824,7.8320262238824,7.8320262238824,7.8320262243124,7.8320262243124,7.8320262242824,7.8320262243824,7.8320262243824,7.8320262243824,7.2162055278824,7.83202622434,7.83202622434,7.60761445604,7.83202622434,7.83202622434,7.83202622388,7.83202622388,7.83202622423,7.83202622423,7.83202622423,7.83202622427,7.83202622423,7.83202622423,4.31646616214,7.99520527273,8.67434321719,7.92845579079,8.67434321719,8.67434321719,8.67434321709,8.67434321709,8.6743432171559,8.6743432171559,8.67434321726,7.26162404306,8.67434321676,8.67434321676,8.67434321716,8.67434321716,8.67434321716,8.67434321746,8.67434321746,7.06883205686,6.20173353246,8.67434321706,8.67434321706,8.67434321706,8.67434321726,7.71921020736,9.58073091686,7.47739975886,6.08811789788,5.44999847428,7.93482640728,9.24930782328,11.27308217888,13.08841903938,11.99969404198
