,0,1,2,3,4,5,6,7,8,9,10,11,12
t4,3.7073169,2.193313,7.7943687,3.314227,5.9802313,2.9408712,11.483882,6.7742505,6.1620016,8.74989,2.3624413,4.3052983,2.7178595
t5,3.6224213,2.1224673,7.6693387,3.3258448,5.927285,3.121294,11.233295,6.8503056,6.180503,8.765998,2.4826534,4.414757,2.792419
t10,3.1861868,2.1307075,7.785558,3.3969023,6.115598,3.9635131,10.458869,6.730505,6.204893,8.49763,3.245529,4.627483,3.2136745
t22,3.0546577,3.183263,1.0370121,3.6219063,4.8721995,8.097921,4.0164423,6.2926307,5.683678,1.4174293,9.568622,6.7928267,1.08642
t26,3.0339873,3.1929271,0.9692549,3.6233857,4.875566,8.081403,3.9614232,6.2665286,5.706299,1.391535,9.521863,6.7776046,1.1264188
t41,3.057333,3.1008954,0.9471369,3.5797348,4.86521,8.038837,4.0364633,6.3869805,5.7627044,1.2919303,9.600595,6.7415843,1.1763214
t111,3.1121109,3.2629876,0.62274814,3.3985946,4.4531503,8.064159,4.134967,6.232105,5.6980863,1.6924951,9.473977,6.9529657,1.3741354
t127,2.9700983,3.2329707,0.6882096,3.355163,4.471146,8.115212,4.06122,6.210613,5.7970724,1.6115271,9.538376,6.999837,1.3599513
t128,3.1382232,3.30496,0.63626444,3.4344523,4.408427,8.126224,4.1231227,6.1975303,5.6768336,1.6903048,9.557999,7.012255,1.3351153
t133,2.9920342,3.1989043,0.6264517,3.5448318,4.675393,8.098216,3.9791381,6.1738524,5.700996,1.771255,9.165054,6.855565,1.3140268
t134,2.98769,3.3182657,0.6564102,3.3495686,4.47182,8.022697,4.207848,6.141087,5.74376,1.7036513,9.194607,7.007581,1.4532753
t56,3.0468507,3.1871958,0.70259297,3.4638095,4.684476,7.9716697,4.1069016,6.2669296,5.783446,1.6019443,9.173612,6.8633037,1.3966717
t119,3.0187254,3.3052897,0.6116965,3.5719855,4.620045,8.057017,4.1679416,6.118326,5.653216,1.8198069,9.35061,6.8503327,1.3013778
t120,2.9122834,3.369508,0.62484854,3.4583151,4.649887,7.961435,4.109898,6.063346,5.6920624,1.7256967,9.375571,6.79763,1.3225027
t97,2.8321075,3.2984605,0.75720924,3.4943523,4.6559553,8.066979,4.0857124,6.1143026,5.7403846,1.6528183,9.425901,6.8896203,1.2774092
t98,2.8541307,3.4199357,0.63772553,3.3902457,4.7762976,8.040225,4.0349674,6.045189,5.6740212,1.476981,9.397755,6.8739147,1.354249
t99,2.7823548,3.3461719,0.7553434,3.4754717,4.6685104,8.071632,4.0702224,6.0669675,5.7436123,1.6241186,9.54981,6.9121256,1.2999933
t100,2.8091743,3.398044,0.7287805,3.4682064,4.6586356,8.043082,4.1346016,6.026029,5.665735,1.7078022,9.461499,6.85572,1.2551275
t58,2.7106893,3.4252946,0.85213643,3.39956,4.6908393,7.9824624,4.2459,6.014197,5.6874,1.6409413,9.517098,6.8408637,1.2456763
t44,3.0272696,3.2050116,0.7286965,3.4559815,4.726581,7.906265,4.1302156,6.275262,5.7933273,1.5853256,9.267133,6.7934017,1.3770053
t45,2.8707669,3.264577,0.8454814,3.6599336,4.872447,8.037046,3.938904,6.17125,5.748428,1.4619204,9.447647,6.7264967,1.1742549
t112,9.752603,5.607737,-0.13286601,-3.6299639,7.0142665,6.177494,1.0045261,-0.38305062,4.825073,7.1182237,6.4686847,5.5752134,-0.95395136
t113,9.761406,5.6095037,-0.11509529,-3.6315348,7.015577,6.145043,0.99358016,-0.35721666,4.8703065,7.1296654,6.5055747,5.562522,-0.960153
t85,9.6918335,5.561708,-0.14369094,-3.6101458,7.024663,6.234498,1.0310849,-0.44819832,4.7410865,7.0831833,6.419929,5.6037602,-0.9452932
t114,9.887934,5.6840267,-0.24223483,-3.7686954,7.1354313,6.0847273,1.0737424,-0.2745552,4.9837403,7.1948023,6.539937,5.6465096,-0.8530366
t129,9.8332405,5.6273546,-0.17950386,-3.8516803,7.166237,6.007928,0.9896582,-0.37521994,5.01086,7.083893,6.61251,5.620408,-0.9194252
t130,9.941524,5.771854,-0.19222711,-3.78504,7.1176257,6.117236,1.025866,-0.31191832,4.966434,7.1495285,6.489725,5.5659704,-0.9045147
t94,9.951396,5.7372804,-0.22727115,-3.891106,7.2209606,6.0270505,1.0307555,-0.31109965,5.058713,7.1385193,6.586182,5.611926,-0.8738342
t89,9.851463,5.647095,-0.29329675,-3.7283182,7.0831895,6.0347805,1.1193386,-0.22744958,4.994893,7.232447,6.579933,5.700801,-0.803716
t31,9.727126,5.567405,-0.01556453,-3.6625695,6.9059963,6.1168776,0.8772377,-0.31877849,4.8106174,7.1912074,6.4576864,5.506117,-1.0828943
t35,9.702457,5.556607,-0.11131864,-3.5439663,6.9402514,6.1436067,1.0327137,-0.3283121,4.893309,7.1429286,6.5381284,5.522585,-0.92597204
t36,9.747711,5.5909863,0.01286172,-3.5578904,6.914778,6.17054,0.8891903,-0.36006618,4.8025637,7.0915008,6.4802356,5.597774,-1.0717584
t20,12.902797,8.357579,1.8501976,5.2276177,5.3235145,7.6710043,5.0664525,2.3085008,9.04782,6.7737927,2.0747328,6.351057,1.7157688
t74,12.992746,8.269473,1.7862142,5.1030293,5.244207,7.750561,5.1048665,2.2961059,9.041441,6.7877975,2.0819023,6.4275117,1.8548423
t75,12.960838,8.381654,1.8266249,5.2075124,5.231082,7.7532268,5.1135345,2.2369642,9.142738,6.7804623,1.9752896,6.4356203,1.778703
t115,12.885815,8.37719,1.747164,5.1807594,5.292484,7.7049894,5.138629,2.320707,9.080175,6.8574414,2.0897076,6.3713326,1.8048168
t116,12.9488945,8.302723,1.705146,5.0940895,5.1735706,7.804661,5.187458,2.3156133,9.15111,6.880135,2.047817,6.483906,1.9007163
t103,12.929305,8.416329,1.7075077,5.1827884,5.2035728,7.756261,5.243853,2.2561514,9.269716,6.890097,1.9485254,6.449176,1.8382691
t117,12.869571,8.317102,1.7172772,5.071901,5.2635846,7.72794,5.13396,2.3669066,9.085528,6.8475313,2.1258934,6.403998,1.9240664
t118,12.844073,8.452967,1.7943652,5.188922,5.189027,7.791527,5.1167426,2.2543705,9.208194,6.8064647,1.9547198,6.474162,1.8545413
t69,12.929492,8.367805,1.6336743,5.1650524,5.2399817,7.7269893,5.297761,2.311805,9.21583,6.9563184,2.0254302,6.4081855,1.8415948
t49,3.0034015,2.7152548,7.5535398,3.359243,4.869009,3.9045806,9.806281,8.168824,7.1898737,8.170916,1.5275071,4.38091,3.1048672
t86,3.002563,2.710207,7.483605,3.293296,4.823103,3.8343549,9.73845,8.236194,7.2456813,8.186098,1.4626108,4.307038,3.0385497
t95,2.981693,2.7554073,7.4570084,3.2665884,4.808444,3.879254,9.775289,8.234582,7.203003,8.1435795,1.4551734,4.2825284,3.0859046
t96,2.8857687,2.795818,7.3599467,3.170741,4.810583,3.861655,9.688701,8.235279,7.1870127,8.128017,1.4224784,4.180117,3.1045263
t54,3.0624478,2.633464,7.5225763,3.3318129,4.877856,3.7179565,9.70709,8.191845,7.250868,8.279535,1.5245705,4.3524265,2.9203777
t55,2.980867,2.6408296,7.3779597,3.1878476,4.856826,3.7401474,9.650765,8.198092,7.293914,8.263842,1.4721901,4.1974807,2.9534254
t28,2.9893126,2.651388,7.6528225,3.4517305,4.941282,3.8928657,9.792461,8.062134,7.187498,8.220536,1.6373023,4.480233,3.082641
t37,3.023156,2.6840298,7.44761,3.2496347,4.9360404,3.8487604,9.839844,8.058022,7.121313,8.2240095,1.608145,4.292307,3.0550876
t38,3.1240413,2.6923027,7.3231416,3.1299534,4.803042,3.8046484,9.872672,8.177907,7.207053,8.2064085,1.484964,4.172823,2.992006
t32,3.2043192,2.4042058,7.6544156,3.3694053,5.7505293,3.7605467,10.402945,7.152245,6.4124603,8.488743,2.4994004,4.482627,3.080554
t33,3.1807282,2.4888499,7.6217923,3.3600898,5.645902,3.7445192,10.358739,7.2656603,6.5021796,8.4287615,2.3600988,4.4490166,3.071443
t13,3.1108863,2.261506,7.7415886,3.412646,6.0119452,3.9676108,10.382759,6.7881064,6.2811055,8.416403,3.1133611,4.6355877,3.2492676
t14,3.1538436,2.315318,7.7295485,3.3948784,5.932349,3.9113483,10.379493,6.915754,6.327707,8.452335,2.907816,4.561363,3.1753714
t61,1.0057548,6.209124,7.973472,3.0853975,7.437043,6.44982,6.9435434,6.276732,6.7267976,7.554662,3.4796536,3.4011896,4.22163
t62,0.8436834,6.245154,7.965992,3.0669317,7.370062,6.3630185,7.015123,6.511104,6.757118,7.505536,3.4561722,3.4685714,4.1277857
t39,0.95146775,6.2312374,7.972975,3.0941265,7.413369,6.4151816,6.981342,6.3205776,6.689943,7.563588,3.5036376,3.415264,4.2591057
t34,0.7439951,6.2986817,7.9082723,3.038746,7.295254,6.2795453,7.0603857,6.6565213,6.7307377,7.4657946,3.4420178,3.5084693,4.126856
t47,0.79713166,6.2034254,8.045408,3.1118605,7.375197,6.329889,7.0649734,6.536798,6.664769,7.590384,3.5339227,3.4398246,4.21757
t48,0.8960901,6.1755004,8.062818,3.064855,7.4163594,6.4073906,6.972016,6.4085097,6.6025877,7.6779428,3.6276925,3.374434,4.2350225
t76,0.9422279,6.294377,7.9559345,3.102926,7.4070125,6.4180083,6.9958277,6.2636185,6.582422,7.6578803,3.645185,3.4077523,4.402155
t105,0.88472825,6.222393,8.055216,3.1531672,7.433337,6.382998,7.0461693,6.3483157,6.566278,7.6582913,3.5921674,3.368636,4.346449
t106,0.96101016,6.2203593,7.9955564,3.0513506,7.4162602,6.4397473,6.9415727,6.3335133,6.669153,7.647312,3.605762,3.3782744,4.2803755
t83,0.5062333,6.674384,7.238859,2.8798642,6.7774014,5.9131646,7.002878,7.303261,6.404408,6.6991873,2.7195578,3.7532392,4.228136
t107,0.61729956,6.594804,7.306594,2.9880354,6.8085375,5.9724283,7.1102567,7.2560287,6.3284717,6.7208858,2.62269,3.8484087,4.2999096
t108,0.53578126,6.6324306,7.2820783,2.9198444,6.820268,5.954478,7.0394564,7.2566495,6.371104,6.7406363,2.705539,3.775519,4.26846
t104,0.5416546,6.6376452,7.274708,2.9159803,6.8167014,5.946382,7.037903,7.2635427,6.372143,6.7392354,2.7018418,3.7795827,4.2645555
t42,0.6369403,6.5377183,7.325997,2.9951868,6.896016,6.015527,7.1253657,7.2001576,6.3576975,6.7946258,2.593909,3.7559311,4.3170223
t27,0.59082997,6.4713745,7.7143764,2.945894,7.15996,6.177659,7.04648,6.8988304,6.728776,7.284617,3.3177357,3.5844097,4.079557
t21,-0.100343734,7.1590934,7.5747757,2.575683,7.175055,6.2230773,6.823075,7.4332495,7.192092,7.3248158,3.6884506,3.432749,3.6414757
t101,-0.60112035,7.5776954,7.6866293,2.3363783,7.305862,6.402706,6.5390224,7.6491785,7.5581465,7.659233,4.2189775,3.5063694,3.1783507
t102,-0.5427406,7.5706925,7.777759,2.3054664,7.180504,6.2951255,6.594116,7.6481457,7.5962415,7.6947236,4.2923017,3.4204795,3.1323206
t63,-0.48208883,7.552527,7.689311,2.2570844,7.3659387,6.4673233,6.583675,7.493683,7.555039,7.6005273,4.225305,3.4906244,3.1485133
t60,-0.56304276,7.604081,7.75818,2.2670498,7.2141366,6.339109,6.571139,7.645907,7.6177807,7.6866245,4.3438997,3.391777,3.1034102
t50,-0.4695996,7.636559,7.73033,2.2394712,7.367537,6.4757075,6.698386,7.5090566,7.631233,7.6930737,4.330415,3.3592722,3.1073053
t51,-0.38918516,7.5070024,7.7996883,2.3535378,7.283892,6.3950047,6.791217,7.4867296,7.522368,7.720042,4.2843504,3.3714218,3.2069993
t59,-0.5173546,7.5740175,7.8113956,2.348414,7.2067313,6.3521433,6.6790137,7.6426034,7.5757713,7.755758,4.365197,3.34428,3.1664805
t125,-0.3914795,7.597681,7.6379175,2.3160267,7.2846966,6.3391814,6.6836004,7.599784,7.6105547,7.570513,4.231765,3.425375,3.2120984
t126,-0.3503776,7.514248,7.699531,2.351323,7.302564,6.366192,6.767956,7.4979577,7.5275645,7.6159863,4.222877,3.4387572,3.2343225
t92,-0.18490222,7.2877474,7.6739564,2.508015,7.224693,6.287855,6.750019,7.441156,7.3129373,7.476276,3.9004908,3.4323113,3.4972653
t93,-0.22981241,7.34545,7.6372976,2.4675982,7.203292,6.2860327,6.7824554,7.447941,7.330479,7.4582796,3.9397793,3.3961146,3.4501553
t84,-0.09307675,7.2615423,7.609571,2.4845586,7.2136636,6.2909303,6.797516,7.402183,7.3165154,7.4228973,3.867893,3.3707008,3.4877517
t90,-0.34893692,7.1557593,7.7297645,2.7177079,7.358616,6.389343,6.7705717,7.3080077,7.1739583,7.4151855,3.858221,3.5586317,3.6521723
t91,-0.3209906,7.1025467,7.7174726,2.6687274,7.18449,6.2246227,6.740591,7.4339166,7.1492105,7.3912134,3.8089852,3.7096746,3.6930702
t66,-0.30271283,7.045639,7.776425,2.616472,7.256922,6.3085694,6.7111573,7.391627,7.2331476,7.474354,3.911069,3.5935533,3.6453898
t46,-0.23241456,7.0193357,7.7638187,2.7517886,7.3120165,6.3366055,6.8013935,7.2620206,7.127835,7.431075,3.8177168,3.6180499,3.7250094
t109,-0.123833336,7.177119,5.8001604,2.4386783,6.647219,5.37862,6.9444914,8.839925,6.648598,5.5388327,1.661047,2.8199103,4.57651
