accepted_species,estimate
t61,-0.95049596
t62,-0.95049596
t118,-0.8776096
t65,-0.95049596
t111,-0.95049596
t53,-0.7394511
t72,-0.7394511
t73,-0.7394511
t47,-0.8537063
t71,-0.8537063
t131,-1.0264609
t114,-1.0855682
t14,0.28225026
