"","t69","t110","t111","t35","t131","t132","t89","t90","t116","t117","t21","t31","t32","t14","t80","t81","t63","t103","t104","t99","t10","t18","t19","t43","t44","t57","t76","t112","t113","t105","t8","t17","t25","t26","t13","t7","t20","t137","t138","t56","t106","t107","t61","t123","t124","t102","t12","t74","t75","t6","t125","t126","t122","t120","t121","t96","t41","t42","t82","t83","t45","t129","t130","t79","t36","t23","t30","t47","t48","t33","t37","t38","t135","t136","t64","t65","t51","t84","t85","t86","t62","t87","t88","t16","t11","t67","t68","t58","t114","t115","t93","t15","t2","t40","t49","t50","t28","t29","t22","t9","t5","t27","t59","t60","t39","t55","t94","t95","t108","t109","t72","t73","t77","t78","t133","t134","t127","t128","t46","t70","t100","t101","t71","t66","t118","t119","t97","t98","t24","t52","t53","t34","t54","t91","t92","t3","t4","t1"
"t69",0,1.165283453,1.165283453,4.1655325444,4.16553254449,4.16553254449,4.16553254462,4.16553254462,4.16553254452,4.16553254452,4.1655325441,4.775683617784,3.628148278114,3.194714769984,4.7756836179,4.7756836179,4.7756836179,4.51169806518,4.70944958947,4.6971200865,5.1579081129,9.10467182688,9.10467182688,9.10467182722,8.72897412052,9.10467182682,9.10467182692,9.10467182692,9.10467182692,9.10467182692,7.32625779762,7.71665597912,9.10467182682,7.77080108468,7.14774639128,6.46503739389,8.17740987772,9.104671827076,9.104671827076,8.72688617982,9.10467182712,9.10467182712,9.10467182712,10.1879736245,10.1879736245,10.1879736246,10.1879736252,10.1879736249,10.1879736249,9.3425063674,10.1879736249,10.1879736249,10.18797362497,10.18797362497,10.18797362497,9.86477449848,9.62512431757,10.18797362497,10.18797362503,9.98998780503,10.18797362503,10.18797362498,10.18797362498,10.18797362506,9.32676063186,10.18797362543,10.0977783982,9.41669280636,10.187973625,10.1879736252,9.4369529546,10.1879736249,10.18797362513,10.18797362513,10.18797362507,10.18797362507,9.42229351853,10.18797362507,9.87752418525,10.18797362511,10.1879736251,10.187973625,10.187973625,9.1811656609,10.1879736249,10.187973624782,10.187973624782,9.894593349082,10.187973624882,10.187973624882,10.187973624782,8.8481951073,7.4497573798,11.1864158491,11.186415849,11.186415849,10.17978366559,11.18641584859,11.18641584889,9.7689134615,8.4117685224,11.18641584904,10.63039336964,11.18641584944,11.18641584987,11.18641584947,11.18641584939,11.18641584939,11.18641584937,11.18641584937,10.95489297837,11.18641584927,11.18641584927,11.18641584927,11.18641584929,11.18641584929,11.18641584929,11.18641584929,10.57297079009,11.18641584937,11.18641584933,11.18641584933,10.70220678389,11.18641584947,11.18641584937,11.18641584937,11.18641584946,11.18641584946,11.18641584927,11.1864158494,11.1864158494,11.0048880068,11.1864158494,11.1864158494,11.1864158494,9.4701275084,8.9444399074,7.1249546475
"t110",1.165283453,0,0.354421471,4.1655325444,4.16553254449,4.16553254449,4.16553254462,4.16553254462,4.16553254452,4.16553254452,4.1655325441,4.775683617784,3.628148278114,3.194714769984,4.7756836179,4.7756836179,4.7756836179,4.51169806518,4.70944958947,4.6971200865,5.1579081129,9.10467182688,9.10467182688,9.10467182722,8.72897412052,9.10467182682,9.10467182692,9.10467182692,9.10467182692,9.10467182692,7.32625779762,7.71665597912,9.10467182682,7.77080108468,7.14774639128,6.46503739389,8.17740987772,9.104671827076,9.104671827076,8.72688617982,9.10467182712,9.10467182712,9.10467182712,10.1879736245,10.1879736245,10.1879736246,10.1879736252,10.1879736249,10.1879736249,9.3425063674,10.1879736249,10.1879736249,10.18797362497,10.18797362497,10.18797362497,9.86477449848,9.62512431757,10.18797362497,10.18797362503,9.98998780503,10.18797362503,10.18797362498,10.18797362498,10.18797362506,9.32676063186,10.18797362543,10.0977783982,9.41669280636,10.187973625,10.1879736252,9.4369529546,10.1879736249,10.18797362513,10.18797362513,10.18797362507,10.18797362507,9.42229351853,10.18797362507,9.87752418525,10.18797362511,10.1879736251,10.187973625,10.187973625,9.1811656609,10.1879736249,10.187973624782,10.187973624782,9.894593349082,10.187973624882,10.187973624882,10.187973624782,8.8481951073,7.4497573798,11.1864158491,11.186415849,11.186415849,10.17978366559,11.18641584859,11.18641584889,9.7689134615,8.4117685224,11.18641584904,10.63039336964,11.18641584944,11.18641584987,11.18641584947,11.18641584939,11.18641584939,11.18641584937,11.18641584937,10.95489297837,11.18641584927,11.18641584927,11.18641584927,11.18641584929,11.18641584929,11.18641584929,11.18641584929,10.57297079009,11.18641584937,11.18641584933,11.18641584933,10.70220678389,11.18641584947,11.18641584937,11.18641584937,11.18641584946,11.18641584946,11.18641584927,11.1864158494,11.1864158494,11.0048880068,11.1864158494,11.1864158494,11.1864158494,9.4701275084,8.9444399074,7.1249546475
"t111",1.165283453,0.354421471,0,4.1655325444,4.16553254449,4.16553254449,4.16553254462,4.16553254462,4.16553254452,4.16553254452,4.1655325441,4.775683617784,3.628148278114,3.194714769984,4.7756836179,4.7756836179,4.7756836179,4.51169806518,4.70944958947,4.6971200865,5.1579081129,9.10467182688,9.10467182688,9.10467182722,8.72897412052,9.10467182682,9.10467182692,9.10467182692,9.10467182692,9.10467182692,7.32625779762,7.71665597912,9.10467182682,7.77080108468,7.14774639128,6.46503739389,8.17740987772,9.104671827076,9.104671827076,8.72688617982,9.10467182712,9.10467182712,9.10467182712,10.1879736245,10.1879736245,10.1879736246,10.1879736252,10.1879736249,10.1879736249,9.3425063674,10.1879736249,10.1879736249,10.18797362497,10.18797362497,10.18797362497,9.86477449848,9.62512431757,10.18797362497,10.18797362503,9.98998780503,10.18797362503,10.18797362498,10.18797362498,10.18797362506,9.32676063186,10.18797362543,10.0977783982,9.41669280636,10.187973625,10.1879736252,9.4369529546,10.1879736249,10.18797362513,10.18797362513,10.18797362507,10.18797362507,9.42229351853,10.18797362507,9.87752418525,10.18797362511,10.1879736251,10.187973625,10.187973625,9.1811656609,10.1879736249,10.187973624782,10.187973624782,9.894593349082,10.187973624882,10.187973624882,10.187973624782,8.8481951073,7.4497573798,11.1864158491,11.186415849,11.186415849,10.17978366559,11.18641584859,11.18641584889,9.7689134615,8.4117685224,11.18641584904,10.63039336964,11.18641584944,11.18641584987,11.18641584947,11.18641584939,11.18641584939,11.18641584937,11.18641584937,10.95489297837,11.18641584927,11.18641584927,11.18641584927,11.18641584929,11.18641584929,11.18641584929,11.18641584929,10.57297079009,11.18641584937,11.18641584933,11.18641584933,10.70220678389,11.18641584947,11.18641584937,11.18641584937,11.18641584946,11.18641584946,11.18641584927,11.1864158494,11.1864158494,11.0048880068,11.1864158494,11.1864158494,11.1864158494,9.4701275084,8.9444399074,7.1249546475
"t35",4.1655325444,4.1655325444,4.1655325444,0,2.12957184009,2.12957184009,2.12957184022,2.12957184022,2.12957184012,2.12957184012,2.8847870963,4.775683617184,3.628148277514,3.194714769384,4.7756836173,4.7756836173,4.7756836173,4.51169806458,4.70944958887,4.6971200859,5.1579081123,9.10467182628,9.10467182628,9.10467182662,8.72897411992,9.10467182622,9.10467182632,9.10467182632,9.10467182632,9.10467182632,7.32625779702,7.71665597852,9.10467182622,7.77080108408,7.14774639068,6.46503739329,8.17740987712,9.104671826476,9.104671826476,8.72688617922,9.10467182652,9.10467182652,9.10467182652,10.1879736239,10.1879736239,10.187973624,10.1879736246,10.1879736243,10.1879736243,9.3425063668,10.1879736243,10.1879736243,10.18797362437,10.18797362437,10.18797362437,9.86477449788,9.62512431697,10.18797362437,10.18797362443,9.98998780443,10.18797362443,10.18797362438,10.18797362438,10.18797362446,9.32676063126,10.18797362483,10.0977783976,9.41669280576,10.1879736244,10.1879736246,9.436952954,10.1879736243,10.18797362453,10.18797362453,10.18797362447,10.18797362447,9.42229351793,10.18797362447,9.87752418465,10.18797362451,10.1879736245,10.1879736244,10.1879736244,9.1811656603,10.1879736243,10.187973624182,10.187973624182,9.894593348482,10.187973624282,10.187973624282,10.187973624182,8.8481951067,7.4497573792,11.1864158485,11.1864158484,11.1864158484,10.17978366499,11.18641584799,11.18641584829,9.7689134609,8.4117685218,11.18641584844,10.63039336904,11.18641584884,11.18641584927,11.18641584887,11.18641584879,11.18641584879,11.18641584877,11.18641584877,10.95489297777,11.18641584867,11.18641584867,11.18641584867,11.18641584869,11.18641584869,11.18641584869,11.18641584869,10.57297078949,11.18641584877,11.18641584873,11.18641584873,10.70220678329,11.18641584887,11.18641584877,11.18641584877,11.18641584886,11.18641584886,11.18641584867,11.1864158488,11.1864158488,11.0048880062,11.1864158488,11.1864158488,11.1864158488,9.4701275078,8.9444399068,7.1249546469
"t131",4.16553254449,4.16553254449,4.16553254449,2.12957184009,0,0.13220183938,1.23742605871,1.23742605871,1.23742605861,1.23742605861,2.88478709639,4.775683617274,3.628148277604,3.194714769474,4.77568361739,4.77568361739,4.77568361739,4.51169806467,4.70944958896,4.69712008599,5.15790811239,9.10467182637,9.10467182637,9.10467182671,8.72897412001,9.10467182631,9.10467182641,9.10467182641,9.10467182641,9.10467182641,7.32625779711,7.71665597861,9.10467182631,7.77080108417,7.14774639077,6.46503739338,8.17740987721,9.104671826566,9.104671826566,8.72688617931,9.10467182661,9.10467182661,9.10467182661,10.18797362399,10.18797362399,10.18797362409,10.18797362469,10.18797362439,10.18797362439,9.34250636689,10.18797362439,10.18797362439,10.18797362446,10.18797362446,10.18797362446,9.86477449797,9.62512431706,10.18797362446,10.18797362452,9.98998780452,10.18797362452,10.18797362447,10.18797362447,10.18797362455,9.32676063135,10.18797362492,10.09777839769,9.41669280585,10.18797362449,10.18797362469,9.43695295409,10.18797362439,10.18797362462,10.18797362462,10.18797362456,10.18797362456,9.42229351802,10.18797362456,9.87752418474,10.1879736246,10.18797362459,10.18797362449,10.18797362449,9.18116566039,10.18797362439,10.187973624272,10.187973624272,9.894593348572,10.187973624372,10.187973624372,10.187973624272,8.84819510679,7.44975737929,11.18641584859,11.18641584849,11.18641584849,10.17978366508,11.18641584808,11.18641584838,9.76891346099,8.41176852189,11.18641584853,10.63039336913,11.18641584893,11.18641584936,11.18641584896,11.18641584888,11.18641584888,11.18641584886,11.18641584886,10.95489297786,11.18641584876,11.18641584876,11.18641584876,11.18641584878,11.18641584878,11.18641584878,11.18641584878,10.57297078958,11.18641584886,11.18641584882,11.18641584882,10.70220678338,11.18641584896,11.18641584886,11.18641584886,11.18641584895,11.18641584895,11.18641584876,11.18641584889,11.18641584889,11.00488800629,11.18641584889,11.18641584889,11.18641584889,9.47012750789,8.94443990689,7.12495464699
"t132",4.16553254449,4.16553254449,4.16553254449,2.12957184009,0.13220183938,0,1.23742605871,1.23742605871,1.23742605861,1.23742605861,2.88478709639,4.775683617274,3.628148277604,3.194714769474,4.77568361739,4.77568361739,4.77568361739,4.51169806467,4.70944958896,4.69712008599,5.15790811239,9.10467182637,9.10467182637,9.10467182671,8.72897412001,9.10467182631,9.10467182641,9.10467182641,9.10467182641,9.10467182641,7.32625779711,7.71665597861,9.10467182631,7.77080108417,7.14774639077,6.46503739338,8.17740987721,9.104671826566,9.104671826566,8.72688617931,9.10467182661,9.10467182661,9.10467182661,10.18797362399,10.18797362399,10.18797362409,10.18797362469,10.18797362439,10.18797362439,9.34250636689,10.18797362439,10.18797362439,10.18797362446,10.18797362446,10.18797362446,9.86477449797,9.62512431706,10.18797362446,10.18797362452,9.98998780452,10.18797362452,10.18797362447,10.18797362447,10.18797362455,9.32676063135,10.18797362492,10.09777839769,9.41669280585,10.18797362449,10.18797362469,9.43695295409,10.18797362439,10.18797362462,10.18797362462,10.18797362456,10.18797362456,9.42229351802,10.18797362456,9.87752418474,10.1879736246,10.18797362459,10.18797362449,10.18797362449,9.18116566039,10.18797362439,10.187973624272,10.187973624272,9.894593348572,10.187973624372,10.187973624372,10.187973624272,8.84819510679,7.44975737929,11.18641584859,11.18641584849,11.18641584849,10.17978366508,11.18641584808,11.18641584838,9.76891346099,8.41176852189,11.18641584853,10.63039336913,11.18641584893,11.18641584936,11.18641584896,11.18641584888,11.18641584888,11.18641584886,11.18641584886,10.95489297786,11.18641584876,11.18641584876,11.18641584876,11.18641584878,11.18641584878,11.18641584878,11.18641584878,10.57297078958,11.18641584886,11.18641584882,11.18641584882,10.70220678338,11.18641584896,11.18641584886,11.18641584886,11.18641584895,11.18641584895,11.18641584876,11.18641584889,11.18641584889,11.00488800629,11.18641584889,11.18641584889,11.18641584889,9.47012750789,8.94443990689,7.12495464699
"t89",4.16553254462,4.16553254462,4.16553254462,2.12957184022,1.23742605871,1.23742605871,0,0.7586293044,1.1274779319,1.1274779319,2.88478709652,4.775683617404,3.628148277734,3.194714769604,4.77568361752,4.77568361752,4.77568361752,4.5116980648,4.70944958909,4.69712008612,5.15790811252,9.1046718265,9.1046718265,9.10467182684,8.72897412014,9.10467182644,9.10467182654,9.10467182654,9.10467182654,9.10467182654,7.32625779724,7.71665597874,9.10467182644,7.7708010843,7.1477463909,6.46503739351,8.17740987734,9.104671826696,9.104671826696,8.72688617944,9.10467182674,9.10467182674,9.10467182674,10.18797362412,10.18797362412,10.18797362422,10.18797362482,10.18797362452,10.18797362452,9.34250636702,10.18797362452,10.18797362452,10.18797362459,10.18797362459,10.18797362459,9.8647744981,9.62512431719,10.18797362459,10.18797362465,9.98998780465,10.18797362465,10.1879736246,10.1879736246,10.18797362468,9.32676063148,10.18797362505,10.09777839782,9.41669280598,10.18797362462,10.18797362482,9.43695295422,10.18797362452,10.18797362475,10.18797362475,10.18797362469,10.18797362469,9.42229351815,10.18797362469,9.87752418487,10.18797362473,10.18797362472,10.18797362462,10.18797362462,9.18116566052,10.18797362452,10.187973624402,10.187973624402,9.894593348702,10.187973624502,10.187973624502,10.187973624402,8.84819510692,7.44975737942,11.18641584872,11.18641584862,11.18641584862,10.17978366521,11.18641584821,11.18641584851,9.76891346112,8.41176852202,11.18641584866,10.63039336926,11.18641584906,11.18641584949,11.18641584909,11.18641584901,11.18641584901,11.18641584899,11.18641584899,10.95489297799,11.18641584889,11.18641584889,11.18641584889,11.18641584891,11.18641584891,11.18641584891,11.18641584891,10.57297078971,11.18641584899,11.18641584895,11.18641584895,10.70220678351,11.18641584909,11.18641584899,11.18641584899,11.18641584908,11.18641584908,11.18641584889,11.18641584902,11.18641584902,11.00488800642,11.18641584902,11.18641584902,11.18641584902,9.47012750802,8.94443990702,7.12495464712
"t90",4.16553254462,4.16553254462,4.16553254462,2.12957184022,1.23742605871,1.23742605871,0.7586293044,0,1.1274779319,1.1274779319,2.88478709652,4.775683617404,3.628148277734,3.194714769604,4.77568361752,4.77568361752,4.77568361752,4.5116980648,4.70944958909,4.69712008612,5.15790811252,9.1046718265,9.1046718265,9.10467182684,8.72897412014,9.10467182644,9.10467182654,9.10467182654,9.10467182654,9.10467182654,7.32625779724,7.71665597874,9.10467182644,7.7708010843,7.1477463909,6.46503739351,8.17740987734,9.104671826696,9.104671826696,8.72688617944,9.10467182674,9.10467182674,9.10467182674,10.18797362412,10.18797362412,10.18797362422,10.18797362482,10.18797362452,10.18797362452,9.34250636702,10.18797362452,10.18797362452,10.18797362459,10.18797362459,10.18797362459,9.8647744981,9.62512431719,10.18797362459,10.18797362465,9.98998780465,10.18797362465,10.1879736246,10.1879736246,10.18797362468,9.32676063148,10.18797362505,10.09777839782,9.41669280598,10.18797362462,10.18797362482,9.43695295422,10.18797362452,10.18797362475,10.18797362475,10.18797362469,10.18797362469,9.42229351815,10.18797362469,9.87752418487,10.18797362473,10.18797362472,10.18797362462,10.18797362462,9.18116566052,10.18797362452,10.187973624402,10.187973624402,9.894593348702,10.187973624502,10.187973624502,10.187973624402,8.84819510692,7.44975737942,11.18641584872,11.18641584862,11.18641584862,10.17978366521,11.18641584821,11.18641584851,9.76891346112,8.41176852202,11.18641584866,10.63039336926,11.18641584906,11.18641584949,11.18641584909,11.18641584901,11.18641584901,11.18641584899,11.18641584899,10.95489297799,11.18641584889,11.18641584889,11.18641584889,11.18641584891,11.18641584891,11.18641584891,11.18641584891,10.57297078971,11.18641584899,11.18641584895,11.18641584895,10.70220678351,11.18641584909,11.18641584899,11.18641584899,11.18641584908,11.18641584908,11.18641584889,11.18641584902,11.18641584902,11.00488800642,11.18641584902,11.18641584902,11.18641584902,9.47012750802,8.94443990702,7.12495464712
"t116",4.16553254452,4.16553254452,4.16553254452,2.12957184012,1.23742605861,1.23742605861,1.1274779319,1.1274779319,0,0.3366125352,2.88478709642,4.775683617304,3.628148277634,3.194714769504,4.77568361742,4.77568361742,4.77568361742,4.5116980647,4.70944958899,4.69712008602,5.15790811242,9.1046718264,9.1046718264,9.10467182674,8.72897412004,9.10467182634,9.10467182644,9.10467182644,9.10467182644,9.10467182644,7.32625779714,7.71665597864,9.10467182634,7.7708010842,7.1477463908,6.46503739341,8.17740987724,9.104671826596,9.104671826596,8.72688617934,9.10467182664,9.10467182664,9.10467182664,10.18797362402,10.18797362402,10.18797362412,10.18797362472,10.18797362442,10.18797362442,9.34250636692,10.18797362442,10.18797362442,10.18797362449,10.18797362449,10.18797362449,9.864774498,9.62512431709,10.18797362449,10.18797362455,9.98998780455,10.18797362455,10.1879736245,10.1879736245,10.18797362458,9.32676063138,10.18797362495,10.09777839772,9.41669280588,10.18797362452,10.18797362472,9.43695295412,10.18797362442,10.18797362465,10.18797362465,10.18797362459,10.18797362459,9.42229351805,10.18797362459,9.87752418477,10.18797362463,10.18797362462,10.18797362452,10.18797362452,9.18116566042,10.18797362442,10.187973624302,10.187973624302,9.894593348602,10.187973624402,10.187973624402,10.187973624302,8.84819510682,7.44975737932,11.18641584862,11.18641584852,11.18641584852,10.17978366511,11.18641584811,11.18641584841,9.76891346102,8.41176852192,11.18641584856,10.63039336916,11.18641584896,11.18641584939,11.18641584899,11.18641584891,11.18641584891,11.18641584889,11.18641584889,10.95489297789,11.18641584879,11.18641584879,11.18641584879,11.18641584881,11.18641584881,11.18641584881,11.18641584881,10.57297078961,11.18641584889,11.18641584885,11.18641584885,10.70220678341,11.18641584899,11.18641584889,11.18641584889,11.18641584898,11.18641584898,11.18641584879,11.18641584892,11.18641584892,11.00488800632,11.18641584892,11.18641584892,11.18641584892,9.47012750792,8.94443990692,7.12495464702
"t117",4.16553254452,4.16553254452,4.16553254452,2.12957184012,1.23742605861,1.23742605861,1.1274779319,1.1274779319,0.3366125352,0,2.88478709642,4.775683617304,3.628148277634,3.194714769504,4.77568361742,4.77568361742,4.77568361742,4.5116980647,4.70944958899,4.69712008602,5.15790811242,9.1046718264,9.1046718264,9.10467182674,8.72897412004,9.10467182634,9.10467182644,9.10467182644,9.10467182644,9.10467182644,7.32625779714,7.71665597864,9.10467182634,7.7708010842,7.1477463908,6.46503739341,8.17740987724,9.104671826596,9.104671826596,8.72688617934,9.10467182664,9.10467182664,9.10467182664,10.18797362402,10.18797362402,10.18797362412,10.18797362472,10.18797362442,10.18797362442,9.34250636692,10.18797362442,10.18797362442,10.18797362449,10.18797362449,10.18797362449,9.864774498,9.62512431709,10.18797362449,10.18797362455,9.98998780455,10.18797362455,10.1879736245,10.1879736245,10.18797362458,9.32676063138,10.18797362495,10.09777839772,9.41669280588,10.18797362452,10.18797362472,9.43695295412,10.18797362442,10.18797362465,10.18797362465,10.18797362459,10.18797362459,9.42229351805,10.18797362459,9.87752418477,10.18797362463,10.18797362462,10.18797362452,10.18797362452,9.18116566042,10.18797362442,10.187973624302,10.187973624302,9.894593348602,10.187973624402,10.187973624402,10.187973624302,8.84819510682,7.44975737932,11.18641584862,11.18641584852,11.18641584852,10.17978366511,11.18641584811,11.18641584841,9.76891346102,8.41176852192,11.18641584856,10.63039336916,11.18641584896,11.18641584939,11.18641584899,11.18641584891,11.18641584891,11.18641584889,11.18641584889,10.95489297789,11.18641584879,11.18641584879,11.18641584879,11.18641584881,11.18641584881,11.18641584881,11.18641584881,10.57297078961,11.18641584889,11.18641584885,11.18641584885,10.70220678341,11.18641584899,11.18641584889,11.18641584889,11.18641584898,11.18641584898,11.18641584879,11.18641584892,11.18641584892,11.00488800632,11.18641584892,11.18641584892,11.18641584892,9.47012750792,8.94443990692,7.12495464702
