accepted_species,estimate
Galium_bifolium,-0.41023472
Galium_labradoricum,-0.40484852
Galium_lucidum,-0.4047922
Galium_sylvaticum,-0.41533455
Galium_trifidum,-0.38842347
Guettarda_tikalana,0.24030071
Ixora_javanica,0.43038473
Pavetta_australiensis,-0.41095346
Psychotria_flava,-0.24343488
Psychotria_grandis,-0.24343488
