"accepted_species","traits"
"t28",1
"t29",1
"t31",0
"t50",1
"t53",NA
"t57",0
"t62",1
"t74",1
"t75",1
"t77",1
"t80",1
"t81",1
"t87",1
"t96",1
"t100",1
"t101",1
"t102",1
"t106",1
"t108",0
"t111",NA
"t113",1
"t115",1
"t116",0
"t120",1
"t124",1
"t127",1
"t129",1
"t131",1
"t132",1
"t133",1
"t136",0
"t141",0
"t143",1
"t145",1
"t146",1
"t147",1
"t148",1
"t149",1
"t150",NA
"t151",0
"t152",1
"t153",1
"t154",NA
"t156",0
"t157",1
"t158",1
"t159",0
"t160",1
"t161",1
"t162",0
"t164",1
"t165",1
"t166",1
"t168",1
"t170",1
"t171",NA
"t173",1
"t174",1
"t175",NA
"t176",1
"t177",0
"t178",1
"t179",1
"t180",1
"t181",1
"t182",1
"t183",1
"t185",0
"t186",1
"t187",1
"t188",1
"t189",1
"t190",1
"t191",1
"t192",1
"t193",NA
"t194",0
"t195",1
"t196",1
"t197",1
"t198",1
"t199",1
"t200",1
"t201",1
"t202",1
"t203",NA
"t204",1
"t205",NA
"t206",NA
"t207",1
"t208",1
"t209",1
"t210",1
"t211",1
"t212",0
"t213",0
"t214",1
"t215",1
"t216",0
"t217",0
