"accepted_species","traits"
"t11",0
"t15",0
"t16",0
"t17",0
"t19",0
"t24",0
"t25",1
"t29",0
"t33",0
"t35",0
"t39",0
"t41",1
"t42",0
"t45",0
"t46",0
"t48",1
"t51",0
"t56",0
"t57",0
"t59",0
"t60",1
"t63",0
"t65",1
"t66",0
"t67",0
"t68",0
"t69",1
"t73",0
"t77",0
"t78",0
"t79",0
"t80",0
"t81",0
"t83",1
"t84",0
"t85",1
"t87",0
"t88",1
"t93",0
"t94",0
"t95",0
"t96",1
"t97",0
"t98",0
"t101",0
"t103",0
"t104",0
"t105",0
"t106",1
"t107",0
"t108",0
"t109",0
"t110",0
"t111",0
"t112",1
"t114",0
"t115",0
"t116",0
"t117",0
"t119",0
"t120",1
"t121",0
"t122",1
"t123",1
"t124",1
"t125",0
"t126",0
"t127",0
"t128",0
"t129",0
"t130",0
"t131",0
"t132",0
"t133",1
"t134",0
"t135",1
"t136",1
"t137",1
"t138",1
"t139",0
"t140",0
"t141",1
"t142",0
"t143",0
"t144",0
"t145",1
"t146",0
"t147",1
"t148",1
"t149",1
"t150",1
"t151",1
"t152",0
"t153",0
"t154",1
"t155",1
"t156",1
"t157",1
"t158",1
"t159",1
