"accepted_species","trait_BM_trend_scaled"
"t1",1
"t2",1
"t35",1
"t59",0
"t60",0
"t12",0
"t41",1
"t112",0
"t113",0
"t98",1
"t99",1
"t83",1
"t138",1
"t139",1
"t86",1
"t51",0
"t52",1
"t124",0
"t125",0
"t126",0
"t118",0
"t49",1
"t50",1
"t26",1
"t55",1
"t56",0
"t71",1
"t100",0
"t101",0
"t76",0
"t77",1
"t16",1
"t90",0
"t91",1
"t61",1
"t81",1
"t82",1
"t74",1
"t140",1
"t141",1
"t142",1
"t143",1
"t127",1
"t11",1
"t32",1
"t33",1
"t29",1
"t21",1
"t53",1
"t54",1
"t136",1
"t137",1
"t30",1
"t47",0
"t48",1
"t13",1
"t88",0
"t89",1
"t57",1
"t58",0
"t106",1
"t107",0
"t14",0
"t62",0
"t63",0
"t42",1
"t43",1
"t37",0
"t38",1
"t108",1
"t109",1
"t110",1
"t132",1
"t133",1
"t120",1
"t121",1
"t85",0
"t84",0
"t45",1
"t144",0
"t145",0
"t44",0
"t24",1
"t25",1
"t36",0
"t102",1
"t103",1
"t34",1
"t134",1
"t135",1
"t72",1
"t73",1
"t39",1
"t40",1
"t46",1
"t87",1
"t111",1
"t114",1
"t115",1
"t92",0
"t93",0
"t66",1
"t10",1
"t104",0
"t105",0
"t69",0
"t70",0
"t64",0
"t94",0
"t95",0
"t8",0
"t9",0
"t23",1
"t65",0
"t75",0
"t97",0
"t122",0
"t123",0
"t22",0
"t20",0
"t128",1
"t129",1
"t119",1
"t67",1
"t17",1
"t27",0
"t28",0
"t7",0
"t18",1
"t19",1
"t15",1
"t116",1
"t117",0
"t31",0
"t78",0
"t79",0
"t80",0
"t68",0
"t96",0
"t130",1
"t131",1
"t6",1
"t5",1
"t4",0
"t3",1
