"","t4","t8","t9","t10","t11","t12","t105","t113","t134","t135","t62","t99","t100","t59","t25","t93","t94","t107","t108","t27","t28","t24","t30","t31","t130","t131","t126","t127","t120","t121","t65","t66","t50","t90","t109","t110","t57","t58","t67","t68","t124","t125","t53","t114","t115","t84","t37","t38","t15","t33","t77","t111","t112","t71","t87","t88","t26","t63","t64","t41","t42","t32","t13","t54","t55","t82","t83","t136","t137","t46","t48","t79","t81","t91","t92","t18","t49","t60","t61","t78","t101","t102","t96","t97","t16","t69","t70","t44","t45","t35","t14","t128","t129","t95","t34","t29","t89","t122","t123","t51","t52","t116","t117","t47","t74","t75","t43","t22","t39","t40","t36","t23","t103","t104","t118","t119","t76","t20","t21","t19","t80","t98","t132","t133","t106","t56","t17","t85","t86","t72","t73","t7","t6","t5","t1","t2","t3"
"t4",0,5.59411520744,4.91084957614,6.25664442894,6.22602775834,7.12150009074,9.38704633464,9.38704633467,9.387046334671,9.387046334671,9.11706112198,9.38704633468,9.38704633468,9.38704633474,8.84455028324,9.38704633526,9.38704633526,9.38704633524,9.38704633524,8.54362847544,8.47077269384,9.38704633544,9.32665825698,9.38704633548,9.387046335224,9.387046335224,9.387046335204,9.387046335204,9.387046335194,9.387046335194,9.002992416244,9.387046335224,9.30530687277,9.38704633517,9.38704633517,9.38704633517,9.38704633506,9.38704633506,9.38704633516,9.38704633516,9.3870463351,9.3870463351,9.38704633516,9.3870463351,9.3870463351,9.38704633516,9.38704633519,9.38704633519,9.38704633474,8.94842772264,9.38704633524,9.38704633524,9.38704633524,9.38704633524,9.38704633524,9.38704633524,8.91506681674,9.38704633484,9.38704633484,9.16037548094,9.38704633524,9.38704633494,8.46202001654,9.387046334927,9.387046334927,9.387046334947,9.387046334947,9.387046334939,9.387046334939,9.387046335047,9.387046334987,9.387046335087,9.387046335107,9.387046335037,9.387046335037,9.387046334547,9.38704633494,9.38704633492,9.01119287042,9.24353805137,9.38704633447,9.38704633447,9.38704633453,9.38704633453,9.38704633517,9.38704633524,9.38704633524,8.81893436604,9.38704633494,9.38704633494,7.94065596164,9.38704633507,9.38704633507,9.38704633506,9.38704633506,8.48185578446,9.38704633506,9.387046335,9.387046335,9.38704633507,9.25145515907,9.38704633511,9.38704633511,9.17404595333,9.38704633503,9.38704633503,9.38704633506,8.38629605734,9.38704633508,9.38704633508,8.94767138444,8.34322200154,9.38704633514,9.38704633514,9.3870463351,9.3870463351,9.38704633514,9.02479365352,9.38704633552,9.18338929124,9.38704633554,9.38704633554,9.387046335598,9.387046335598,9.3870463356,9.32202832314,9.08275928234,9.38704633504,9.38704633504,9.38704633504,9.38704633504,3.14710323134,2.66507128004,4.00253206314,4.29307449104,4.54057968724,4.64802996034
"t8",5.59411520744,0,2.8539106907,4.1997055435,4.1690888729,5.0645612053,7.3301074492,7.33010744923,7.330107449231,7.330107449231,7.06012223654,7.33010744924,7.33010744924,7.3301074493,6.7876113978,7.33010744982,7.33010744982,7.3301074498,7.3301074498,6.48668959,6.4138338084,7.33010745,7.26971937154,7.33010745004,7.330107449784,7.330107449784,7.330107449764,7.330107449764,7.330107449754,7.330107449754,6.946053530804,7.330107449784,7.24836798733,7.33010744973,7.33010744973,7.33010744973,7.33010744962,7.33010744962,7.33010744972,7.33010744972,7.33010744966,7.33010744966,7.33010744972,7.33010744966,7.33010744966,7.33010744972,7.33010744975,7.33010744975,7.3301074493,6.8914888372,7.3301074498,7.3301074498,7.3301074498,7.3301074498,7.3301074498,7.3301074498,6.8581279313,7.3301074494,7.3301074494,7.1034365955,7.3301074498,7.3301074495,6.4050811311,7.330107449487,7.330107449487,7.330107449507,7.330107449507,7.330107449499,7.330107449499,7.330107449607,7.330107449547,7.330107449647,7.330107449667,7.330107449597,7.330107449597,7.330107449107,7.3301074495,7.33010744948,6.95425398498,7.18659916593,7.33010744903,7.33010744903,7.33010744909,7.33010744909,7.33010744973,7.3301074498,7.3301074498,6.7619954806,7.3301074495,7.3301074495,5.8837170762,7.33010744963,7.33010744963,7.33010744962,7.33010744962,6.42491689902,7.33010744962,7.33010744956,7.33010744956,7.33010744963,7.19451627363,7.33010744967,7.33010744967,7.11710706789,7.33010744959,7.33010744959,7.33010744962,6.3293571719,7.33010744964,7.33010744964,6.890732499,6.2862831161,7.3301074497,7.3301074497,7.33010744966,7.33010744966,7.3301074497,6.96785476808,7.33010745008,7.1264504058,7.3301074501,7.3301074501,7.330107450158,7.330107450158,7.33010745016,7.2650894377,7.0258203969,7.3301074496,7.3301074496,7.3301074496,7.3301074496,4.3011447679,4.4648858558,7.7683576183,9.8559824084,10.1034876046,10.2109378777
"t9",4.91084957614,2.8539106907,0,2.0427972268,2.0121805562,2.9076528886,5.1731991325,5.17319913253,5.173199132531,5.173199132531,4.90321391984,5.17319913254,5.17319913254,5.1731991326,4.6307030811,5.17319913312,5.17319913312,5.1731991331,5.1731991331,4.3297812733,4.2569254917,5.1731991333,5.11281105484,5.17319913334,5.173199133084,5.173199133084,5.173199133064,5.173199133064,5.173199133054,5.173199133054,4.789145214104,5.173199133084,5.09145967063,5.17319913303,5.17319913303,5.17319913303,5.17319913292,5.17319913292,5.17319913302,5.17319913302,5.17319913296,5.17319913296,5.17319913302,5.17319913296,5.17319913296,5.17319913302,5.17319913305,5.17319913305,5.1731991326,4.7345805205,5.1731991331,5.1731991331,5.1731991331,5.1731991331,5.1731991331,5.1731991331,4.7012196146,5.1731991327,5.1731991327,4.9465282788,5.1731991331,5.1731991328,4.2481728144,5.173199132787,5.173199132787,5.173199132807,5.173199132807,5.173199132799,5.173199132799,5.173199132907,5.173199132847,5.173199132947,5.173199132967,5.173199132897,5.173199132897,5.173199132407,5.1731991328,5.17319913278,4.79734566828,5.02969084923,5.17319913233,5.17319913233,5.17319913239,5.17319913239,5.17319913303,5.1731991331,5.1731991331,4.6050871639,5.1731991328,5.1731991328,3.7268087595,5.17319913293,5.17319913293,5.17319913292,5.17319913292,4.26800858232,5.17319913292,5.17319913286,5.17319913286,5.17319913293,5.03760795693,5.17319913297,5.17319913297,4.96019875119,5.17319913289,5.17319913289,5.17319913292,4.1724488552,5.17319913294,5.17319913294,4.7338241823,4.1293747994,5.173199133,5.173199133,5.17319913296,5.17319913296,5.173199133,4.81094645138,5.17319913338,4.9695420891,5.1731991334,5.1731991334,5.173199133458,5.173199133458,5.17319913346,5.108181121,4.8689120802,5.1731991329,5.1731991329,5.1731991329,5.1731991329,3.6178791366,3.7816202245,7.085091987,9.1727167771,9.4202219733,9.5276722464
"t10",6.25664442894,4.1997055435,2.0427972268,0,1.0014391438,2.2749519584,4.5404982023,4.54049820233,4.540498202331,4.540498202331,5.20694614564,5.47693135834,5.47693135834,5.4769313584,4.9344353069,5.47693135892,5.47693135892,5.4769313589,5.4769313589,4.6335134991,4.5606577175,5.4769313591,5.41654328064,5.47693135914,5.476931358884,5.476931358884,5.476931358864,5.476931358864,5.476931358854,5.476931358854,5.092877439904,5.476931358884,5.39519189643,5.47693135883,5.47693135883,5.47693135883,5.47693135872,5.47693135872,5.47693135882,5.47693135882,5.47693135876,5.47693135876,5.47693135882,5.47693135876,5.47693135876,5.47693135882,5.47693135885,5.47693135885,5.4769313584,5.0383127463,5.4769313589,5.4769313589,5.4769313589,5.4769313589,5.4769313589,5.4769313589,5.0049518404,5.4769313585,5.4769313585,5.2502605046,5.4769313589,5.4769313586,4.5519050402,5.476931358587,5.476931358587,5.476931358607,5.476931358607,5.476931358599,5.476931358599,5.476931358707,5.476931358647,5.476931358747,5.476931358767,5.476931358697,5.476931358697,5.476931358207,5.4769313586,5.47693135858,5.10107789408,5.33342307503,5.47693135813,5.47693135813,5.47693135819,5.47693135819,5.47693135883,5.4769313589,5.4769313589,4.9088193897,5.4769313586,5.4769313586,4.0305409853,5.47693135873,5.47693135873,5.47693135872,5.47693135872,4.57174080812,5.47693135872,5.47693135866,5.47693135866,5.47693135873,5.34134018273,5.47693135877,5.47693135877,5.26393097699,5.47693135869,5.47693135869,5.47693135872,4.476181081,5.47693135874,5.47693135874,5.0375564081,4.4331070252,5.4769313588,5.4769313588,5.47693135876,5.47693135876,5.4769313588,5.11467867718,5.47693135918,5.2732743149,5.4769313592,5.4769313592,5.476931359258,5.476931359258,5.47693135926,5.4119133468,5.172644306,5.4769313587,5.4769313587,5.4769313587,5.4769313587,4.9636739894,5.1274150773,8.4308868398,10.5185116299,10.7660168261,10.8734670992
"t11",6.22602775834,4.1690888729,2.0121805562,1.0014391438,0,2.2443352878,4.5098815317,4.50988153173,4.509881531731,4.509881531731,5.17632947504,5.44631468774,5.44631468774,5.4463146878,4.9038186363,5.44631468832,5.44631468832,5.4463146883,5.4463146883,4.6028968285,4.5300410469,5.4463146885,5.38592661004,5.44631468854,5.446314688284,5.446314688284,5.446314688264,5.446314688264,5.446314688254,5.446314688254,5.062260769304,5.446314688284,5.36457522583,5.44631468823,5.44631468823,5.44631468823,5.44631468812,5.44631468812,5.44631468822,5.44631468822,5.44631468816,5.44631468816,5.44631468822,5.44631468816,5.44631468816,5.44631468822,5.44631468825,5.44631468825,5.4463146878,5.0076960757,5.4463146883,5.4463146883,5.4463146883,5.4463146883,5.4463146883,5.4463146883,4.9743351698,5.4463146879,5.4463146879,5.219643834,5.4463146883,5.446314688,4.5212883696,5.446314687987,5.446314687987,5.446314688007,5.446314688007,5.446314687999,5.446314687999,5.446314688107,5.446314688047,5.446314688147,5.446314688167,5.446314688097,5.446314688097,5.446314687607,5.446314688,5.44631468798,5.07046122348,5.30280640443,5.44631468753,5.44631468753,5.44631468759,5.44631468759,5.44631468823,5.4463146883,5.4463146883,4.8782027191,5.446314688,5.446314688,3.9999243147,5.44631468813,5.44631468813,5.44631468812,5.44631468812,4.54112413752,5.44631468812,5.44631468806,5.44631468806,5.44631468813,5.31072351213,5.44631468817,5.44631468817,5.23331430639,5.44631468809,5.44631468809,5.44631468812,4.4455644104,5.44631468814,5.44631468814,5.0069397375,4.4024903546,5.4463146882,5.4463146882,5.44631468816,5.44631468816,5.4463146882,5.08406200658,5.44631468858,5.2426576443,5.4463146886,5.4463146886,5.446314688658,5.446314688658,5.44631468866,5.3812966762,5.1420276354,5.4463146881,5.4463146881,5.4463146881,5.4463146881,4.9330573188,5.0967984067,8.4002701692,10.4878949593,10.7354001555,10.8428504286
"t12",7.12150009074,5.0645612053,2.9076528886,2.2749519584,2.2443352878,0,3.4208901763,3.42089017633,3.420890176331,3.420890176331,6.07180180744,6.34178702014,6.34178702014,6.3417870202,5.7992909687,6.34178702072,6.34178702072,6.3417870207,6.3417870207,5.4983691609,5.4255133793,6.3417870209,6.28139894244,6.34178702094,6.341787020684,6.341787020684,6.341787020664,6.341787020664,6.341787020654,6.341787020654,5.957733101704,6.341787020684,6.26004755823,6.34178702063,6.34178702063,6.34178702063,6.34178702052,6.34178702052,6.34178702062,6.34178702062,6.34178702056,6.34178702056,6.34178702062,6.34178702056,6.34178702056,6.34178702062,6.34178702065,6.34178702065,6.3417870202,5.9031684081,6.3417870207,6.3417870207,6.3417870207,6.3417870207,6.3417870207,6.3417870207,5.8698075022,6.3417870203,6.3417870203,6.1151161664,6.3417870207,6.3417870204,5.416760702,6.341787020387,6.341787020387,6.341787020407,6.341787020407,6.341787020399,6.341787020399,6.341787020507,6.341787020447,6.341787020547,6.341787020567,6.341787020497,6.341787020497,6.341787020007,6.3417870204,6.34178702038,5.96593355588,6.19827873683,6.34178701993,6.34178701993,6.34178701999,6.34178701999,6.34178702063,6.3417870207,6.3417870207,5.7736750515,6.3417870204,6.3417870204,4.8953966471,6.34178702053,6.34178702053,6.34178702052,6.34178702052,5.43659646992,6.34178702052,6.34178702046,6.34178702046,6.34178702053,6.20619584453,6.34178702057,6.34178702057,6.12878663879,6.34178702049,6.34178702049,6.34178702052,5.3410367428,6.34178702054,6.34178702054,5.9024120699,5.297962687,6.3417870206,6.3417870206,6.34178702056,6.34178702056,6.3417870206,5.97953433898,6.34178702098,6.1381299767,6.341787021,6.341787021,6.341787021058,6.341787021058,6.34178702106,6.2767690086,6.0374999678,6.3417870205,6.3417870205,6.3417870205,6.3417870205,5.8285296512,5.9922707391,9.2957425016,11.3833672917,11.6308724879,11.738322761
"t105",9.38704633464,7.3301074492,5.1731991325,4.5404982023,4.5098815317,3.4208901763,0,0.32252792023,0.322527920231,0.322527920231,8.33734805134,8.60733326404,8.60733326404,8.6073332641,8.0648372126,8.60733326462,8.60733326462,8.6073332646,8.6073332646,7.7639154048,7.6910596232,8.6073332648,8.54694518634,8.60733326484,8.607333264584,8.607333264584,8.607333264564,8.607333264564,8.607333264554,8.607333264554,8.223279345604,8.607333264584,8.52559380213,8.60733326453,8.60733326453,8.60733326453,8.60733326442,8.60733326442,8.60733326452,8.60733326452,8.60733326446,8.60733326446,8.60733326452,8.60733326446,8.60733326446,8.60733326452,8.60733326455,8.60733326455,8.6073332641,8.168714652,8.6073332646,8.6073332646,8.6073332646,8.6073332646,8.6073332646,8.6073332646,8.1353537461,8.6073332642,8.6073332642,8.3806624103,8.6073332646,8.6073332643,7.6823069459,8.607333264287,8.607333264287,8.607333264307,8.607333264307,8.607333264299,8.607333264299,8.607333264407,8.607333264347,8.607333264447,8.607333264467,8.607333264397,8.607333264397,8.607333263907,8.6073332643,8.60733326428,8.23147979978,8.46382498073,8.60733326383,8.60733326383,8.60733326389,8.60733326389,8.60733326453,8.6073332646,8.6073332646,8.0392212954,8.6073332643,8.6073332643,7.160942891,8.60733326443,8.60733326443,8.60733326442,8.60733326442,7.70214271382,8.60733326442,8.60733326436,8.60733326436,8.60733326443,8.47174208843,8.60733326447,8.60733326447,8.39433288269,8.60733326439,8.60733326439,8.60733326442,7.6065829867,8.60733326444,8.60733326444,8.1679583138,7.5635089309,8.6073332645,8.6073332645,8.60733326446,8.60733326446,8.6073332645,8.24508058288,8.60733326488,8.4036762206,8.6073332649,8.6073332649,8.607333264958,8.607333264958,8.60733326496,8.5423152525,8.3030462117,8.6073332644,8.6073332644,8.6073332644,8.6073332644,8.0940758951,8.257816983,11.5612887455,13.6489135356,13.8964187318,14.0038690049
"t113",9.38704633467,7.33010744923,5.17319913253,4.54049820233,4.50988153173,3.42089017633,0.32252792023,0,0.187489291521,0.187489291521,8.33734805137,8.60733326407,8.60733326407,8.60733326413,8.06483721263,8.60733326465,8.60733326465,8.60733326463,8.60733326463,7.76391540483,7.69105962323,8.60733326483,8.54694518637,8.60733326487,8.607333264614,8.607333264614,8.607333264594,8.607333264594,8.607333264584,8.607333264584,8.223279345634,8.607333264614,8.52559380216,8.60733326456,8.60733326456,8.60733326456,8.60733326445,8.60733326445,8.60733326455,8.60733326455,8.60733326449,8.60733326449,8.60733326455,8.60733326449,8.60733326449,8.60733326455,8.60733326458,8.60733326458,8.60733326413,8.16871465203,8.60733326463,8.60733326463,8.60733326463,8.60733326463,8.60733326463,8.60733326463,8.13535374613,8.60733326423,8.60733326423,8.38066241033,8.60733326463,8.60733326433,7.68230694593,8.607333264317,8.607333264317,8.607333264337,8.607333264337,8.607333264329,8.607333264329,8.607333264437,8.607333264377,8.607333264477,8.607333264497,8.607333264427,8.607333264427,8.607333263937,8.60733326433,8.60733326431,8.23147979981,8.46382498076,8.60733326386,8.60733326386,8.60733326392,8.60733326392,8.60733326456,8.60733326463,8.60733326463,8.03922129543,8.60733326433,8.60733326433,7.16094289103,8.60733326446,8.60733326446,8.60733326445,8.60733326445,7.70214271385,8.60733326445,8.60733326439,8.60733326439,8.60733326446,8.47174208846,8.6073332645,8.6073332645,8.39433288272,8.60733326442,8.60733326442,8.60733326445,7.60658298673,8.60733326447,8.60733326447,8.16795831383,7.56350893093,8.60733326453,8.60733326453,8.60733326449,8.60733326449,8.60733326453,8.24508058291,8.60733326491,8.40367622063,8.60733326493,8.60733326493,8.607333264988,8.607333264988,8.60733326499,8.54231525253,8.30304621173,8.60733326443,8.60733326443,8.60733326443,8.60733326443,8.09407589513,8.25781698303,11.56128874553,13.64891353563,13.89641873183,14.00386900493
"t134",9.387046334671,7.330107449231,5.173199132531,4.540498202331,4.509881531731,3.420890176331,0.322527920231,0.187489291521,0,0.013274001742,8.337348051371,8.607333264071,8.607333264071,8.607333264131,8.064837212631,8.607333264651,8.607333264651,8.607333264631,8.607333264631,7.763915404831,7.691059623231,8.607333264831,8.546945186371,8.607333264871,8.607333264615,8.607333264615,8.607333264595,8.607333264595,8.607333264585,8.607333264585,8.223279345635,8.607333264615,8.525593802161,8.607333264561,8.607333264561,8.607333264561,8.607333264451,8.607333264451,8.607333264551,8.607333264551,8.607333264491,8.607333264491,8.607333264551,8.607333264491,8.607333264491,8.607333264551,8.607333264581,8.607333264581,8.607333264131,8.168714652031,8.607333264631,8.607333264631,8.607333264631,8.607333264631,8.607333264631,8.607333264631,8.135353746131,8.607333264231,8.607333264231,8.380662410331,8.607333264631,8.607333264331,7.682306945931,8.607333264318,8.607333264318,8.607333264338,8.607333264338,8.60733326433,8.60733326433,8.607333264438,8.607333264378,8.607333264478,8.607333264498,8.607333264428,8.607333264428,8.607333263938,8.607333264331,8.607333264311,8.231479799811,8.463824980761,8.607333263861,8.607333263861,8.607333263921,8.607333263921,8.607333264561,8.607333264631,8.607333264631,8.039221295431,8.607333264331,8.607333264331,7.160942891031,8.607333264461,8.607333264461,8.607333264451,8.607333264451,7.702142713851,8.607333264451,8.607333264391,8.607333264391,8.607333264461,8.471742088461,8.607333264501,8.607333264501,8.394332882721,8.607333264421,8.607333264421,8.607333264451,7.606582986731,8.607333264471,8.607333264471,8.167958313831,7.563508930931,8.607333264531,8.607333264531,8.607333264491,8.607333264491,8.607333264531,8.245080582911,8.607333264911,8.403676220631,8.607333264931,8.607333264931,8.607333264989,8.607333264989,8.607333264991,8.542315252531,8.303046211731,8.607333264431,8.607333264431,8.607333264431,8.607333264431,8.094075895131,8.257816983031,11.561288745531,13.648913535631,13.896418731831,14.003869004931
"t135",9.387046334671,7.330107449231,5.173199132531,4.540498202331,4.509881531731,3.420890176331,0.322527920231,0.187489291521,0.013274001742,0,8.337348051371,8.607333264071,8.607333264071,8.607333264131,8.064837212631,8.607333264651,8.607333264651,8.607333264631,8.607333264631,7.763915404831,7.691059623231,8.607333264831,8.546945186371,8.607333264871,8.607333264615,8.607333264615,8.607333264595,8.607333264595,8.607333264585,8.607333264585,8.223279345635,8.607333264615,8.525593802161,8.607333264561,8.607333264561,8.607333264561,8.607333264451,8.607333264451,8.607333264551,8.607333264551,8.607333264491,8.607333264491,8.607333264551,8.607333264491,8.607333264491,8.607333264551,8.607333264581,8.607333264581,8.607333264131,8.168714652031,8.607333264631,8.607333264631,8.607333264631,8.607333264631,8.607333264631,8.607333264631,8.135353746131,8.607333264231,8.607333264231,8.380662410331,8.607333264631,8.607333264331,7.682306945931,8.607333264318,8.607333264318,8.607333264338,8.607333264338,8.60733326433,8.60733326433,8.607333264438,8.607333264378,8.607333264478,8.607333264498,8.607333264428,8.607333264428,8.607333263938,8.607333264331,8.607333264311,8.231479799811,8.463824980761,8.607333263861,8.607333263861,8.607333263921,8.607333263921,8.607333264561,8.607333264631,8.607333264631,8.039221295431,8.607333264331,8.607333264331,7.160942891031,8.607333264461,8.607333264461,8.607333264451,8.607333264451,7.702142713851,8.607333264451,8.607333264391,8.607333264391,8.607333264461,8.471742088461,8.607333264501,8.607333264501,8.394332882721,8.607333264421,8.607333264421,8.607333264451,7.606582986731,8.607333264471,8.607333264471,8.167958313831,7.563508930931,8.607333264531,8.607333264531,8.607333264491,8.607333264491,8.607333264531,8.245080582911,8.607333264911,8.403676220631,8.607333264931,8.607333264931,8.607333264989,8.607333264989,8.607333264991,8.542315252531,8.303046211731,8.607333264431,8.607333264431,8.607333264431,8.607333264431,8.094075895131,8.257816983031,11.561288745531,13.648913535631,13.896418731831,14.003869004931
