accepted_species,estimate
t37,-0.11544863
t33,-0.11544863
t34,-0.11544863
t80,-0.14524332
t62,-0.14524332
t14,-0.11544863
t15,-0.06446525
t25,1.563036
t21,1.3439478
t42,0.16724442
