"accepted_species","F1.1/1"
"t57",-0.300438801324907
"t72",-0.271112190233024
"t73",1.68095467339223
"t65",-0.197558447925833
"t38",-0.605514799398812
"t91",2.00144031907747
"t92",-2.48099613415288
"t23",-0.192531127983433
"t24",-0.604027781289017
"t54",-0.192258172073682
"t64",0.615395132909572
"t83",0.766604782700998
"t84",-1.31685721137715
"t6",0.764517208653139
"t97",0.344772061340255
"t98",0.112392498765926
"t70",0.173018223769607
"t4",-0.89529978104719
"t55",3.2961850257275
"t56",-0.351060159769835
"t21",-0.708018139205199
"t93",0.0784477406578548
"t94",-0.0700506841083516
"t12",-0.369389763660953
"t50",-0.790489405978097
"t51",0.559229700491381
"t78",-2.24458934293691
"t99",1.46525541006449
"t100",-0.65424611870568
"t69",0.619889988512362
"t45",0.224393375210744
"t13",0.591777585549833
"t11",0.478438363245687
"t89",-1.37758720553413
"t90",0.0567728850932467
"t3",-0.682380423279076
"t52",1.32324587270544
"t53",-0.855768387824516
"t9",-1.63506208610115
"t33",0.299923721631985
"t34",-0.0219524088295453
"t27",-1.39722302474307
"t76",-0.159459806483561
"t77",-0.589194088778019
"t30",0.100117292567476
"t10",0.254926247940012
"t85",-0.197988605371747
"t86",-0.613897573268931
"t44",-0.595510818213767
"t2",0.180528568821741
"t35",1.75331015359396
"t36",-2.19319022638725
"t58",-0.237069614544147
"t59",-1.27836392811038
"t39",-1.11565014460132
"t1",2.05445189427502
"t75",-0.908703686843917
"t48",-1.18191123793938
"t49",-1.55941681554229
"t17",-1.15392714663093
"t18",0.476174316979702
"t67",-1.05937866745346
"t68",0.438983897086281
"t28",-0.38383256059985
"t29",-0.281700951286293
"t61",0.400802736793569
"t22",0.863593782582569
"t87",1.05212144764155
"t88",-0.86092634525943
"t66",0.906793125047412
"t81",2.03288944766959
"t82",0.907792131272203
"t5",-0.210701217186262
"t15",-0.473759434224791
"t16",-1.15291369473398
"t74",0.52823946866978
"t19",-0.3074714579183
"t20",0.838644665887186
"t95",2.0111640159121
"t96",0.0412136674907294
"t25",1.2679758793879
"t26",0.860180361946542
"t37",0.164182092889565
"t46",0.867936714575152
"t47",-0.150207288824818
"t14",0.321746212065284
"t62",-0.910354943204502
"t63",0.784515256221146
"t7",0.0463388127462069
"t60",-0.210189848382203
"t8",NA
"t71",NA
"t79",NA
"t80",NA
"t31",NA
"t32",NA
"t42",NA
"t43",NA
"t40",NA
"t41",NA
