"","t6","t7","t15","t22","t25","t91","t92","t73","t74","t58","t34","t21","t44","t62","t63","t42","t127","t128","t125","t126","t99","t35","t36","t93","t94","t79","t48","t49","t45","t31","t27","t29","t53","t84","t85","t43","t61","t133","t134","t83","t102","t103","t50","t86","t87","t37","t64","t65","t47","t101","t121","t122","t55","t24","t17","t11","t59","t60","t4","t57","t123","t124","t129","t130","t111","t72","t40","t41","t14","t67","t68","t77","t78","t46","t16","t18","t88","t89","t23","t116","t117","t131","t132","t81","t82","t54","t26","t97","t98","t104","t119","t120","t56","t8","t19","t90","t112","t113","t100","t13","t28","t51","t114","t115","t69","t105","t106","t1","t2","t3","t5","t30","t52","t109","t110","t80","t107","t108","t118","t135","t136","t95","t96","t12","t38","t39","t75","t76","t70","t71","t66","t20","t9","t32","t33","t10"
"t6",0,1.66131711071,2.90673338691,3.63466577001,4.43864503881,4.43864503862,4.43864503862,4.43864503872,4.43864503872,4.43864503861,4.43864503851,4.43864503833,4.43864503865,4.29955273375,4.43864503865,3.97417131403,4.43864503858,4.43864503858,4.43864503849,4.43864503849,4.43864503853,4.43864503903,4.43864503903,4.43864503858,4.43864503858,4.43864503858,4.43864503852,4.43864503852,3.80958111981,3.75115333358,3.55646542333,4.43864503903,4.43864503853,4.20026536983,4.43864503853,4.43864503851,4.43864503861,4.43864503858,4.43864503858,4.43864503862,4.43864503862,4.42337653792,4.43864503858,4.11930118826,4.43864503858,4.38854715152,4.3654710477,4.4386450386,3.6137796158723,4.4386450385223,4.4386450385223,4.4386450385223,4.4386450386223,4.4386450383223,4.4386450384223,2.5543013893,4.438645039,4.438645039,2.3694863817,5.7174582919,5.71745829188,5.71745829188,5.71745829194,5.71745829194,5.7174582919,5.7174582919,5.7174582927,5.7174582927,4.10235415945,5.25131735535,5.71745829255,5.71745829258,5.71745829258,5.71745829248,5.7174582922,5.7174582923,5.71745829234,5.71745829234,4.66772586608,5.71745829205,5.71745829205,5.71745829209,5.71745829209,5.71745829208,5.71745829208,5.11894724418,4.52352460524,5.71745829204,5.71745829204,5.71745829194,5.71745829198,5.71745829198,5.71745829204,4.5462987639,7.2229701872,7.2229701874,7.22297018743,7.22297018743,7.22297018749,7.2229701872,6.5980176687,6.8507480431,7.22297018729,7.22297018729,7.2229701873,7.2229701873,7.2229701873,6.2182995241,4.49645342131,4.82430758551,5.24531061223,7.78812665531,8.24506390551,8.66742253711,8.66742253711,8.66742253721,8.66742253722,8.66742253722,8.66742253727,8.66742253727,8.66742253727,8.66742253721,8.66742253721,6.56021458651,8.66742253721,8.46154515731,8.66742253691,8.66742253691,8.66742253681,8.66742253681,8.66742253691,7.25349414561,7.17580217801,8.66742253681,8.66742253681,6.95044320121
"t7",1.66131711071,0,1.5193960564,2.2473284395,3.0513077083,3.05130770811,3.05130770811,3.05130770821,3.05130770821,3.0513077081,3.051307708,3.05130770782,3.05130770814,2.91221540324,3.05130770814,2.58683398352,3.05130770807,3.05130770807,3.05130770798,3.05130770798,3.05130770802,3.05130770852,3.05130770852,3.05130770807,3.05130770807,3.05130770807,3.05130770801,3.05130770801,2.4222437893,2.36381600307,2.16912809282,3.05130770852,3.05130770802,2.81292803932,3.05130770802,3.051307708,3.0513077081,3.05130770807,3.05130770807,3.05130770811,3.05130770811,3.03603920741,3.05130770807,2.73196385775,3.05130770807,3.00120982101,2.97813371719,3.05130770809,2.2264422853623,3.0513077080123,3.0513077080123,3.0513077080123,3.0513077081123,3.0513077078123,3.0513077079123,1.19234718521,3.07669083491,3.07669083491,1.79709720041,5.14506911061,5.14506911059,5.14506911059,5.14506911065,5.14506911065,5.14506911061,5.14506911061,5.14506911141,5.14506911141,3.52996497816,4.67892817406,5.14506911126,5.14506911129,5.14506911129,5.14506911119,5.14506911091,5.14506911101,5.14506911105,5.14506911105,4.09533668479,5.14506911076,5.14506911076,5.1450691108,5.1450691108,5.14506911079,5.14506911079,4.54655806289,3.95113542395,5.14506911075,5.14506911075,5.14506911065,5.14506911069,5.14506911069,5.14506911075,3.97390958261,6.65058100591,6.65058100611,6.65058100614,6.65058100614,6.6505810062,6.65058100591,6.02562848741,6.27835886181,6.650581006,6.650581006,6.65058100601,6.65058100601,6.65058100601,5.64591034281,3.92406424002,4.25191840422,4.67292143094,7.21573747402,7.67267472422,8.09503335582,8.09503335582,8.09503335592,8.09503335593,8.09503335593,8.09503335598,8.09503335598,8.09503335598,8.09503335592,8.09503335592,5.98782540522,8.09503335592,7.88915597602,8.09503335562,8.09503335562,8.09503335552,8.09503335552,8.09503335562,6.68110496432,6.60341299672,8.09503335552,8.09503335552,6.37805401992
"t15",2.90673338691,1.5193960564,0,1.5826561023,2.3866353711,2.38663537091,2.38663537091,2.38663537101,2.38663537101,2.3866353709,2.3866353708,2.85250915522,2.85250915554,2.71341685064,2.85250915554,2.38803543092,2.85250915547,2.85250915547,2.85250915538,2.85250915538,2.85250915542,2.85250915592,2.85250915592,2.85250915547,2.85250915547,2.85250915547,2.85250915541,2.85250915541,2.2234452367,2.16501745047,1.97032954022,2.85250915592,2.85250915542,2.61412948672,2.85250915542,2.8525091554,2.8525091555,2.85250915547,2.85250915547,2.85250915551,2.85250915551,2.83724065481,2.85250915547,2.53316530515,2.85250915547,2.80241126841,2.77933516459,2.85250915549,2.0276437327623,2.8525091554123,2.8525091554123,2.8525091554123,2.8525091555123,2.8525091552123,2.8525091553123,2.43776346141,4.32210711111,4.32210711111,3.04251347661,6.39048538681,6.39048538679,6.39048538679,6.39048538685,6.39048538685,6.39048538681,6.39048538681,6.39048538761,6.39048538761,4.77538125436,5.92434445026,6.39048538746,6.39048538749,6.39048538749,6.39048538739,6.39048538711,6.39048538721,6.39048538725,6.39048538725,5.34075296099,6.39048538696,6.39048538696,6.390485387,6.390485387,6.39048538699,6.39048538699,5.79197433909,5.19655170015,6.39048538695,6.39048538695,6.39048538685,6.39048538689,6.39048538689,6.39048538695,5.21932585881,7.89599728211,7.89599728231,7.89599728234,7.89599728234,7.8959972824,7.89599728211,7.27104476361,7.52377513801,7.8959972822,7.8959972822,7.89599728221,7.89599728221,7.89599728221,6.89132661901,5.16948051622,5.49733468042,5.91833770714,8.46115375022,8.91809100042,9.34044963202,9.34044963202,9.34044963212,9.34044963213,9.34044963213,9.34044963218,9.34044963218,9.34044963218,9.34044963212,9.34044963212,7.23324168142,9.34044963212,9.13457225222,9.34044963182,9.34044963182,9.34044963172,9.34044963172,9.34044963182,7.92652124052,7.84882927292,9.34044963172,9.34044963172,7.62347029612
"t22",3.63466577001,2.2473284395,1.5826561023,0,2.3838225484,2.38382254821,2.38382254821,2.38382254831,2.38382254831,2.3838225482,2.3838225481,3.58044153832,3.58044153864,3.44134923374,3.58044153864,3.11596781402,3.58044153857,3.58044153857,3.58044153848,3.58044153848,3.58044153852,3.58044153902,3.58044153902,3.58044153857,3.58044153857,3.58044153857,3.58044153851,3.58044153851,2.9513776198,2.89294983357,2.69826192332,3.58044153902,3.58044153852,3.34206186982,3.58044153852,3.5804415385,3.5804415386,3.58044153857,3.58044153857,3.58044153861,3.58044153861,3.56517303791,3.58044153857,3.26109768825,3.58044153857,3.53034365151,3.50726754769,3.58044153859,2.7555761158623,3.5804415385123,3.5804415385123,3.5804415385123,3.5804415386123,3.5804415383123,3.5804415384123,3.16569584451,5.05003949421,5.05003949421,3.77044585971,7.11841776991,7.11841776989,7.11841776989,7.11841776995,7.11841776995,7.11841776991,7.11841776991,7.11841777071,7.11841777071,5.50331363746,6.65227683336,7.11841777056,7.11841777059,7.11841777059,7.11841777049,7.11841777021,7.11841777031,7.11841777035,7.11841777035,6.06868534409,7.11841777006,7.11841777006,7.1184177701,7.1184177701,7.11841777009,7.11841777009,6.51990672219,5.92448408325,7.11841777005,7.11841777005,7.11841776995,7.11841776999,7.11841776999,7.11841777005,5.94725824191,8.62392966521,8.62392966541,8.62392966544,8.62392966544,8.6239296655,8.62392966521,7.99897714671,8.25170752111,8.6239296653,8.6239296653,8.62392966531,8.62392966531,8.62392966531,7.61925900211,5.89741289932,6.22526706352,6.64627009024,9.18908613332,9.64602338352,10.06838201512,10.06838201512,10.06838201522,10.06838201523,10.06838201523,10.06838201528,10.06838201528,10.06838201528,10.06838201522,10.06838201522,7.96117406452,10.06838201522,9.86250463532,10.06838201492,10.06838201492,10.06838201482,10.06838201482,10.06838201492,8.65445362362,8.57676165602,10.06838201482,10.06838201482,8.35140267922
"t25",4.43864503881,3.0513077083,2.3866353711,2.3838225484,0,2.94635671981,2.94635671981,2.94635671991,2.94635671991,2.9463567198,2.9463567197,4.38442080712,4.38442080744,4.24532850254,4.38442080744,3.91994708282,4.38442080737,4.38442080737,4.38442080728,4.38442080728,4.38442080732,4.38442080782,4.38442080782,4.38442080737,4.38442080737,4.38442080737,4.38442080731,4.38442080731,3.7553568886,3.69692910237,3.50224119212,4.38442080782,4.38442080732,4.14604113862,4.38442080732,4.3844208073,4.3844208074,4.38442080737,4.38442080737,4.38442080741,4.38442080741,4.36915230671,4.38442080737,4.06507695705,4.38442080737,4.33432292031,4.31124681649,4.38442080739,3.5595553846623,4.3844208073123,4.3844208073123,4.3844208073123,4.3844208074123,4.3844208071123,4.3844208072123,3.96967511331,5.85401876301,5.85401876301,4.57442512851,7.92239703871,7.92239703869,7.92239703869,7.92239703875,7.92239703875,7.92239703871,7.92239703871,7.92239703951,7.92239703951,6.30729290626,7.45625610216,7.92239703936,7.92239703939,7.92239703939,7.92239703929,7.92239703901,7.92239703911,7.92239703915,7.92239703915,6.87266461289,7.92239703886,7.92239703886,7.9223970389,7.9223970389,7.92239703889,7.92239703889,7.32388599099,6.72846335205,7.92239703885,7.92239703885,7.92239703875,7.92239703879,7.92239703879,7.92239703885,6.75123751071,9.42790893401,9.42790893421,9.42790893424,9.42790893424,9.4279089343,9.42790893401,8.80295641551,9.05568678991,9.4279089341,9.4279089341,9.42790893411,9.42790893411,9.42790893411,8.42323827091,6.70139216812,7.02924633232,7.45024935904,9.99306540212,10.45000265232,10.87236128392,10.87236128392,10.87236128402,10.87236128403,10.87236128403,10.87236128408,10.87236128408,10.87236128408,10.87236128402,10.87236128402,8.76515333332,10.87236128402,10.66648390412,10.87236128372,10.87236128372,10.87236128362,10.87236128362,10.87236128372,9.45843289242,9.38074092482,10.87236128362,10.87236128362,9.15538194802
"t91",4.43864503862,3.05130770811,2.38663537091,2.38382254821,2.94635671981,0,0.6550719974,1.1885596281,1.1885596281,1.36892442161,2.21172248011,4.38442080693,4.38442080725,4.24532850235,4.38442080725,3.91994708263,4.38442080718,4.38442080718,4.38442080709,4.38442080709,4.38442080713,4.38442080763,4.38442080763,4.38442080718,4.38442080718,4.38442080718,4.38442080712,4.38442080712,3.75535688841,3.69692910218,3.50224119193,4.38442080763,4.38442080713,4.14604113843,4.38442080713,4.38442080711,4.38442080721,4.38442080718,4.38442080718,4.38442080722,4.38442080722,4.36915230652,4.38442080718,4.06507695686,4.38442080718,4.33432292012,4.3112468163,4.3844208072,3.5595553844723,4.3844208071223,4.3844208071223,4.3844208071223,4.3844208072223,4.3844208069223,4.3844208070223,3.96967511312,5.85401876282,5.85401876282,4.57442512832,7.92239703852,7.9223970385,7.9223970385,7.92239703856,7.92239703856,7.92239703852,7.92239703852,7.92239703932,7.92239703932,6.30729290607,7.45625610197,7.92239703917,7.9223970392,7.9223970392,7.9223970391,7.92239703882,7.92239703892,7.92239703896,7.92239703896,6.8726646127,7.92239703867,7.92239703867,7.92239703871,7.92239703871,7.9223970387,7.9223970387,7.3238859908,6.72846335186,7.92239703866,7.92239703866,7.92239703856,7.9223970386,7.9223970386,7.92239703866,6.75123751052,9.42790893382,9.42790893402,9.42790893405,9.42790893405,9.42790893411,9.42790893382,8.80295641532,9.05568678972,9.42790893391,9.42790893391,9.42790893392,9.42790893392,9.42790893392,8.42323827072,6.70139216793,7.02924633213,7.45024935885,9.99306540193,10.45000265213,10.87236128373,10.87236128373,10.87236128383,10.87236128384,10.87236128384,10.87236128389,10.87236128389,10.87236128389,10.87236128383,10.87236128383,8.76515333313,10.87236128383,10.66648390393,10.87236128353,10.87236128353,10.87236128343,10.87236128343,10.87236128353,9.45843289223,9.38074092463,10.87236128343,10.87236128343,9.15538194783
"t92",4.43864503862,3.05130770811,2.38663537091,2.38382254821,2.94635671981,0.6550719974,0,1.1885596281,1.1885596281,1.36892442161,2.21172248011,4.38442080693,4.38442080725,4.24532850235,4.38442080725,3.91994708263,4.38442080718,4.38442080718,4.38442080709,4.38442080709,4.38442080713,4.38442080763,4.38442080763,4.38442080718,4.38442080718,4.38442080718,4.38442080712,4.38442080712,3.75535688841,3.69692910218,3.50224119193,4.38442080763,4.38442080713,4.14604113843,4.38442080713,4.38442080711,4.38442080721,4.38442080718,4.38442080718,4.38442080722,4.38442080722,4.36915230652,4.38442080718,4.06507695686,4.38442080718,4.33432292012,4.3112468163,4.3844208072,3.5595553844723,4.3844208071223,4.3844208071223,4.3844208071223,4.3844208072223,4.3844208069223,4.3844208070223,3.96967511312,5.85401876282,5.85401876282,4.57442512832,7.92239703852,7.9223970385,7.9223970385,7.92239703856,7.92239703856,7.92239703852,7.92239703852,7.92239703932,7.92239703932,6.30729290607,7.45625610197,7.92239703917,7.9223970392,7.9223970392,7.9223970391,7.92239703882,7.92239703892,7.92239703896,7.92239703896,6.8726646127,7.92239703867,7.92239703867,7.92239703871,7.92239703871,7.9223970387,7.9223970387,7.3238859908,6.72846335186,7.92239703866,7.92239703866,7.92239703856,7.9223970386,7.9223970386,7.92239703866,6.75123751052,9.42790893382,9.42790893402,9.42790893405,9.42790893405,9.42790893411,9.42790893382,8.80295641532,9.05568678972,9.42790893391,9.42790893391,9.42790893392,9.42790893392,9.42790893392,8.42323827072,6.70139216793,7.02924633213,7.45024935885,9.99306540193,10.45000265213,10.87236128373,10.87236128373,10.87236128383,10.87236128384,10.87236128384,10.87236128389,10.87236128389,10.87236128389,10.87236128383,10.87236128383,8.76515333313,10.87236128383,10.66648390393,10.87236128353,10.87236128353,10.87236128343,10.87236128343,10.87236128353,9.45843289223,9.38074092463,10.87236128343,10.87236128343,9.15538194783
"t73",4.43864503872,3.05130770821,2.38663537101,2.38382254831,2.94635671991,1.1885596281,1.1885596281,0,0.8815237632,1.36892442171,2.21172248021,4.38442080703,4.38442080735,4.24532850245,4.38442080735,3.91994708273,4.38442080728,4.38442080728,4.38442080719,4.38442080719,4.38442080723,4.38442080773,4.38442080773,4.38442080728,4.38442080728,4.38442080728,4.38442080722,4.38442080722,3.75535688851,3.69692910228,3.50224119203,4.38442080773,4.38442080723,4.14604113853,4.38442080723,4.38442080721,4.38442080731,4.38442080728,4.38442080728,4.38442080732,4.38442080732,4.36915230662,4.38442080728,4.06507695696,4.38442080728,4.33432292022,4.3112468164,4.3844208073,3.5595553845723,4.3844208072223,4.3844208072223,4.3844208072223,4.3844208073223,4.3844208070223,4.3844208071223,3.96967511322,5.85401876292,5.85401876292,4.57442512842,7.92239703862,7.9223970386,7.9223970386,7.92239703866,7.92239703866,7.92239703862,7.92239703862,7.92239703942,7.92239703942,6.30729290617,7.45625610207,7.92239703927,7.9223970393,7.9223970393,7.9223970392,7.92239703892,7.92239703902,7.92239703906,7.92239703906,6.8726646128,7.92239703877,7.92239703877,7.92239703881,7.92239703881,7.9223970388,7.9223970388,7.3238859909,6.72846335196,7.92239703876,7.92239703876,7.92239703866,7.9223970387,7.9223970387,7.92239703876,6.75123751062,9.42790893392,9.42790893412,9.42790893415,9.42790893415,9.42790893421,9.42790893392,8.80295641542,9.05568678982,9.42790893401,9.42790893401,9.42790893402,9.42790893402,9.42790893402,8.42323827082,6.70139216803,7.02924633223,7.45024935895,9.99306540203,10.45000265223,10.87236128383,10.87236128383,10.87236128393,10.87236128394,10.87236128394,10.87236128399,10.87236128399,10.87236128399,10.87236128393,10.87236128393,8.76515333323,10.87236128393,10.66648390403,10.87236128363,10.87236128363,10.87236128353,10.87236128353,10.87236128363,9.45843289233,9.38074092473,10.87236128353,10.87236128353,9.15538194793
"t74",4.43864503872,3.05130770821,2.38663537101,2.38382254831,2.94635671991,1.1885596281,1.1885596281,0.8815237632,0,1.36892442171,2.21172248021,4.38442080703,4.38442080735,4.24532850245,4.38442080735,3.91994708273,4.38442080728,4.38442080728,4.38442080719,4.38442080719,4.38442080723,4.38442080773,4.38442080773,4.38442080728,4.38442080728,4.38442080728,4.38442080722,4.38442080722,3.75535688851,3.69692910228,3.50224119203,4.38442080773,4.38442080723,4.14604113853,4.38442080723,4.38442080721,4.38442080731,4.38442080728,4.38442080728,4.38442080732,4.38442080732,4.36915230662,4.38442080728,4.06507695696,4.38442080728,4.33432292022,4.3112468164,4.3844208073,3.5595553845723,4.3844208072223,4.3844208072223,4.3844208072223,4.3844208073223,4.3844208070223,4.3844208071223,3.96967511322,5.85401876292,5.85401876292,4.57442512842,7.92239703862,7.9223970386,7.9223970386,7.92239703866,7.92239703866,7.92239703862,7.92239703862,7.92239703942,7.92239703942,6.30729290617,7.45625610207,7.92239703927,7.9223970393,7.9223970393,7.9223970392,7.92239703892,7.92239703902,7.92239703906,7.92239703906,6.8726646128,7.92239703877,7.92239703877,7.92239703881,7.92239703881,7.9223970388,7.9223970388,7.3238859909,6.72846335196,7.92239703876,7.92239703876,7.92239703866,7.9223970387,7.9223970387,7.92239703876,6.75123751062,9.42790893392,9.42790893412,9.42790893415,9.42790893415,9.42790893421,9.42790893392,8.80295641542,9.05568678982,9.42790893401,9.42790893401,9.42790893402,9.42790893402,9.42790893402,8.42323827082,6.70139216803,7.02924633223,7.45024935895,9.99306540203,10.45000265223,10.87236128383,10.87236128383,10.87236128393,10.87236128394,10.87236128394,10.87236128399,10.87236128399,10.87236128399,10.87236128393,10.87236128393,8.76515333323,10.87236128393,10.66648390403,10.87236128363,10.87236128363,10.87236128353,10.87236128353,10.87236128363,9.45843289233,9.38074092473,10.87236128353,10.87236128353,9.15538194793
"t58",4.43864503861,3.0513077081,2.3866353709,2.3838225482,2.9463567198,1.36892442161,1.36892442161,1.36892442171,1.36892442171,0,2.2117224801,4.38442080692,4.38442080724,4.24532850234,4.38442080724,3.91994708262,4.38442080717,4.38442080717,4.38442080708,4.38442080708,4.38442080712,4.38442080762,4.38442080762,4.38442080717,4.38442080717,4.38442080717,4.38442080711,4.38442080711,3.7553568884,3.69692910217,3.50224119192,4.38442080762,4.38442080712,4.14604113842,4.38442080712,4.3844208071,4.3844208072,4.38442080717,4.38442080717,4.38442080721,4.38442080721,4.36915230651,4.38442080717,4.06507695685,4.38442080717,4.33432292011,4.31124681629,4.38442080719,3.5595553844623,4.3844208071123,4.3844208071123,4.3844208071123,4.3844208072123,4.3844208069123,4.3844208070123,3.96967511311,5.85401876281,5.85401876281,4.57442512831,7.92239703851,7.92239703849,7.92239703849,7.92239703855,7.92239703855,7.92239703851,7.92239703851,7.92239703931,7.92239703931,6.30729290606,7.45625610196,7.92239703916,7.92239703919,7.92239703919,7.92239703909,7.92239703881,7.92239703891,7.92239703895,7.92239703895,6.87266461269,7.92239703866,7.92239703866,7.9223970387,7.9223970387,7.92239703869,7.92239703869,7.32388599079,6.72846335185,7.92239703865,7.92239703865,7.92239703855,7.92239703859,7.92239703859,7.92239703865,6.75123751051,9.42790893381,9.42790893401,9.42790893404,9.42790893404,9.4279089341,9.42790893381,8.80295641531,9.05568678971,9.4279089339,9.4279089339,9.42790893391,9.42790893391,9.42790893391,8.42323827071,6.70139216792,7.02924633212,7.45024935884,9.99306540192,10.45000265212,10.87236128372,10.87236128372,10.87236128382,10.87236128383,10.87236128383,10.87236128388,10.87236128388,10.87236128388,10.87236128382,10.87236128382,8.76515333312,10.87236128382,10.66648390392,10.87236128352,10.87236128352,10.87236128342,10.87236128342,10.87236128352,9.45843289222,9.38074092462,10.87236128342,10.87236128342,9.15538194782
