accepted_species,estimate
t26,0.7828335
t50,0.45391634
t33,0.23490886
t67,0.07842734
t7,0.3329275
t30,-0.151234
t60,0.32097873
t44,-0.564509
t42,0.64297444
t25,0.03169252
