"accepted_species","trait_EB_scaled"
"t6",0.749907685029107
"t82",0.117008492413198
"t83",0.208096533308399
"t26",-0.146808406025924
"t27",0.579560672085833
"t3",1.19405820259216
"t14",NA
"t15",0.364588599606062
"t40",0.947986008890072
"t67",0.619457077656166
"t68",0.303825585844084
"t19",1.4665631882167
"t84",1.03168758790787
"t91",NA
"t92",0.621229688404922
"t16",-0.145161356176954
"t17",NA
"t12",-2.2231826998138
"t13",-0.97109131113164
"t87",-0.304394998560831
"t88",-0.40553818000895
"t89",0.524266663043592
"t90",1.16558657070915
"t8",1.35675593301154
"t36",-1.20885095359284
"t54",-0.512798953339705
"t55",-0.0516498827401222
"t64",0.48776066096868
"t76",0.731857555972154
"t77",0.984574254083071
"t29",-0.0235616568802027
"t52",-0.393755400314249
"t53",0.294154647857566
"t25",0.179237807234036
"t34",0.593942789385967
"t35",NA
"t30",0.642318284162717
"t93",0.88258329583343
"t94",1.09215502790521
"t24",-0.716148047511615
"t1",-0.396734299266616
"t69",1.55198685463296
"t70",1.51214668524366
"t22",NA
"t20",0.932579483082566
"t28",-0.118805029396798
"t79",0.212359818668518
"t80",0.152331233882008
"t75",0.91098146355884
"t49",1.33465081727534
"t23",0.508103081887106
"t56",1.07391919362154
"t57",1.04315386777169
"t73",1.1798125487893
"t74",0.677122218984274
"t46",0.825635307898145
"t37",0.474458001202609
"t38",0.237999588983083
"t18",1.61864366616266
"t31",NA
"t58",0.413425614777065
"t95",0.473947749470335
"t96",0.334177878636159
"t78",1.28497170663798
"t97",NA
"t98",-0.989032560177758
"t7",-0.524491472535862
"t43",-0.178709355963081
"t44",0.0640078462747185
"t65",-0.428857994647608
"t66",NA
"t63",-0.786134007045262
"t5",-0.201107967896691
"t61",-0.11716600606835
"t62",0.076731176240052
"t39",0.0838872841125937
"t47",-0.759005940532353
"t48",-1.45426581683504
"t41",0.287776066267765
"t50",0.9424627990736
"t51",0.288146238181992
"t4",-0.314698586955077
"t42",-0.285077259354895
"t99",-0.128735747469323
"t100",0.0264856690296973
"t9",-2.19014633793395
"t10",-1.06436951198385
"t32",-0.127270066082978
"t33",-0.45477189791237
"t81",NA
"t85",-1.52624440204554
"t86",-1.3562273078797
"t21",-2.1229399715124
"t59",-1.48291922422259
"t60",-1.35078143120746
"t11",NA
"t2",-1.67505241180236
"t71",-2.66866455749531
"t72",-1.93935940630602
"t45",-2.56063132236791
