"accepted_species","F1.1/1"
"t42",0.271962228048024
"t62",0.14972956770593
"t63",0.104660623741449
"t74",-0.537109489414733
"t87",0.700016167928033
"t88",-0.129911612314408
"t38",0.666806775225114
"t52",0.321536752893148
"t53",0.40995258786517
"t43",0.977491936889518
"t72",-1.60577193756862
"t73",-1.80363214718113
"t34",NA
"t79",NA
"t80",NA
"t69",0.573406531039045
"t11",0.127590385975546
"t6",-1.06913900378514
"t2",0.901466103551258
"t8",-1.14306611497106
"t29",NA
"t85",-1.05225294156516
"t86",0.44611043241425
"t36",-1.09810763382132
"t39",0.660053706134968
"t40",-0.0751509046541848
"t27",-3.01993049249022
"t28",0.0998171222289619
"t1",-0.590248863267767
"t25",-0.64469513375782
"t26",-0.713808970997187
"t22",-1.88911628800197
"t35",0.348651479894544
"t44",0.0722715927584237
"t45",0.259319823281415
"t16",0.758459724761244
"t14",0.185046754924489
"t19",1.08830253132456
"t33",0.488389503090139
"t58",0.714271434029744
"t59",-0.428176617616046
"t54",0.416785927809905
"t55",-1.08459731545247
"t37",-0.55756499372622
"t97",1.16495423708137
"t98",0.835329633433943
"t65",0.355968219063555
"t66",-0.712104491676643
"t51",0.210973393185994
"t77",0.917380102111534
"t78",1.27948758252208
"t60",-1.71224582454393
"t81",-0.277361768690581
"t82",-0.607384421532107
"t48",-0.882463632322754
"t15",-0.329977692866152
"t50",0.593947943314264
"t83",-0.514913700523385
"t84",0.188832253983722
"t5",0.402626334766635
"t41",0.41343004598653
"t56",0.163851643314857
"t57",0.13805713958868
"t10",-0.662274936538973
"t91",-2.0749409121131
"t92",-1.32343248739889
"t46",-1.74996063735544
"t47",-2.14471501372041
"t3",-0.266592216821773
"t7",-0.436461244988387
"t49",-0.606680590169443
"t99",NA
"t100",0.167177100077586
"t64",-0.205452022320728
"t17",-1.03348789924879
"t13",-0.210056508146065
"t75",-0.901903801257034
"t76",-0.869295489257963
"t31",1.12102679075938
"t32",0.341969866652602
"t9",NA
"t24",NA
"t67",1.42092893988685
"t68",NA
"t70",0.373056186363998
"t71",-0.25319139679728
"t30",0.0836764622673678
"t20",2.35814824318524
"t21",NA
"t4",-0.45809694973908
"t89",1.36305842132338
"t93",NA
"t94",2.14750049211385
"t12",1.26103643112146
"t18",0.608782938279359
"t23",0.971464924275167
"t95",0.264320542556066
"t96",0.550737457667787
"t90",-0.987972128278939
"t61",0.152845934765969
