"","t13","t14","t45","t56","t110","t111","t21","t138","t139","t109","t119","t120","t32","t39","t40","t10","t27","t42","t136","t137","t92","t90","t91","t78","t25","t86","t87","t11","t2","t54","t55","t59","t122","t123","t16","t12","t65","t66","t24","t82","t83","t64","t88","t89","t37","t38","t8","t95","t96","t115","t116","t128","t129","t60","t62","t63","t44","t50","t51","t23","t52","t61","t79","t80","t101","t102","t22","t18","t84","t85","t31","t19","t124","t125","t34","t35","t97","t98","t53","t105","t106","t29","t30","t28","t117","t118","t74","t75","t57","t58","t70","t71","t93","t94","t36","t33","t1","t5","t6","t3","t4","t9","t26","t126","t127","t107","t108","t130","t131","t132","t133","t112","t113","t81","t20","t99","t100","t103","t104","t134","t135","t76","t77","t46","t15","t17","t43","t68","t69","t49","t140","t141","t121","t114","t142","t143","t67","t7","t41","t72","t73","t47","t48"
"t13",0,0.39243344113,4.1512130437,4.9584688934,4.9584688934,4.9584688934,4.9584688933,4.95846889292,4.95846889292,4.9584688929,7.17389043607,7.17389043607,7.1738904352,7.1738904352,7.1738904352,5.3790139477,7.1738904357,7.1738904354,7.17389043575,7.17389043575,7.1738904358,7.1738904356,7.1738904356,7.1738904356,7.173890436,7.1738904354,7.1738904354,5.1086759971,3.3562933617,8.1369864576,8.1369864576,8.1369864576,8.13698645757,8.13698645757,6.9146817828,6.8116879787,8.136986458,7.8852211211,8.1369864578,8.1369864575,8.1369864575,7.938784037,8.1369864576,8.1369864576,7.7150223424,7.14084226261,7.8222545403,8.13698645726,8.13698645726,8.13698645736,8.13698645736,8.13698645732,8.13698645732,7.83467466676,8.13698645733,8.13698645733,7.46527121243,7.37202091526,8.13698645726,7.62027575386,7.49926579526,8.13698645726,8.13698645727,8.13698645727,8.13698645727,8.13698645727,6.7266662868,7.0776846174,7.9774108749,8.1369864577,8.136986458,6.864571587,8.13698645718,8.13698645718,7.9004313688,7.9838424801,8.1369864577,8.1369864577,8.1369864577,8.136986458,8.1193510091,8.13698645757,8.13698645757,8.13698645725,8.1369864578,8.1369864578,8.1369864578,8.1369864578,8.13698645743,8.00493948033,8.1369864574,8.1369864574,8.13698645775,8.13698645775,7.07874568531,8.1369864581,4.7914876174,5.9068246995,5.2208007252,4.8683679581,4.6735360666,6.3900482156,8.13698645707,8.1369864574,8.1369864574,8.13698645737,8.13698645737,8.13698645736,8.13698645736,8.13698645743,8.13698645743,8.13698645737,8.13698645737,7.93653198427,8.13698645727,8.1369864576,8.1369864576,8.1369864586,8.1369864586,8.13698645845,8.13698645845,7.9226408661,8.1369864584,8.1369864584,7.2782362279,8.1369864573,7.7480879121,7.78129154232,7.87872176172,8.13698645752,8.13698645754,8.13698645754,8.13698645754,8.1369864575,8.136986457527,8.136986457527,7.7457287468,5.192614126,7.438463012,8.1369864573,8.1369864573,8.1369864572198,7.6592183154198
"t14",0.39243344113,0,3.89585917443,4.70311502413,4.70311502413,4.70311502413,4.70311502403,4.70311502365,4.70311502365,4.70311502363,6.9185365668,6.9185365668,6.91853656593,6.91853656593,6.91853656593,5.12366007843,6.91853656643,6.91853656613,6.91853656648,6.91853656648,6.91853656653,6.91853656633,6.91853656633,6.91853656633,6.91853656673,6.91853656613,6.91853656613,4.85332212783,3.10093949243,7.88163258833,7.88163258833,7.88163258833,7.8816325883,7.8816325883,6.65932791353,6.55633410943,7.88163258873,7.62986725183,7.88163258853,7.88163258823,7.88163258823,7.68343016773,7.88163258833,7.88163258833,7.45966847313,6.88548839334,7.56690067103,7.88163258799,7.88163258799,7.88163258809,7.88163258809,7.88163258805,7.88163258805,7.57932079749,7.88163258806,7.88163258806,7.20991734316,7.11666704599,7.88163258799,7.36492188459,7.24391192599,7.88163258799,7.881632588,7.881632588,7.881632588,7.881632588,6.47131241753,6.82233074813,7.72205700563,7.88163258843,7.88163258873,6.60921771773,7.88163258791,7.88163258791,7.64507749953,7.72848861083,7.88163258843,7.88163258843,7.88163258843,7.88163258873,7.86399713983,7.8816325883,7.8816325883,7.88163258798,7.88163258853,7.88163258853,7.88163258853,7.88163258853,7.88163258816,7.74958561106,7.88163258813,7.88163258813,7.88163258848,7.88163258848,6.82339181604,7.88163258883,4.53613374813,5.65147083023,4.96544685593,4.61301408883,4.41818219733,6.13469434633,7.8816325878,7.88163258813,7.88163258813,7.8816325881,7.8816325881,7.88163258809,7.88163258809,7.88163258816,7.88163258816,7.8816325881,7.8816325881,7.681178115,7.881632588,7.88163258833,7.88163258833,7.88163258933,7.88163258933,7.88163258918,7.88163258918,7.66728699683,7.88163258913,7.88163258913,7.02288235863,7.88163258803,7.49273404283,7.52593767305,7.62336789245,7.88163258825,7.88163258827,7.88163258827,7.88163258827,7.88163258823,7.881632588257,7.881632588257,7.49037487753,4.93726025673,7.18310914273,7.88163258803,7.88163258803,7.8816325879498,7.4038644461498
"t45",4.1512130437,3.89585917443,0,1.1218795141,1.1218795141,1.1218795141,2.0983255124,4.10766096402,4.10766096402,4.107660964,8.12526543937,8.12526543937,8.1252654385,8.1252654385,8.1252654385,6.330388951,8.125265439,8.1252654387,8.12526543905,8.12526543905,8.1252654391,8.1252654389,8.1252654389,8.1252654389,8.1252654393,8.1252654387,8.1252654387,6.0600510004,4.307668365,9.0883614609,9.0883614609,9.0883614609,9.08836146087,9.08836146087,7.8660567861,7.763062982,9.0883614613,8.8365961244,9.0883614611,9.0883614608,9.0883614608,8.8901590403,9.0883614609,9.0883614609,8.6663973457,8.09221726591,8.7736295436,9.08836146056,9.08836146056,9.08836146066,9.08836146066,9.08836146062,9.08836146062,8.78604967006,9.08836146063,9.08836146063,8.41664621573,8.32339591856,9.08836146056,8.57165075716,8.45064079856,9.08836146056,9.08836146057,9.08836146057,9.08836146057,9.08836146057,7.6780412901,8.0290596207,8.9287858782,9.088361461,9.0883614613,7.8159465903,9.08836146048,9.08836146048,8.8518063721,8.9352174834,9.088361461,9.088361461,9.088361461,9.0883614613,9.0707260124,9.08836146087,9.08836146087,9.08836146055,9.0883614611,9.0883614611,9.0883614611,9.0883614611,9.08836146073,8.95631448363,9.0883614607,9.0883614607,9.08836146105,9.08836146105,8.03012068861,9.0883614614,5.7428626207,6.8581997028,6.1721757285,5.8197429614,5.6249110699,7.3414232189,9.08836146037,9.0883614607,9.0883614607,9.08836146067,9.08836146067,9.08836146066,9.08836146066,9.08836146073,9.08836146073,9.08836146067,9.08836146067,8.88790698757,9.08836146057,9.0883614609,9.0883614609,9.0883614619,9.0883614619,9.08836146175,9.08836146175,8.8740158694,9.0883614617,9.0883614617,8.2296112312,9.0883614606,8.6994629154,8.73266654562,8.83009676502,9.08836146082,9.08836146084,9.08836146084,9.08836146084,9.0883614608,9.088361460827,9.088361460827,8.6971037501,6.1439891293,8.3898380153,9.0883614606,9.0883614606,9.0883614605198,8.6105933187198
"t56",4.9584688934,4.70311502413,1.1218795141,0,1.4461442778,1.4461442778,2.9055813621,4.91491681372,4.91491681372,4.9149168137,8.93252128907,8.93252128907,8.9325212882,8.9325212882,8.9325212882,7.1376448007,8.9325212887,8.9325212884,8.93252128875,8.93252128875,8.9325212888,8.9325212886,8.9325212886,8.9325212886,8.932521289,8.9325212884,8.9325212884,6.8673068501,5.1149242147,9.8956173106,9.8956173106,9.8956173106,9.89561731057,9.89561731057,8.6733126358,8.5703188317,9.895617311,9.6438519741,9.8956173108,9.8956173105,9.8956173105,9.69741489,9.8956173106,9.8956173106,9.4736531954,8.89947311561,9.5808853933,9.89561731026,9.89561731026,9.89561731036,9.89561731036,9.89561731032,9.89561731032,9.59330551976,9.89561731033,9.89561731033,9.22390206543,9.13065176826,9.89561731026,9.37890660686,9.25789664826,9.89561731026,9.89561731027,9.89561731027,9.89561731027,9.89561731027,8.4852971398,8.8363154704,9.7360417279,9.8956173107,9.895617311,8.62320244,9.89561731018,9.89561731018,9.6590622218,9.7424733331,9.8956173107,9.8956173107,9.8956173107,9.895617311,9.8779818621,9.89561731057,9.89561731057,9.89561731025,9.8956173108,9.8956173108,9.8956173108,9.8956173108,9.89561731043,9.76357033333,9.8956173104,9.8956173104,9.89561731075,9.89561731075,8.83737653831,9.8956173111,6.5501184704,7.6654555525,6.9794315782,6.6269988111,6.4321669196,8.1486790686,9.89561731007,9.8956173104,9.8956173104,9.89561731037,9.89561731037,9.89561731036,9.89561731036,9.89561731043,9.89561731043,9.89561731037,9.89561731037,9.69516283727,9.89561731027,9.8956173106,9.8956173106,9.8956173116,9.8956173116,9.89561731145,9.89561731145,9.6812717191,9.8956173114,9.8956173114,9.0368670809,9.8956173103,9.5067187651,9.53992239532,9.63735261472,9.89561731052,9.89561731054,9.89561731054,9.89561731054,9.8956173105,9.895617310527,9.895617310527,9.5043595998,6.951244979,9.197093865,9.8956173103,9.8956173103,9.8956173102198,9.4178491684198
"t110",4.9584688934,4.70311502413,1.1218795141,1.4461442778,0,0.2563628288,2.9055813621,4.91491681372,4.91491681372,4.9149168137,8.93252128907,8.93252128907,8.9325212882,8.9325212882,8.9325212882,7.1376448007,8.9325212887,8.9325212884,8.93252128875,8.93252128875,8.9325212888,8.9325212886,8.9325212886,8.9325212886,8.932521289,8.9325212884,8.9325212884,6.8673068501,5.1149242147,9.8956173106,9.8956173106,9.8956173106,9.89561731057,9.89561731057,8.6733126358,8.5703188317,9.895617311,9.6438519741,9.8956173108,9.8956173105,9.8956173105,9.69741489,9.8956173106,9.8956173106,9.4736531954,8.89947311561,9.5808853933,9.89561731026,9.89561731026,9.89561731036,9.89561731036,9.89561731032,9.89561731032,9.59330551976,9.89561731033,9.89561731033,9.22390206543,9.13065176826,9.89561731026,9.37890660686,9.25789664826,9.89561731026,9.89561731027,9.89561731027,9.89561731027,9.89561731027,8.4852971398,8.8363154704,9.7360417279,9.8956173107,9.895617311,8.62320244,9.89561731018,9.89561731018,9.6590622218,9.7424733331,9.8956173107,9.8956173107,9.8956173107,9.895617311,9.8779818621,9.89561731057,9.89561731057,9.89561731025,9.8956173108,9.8956173108,9.8956173108,9.8956173108,9.89561731043,9.76357033333,9.8956173104,9.8956173104,9.89561731075,9.89561731075,8.83737653831,9.8956173111,6.5501184704,7.6654555525,6.9794315782,6.6269988111,6.4321669196,8.1486790686,9.89561731007,9.8956173104,9.8956173104,9.89561731037,9.89561731037,9.89561731036,9.89561731036,9.89561731043,9.89561731043,9.89561731037,9.89561731037,9.69516283727,9.89561731027,9.8956173106,9.8956173106,9.8956173116,9.8956173116,9.89561731145,9.89561731145,9.6812717191,9.8956173114,9.8956173114,9.0368670809,9.8956173103,9.5067187651,9.53992239532,9.63735261472,9.89561731052,9.89561731054,9.89561731054,9.89561731054,9.8956173105,9.895617310527,9.895617310527,9.5043595998,6.951244979,9.197093865,9.8956173103,9.8956173103,9.8956173102198,9.4178491684198
"t111",4.9584688934,4.70311502413,1.1218795141,1.4461442778,0.2563628288,0,2.9055813621,4.91491681372,4.91491681372,4.9149168137,8.93252128907,8.93252128907,8.9325212882,8.9325212882,8.9325212882,7.1376448007,8.9325212887,8.9325212884,8.93252128875,8.93252128875,8.9325212888,8.9325212886,8.9325212886,8.9325212886,8.932521289,8.9325212884,8.9325212884,6.8673068501,5.1149242147,9.8956173106,9.8956173106,9.8956173106,9.89561731057,9.89561731057,8.6733126358,8.5703188317,9.895617311,9.6438519741,9.8956173108,9.8956173105,9.8956173105,9.69741489,9.8956173106,9.8956173106,9.4736531954,8.89947311561,9.5808853933,9.89561731026,9.89561731026,9.89561731036,9.89561731036,9.89561731032,9.89561731032,9.59330551976,9.89561731033,9.89561731033,9.22390206543,9.13065176826,9.89561731026,9.37890660686,9.25789664826,9.89561731026,9.89561731027,9.89561731027,9.89561731027,9.89561731027,8.4852971398,8.8363154704,9.7360417279,9.8956173107,9.895617311,8.62320244,9.89561731018,9.89561731018,9.6590622218,9.7424733331,9.8956173107,9.8956173107,9.8956173107,9.895617311,9.8779818621,9.89561731057,9.89561731057,9.89561731025,9.8956173108,9.8956173108,9.8956173108,9.8956173108,9.89561731043,9.76357033333,9.8956173104,9.8956173104,9.89561731075,9.89561731075,8.83737653831,9.8956173111,6.5501184704,7.6654555525,6.9794315782,6.6269988111,6.4321669196,8.1486790686,9.89561731007,9.8956173104,9.8956173104,9.89561731037,9.89561731037,9.89561731036,9.89561731036,9.89561731043,9.89561731043,9.89561731037,9.89561731037,9.69516283727,9.89561731027,9.8956173106,9.8956173106,9.8956173116,9.8956173116,9.89561731145,9.89561731145,9.6812717191,9.8956173114,9.8956173114,9.0368670809,9.8956173103,9.5067187651,9.53992239532,9.63735261472,9.89561731052,9.89561731054,9.89561731054,9.89561731054,9.8956173105,9.895617310527,9.895617310527,9.5043595998,6.951244979,9.197093865,9.8956173103,9.8956173103,9.8956173102198,9.4178491684198
"t21",4.9584688933,4.70311502403,2.0983255124,2.9055813621,2.9055813621,2.9055813621,0,4.91491681362,4.91491681362,4.9149168136,8.93252128897,8.93252128897,8.9325212881,8.9325212881,8.9325212881,7.1376448006,8.9325212886,8.9325212883,8.93252128865,8.93252128865,8.9325212887,8.9325212885,8.9325212885,8.9325212885,8.9325212889,8.9325212883,8.9325212883,6.86730685,5.1149242146,9.8956173105,9.8956173105,9.8956173105,9.89561731047,9.89561731047,8.6733126357,8.5703188316,9.8956173109,9.643851974,9.8956173107,9.8956173104,9.8956173104,9.6974148899,9.8956173105,9.8956173105,9.4736531953,8.89947311551,9.5808853932,9.89561731016,9.89561731016,9.89561731026,9.89561731026,9.89561731022,9.89561731022,9.59330551966,9.89561731023,9.89561731023,9.22390206533,9.13065176816,9.89561731016,9.37890660676,9.25789664816,9.89561731016,9.89561731017,9.89561731017,9.89561731017,9.89561731017,8.4852971397,8.8363154703,9.7360417278,9.8956173106,9.8956173109,8.6232024399,9.89561731008,9.89561731008,9.6590622217,9.742473333,9.8956173106,9.8956173106,9.8956173106,9.8956173109,9.877981862,9.89561731047,9.89561731047,9.89561731015,9.8956173107,9.8956173107,9.8956173107,9.8956173107,9.89561731033,9.76357033323,9.8956173103,9.8956173103,9.89561731065,9.89561731065,8.83737653821,9.895617311,6.5501184703,7.6654555524,6.9794315781,6.626998811,6.4321669195,8.1486790685,9.89561730997,9.8956173103,9.8956173103,9.89561731027,9.89561731027,9.89561731026,9.89561731026,9.89561731033,9.89561731033,9.89561731027,9.89561731027,9.69516283717,9.89561731017,9.8956173105,9.8956173105,9.8956173115,9.8956173115,9.89561731135,9.89561731135,9.681271719,9.8956173113,9.8956173113,9.0368670808,9.8956173102,9.506718765,9.53992239522,9.63735261462,9.89561731042,9.89561731044,9.89561731044,9.89561731044,9.8956173104,9.895617310427,9.895617310427,9.5043595997,6.9512449789,9.1970938649,9.8956173102,9.8956173102,9.8956173101198,9.4178491683198
"t138",4.95846889292,4.70311502365,4.10766096402,4.91491681372,4.91491681372,4.91491681372,4.91491681362,0,0.06399374402,0.26193381522,8.93252128859,8.93252128859,8.93252128772,8.93252128772,8.93252128772,7.13764480022,8.93252128822,8.93252128792,8.93252128827,8.93252128827,8.93252128832,8.93252128812,8.93252128812,8.93252128812,8.93252128852,8.93252128792,8.93252128792,6.86730684962,5.11492421422,9.89561731012,9.89561731012,9.89561731012,9.89561731009,9.89561731009,8.67331263532,8.57031883122,9.89561731052,9.64385197362,9.89561731032,9.89561731002,9.89561731002,9.69741488952,9.89561731012,9.89561731012,9.47365319492,8.89947311513,9.58088539282,9.89561730978,9.89561730978,9.89561730988,9.89561730988,9.89561730984,9.89561730984,9.59330551928,9.89561730985,9.89561730985,9.22390206495,9.13065176778,9.89561730978,9.37890660638,9.25789664778,9.89561730978,9.89561730979,9.89561730979,9.89561730979,9.89561730979,8.48529713932,8.83631546992,9.73604172742,9.89561731022,9.89561731052,8.62320243952,9.8956173097,9.8956173097,9.65906222132,9.74247333262,9.89561731022,9.89561731022,9.89561731022,9.89561731052,9.87798186162,9.89561731009,9.89561731009,9.89561730977,9.89561731032,9.89561731032,9.89561731032,9.89561731032,9.89561730995,9.76357033285,9.89561730992,9.89561730992,9.89561731027,9.89561731027,8.83737653783,9.89561731062,6.55011846992,7.66545555202,6.97943157772,6.62699881062,6.43216691912,8.14867906812,9.89561730959,9.89561730992,9.89561730992,9.89561730989,9.89561730989,9.89561730988,9.89561730988,9.89561730995,9.89561730995,9.89561730989,9.89561730989,9.69516283679,9.89561730979,9.89561731012,9.89561731012,9.89561731112,9.89561731112,9.89561731097,9.89561731097,9.68127171862,9.89561731092,9.89561731092,9.03686708042,9.89561730982,9.50671876462,9.53992239484,9.63735261424,9.89561731004,9.89561731006,9.89561731006,9.89561731006,9.89561731002,9.895617310047,9.895617310047,9.50435959932,6.95124497852,9.19709386452,9.89561730982,9.89561730982,9.8956173097398,9.4178491679398
"t139",4.95846889292,4.70311502365,4.10766096402,4.91491681372,4.91491681372,4.91491681372,4.91491681362,0.06399374402,0,0.26193381522,8.93252128859,8.93252128859,8.93252128772,8.93252128772,8.93252128772,7.13764480022,8.93252128822,8.93252128792,8.93252128827,8.93252128827,8.93252128832,8.93252128812,8.93252128812,8.93252128812,8.93252128852,8.93252128792,8.93252128792,6.86730684962,5.11492421422,9.89561731012,9.89561731012,9.89561731012,9.89561731009,9.89561731009,8.67331263532,8.57031883122,9.89561731052,9.64385197362,9.89561731032,9.89561731002,9.89561731002,9.69741488952,9.89561731012,9.89561731012,9.47365319492,8.89947311513,9.58088539282,9.89561730978,9.89561730978,9.89561730988,9.89561730988,9.89561730984,9.89561730984,9.59330551928,9.89561730985,9.89561730985,9.22390206495,9.13065176778,9.89561730978,9.37890660638,9.25789664778,9.89561730978,9.89561730979,9.89561730979,9.89561730979,9.89561730979,8.48529713932,8.83631546992,9.73604172742,9.89561731022,9.89561731052,8.62320243952,9.8956173097,9.8956173097,9.65906222132,9.74247333262,9.89561731022,9.89561731022,9.89561731022,9.89561731052,9.87798186162,9.89561731009,9.89561731009,9.89561730977,9.89561731032,9.89561731032,9.89561731032,9.89561731032,9.89561730995,9.76357033285,9.89561730992,9.89561730992,9.89561731027,9.89561731027,8.83737653783,9.89561731062,6.55011846992,7.66545555202,6.97943157772,6.62699881062,6.43216691912,8.14867906812,9.89561730959,9.89561730992,9.89561730992,9.89561730989,9.89561730989,9.89561730988,9.89561730988,9.89561730995,9.89561730995,9.89561730989,9.89561730989,9.69516283679,9.89561730979,9.89561731012,9.89561731012,9.89561731112,9.89561731112,9.89561731097,9.89561731097,9.68127171862,9.89561731092,9.89561731092,9.03686708042,9.89561730982,9.50671876462,9.53992239484,9.63735261424,9.89561731004,9.89561731006,9.89561731006,9.89561731006,9.89561731002,9.895617310047,9.895617310047,9.50435959932,6.95124497852,9.19709386452,9.89561730982,9.89561730982,9.8956173097398,9.4178491679398
"t109",4.9584688929,4.70311502363,4.107660964,4.9149168137,4.9149168137,4.9149168137,4.9149168136,0.26193381522,0.26193381522,0,8.93252128857,8.93252128857,8.9325212877,8.9325212877,8.9325212877,7.1376448002,8.9325212882,8.9325212879,8.93252128825,8.93252128825,8.9325212883,8.9325212881,8.9325212881,8.9325212881,8.9325212885,8.9325212879,8.9325212879,6.8673068496,5.1149242142,9.8956173101,9.8956173101,9.8956173101,9.89561731007,9.89561731007,8.6733126353,8.5703188312,9.8956173105,9.6438519736,9.8956173103,9.89561731,9.89561731,9.6974148895,9.8956173101,9.8956173101,9.4736531949,8.89947311511,9.5808853928,9.89561730976,9.89561730976,9.89561730986,9.89561730986,9.89561730982,9.89561730982,9.59330551926,9.89561730983,9.89561730983,9.22390206493,9.13065176776,9.89561730976,9.37890660636,9.25789664776,9.89561730976,9.89561730977,9.89561730977,9.89561730977,9.89561730977,8.4852971393,8.8363154699,9.7360417274,9.8956173102,9.8956173105,8.6232024395,9.89561730968,9.89561730968,9.6590622213,9.7424733326,9.8956173102,9.8956173102,9.8956173102,9.8956173105,9.8779818616,9.89561731007,9.89561731007,9.89561730975,9.8956173103,9.8956173103,9.8956173103,9.8956173103,9.89561730993,9.76357033283,9.8956173099,9.8956173099,9.89561731025,9.89561731025,8.83737653781,9.8956173106,6.5501184699,7.665455552,6.9794315777,6.6269988106,6.4321669191,8.1486790681,9.89561730957,9.8956173099,9.8956173099,9.89561730987,9.89561730987,9.89561730986,9.89561730986,9.89561730993,9.89561730993,9.89561730987,9.89561730987,9.69516283677,9.89561730977,9.8956173101,9.8956173101,9.8956173111,9.8956173111,9.89561731095,9.89561731095,9.6812717186,9.8956173109,9.8956173109,9.0368670804,9.8956173098,9.5067187646,9.53992239482,9.63735261422,9.89561731002,9.89561731004,9.89561731004,9.89561731004,9.89561731,9.895617310027,9.895617310027,9.5043595993,6.9512449785,9.1970938645,9.8956173098,9.8956173098,9.8956173097198,9.4178491679198
