"","t2","t4","t6","t10","t15","t62","t63","t94","t134","t135","t44","t28","t29","t76","t85","t86","t31","t95","t161","t162","t88","t65","t81","t82","t83","t84","t128","t129","t64","t26","t42","t59","t60","t101","t102","t152","t153","t58","t98","t100","t167","t168","t138","t154","t157","t158","t116","t117","t54","t32","t33","t13","t107","t108","t12","t11","t145","t146","t47","t48","t77","t78","t66","t39","t20","t71","t89","t90","t41","t132","t133","t24","t25","t118","t130","t131","t21","t22","t72","t73","t67","t140","t141","t105","t106","t99","t46","t16","t9","t8","t40","t91","t112","t113","t159","t160","t163","t164","t92","t93","t49","t96","t97","t55","t165","t166","t109","t110","t144","t150","t151","t115","t36","t50","t51","t148","t149","t23","t124","t125","t111","t74","t79","t80","t37","t17","t14","t43","t61","t123","t126","t127","t119","t120","t142","t143","t139","t7","t5","t121","t122","t52","t53","t18","t87","t147","t155","t156","t75","t27","t68","t69","t114","t136","t137","t45","t30","t34","t35","t56","t57","t38","t19","t70","t103","t104","t3","t1"
"t2",0,2.5983064032,4.06558586172,5.65780694756,6.75561742186,9.54499385209,8.97439160339,9.32625723149,9.81831012939,9.81831012939,9.81831012949,7.69005101085,7.79071833644,9.81831012962,9.17788971982,9.64274050096,9.81831012982,9.81831012904,9.81831012904,9.81831012904,9.81831012906,9.81831012948,9.19249833774,9.81831012942,9.81831012952,9.818310129527,9.818310129527,9.631961221227,9.81831012956,7.70598990676,9.81831012886,9.81831012896,9.81831012896,9.81831012912,9.36899444999,9.81831012903,9.81831012903,9.81831012931,9.81831012911,9.81831012911,9.818310129052,9.818310129052,9.81831012909,9.8183101291,9.818310129101,9.818310129101,9.81831012906,9.81831012906,9.05382934446,7.97496497269,9.12055514776,6.20191073246,9.81831012886,9.81831012886,5.79491506846,5.76332222649,9.8183101287,9.8183101287,8.88992173302,9.81831012882,9.81831012912,9.81831012912,9.81831012902,9.81831012909,7.5982293914,9.8183101293,9.8183101293,9.8183101293,8.7424994441,9.8183101296,9.8183101296,8.32982692857,7.81074797027,9.5892186027,9.81831012923,9.81831012923,6.94707046281,6.94066636559,9.64936768971,9.81831012951,9.81831012951,9.81831012961,9.81831012961,9.60136520394,9.81831012954,9.81831012954,8.97065376671,7.53100712409,5.30516850419,5.22844901246,9.81831012852,9.81831012892,9.81831012892,9.8183101289206,9.8183101289606,9.8183101289606,9.8183101289706,9.8183101289706,9.81831012882,9.81831012882,8.65490436833,9.81831012888,9.81831012888,9.14382741108,9.81831012876,9.81831012876,9.81831012896,9.81831012896,9.81831012926,9.81831012927,9.81831012927,9.77473940966,8.07960349649,9.81831012896,8.69608426636,9.81831012926,9.81831012926,7.47342288816,9.70558176408,9.68144479798,9.81831012906,9.07217540976,9.81831012928,9.81831012928,8.25320618776,6.69725106521,7.88180126276,9.81831012906,9.19189124876,9.81831012926,9.81831012921,9.81831012921,9.81831012926,9.64548849606,9.818310129219,9.818310129219,9.81831012916,5.51422453306,3.1272021897,9.818310129,9.818310129,8.65412115533,9.8183101292,6.991380566,9.8183101289,9.8183101289,9.81831012894,9.81831012894,9.5920668247,7.598249345729,9.0059279676,9.8183101296,9.8183101292,9.7832783691,9.8183101292,8.9985043957,8.784665277,9.62008299119,8.40555858769,9.81831012879,9.13136406399,9.08434555609,7.19131707847,9.8183101292,9.8183101292,9.358058104733,1.8197517136,1.199525967
"t4",2.5983064032,0,1.74000553852,3.33222662436,4.43003709866,7.21941352889,6.64881128019,7.00067690829,7.49272980619,7.49272980619,7.49272980629,5.36447068765,5.46513801324,7.49272980642,6.85230939662,7.31716017776,7.49272980662,7.49272980584,7.49272980584,7.49272980584,7.49272980586,7.49272980628,6.86691801454,7.49272980622,7.49272980632,7.492729806327,7.492729806327,7.306380898027,7.49272980636,5.38040958356,7.49272980566,7.49272980576,7.49272980576,7.49272980592,7.04341412679,7.49272980583,7.49272980583,7.49272980611,7.49272980591,7.49272980591,7.492729805852,7.492729805852,7.49272980589,7.4927298059,7.492729805901,7.492729805901,7.49272980586,7.49272980586,6.72824902126,5.64938464949,6.79497482456,3.87633040926,7.49272980566,7.49272980566,3.46933474526,3.43774190329,7.4927298055,7.4927298055,6.56434140982,7.49272980562,7.49272980592,7.49272980592,7.49272980582,7.49272980589,5.2726490682,7.4927298061,7.4927298061,7.4927298061,6.4169191209,7.4927298064,7.4927298064,6.00424660537,5.48516764707,7.2636382795,7.49272980603,7.49272980603,4.62149013961,4.61508604239,7.32378736651,7.49272980631,7.49272980631,7.49272980641,7.49272980641,7.27578488074,7.49272980634,7.49272980634,6.64507344351,5.20542680089,2.97958818099,2.90286868926,7.49272980532,7.49272980572,7.49272980572,7.4927298057206,7.4927298057606,7.4927298057606,7.4927298057706,7.4927298057706,7.49272980562,7.49272980562,6.32932404513,7.49272980568,7.49272980568,6.81824708788,7.49272980556,7.49272980556,7.49272980576,7.49272980576,7.49272980606,7.49272980607,7.49272980607,7.44915908646,5.75402317329,7.49272980576,6.37050394316,7.49272980606,7.49272980606,5.14784256496,7.38000144088,7.35586447478,7.49272980586,6.74659508656,7.49272980608,7.49272980608,5.92762586456,4.37167074201,5.55622093956,7.49272980586,6.86631092556,7.49272980606,7.49272980601,7.49272980601,7.49272980606,7.31990817286,7.492729806019,7.492729806019,7.49272980596,3.18864420986,0.8016218665,7.4927298058,7.4927298058,6.32854083213,7.492729806,4.6658002428,7.4927298057,7.4927298057,7.49272980574,7.49272980574,7.2664865015,5.272669022529,6.6803476444,7.4927298064,7.492729806,7.4576980459,7.492729806,6.6729240725,6.4590849538,7.29450266799,6.07997826449,7.49272980559,6.80578374079,6.75876523289,4.86573675527,7.492729806,7.492729806,7.032477781533,1.4087241134,2.1555615438
"t6",4.06558586172,1.74000553852,0,1.73974181936,2.83755229366,5.62692872389,5.05632647519,5.40819210329,5.90024500119,5.90024500119,5.90024500129,3.77198588265,3.87265320824,5.90024500142,5.25982459162,5.72467537276,5.90024500162,5.90024500084,5.90024500084,5.90024500084,5.90024500086,5.90024500128,5.27443320954,5.90024500122,5.90024500132,5.900245001327,5.900245001327,5.713896093027,5.90024500136,3.78792477856,5.90024500066,5.90024500076,5.90024500076,5.90024500092,5.45092932179,5.90024500083,5.90024500083,5.90024500111,5.90024500091,5.90024500091,5.900245000852,5.900245000852,5.90024500089,5.9002450009,5.900245000901,5.900245000901,5.90024500086,5.90024500086,5.13576421626,4.05689984449,5.20249001956,2.28384560426,5.90024500066,5.90024500066,1.87684994026,1.84525709829,5.9002450005,5.9002450005,4.97185660482,5.90024500062,5.90024500092,5.90024500092,5.90024500082,5.90024500089,3.6801642632,5.9002450011,5.9002450011,5.9002450011,4.8244343159,5.9002450014,5.9002450014,4.41176180037,3.89268284207,5.6711534745,5.90024500103,5.90024500103,3.02900533461,3.02260123739,5.73130256151,5.90024500131,5.90024500131,5.90024500141,5.90024500141,5.68330007574,5.90024500134,5.90024500134,5.05258863851,3.61294199589,1.38710337599,1.31038388426,5.90024500032,5.90024500072,5.90024500072,5.9002450007206,5.9002450007606,5.9002450007606,5.9002450007706,5.9002450007706,5.90024500062,5.90024500062,4.73683924013,5.90024500068,5.90024500068,5.22576228288,5.90024500056,5.90024500056,5.90024500076,5.90024500076,5.90024500106,5.90024500107,5.90024500107,5.85667428146,4.16153836829,5.90024500076,4.77801913816,5.90024500106,5.90024500106,3.82629859676,6.05845747268,6.03432050658,6.17118583766,5.42505111836,6.17118583788,6.17118583788,4.60608189636,3.05012677381,4.23467697136,6.17118583766,5.54476695736,6.17118583786,6.17118583781,6.17118583781,6.17118583786,5.99836420466,6.171185837819,6.171185837819,6.17118583776,1.86710024166,1.1122727911,7.83058385772,7.83058385772,6.66639488405,7.83058385792,5.00365429472,7.83058385762,7.83058385762,7.83058385766,7.83058385766,7.60434055342,5.610523074449,7.01820169632,7.83058385832,7.83058385792,7.79555209782,7.83058385792,7.01077812442,6.79693900572,7.63235671991,6.41783231641,7.83058385751,7.14363779271,7.09661928481,5.20359080719,7.83058385792,7.83058385792,7.370331833453,2.87600357192,3.62284100232
"t10",5.65780694756,3.33222662436,1.73974181936,0,1.9964191223,4.78579555253,4.21519330383,4.56705893193,5.05911182983,5.05911182983,5.05911182993,2.93085271129,3.03152003688,5.05911183006,4.41869142026,4.8835422014,5.05911183026,5.05911182948,5.05911182948,5.05911182948,5.0591118295,5.05911182992,4.43330003818,5.05911182986,5.05911182996,5.059111829967,5.059111829967,4.872762921667,5.05911183,2.9467916072,5.0591118293,5.0591118294,5.0591118294,5.05911182956,4.60979615043,5.05911182947,5.05911182947,5.05911182975,5.05911182955,5.05911182955,5.059111829492,5.059111829492,5.05911182953,5.05911182954,5.059111829541,5.059111829541,5.0591118295,5.0591118295,4.2946310449,3.21576667313,4.3613568482,3.3458130505,6.9622124469,6.9622124469,2.9388173865,2.90722454453,6.96221244674,6.96221244674,6.03382405106,6.96221244686,6.96221244716,6.96221244716,6.96221244706,6.96221244713,4.74213170944,6.96221244734,6.96221244734,6.96221244734,5.88640176214,6.96221244764,6.96221244764,5.47372924661,4.95465028831,6.73312092074,6.96221244727,6.96221244727,4.09097278085,4.08456868363,6.79327000775,6.96221244755,6.96221244755,6.96221244765,6.96221244765,6.74526752198,6.96221244758,6.96221244758,6.11455608475,4.67490944213,2.44907082223,2.3723513305,6.96221244656,6.96221244696,6.96221244696,6.9622124469606,6.9622124470006,6.9622124470006,6.9622124470106,6.9622124470106,6.96221244686,6.96221244686,5.79880668637,6.96221244692,6.96221244692,6.28772972912,6.9622124468,6.9622124468,6.962212447,6.962212447,6.9622124473,6.96221244731,6.96221244731,6.9186417277,5.22350581453,6.962212447,5.8399865844,6.9622124473,6.9622124473,5.4185196826,7.65067855852,7.62654159242,7.7634069235,7.0172722042,7.76340692372,7.76340692372,6.1983029822,4.64234785965,5.8268980572,7.7634069235,7.1369880432,7.7634069237,7.76340692365,7.76340692365,7.7634069237,7.5905852905,7.763406923659,7.763406923659,7.7634069236,3.4593213275,2.70449387694,9.42280494356,9.42280494356,8.25861596989,9.42280494376,6.59587538056,9.42280494346,9.42280494346,9.4228049435,9.4228049435,9.19656163926,7.202744160289,8.61042278216,9.42280494416,9.42280494376,9.38777318366,9.42280494376,8.60299921026,8.38916009156,9.22457780575,8.01005340225,9.42280494335,8.73585887855,8.68884037065,6.79581189303,9.42280494376,9.42280494376,8.962552919293,4.46822465776,5.21506208816
"t15",6.75561742186,4.43003709866,2.83755229366,1.9964191223,0,4.08108438383,3.51048213513,3.86234776323,4.35440066113,4.35440066113,4.35440066123,2.22614154259,2.32680886818,4.35440066136,3.71398025156,4.1788310327,4.35440066156,4.35440066078,4.35440066078,4.35440066078,4.3544006608,4.35440066122,3.72858886948,4.35440066116,4.35440066126,4.354400661267,4.354400661267,4.168051752967,4.3544006613,3.3933858975,5.5057061196,5.5057061197,5.5057061197,5.50570611986,5.05639044073,5.50570611977,5.50570611977,5.50570612005,5.50570611985,5.50570611985,5.505706119792,5.505706119792,5.50570611983,5.50570611984,5.505706119841,5.505706119841,5.5057061198,5.5057061198,4.7412253352,3.66236096343,4.8079511385,4.4436235248,8.0600229212,8.0600229212,4.0366278608,4.00503501883,8.06002292104,8.06002292104,7.13163452536,8.06002292116,8.06002292146,8.06002292146,8.06002292136,8.06002292143,5.83994218374,8.06002292164,8.06002292164,8.06002292164,6.98421223644,8.06002292194,8.06002292194,6.57153972091,6.05246076261,7.83093139504,8.06002292157,8.06002292157,5.18878325515,5.18237915793,7.89108048205,8.06002292185,8.06002292185,8.06002292195,8.06002292195,7.84307799628,8.06002292188,8.06002292188,7.21236655905,5.77271991643,3.54688129653,3.4701618048,8.06002292086,8.06002292126,8.06002292126,8.0600229212606,8.0600229213006,8.0600229213006,8.0600229213106,8.0600229213106,8.06002292116,8.06002292116,6.89661716067,8.06002292122,8.06002292122,7.38554020342,8.0600229211,8.0600229211,8.0600229213,8.0600229213,8.0600229216,8.06002292161,8.06002292161,8.016452202,6.32131628883,8.0600229213,6.9377970587,8.0600229216,8.0600229216,6.5163301569,8.74848903282,8.72435206672,8.8612173978,8.1150826785,8.86121739802,8.86121739802,7.2961134565,5.74015833395,6.9247085315,8.8612173978,8.2347985175,8.861217398,8.86121739795,8.86121739795,8.861217398,8.6883957648,8.861217397959,8.861217397959,8.8612173979,4.5571318018,3.80230435124,10.52061541786,10.52061541786,9.35642644419,10.52061541806,7.69368585486,10.52061541776,10.52061541776,10.5206154178,10.5206154178,10.29437211356,8.300554634589,9.70823325646,10.52061541846,10.52061541806,10.48558365796,10.52061541806,9.70080968456,9.48697056586,10.32238828005,9.10786387655,10.52061541765,9.83366935285,9.78665084495,7.89362236733,10.52061541806,10.52061541806,10.060363393593,5.56603513206,6.31287256246
"t62",9.54499385209,7.21941352889,5.62692872389,4.78579555253,4.08108438383,0,0.8317005067,1.4799555866,1.9720084845,1.9720084845,2.4451333586,1.89655582336,2.19224140725,4.21983320043,3.57941279063,4.04426357177,4.21983320063,4.36222205701,4.36222205701,4.36222205701,4.36222205703,4.36222205745,3.73641026571,4.36222205739,4.36222205749,4.362222057497,4.362222057497,4.175873149197,4.36222205753,6.18276232773,8.29508254983,8.29508254993,8.29508254993,8.29508255009,7.84576687096,8.29508255,8.29508255,8.29508255028,8.29508255008,8.29508255008,8.295082550022,8.295082550022,8.29508255006,8.29508255007,8.295082550071,8.295082550071,8.29508255003,8.29508255003,7.53060176543,6.45173739366,7.59732756873,7.23299995503,10.84939935143,10.84939935143,6.82600429103,6.79441144906,10.84939935127,10.84939935127,9.92101095559,10.84939935139,10.84939935169,10.84939935169,10.84939935159,10.84939935166,8.62931861397,10.84939935187,10.84939935187,10.84939935187,9.77358866667,10.84939935217,10.84939935217,9.36091615114,8.84183719284,10.62030782527,10.8493993518,10.8493993518,7.97815968538,7.97175558816,10.68045691228,10.84939935208,10.84939935208,10.84939935218,10.84939935218,10.63245442651,10.84939935211,10.84939935211,10.00174298928,8.56209634666,6.33625772676,6.25953823503,10.84939935109,10.84939935149,10.84939935149,10.8493993514906,10.8493993515306,10.8493993515306,10.8493993515406,10.8493993515406,10.84939935139,10.84939935139,9.6859935909,10.84939935145,10.84939935145,10.17491663365,10.84939935133,10.84939935133,10.84939935153,10.84939935153,10.84939935183,10.84939935184,10.84939935184,10.80582863223,9.11069271906,10.84939935153,9.72717348893,10.84939935183,10.84939935183,9.30570658713,11.53786546305,11.51372849695,11.65059382803,10.90445910873,11.65059382825,11.65059382825,10.08548988673,8.52953476418,9.71408496173,11.65059382803,11.02417494773,11.65059382823,11.65059382818,11.65059382818,11.65059382823,11.47777219503,11.650593828189,11.650593828189,11.65059382813,7.34650823203,6.59168078147,13.30999184809,13.30999184809,12.14580287442,13.30999184829,10.48306228509,13.30999184799,13.30999184799,13.30999184803,13.30999184803,13.08374854379,11.089931064819,12.49760968669,13.30999184869,13.30999184829,13.27496008819,13.30999184829,12.49018611479,12.27634699609,13.11176471028,11.89724030678,13.30999184788,12.62304578308,12.57602727518,10.68299879756,13.30999184829,13.30999184829,12.849739823823,8.35541156229,9.10224899269
"t63",8.97439160339,6.64881128019,5.05632647519,4.21519330383,3.51048213513,0.8317005067,0,0.9093533379,1.4014062358,1.4014062358,1.8745311099,1.32595357466,1.62163915855,3.64923095173,3.00881054193,3.47366132307,3.64923095193,3.79161980831,3.79161980831,3.79161980831,3.79161980833,3.79161980875,3.16580801701,3.79161980869,3.79161980879,3.791619808797,3.791619808797,3.605270900497,3.79161980883,5.61216007903,7.72448030113,7.72448030123,7.72448030123,7.72448030139,7.27516462226,7.7244803013,7.7244803013,7.72448030158,7.72448030138,7.72448030138,7.724480301322,7.724480301322,7.72448030136,7.72448030137,7.724480301371,7.724480301371,7.72448030133,7.72448030133,6.95999951673,5.88113514496,7.02672532003,6.66239770633,10.27879710273,10.27879710273,6.25540204233,6.22380920036,10.27879710257,10.27879710257,9.35040870689,10.27879710269,10.27879710299,10.27879710299,10.27879710289,10.27879710296,8.05871636527,10.27879710317,10.27879710317,10.27879710317,9.20298641797,10.27879710347,10.27879710347,8.79031390244,8.27123494414,10.04970557657,10.2787971031,10.2787971031,7.40755743668,7.40115333946,10.10985466358,10.27879710338,10.27879710338,10.27879710348,10.27879710348,10.06185217781,10.27879710341,10.27879710341,9.43114074058,7.99149409796,5.76565547806,5.68893598633,10.27879710239,10.27879710279,10.27879710279,10.2787971027906,10.2787971028306,10.2787971028306,10.2787971028406,10.2787971028406,10.27879710269,10.27879710269,9.1153913422,10.27879710275,10.27879710275,9.60431438495,10.27879710263,10.27879710263,10.27879710283,10.27879710283,10.27879710313,10.27879710314,10.27879710314,10.23522638353,8.54009047036,10.27879710283,9.15657124023,10.27879710313,10.27879710313,8.73510433843,10.96726321435,10.94312624825,11.07999157933,10.33385686003,11.07999157955,11.07999157955,9.51488763803,7.95893251548,9.14348271303,11.07999157933,10.45357269903,11.07999157953,11.07999157948,11.07999157948,11.07999157953,10.90716994633,11.079991579489,11.079991579489,11.07999157943,6.77590598333,6.02107853277,12.73938959939,12.73938959939,11.57520062572,12.73938959959,9.91246003639,12.73938959929,12.73938959929,12.73938959933,12.73938959933,12.51314629509,10.519328816119,11.92700743799,12.73938959999,12.73938959959,12.70435783949,12.73938959959,11.91958386609,11.70574474739,12.54116246158,11.32663805808,12.73938959918,12.05244353438,12.00542502648,10.11239654886,12.73938959959,12.73938959959,12.279137575123,7.78480931359,8.53164674399
"t94",9.32625723149,7.00067690829,5.40819210329,4.56705893193,3.86234776323,1.4799555866,0.9093533379,0,0.7843365487,0.7843365487,2.226396738,1.67781920276,1.97350478665,4.00109657983,3.36067617003,3.82552695117,4.00109658003,4.14348543641,4.14348543641,4.14348543641,4.14348543643,4.14348543685,3.51767364511,4.14348543679,4.14348543689,4.143485436897,4.143485436897,3.957136528597,4.14348543693,5.96402570713,8.07634592923,8.07634592933,8.07634592933,8.07634592949,7.62703025036,8.0763459294,8.0763459294,8.07634592968,8.07634592948,8.07634592948,8.076345929422,8.076345929422,8.07634592946,8.07634592947,8.076345929471,8.076345929471,8.07634592943,8.07634592943,7.31186514483,6.23300077306,7.37859094813,7.01426333443,10.63066273083,10.63066273083,6.60726767043,6.57567482846,10.63066273067,10.63066273067,9.70227433499,10.63066273079,10.63066273109,10.63066273109,10.63066273099,10.63066273106,8.41058199337,10.63066273127,10.63066273127,10.63066273127,9.55485204607,10.63066273157,10.63066273157,9.14217953054,8.62310057224,10.40157120467,10.6306627312,10.6306627312,7.75942306478,7.75301896756,10.46172029168,10.63066273148,10.63066273148,10.63066273158,10.63066273158,10.41371780591,10.63066273151,10.63066273151,9.78300636868,8.34335972606,6.11752110616,6.04080161443,10.63066273049,10.63066273089,10.63066273089,10.6306627308906,10.6306627309306,10.6306627309306,10.6306627309406,10.6306627309406,10.63066273079,10.63066273079,9.4672569703,10.63066273085,10.63066273085,9.95618001305,10.63066273073,10.63066273073,10.63066273093,10.63066273093,10.63066273123,10.63066273124,10.63066273124,10.58709201163,8.89195609846,10.63066273093,9.50843686833,10.63066273123,10.63066273123,9.08696996653,11.31912884245,11.29499187635,11.43185720743,10.68572248813,11.43185720765,11.43185720765,9.86675326613,8.31079814358,9.49534834113,11.43185720743,10.80543832713,11.43185720763,11.43185720758,11.43185720758,11.43185720763,11.25903557443,11.431857207589,11.431857207589,11.43185720753,7.12777161143,6.37294416087,13.09125522749,13.09125522749,11.92706625382,13.09125522769,10.26432566449,13.09125522739,13.09125522739,13.09125522743,13.09125522743,12.86501192319,10.871194444219,12.27887306609,13.09125522809,13.09125522769,13.05622346759,13.09125522769,12.27144949419,12.05761037549,12.89302808968,11.67850368618,13.09125522728,12.40430916248,12.35729065458,10.46426217696,13.09125522769,13.09125522769,12.631003203223,8.13667494169,8.88351237209
"t134",9.81831012939,7.49272980619,5.90024500119,5.05911182983,4.35440066113,1.9720084845,1.4014062358,0.7843365487,0,0.4305742686,2.7184496359,2.16987210066,2.46555768455,4.49314947773,3.85272906793,4.31757984907,4.49314947793,4.63553833431,4.63553833431,4.63553833431,4.63553833433,4.63553833475,4.00972654301,4.63553833469,4.63553833479,4.635538334797,4.635538334797,4.449189426497,4.63553833483,6.45607860503,8.56839882713,8.56839882723,8.56839882723,8.56839882739,8.11908314826,8.5683988273,8.5683988273,8.56839882758,8.56839882738,8.56839882738,8.568398827322,8.568398827322,8.56839882736,8.56839882737,8.568398827371,8.568398827371,8.56839882733,8.56839882733,7.80391804273,6.72505367096,7.87064384603,7.50631623233,11.12271562873,11.12271562873,7.09932056833,7.06772772636,11.12271562857,11.12271562857,10.19432723289,11.12271562869,11.12271562899,11.12271562899,11.12271562889,11.12271562896,8.90263489127,11.12271562917,11.12271562917,11.12271562917,10.04690494397,11.12271562947,11.12271562947,9.63423242844,9.11515347014,10.89362410257,11.1227156291,11.1227156291,8.25147596268,8.24507186546,10.95377318958,11.12271562938,11.12271562938,11.12271562948,11.12271562948,10.90577070381,11.12271562941,11.12271562941,10.27505926658,8.83541262396,6.60957400406,6.53285451233,11.12271562839,11.12271562879,11.12271562879,11.1227156287906,11.1227156288306,11.1227156288306,11.1227156288406,11.1227156288406,11.12271562869,11.12271562869,9.9593098682,11.12271562875,11.12271562875,10.44823291095,11.12271562863,11.12271562863,11.12271562883,11.12271562883,11.12271562913,11.12271562914,11.12271562914,11.07914490953,9.38400899636,11.12271562883,10.00048976623,11.12271562913,11.12271562913,9.57902286443,11.81118174035,11.78704477425,11.92391010533,11.17777538603,11.92391010555,11.92391010555,10.35880616403,8.80285104148,9.98740123903,11.92391010533,11.29749122503,11.92391010553,11.92391010548,11.92391010548,11.92391010553,11.75108847233,11.923910105489,11.923910105489,11.92391010543,7.61982450933,6.86499705877,13.58330812539,13.58330812539,12.41911915172,13.58330812559,10.75637856239,13.58330812529,13.58330812529,13.58330812533,13.58330812533,13.35706482109,11.363247342119,12.77092596399,13.58330812599,13.58330812559,13.54827636549,13.58330812559,12.76350239209,12.54966327339,13.38508098758,12.17055658408,13.58330812518,12.89636206038,12.84934355248,10.95631507486,13.58330812559,13.58330812559,13.123056101123,8.62872783959,9.37556526999
"t135",9.81831012939,7.49272980619,5.90024500119,5.05911182983,4.35440066113,1.9720084845,1.4014062358,0.7843365487,0.4305742686,0,2.7184496359,2.16987210066,2.46555768455,4.49314947773,3.85272906793,4.31757984907,4.49314947793,4.63553833431,4.63553833431,4.63553833431,4.63553833433,4.63553833475,4.00972654301,4.63553833469,4.63553833479,4.635538334797,4.635538334797,4.449189426497,4.63553833483,6.45607860503,8.56839882713,8.56839882723,8.56839882723,8.56839882739,8.11908314826,8.5683988273,8.5683988273,8.56839882758,8.56839882738,8.56839882738,8.568398827322,8.568398827322,8.56839882736,8.56839882737,8.568398827371,8.568398827371,8.56839882733,8.56839882733,7.80391804273,6.72505367096,7.87064384603,7.50631623233,11.12271562873,11.12271562873,7.09932056833,7.06772772636,11.12271562857,11.12271562857,10.19432723289,11.12271562869,11.12271562899,11.12271562899,11.12271562889,11.12271562896,8.90263489127,11.12271562917,11.12271562917,11.12271562917,10.04690494397,11.12271562947,11.12271562947,9.63423242844,9.11515347014,10.89362410257,11.1227156291,11.1227156291,8.25147596268,8.24507186546,10.95377318958,11.12271562938,11.12271562938,11.12271562948,11.12271562948,10.90577070381,11.12271562941,11.12271562941,10.27505926658,8.83541262396,6.60957400406,6.53285451233,11.12271562839,11.12271562879,11.12271562879,11.1227156287906,11.1227156288306,11.1227156288306,11.1227156288406,11.1227156288406,11.12271562869,11.12271562869,9.9593098682,11.12271562875,11.12271562875,10.44823291095,11.12271562863,11.12271562863,11.12271562883,11.12271562883,11.12271562913,11.12271562914,11.12271562914,11.07914490953,9.38400899636,11.12271562883,10.00048976623,11.12271562913,11.12271562913,9.57902286443,11.81118174035,11.78704477425,11.92391010533,11.17777538603,11.92391010555,11.92391010555,10.35880616403,8.80285104148,9.98740123903,11.92391010533,11.29749122503,11.92391010553,11.92391010548,11.92391010548,11.92391010553,11.75108847233,11.923910105489,11.923910105489,11.92391010543,7.61982450933,6.86499705877,13.58330812539,13.58330812539,12.41911915172,13.58330812559,10.75637856239,13.58330812529,13.58330812529,13.58330812533,13.58330812533,13.35706482109,11.363247342119,12.77092596399,13.58330812599,13.58330812559,13.54827636549,13.58330812559,12.76350239209,12.54966327339,13.38508098758,12.17055658408,13.58330812518,12.89636206038,12.84934355248,10.95631507486,13.58330812559,13.58330812559,13.123056101123,8.62872783959,9.37556526999
