"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99"
"t37",-0.112471473669782,-0.016090148396881,-0.0132791332536371,-0.184154203509024,0.0263517078452025,-0.000286829446434676,-0.000458356111644097,-0.0849871337993786,-0.00218893967455309,4.18907680072905e-06,-3.85690054312529e-05,0.000717942967018699,-2.05809588080156e-05,-0.000295333413386748,-0.00565975323370156,-0.000229594096690218,0.000321006828304249,-0.00327229702157802,0.0384924500552663,0.00295089017136003,-5.50513781282177e-05,-0.000291239271548907,-3.70607828068779e-05,0.358475393850533,-0.000168503007376721,0.0890781700255758,0.189866401508675,-0.304966575967859,1.89155683484077e-05,-0.313799475409301,-0.00904426069152375,-1.65648042660795e-05,6.94863787309092e-06,0.245257589225376,0.00053463330562121,-1.04916930851566e-05,-6.6141721006691e-16,-8.22146747916368e-07,-0.0735138099485308,-3.01394825289954e-07,-7.84181892235539e-17,1.569596191077e-05,5.35485396156275e-07,1.79244132057481e-15,9.52828516548544e-06,-5.32267600698982e-07,-0.000103378891617718,-1.12849881938582e-05,-0.0623389261946008,3.53861291292409e-06,-9.33513028673389e-06,-2.60421187225245e-06,-5.17147379676724e-06,-0.000181868270540213,-8.48191730741178e-07,1.30412268214773e-14,1.41279634995759e-15,2.43294465425113e-06,0.000369681611904329,0.000190374930374954,-0.000119751500836611,-3.14130324968251e-14,0.0076156025187952,0.707106781186523,2.15362955607507e-13,-1.99660205141451e-06,7.45259277671441e-15,-0.00057337199297279,-1.22613676783885e-14,1.0248164034936e-14,-6.66222880806248e-16,1.15537670431947e-14,0.000107539985548374,8.1212731338474e-15,8.16669044132364e-15,-1.13188053916651e-15,2.12094220112948e-15,-3.7164917443849e-07,1.43098705700415e-06,4.8603510123865e-15,6.29115449661237e-07,1.6142894737086e-15,-5.31590029519765e-08,7.23155671197044e-16,-1.30642675973698e-07,3.38232766411634e-16,-4.1514856028285e-15,2.44656624844554e-05,5.51753751474899e-16,-1.30422212820043e-07,-1.57833288081237e-15,3.71285319291517e-15,-4.12738252361446e-16,3.01541496330346e-15,3.79079368144929e-15,-2.90400903784958e-15,5.20498254203908e-15,-5.41882799768987e-15,6.44766795536156e-14
"t38",-0.112471473669782,-0.0160901483968813,-0.013279133253637,-0.18415420350902,0.0263517078452015,-0.000286829446435099,-0.000458356111644093,-0.084987133799377,-0.00218893967455268,4.18907680215172e-06,-3.85690054277252e-05,0.000717942967018343,-2.05809588062412e-05,-0.000295333413388944,-0.00565975323370185,-0.000229594096692829,0.000321006828311198,-0.00327229702157828,0.0384924500552631,0.0029508901713602,-5.50513781296508e-05,-0.000291239271549127,-3.7060782812012e-05,0.358475393850515,-0.000168503007378821,0.0890781700255686,0.189866401508653,-0.304966575967842,1.89155683427208e-05,-0.313799475409273,-0.00904426069152379,-1.65648042678026e-05,6.94863787779721e-06,0.245257589225338,0.000534633305616295,-1.04916930849344e-05,-1.05445787720097e-15,-8.2214673425467e-07,-0.0735138099485158,-3.0139481764631e-07,1.02634694120782e-15,1.56959618983985e-05,5.35485400964931e-07,-6.60357562056363e-15,9.5282851451003e-06,-5.32267602197576e-07,-0.00010337889161897,-1.12849881876308e-05,-0.0623389261945696,3.53861291208048e-06,-9.33513028834767e-06,-2.60421184598955e-06,-5.17147375212851e-06,-0.000181868270542257,-8.48191735333644e-07,-1.08514403127902e-14,-1.32785223889482e-15,2.43294463179717e-06,0.000369681611865148,0.000190374930322318,-0.000119751500835269,2.9749311442714e-14,0.00761560251901034,-0.707106781186573,-2.42089138330851e-13,-1.99660201987877e-06,-8.5454495103515e-15,-0.000573371992982814,1.61119160827624e-14,-8.64740435578979e-15,7.50595163465675e-16,-1.4360415603457e-14,0.000107539985542685,-1.06582111733015e-14,-9.25121433616794e-15,2.09734353206123e-15,-3.68888427196186e-15,-3.71649210210195e-07,1.4309870540797e-06,-3.78875157877608e-15,6.29115439022655e-07,-3.49983549520246e-15,-5.3158998036762e-08,-8.36024564918672e-16,-1.30642671390325e-07,-4.94763317695505e-16,3.28174959946948e-15,2.44656624911422e-05,8.65009011376742e-16,-1.30422219793316e-07,-2.48172999761018e-15,-5.12037908363337e-15,2.6826453005078e-16,-4.5182313692832e-15,-7.13542385649235e-15,1.6817824351328e-15,-2.40979875236781e-15,-4.68138711796193e-15,6.58470196867414e-14
"t42",-0.113848649352069,-0.0166640122942432,-0.0158709781324756,-0.221934399883998,0.0320870967151094,-0.000375716723244518,-0.000647779353138813,-0.144090611190883,-0.00374448760561418,7.35681340686352e-06,-0.000150943484524717,0.00466147478285374,-0.000274954278148324,0.00241044577513931,0.021259446219444,0.000815644915656302,-0.00047833837362856,0.00447980456166068,-0.0485686100300569,-0.00191416862358372,3.40368290654825e-05,0.000147133943215094,1.30425056800147e-05,-0.0854307337590347,2.18970385306108e-05,-0.0027204664347822,-0.00541591039706792,0.00291524406342737,8.74462216003736e-08,-0.0019419772128202,9.03573980701074e-05,1.96349504442421e-07,-2.62678694095196e-07,-0.0125675626834572,-5.30227647745004e-05,1.24597715310155e-06,-2.29191769019134e-15,1.7040475639075e-07,0.0246277674952944,1.13471168149444e-07,-7.81425685623586e-15,-1.4177608108487e-05,-6.33426579316382e-07,5.96795187428977e-14,-1.63461592130373e-05,1.0122748552676e-06,0.00053623191519263,8.75424354736667e-05,0.622571096014616,4.86691387459841e-06,-9.44017626506797e-06,-2.35638027952688e-06,-4.21341136669396e-06,-0.000147807694681511,-6.3176196466919e-07,5.7157655530586e-16,-3.51852233271896e-16,1.82602364465138e-06,0.000280038383847498,0.000151328073678954,-9.94796668040848e-05,4.0040944088727e-14,0.0828251980577732,2.57099896927571e-13,-0.707106781186566,-1.19373356902281e-06,1.59173414914401e-14,-0.00418195448001275,9.52854677618269e-15,7.3692509990268e-15,-1.49010641966393e-15,1.04395841143811e-14,6.42883294440556e-05,1.48733070869287e-14,-7.57031753280198e-16,-3.52473987720882e-15,-7.42956116709548e-15,-2.22049966572566e-07,8.54862674107201e-07,6.78861607417762e-15,3.75831249086985e-07,-1.97730273695927e-15,-3.17604628884106e-08,-1.20993674547169e-15,-7.80838027740684e-08,-2.65848362893526e-15,2.59609098151321e-16,1.46257538364493e-05,-3.07074655099107e-15,-7.80632936132331e-08,-4.95019750401995e-15,-3.59928475464363e-15,-1.99786613551013e-15,-1.97129408889329e-16,2.47033999530081e-16,-1.45899792295136e-15,-1.28232421054612e-14,-4.65348024490032e-15,6.75544291370878e-14
"t43",-0.113848649352069,-0.0166640122942447,-0.015870978132476,-0.221934399883997,0.0320870967151089,-0.000375716723243406,-0.00064777935313933,-0.144090611190884,-0.00374448760561353,7.35681340622742e-06,-0.000150943484523717,0.0046614747828539,-0.000274954278150222,0.00241044577513824,0.0212594462194423,0.000815644915654274,-0.000478338373629035,0.00447980456165643,-0.0485686100300546,-0.00191416862358824,3.40368290648882e-05,0.000147133943213687,1.30425056796164e-05,-0.0854307337590192,2.18970385274248e-05,-0.00272046643478261,-0.00541591039706323,0.00291524406341132,8.74462174995822e-08,-0.00194197721283068,9.03573980650964e-05,1.96349506534187e-07,-2.62678695934383e-07,-0.0125675626834423,-5.30227647812101e-05,1.24597715420291e-06,-1.69059585322276e-15,1.70404755465911e-07,0.0246277674953073,1.1347117098775e-07,-8.97865006676592e-15,-1.41776081031888e-05,-6.33426585561114e-07,5.14212236649859e-14,-1.63461592035908e-05,1.01227485749991e-06,0.000536231915202495,8.75424354527794e-05,0.622571096014639,4.8669138716824e-06,-9.44017627151448e-06,-2.3563802868848e-06,-4.21341139126962e-06,-0.00014780769468259,-6.31761953903855e-07,-1.63256786197049e-15,-3.1166801608619e-16,1.82602366639671e-06,0.000280038383808274,0.00015132807367242,-9.94796667808477e-05,-3.57973311232245e-14,0.082825198057959,-2.00311989217994e-13,0.707106781186529,-1.19373336887633e-06,-1.44871411818849e-14,-0.00418195447921891,-7.92663577973698e-15,5.51177256350016e-16,2.08479994695544e-15,-1.16419462775322e-14,6.42883294434559e-05,-8.77611690123297e-15,1.22582935979534e-15,1.95423958272941e-15,7.9143391836628e-15,-2.22049959435534e-07,8.54862639441967e-07,-2.77950773697367e-15,3.75831239779239e-07,7.81558994718906e-16,-3.17604801799253e-08,1.43502898693754e-15,-7.80837902642194e-08,1.0127567240409e-15,-2.74386511544497e-15,1.46257538499101e-05,3.22216772485032e-15,-7.8063269403604e-08,-2.92864891053369e-16,3.62268758540709e-15,1.91268667305015e-17,1.62836108880168e-15,-1.50029549082797e-15,-3.29032452297615e-15,1.58546424825233e-14,-6.28866351088124e-15,6.6080144140352e-14
"t50",-0.114405523932855,-0.0168945178119393,-0.0168756846436398,-0.236553444097076,0.0343015734100099,-0.00040954721635914,-0.000718928687009262,-0.165722165381577,-0.00431318386320949,8.51126152425394e-06,-0.000189570083941492,0.00599467917648692,-0.00035989963826064,0.00328858411573072,0.0298303548565403,0.00114779150156071,-0.000720945435436475,0.00681762836445709,-0.0746528066350976,-0.00327468468115785,5.87981721505685e-05,0.000265663365023813,2.58459896675268e-05,-0.191149313007227,6.18997387199368e-05,-0.0167292004725912,-0.0348048686461764,0.041366960985036,-1.54406193625502e-06,0.00822461039018577,-0.000200899174544902,-4.2119924898413e-07,4.04206237223609e-07,0.0172931077917109,5.56138882208558e-05,-1.20699222624108e-06,9.15167118917995e-16,-1.28048276315542e-07,-0.0148508506465372,-6.49392778835253e-08,1.46725431766577e-15,5.69447286855508e-06,2.32531982923652e-07,-1.81813890169726e-14,5.39660717844873e-06,-3.2571409269982e-07,-0.000144827246003714,-2.27230039374879e-05,-0.15860449785735,-4.50157077929295e-07,2.67305513999627e-07,-4.45710069893362e-09,-1.32516913999618e-07,-4.74021261767468e-06,-1.47878065714798e-08,1.26908233033467e-15,-1.83603079545668e-17,-1.72794930971172e-07,-3.66315587281339e-05,-4.33151703358335e-05,4.08392875445548e-05,-1.79730079538196e-14,-0.230431669272391,-4.17027523624824e-14,-4.57059842083788e-13,-2.3804644176662e-07,6.10663286746399e-14,0.875541543809712,-2.58136742751856e-13,-5.22022062958023e-13,-1.61146109097095e-14,1.13780181699977e-14,3.6198741322075e-05,-4.27101007074554e-14,-9.60224147666027e-15,-6.63765228579951e-15,4.30278580890424e-15,-1.21246254042606e-07,4.64835235894844e-07,-2.62976483914288e-16,2.0428523723615e-07,-2.93807667243472e-15,-1.72909993202127e-08,-1.88548960680613e-15,-4.27241975524688e-08,-8.52500069260104e-16,-1.1733240585623e-14,8.02124441875041e-06,3.0076428076637e-15,-4.3346985675419e-08,9.22206899438032e-16,3.47836634723371e-15,-5.58227976144649e-15,3.16569876138611e-16,-2.37516189145668e-15,1.02159486110814e-14,1.25872265163178e-14,-8.40874666403999e-15,6.16243102855696e-14
"t80",-0.114594038657825,-0.0169722827049413,-0.0172087516646608,-0.241395642377213,0.0350343071080873,-0.00042066636314172,-0.000742173501067433,-0.172709238443145,-0.00449678826390983,8.88347423285975e-06,-0.000201732247405678,0.00641182014393706,-0.00038635684051465,0.00355930384627134,0.0324552807590336,0.00124944710517729,-0.000794090536054452,0.00752106070824979,-0.0824854097771958,-0.00367503938893448,6.60722364843146e-05,0.00030022457787783,2.95259607422038e-05,-0.22104021278023,7.29245976195079e-05,-0.0204046142138238,-0.0425021941555586,0.0512322227305899,-1.95044487142626e-06,0.0106588009048711,-0.000267627809100663,-5.62222357292792e-07,5.51185708209795e-07,0.023780811910049,7.82798837599479e-05,-1.71189069719559e-06,3.81333928209892e-16,-1.86540870295982e-07,-0.0222096946480812,-9.77642390294777e-08,4.27338278332023e-15,9.00073668601438e-06,3.7247051017573e-07,-1.81326827207343e-14,8.7848914228682e-06,-5.32325550255256e-07,-0.000243322868508006,-3.84211525690926e-05,-0.268986587879769,-9.00141964422066e-07,6.19733930011362e-07,-1.17343797323478e-08,-4.56337497431878e-07,-1.64995593116795e-05,-2.18986658237723e-07,-5.49368811648794e-15,-1.57411690956659e-15,1.2401058455751e-06,0.000212987333210727,0.000164569374961787,-0.000133055223170195,2.3552810359258e-14,0.489927667976851,7.29000193544493e-14,-5.01073355869171e-16,5.54060524851544e-08,-6.35722408307307e-15,-0.108120086380709,3.60258144295383e-14,4.94829518931953e-14,3.57024735307096e-15,-9.90607328668954e-16,7.11613580364078e-06,1.89276261533405e-15,1.63165075151376e-15,2.09888711033185e-16,-1.25964707230407e-15,-3.63546210547339e-08,1.58967348354069e-07,2.15801527645144e-15,7.71217202556621e-08,7.3062193582591e-15,-7.00091118471508e-09,-7.08951996540815e-15,-1.897051613176e-08,-1.34885701672184e-14,5.72320206622321e-15,3.66371666480004e-06,0.707106781186557,-2.19566493264684e-08,-8.76191175823174e-14,-5.2274635218739e-14,1.37463782542836e-14,1.67396716202378e-14,-9.19215465043071e-15,-3.69885935202809e-14,-3.31405333500148e-14,-4.86377782254221e-15,5.60607803742602e-14
"t81",-0.114594038657825,-0.0169722827049413,-0.0172087516646606,-0.241395642377213,0.0350343071080869,-0.000420666363141191,-0.000742173501067644,-0.172709238443145,-0.00449678826390926,8.88347423294121e-06,-0.000201732247404976,0.00641182014393746,-0.000386356840515161,0.00355930384627059,0.0324552807590325,0.00124944710517673,-0.000794090536054348,0.00752106070824855,-0.082485409777194,-0.00367503938893659,6.60722364841175e-05,0.000300224577877302,2.95259607435332e-05,-0.22104021278023,7.29245976225329e-05,-0.0204046142138229,-0.0425021941555582,0.0512322227305899,-1.9504448727368e-06,0.0106588009048729,-0.000267627809101622,-5.62222358476432e-07,5.51185707143028e-07,0.0237808119100494,7.82798837596167e-05,-1.71189069832069e-06,8.45428381267845e-16,-1.86540867164178e-07,-0.0222096946480764,-9.77642388712543e-08,4.13423389944317e-15,9.00073668493798e-06,3.72470513936626e-07,-2.16500347250168e-14,8.78489142160639e-06,-5.32325555871989e-07,-0.000243322868505212,-3.84211525708159e-05,-0.268986587879774,-9.00141957626992e-07,6.19733928172377e-07,-1.1734378938305e-08,-4.5633749719326e-07,-1.64995593124876e-05,-2.18986661454766e-07,-7.04258586849345e-15,-2.74711537704409e-15,1.24010584404365e-06,0.000212987333210041,0.000164569374960342,-0.000133055223172153,2.32256598956151e-14,0.489927667976876,7.25669524470618e-14,5.54964212833793e-15,5.54060452974864e-08,-4.73249169206978e-15,-0.108120086380699,3.48707306340917e-14,6.69694688947875e-14,1.10255818776296e-15,6.51368043824412e-15,7.11613582063103e-06,4.99000857157676e-15,4.73461609843141e-15,3.29961173500191e-16,-2.82351048058043e-15,-3.63546123700246e-08,1.58967329930912e-07,7.55156431483248e-17,7.71217535781458e-08,-7.70930423668875e-15,-7.00089996616108e-09,9.40760353126998e-15,-1.89705191207833e-08,1.80549802105078e-14,-2.49697323342059e-15,3.66371666435878e-06,-0.707106781186538,-2.19568850835867e-08,8.14198289634764e-14,4.7589033689394e-14,-1.32612198336176e-14,-1.86271124076956e-14,8.26043845429064e-15,2.39811923387814e-14,3.39030090047705e-14,-5.50970287279417e-15,7.31223107824465e-14
"t48",-0.1143663513743,-0.0168783427357039,-0.0168060640987276,-0.235541047759013,0.0341483312518826,-0.000407217495904281,-0.000714050400755287,-0.164251339393549,-0.00427452906696232,8.4328704628967e-06,-0.000186992859316245,0.00590614404201528,-0.000354277875278927,0.00323091446568187,0.0292702842408674,0.00112609813527253,-0.000705280129913948,0.00666690477703932,-0.0729737239360314,-0.00318845900063745,5.7230930472422e-05,0.000258204447289815,2.50492619945753e-05,-0.184654915780744,5.94915897596082e-05,-0.0159185983492773,-0.0331066918854879,0.0391821687654853,-1.4535880100201e-06,0.00767905304674026,-0.000185838938873373,-3.8935532337133e-07,3.70841786434383e-07,0.0158173720333342,5.04292943698185e-05,-1.09129488518098e-06,2.44109611425044e-16,-1.14561262352104e-07,-0.0131439960583259,-5.73144252403905e-08,2.17899485256455e-15,4.91834317621069e-06,1.99590307734303e-07,-1.66019113086894e-14,4.59634125986416e-06,-2.76875699205941e-07,-0.000121415376991192,-1.89869271705692e-05,-0.132318533058179,-3.39751786513718e-07,1.78828560662906e-07,-2.59843594711875e-09,-4.73005375995144e-08,-1.64242000834695e-06,4.31241171672043e-08,4.41289777934626e-15,5.90391254712447e-15,-6.02545590380667e-07,-0.000113403785864602,-0.000109272233672668,9.6844297043554e-05,-1.96398764914861e-14,-0.475865800040136,-7.95752352900081e-14,2.51407821768799e-13,-9.71544040326243e-07,-6.00599086034313e-14,-0.324045404296076,2.15045647820874e-13,0.70710678118675,-9.76014108383763e-15,-5.34734154230447e-15,3.72341541316458e-05,-1.59957182507767e-14,1.38999957645101e-14,5.12245612790305e-15,-5.02802567943503e-15,-1.28838427116557e-07,4.97068132781146e-07,3.17759192084353e-15,2.19161120837966e-07,-2.4343139071224e-16,-1.85769443465665e-08,-9.63940606631463e-17,-4.59354767389794e-08,-1.59191533286006e-15,-2.18544447961299e-16,8.62366420642996e-06,-6.41924785982912e-16,-4.65369030823354e-08,-3.9897157687221e-15,-1.06394532009566e-15,2.24804318782054e-15,4.78226516976033e-16,-5.40085800139578e-16,-1.05384299793799e-15,7.34919969096237e-15,-3.50682825440586e-15,6.59111399090577e-14
"t49",-0.1143663513743,-0.016878342735704,-0.0168060640987279,-0.235541047759013,0.0341483312518821,-0.000407217495904142,-0.00071405040075529,-0.164251339393549,-0.00427452906696277,8.43287046276475e-06,-0.000186992859316855,0.00590614404201629,-0.000354277875278454,0.00323091446568186,0.029270284240867,0.00112609813527312,-0.000705280129915189,0.00666690477704063,-0.0729737239360318,-0.0031884590006366,5.72309304705489e-05,0.000258204447291583,2.50492619944537e-05,-0.184654915780744,5.94915897604142e-05,-0.0159185983492802,-0.033106691885488,0.0391821687654866,-1.45358801013239e-06,0.00767905304674017,-0.000185838938871641,-3.89355321662309e-07,3.70841787017443e-07,0.0158173720333343,5.04292943709104e-05,-1.09129488361763e-06,-7.98493558860738e-16,-1.14561263158391e-07,-0.0131439960583273,-5.73144291085838e-08,1.8558065064737e-15,4.9183431756827e-06,1.99590304386908e-07,-1.39139367340071e-14,4.59634125431116e-06,-2.76875695811154e-07,-0.00012141537699205,-1.89869271578234e-05,-0.132318533058175,-3.3975178432956e-07,1.78828561635492e-07,-2.5984429036329e-09,-4.73005330527443e-08,-1.64242000107782e-06,4.3124121996808e-08,7.56898500111659e-15,-1.17158225956641e-15,-6.02545594125297e-07,-0.000113403785867266,-0.000109272233672015,9.68442970407223e-05,-1.62448248855782e-14,-0.475865800040157,-6.04238881152241e-14,2.44524439016123e-13,-9.71544067699124e-07,1.00934347906772e-14,-0.324045404296926,-3.17634896488586e-14,-0.707106781186345,2.02759253078974e-14,-9.72226474931567e-15,3.72341541763788e-05,4.63954448082381e-14,-8.38707618594291e-15,2.12748177345369e-15,4.7046577989332e-15,-1.28838423433336e-07,4.97068131213792e-07,-2.51291805728154e-15,2.19161113437024e-07,1.11327491273071e-15,-1.85769365442806e-08,-6.77256522038853e-16,-4.59354749523882e-08,-1.56244419495405e-15,2.30913855809273e-15,8.62366421717251e-06,-1.81556929994448e-14,-4.65368919672272e-08,-1.58554292451002e-15,3.41277730129008e-15,2.15501845806219e-15,1.29371588421136e-15,1.14050645038993e-15,-9.53421370424261e-16,-9.86617677900486e-15,-2.61441235495021e-15,6.77182202731906e-14
"t11",-0.111466925375912,-0.0156794020359738,-0.0116092639478338,-0.159946510677146,0.0227014020666667,-0.00023275613067317,-0.000347954197901614,-0.0534502467197547,-0.00136212838533083,2.52408084576411e-06,8.51593191888435e-06,-0.000818985358649959,7.31061902860722e-05,-0.00115969101641456,-0.0133956268640852,-0.000526565835091207,0.000488309156206817,-0.00481581288215805,0.0549250279111851,0.00335385430171285,-6.16171894809898e-05,-0.000305795731628112,-3.47091827581262e-05,0.295477964583102,-0.000111760303578933,0.0311465687420385,0.0641680993841688,-0.0588856659017256,-6.92458847124553e-07,0.125338457488032,0.00826525711119478,1.58703427729765e-05,-1.05067560544568e-05,-0.437096972870802,-0.0014768203962652,3.34565250473148e-05,2.12244507575762e-15,4.50408188711369e-06,0.794834154472439,4.09082431765799e-06,1.50629707497349e-15,0.000452203053842753,9.08119657695227e-06,-2.10368068050262e-14,0.000107939819795437,-5.54801682295761e-06,-0.000533213576124107,-3.57244289955961e-05,-0.10236626135382,1.71380029428472e-05,-3.6553819499574e-05,-9.27022562790119e-06,-1.65314616339147e-05,-0.000579694479330681,-2.36549736769075e-06,-1.54082087089574e-15,-8.33090224441828e-16,6.36436039155627e-06,0.000959627164283153,0.00048441892284591,-0.000301848736884761,-2.97231446442578e-15,0.00805964965412288,1.59178226155632e-14,-6.42698427950828e-15,-4.46853652195704e-06,1.82714738823499e-15,-0.000585511060334249,-2.64373410843772e-16,7.98660170015557e-18,-2.60087865467166e-16,4.08969463764968e-16,0.000223718454408337,6.25755763591818e-16,1.18243216256673e-15,2.3998868936406e-16,6.56854329471242e-17,-7.53083621165661e-07,2.8643044804207e-06,3.291701161035e-15,1.24527862319392e-06,-6.61167857034113e-16,-1.04263411055445e-07,-4.4483599987937e-16,-2.52655775874515e-07,-3.19643927712282e-16,-1.70523608243169e-15,4.70866404942891e-05,4.41485929331442e-15,-2.45952199847028e-07,-3.39284916255308e-15,1.07683947236942e-15,2.6017547954777e-17,4.56719435533099e-16,-7.84054036202875e-16,-3.13423616926663e-15,2.00336944085394e-15,-5.08237094085302e-15,6.50878458162529e-14
