"accepted_species","sorted"
"t46",-0.438840091092804
"t47",0.270975718101556
"t73",0.278240840266492
"t74",0.351454027959655
"t31",0.0458517773656466
"t82",2.33484294358776
"t86",1.83725120729473
"t87",1.70855839879998
"t24",0.327856425319648
"t58",-0.85111001889543
"t59",-0.849412896547433
"t18",0.990913527630473
"t19",0.521109204421006
"t7",1.25002170869536
"t40",0.873191599665207
"t41",2.67716333795179
"t90",-0.0586450199219395
"t91",-0.474251923189471
"t32",0.843343872395438
"t4",0.638611216662431
"t14",-0.137576550170836
"t15",1.32782529690093
"t1",-1.62396871932111
"t12",0.837904272430356
"t13",-0.623640927278837
"t42",0.626338809107999
"t80",-1.09560584941276
"t81",-0.677610485671637
"t94",1.23094001520318
"t97",1.02073690888998
"t98",1.20854404420013
"t85",0.86363035502139
"t10",2.22023184428814
"t26",2.24602144646443
"t99",1.55420761890909
"t100",1.46558815620178
"t29",0.213614618000097
"t30",-0.505899422920592
"t2",-0.352627037359364
"t92",0.00184445569158121
"t93",0.188838899429749
"t88",0.717371400151875
"t89",0.262886943558576
"t69",-1.14801036997631
"t70",-1.02982832526466
"t50",-0.0901495671664316
"t51",-0.0455301325382941
"t71",0.571966800590857
"t72",-0.0249618140031674
"t38",-1.28351300324518
"t39",-1.39546601130806
"t56",-1.21816150722704
"t78",-1.36908052420007
"t79",-1.81611492444198
"t57",-1.03560054634265
"t60",-0.86245142931338
"t61",-0.897881088550315
"t62",-0.451308761898176
"t67",-0.831286097911547
"t68",-0.475904955534234
"t25",-0.969052691398606
"t65",-0.602777484679905
"t66",-1.60036909702734
"t27",1.54824264991542
"t28",0.241710321192577
"t5",0.20165482088817
"t6",0.81167094980456
"t8",0.325699441225462
"t9",1.28137497971684
"t35",0.0744099957851422
"t95",-0.883898250376518
"t96",-0.949306905284047
"t22",-0.253437131664581
"t23",-0.161870818263145
"t16",0.606515581188864
"t17",0.287184918899031
"t11",1.78470670786938
"t34",-0.286049714132374
"t36",-0.518831305807733
"t37",-0.51418229774746
"t43",-0.799617311821238
"t44",-1.62830817782616
"t54",-1.20662851396583
"t55",-0.751882789866022
"t63",-0.37642100002529
"t64",-0.73462254212725
"t48",-0.763758528662523
"t45",0.566139189481266
"t52",-0.997537584158019
"t53",-0.708175704666784
"t75",-0.170136437920054
"t76",0.374114015341123
"t49",-0.0185468506224188
"t3",-0.351223739055012
"t20",-1.79873330975435
"t21",-1.31865774917127
"t83",0.0309590483749802
"t84",0.159040124943419
"t77",0.0441364184207993
"t33",0.183027082523298
