"accepted_species","trait_BM_trend_scaled"
"t13",-0.610908732356648
"t70",-0.852026386114225
"t89",-1.01638570951799
"t90",-0.906443904312297
"t48",-0.59712750855198
"t93",-0.676005070564492
"t94",-0.614842718004529
"t7",-1.30989744351677
"t49",-1.78424847872227
"t50",-2.05117822847111
"t21",-0.620080131092346
"t23",-0.604080386054117
"t24",-1.08549453825744
"t34",-0.436982563604356
"t64",-0.757823903567404
"t65",-0.61096419372363
"t42",-0.224909852901882
"t43",-0.144494061008749
"t73",-1.58252791668098
"t74",-1.44853438486033
"t40",-1.45595199405751
"t41",-0.287405438300551
"t19",NA
"t20",-2.36780128194901
"t61",-1.04783161219198
"t83",-0.60680601974474
"t84",-0.710107595261261
"t10",-0.447604506296853
"t91",-0.541712853326045
"t92",-0.749179461584567
"t4",-1.38665139884658
"t2",-0.308348080735244
"t32",-1.3459938292363
"t33",-1.03665719274753
"t55",-0.658751438826229
"t56",-0.497355094785365
"t35",NA
"t75",NA
"t95",-0.573440635959171
"t96",-0.529941328579132
"t66",-0.781770969438569
"t67",-0.726496055490038
"t99",-0.209457355739114
"t100",-0.191558914079422
"t63",0.0073419015080243
"t36",-0.174854413751709
"t37",0.00257081390579038
"t3",0.764007536505137
"t68",-0.79904452612604
"t69",-0.826219763043218
"t27",NA
"t28",-0.984121878482564
"t16",0.531389032010745
"t38",1.25783079242518
"t39",1.03793428109721
"t44",-0.641511749775424
"t97",NA
"t98",-0.734635467470759
"t80",1.8109926644811
"t81",1.9173978196793
"t62",1.51641685570681
"t82",1.30937779544134
"t85",NA
"t86",1.44202060960833
"t5",1.61436153850755
"t6",1.77101696257112
"t9",0.341059009044374
"t17",0.600911368293509
"t18",0.356578465609387
"t29",0.580761190640376
"t53",1.02808387113811
"t54",1.21547242432297
"t11",0.589026105239384
"t8",0.991434701362114
"t57",0.404890084351378
"t58",0.54725470793032
"t45",NA
"t59",0.835954760726681
"t60",1.01893132741797
"t30",0.967521110498874
"t31",0.909573438434276
"t76",0.90569903200099
"t77",0.436139643175333
"t25",0.117521573763002
"t26",1.11236562518267
"t14",0.301732381920289
"t15",0.382060489401702
"t12",-0.219038671911479
"t87",1.21166263031848
"t88",NA
"t71",1.0381930952904
"t72",0.835886819689122
"t46",1.83485259870539
"t47",1.05414247909228
"t78",0.815740622803243
"t79",0.681639227374046
"t22",0.537775773862723
"t51",1.28784512870689
"t52",NA
"t1",NA
