"accepted_species","I1.1/1"
"t71","1"
"t72","1"
"t35","1"
"t36","1"
"t28","0"
"t81","1"
"t82","1"
"t53","0"
"t97","1"
"t98","1"
"t47","1"
"t87","1"
"t88","1"
"t75","1"
"t17","1"
"t18","1"
"t41","0"
"t20","1"
"t46","1"
"t91","0"
"t92","1"
"t25","0"
"t78","1"
"t79","1"
"t12","1"
"t10",NA
"t11",NA
"t6",NA
"t7",NA
"t85","1"
"t86","0"
"t61",NA
"t21",NA
"t22","1"
"t32",NA
"t99","0"
"t100",NA
"t83",NA
"t84",NA
"t68","1"
"t40","1"
"t15","1"
"t19","1"
"t42","1"
"t76","0"
"t77","0"
"t37","1"
"t38","1"
"t16","1"
"t8","1"
"t63","1"
"t64","1"
"t54","0"
"t55","0"
"t24","1"
"t33","1"
"t34","0"
"t56","0"
"t57","1"
"t29","0"
"t14","0"
"t1","1"
"t23","1"
"t66","0"
"t67","0"
"t60","0"
"t73","0"
"t74","0"
"t31","1"
"t26","1"
"t27","0"
"t93","0"
"t94","0"
"t80","0"
"t5","1"
"t69","0"
"t70","0"
"t30","0"
"t9","1"
"t48","1"
"t49","1"
"t43","0"
"t13","0"
"t44","0"
"t62","1"
"t2","0"
"t4","1"
"t45","0"
"t89","0"
"t90","0"
"t39","0"
"t95","0"
"t96","1"
"t50","1"
"t58","0"
"t59","0"
"t65","1"
"t51","0"
"t52","1"
"t3","1"
