"accepted_species","F1.1/1"
"t81",-0.0569919791489101
"t82",-0.0286580956013942
"t21",-1.33525733417993
"t22",0.464131730649772
"t83",0.963359328778333
"t84",NA
"t78",0.300526095934975
"t38",0.627187368857242
"t53",-1.38730503609943
"t54",0.185057721289027
"t17",0.500359396189183
"t50",0.912172289853784
"t51",1.18242734184923
"t40",1.45368211140415
"t34",-2.1283784828576
"t48",0.782087464087801
"t49",-0.473306441303462
"t35",0.0868286875432936
"t89",1.7281174425958
"t90",1.19828616696734
"t10",-0.620604656165567
"t1",-2.58468846330035
"t14",-1.69979479255596
"t9",0.134297014270218
"t95",1.10087827190407
"t96",0.906189112486778
"t97",-0.553119697006842
"t98",NA
"t13",-0.735560851496106
"t70",0.891072775553228
"t71",-2.13423731742322
"t76",0.617511867188664
"t77",0.713556514958439
"t28",0.489597925778784
"t29",0.618884308029049
"t32",NA
"t33",-1.87592343536818
"t11",0.411893766212082
"t12",0.572253617469318
"t27",1.52245887513718
"t93",1.36688096264682
"t94",0.52321989727052
"t16",0.47167856023134
"t18",NA
"t19",-1.1913348849879
"t8",-1.03135367633113
"t36",0.138526137258247
"t37",-0.452674612528772
"t3",0.685278495095254
"t4",NA
"t25",0.645139679674181
"t72",NA
"t73",-1.0307374113948
"t55",0.417195399549571
"t59",0.00992933290712342
"t60",-0.431276172222795
"t68",-0.422131847610848
"t69",-0.530665627691196
"t74",0.722801615800465
"t75",0.773723876358771
"t26",-1.19327420734189
"t44",0.143986229307098
"t45",0.678224428683822
"t6",-0.806026827730133
"t7",0.229096356882816
"t61",-0.35965625309014
"t62",-0.979118676535394
"t15",0.84627107960796
"t65",0.853255908566598
"t66",-0.309235973801359
"t91",0.250128701346339
"t92",-0.9004452788372
"t41",0.726097659550119
"t39",-0.0240320993370861
"t46",-0.425989583704474
"t47",1.2749983606724
"t56",0.266750155174401
"t85",NA
"t86",NA
"t5",0.18794953794315
"t23",-2.13024389463632
"t24",0.786179029227731
"t52",1.40900794551853
"t87",-0.0631619991830285
"t88",0.0582721895576448
"t57",0.706095429058734
"t58",-0.704153151674633
"t31",0.2733466146703
"t99",-0.643029766751139
"t100",NA
"t67",-0.633263389016562
"t42",NA
"t43",-0.486095249693253
"t30",-0.036733879893538
"t20",-1.37894833033264
"t63",-0.381894853372134
"t64",-0.149586126027176
"t79",-0.492897047192863
"t80",-1.28081316479396
"t2",-1.94347982560381
