"","t134","t135","t105","t106","t40","t27","t18","t77","t78","t50","t123","t124","t79","t107","t108","t96","t97","t56","t53","t36","t46","t47","t28","t64","t65","t57","t115","t116","t155","t156","t102","t10","t1","t2","t13","t14","t49","t88","t139","t140","t76","t73","t74","t29","t20","t33","t55","t109","t110","t132","t133","t125","t149","t150","t89","t82","t23","t41","t42","t11","t17","t31","t32","t67","t92","t93","t141","t142","t85","t86","t44","t45","t59","t71","t72","t38","t138","t151","t152","t21","t66","t80","t81","t16","t15","t24","t25","t90","t91","t30","t98","t114","t126","t127","t48","t119","t120","t39","t7","t34","t35","t3","t6","t111","t112","t52","t9","t130","t131","t103","t26","t58","t62","t63","t153","t154","t104","t70","t136","t137","t37","t100","t101","t51","t145","t146","t99","t4","t8","t60","t61","t117","t118","t43","t68","t69","t113","t147","t148","t128","t129","t87","t12","t22","t121","t122","t5","t94","t95","t54","t83","t84","t143","t144","t75","t19"
"t134",0,0.18223350006,1.02503182383,1.02503182383,1.69702506463,1.78302166793,2.17457572863,4.84882649035,4.84882649035,4.84882649035,4.8488264903,4.8488264903,4.8488264903,4.8488264904,4.8488264904,4.84882649044,4.84882649044,4.84882649034,4.84882649043,4.01922827662,4.84882649042,4.84882649042,3.52872262452,4.84882649045,4.32764240065,4.49605659845,4.84882649045,4.84882649045,4.848826490046,4.848826490046,4.84882649005,2.70039802343,5.64961692993,5.13505752413,7.08248220623,6.12044438333,7.47753532573,8.19464696813,8.19464696818,8.19464696818,8.19464696823,8.19464696813,7.61270583968,8.19464696843,7.29772541893,7.50956926123,7.78331925226,7.92202612802,8.19464696832,8.19464696834,8.19464696834,8.19464696832,8.19464696829,8.19464696829,7.95925529766,8.19464696826,8.19464696873,7.98530070173,7.52134943693,6.37579652103,9.01515415483,9.43059612593,9.63772852803,10.27795727397,10.27795727407,10.27795727407,10.27795727395,10.27795727395,10.21467400817,10.27193948177,10.277957273967,10.277957273967,10.27795727397,10.27795727407,10.27795727407,10.27795727383,10.27795727356,10.27795727356,10.27795727356,10.84070564053,11.89088782703,11.39452376092,11.89088782703,10.76147724143,10.88966586043,10.53626465503,10.38504984159,11.89088782703,11.89088782703,11.33733413883,11.89088782653,11.89088782643,11.89088782643,11.89088782643,11.89088782663,11.89088782663,11.89088782663,11.25393369663,11.08666392773,11.51541840513,10.68944110083,9.04221996153,9.21080915353,11.89088782613,11.89088782613,11.89088782613,9.45583942493,11.89088782673,11.89088782673,11.89088782663,10.40542057905,11.89088782654,11.89088782652,11.89088782652,11.89088782656,11.89088782656,11.89088782653,11.89088782653,11.89088782692,11.89088782692,10.82758129933,11.89088782673,11.89088782673,11.19911800533,11.89088782686,11.89088782686,11.89088782683,9.31072510173,10.356174387705,11.531466015365,11.172870574535,11.890887826665,11.890887826665,11.042909383205,11.890887826675,11.228059154395,11.890887826705,11.890887826685,11.890887826685,11.890887826705,11.890887826705,11.890887826705,9.780339132105,11.125087195805,11.890887826305,11.890887826305,10.613661274005,11.89088782677,11.57136141767,11.89088782707,11.89088782697,11.89088782697,11.89088782707,11.89088782707,11.78645367383,10.87879509593
"t135",0.18223350006,0,1.02503182383,1.02503182383,1.69702506463,1.78302166793,2.17457572863,4.84882649035,4.84882649035,4.84882649035,4.8488264903,4.8488264903,4.8488264903,4.8488264904,4.8488264904,4.84882649044,4.84882649044,4.84882649034,4.84882649043,4.01922827662,4.84882649042,4.84882649042,3.52872262452,4.84882649045,4.32764240065,4.49605659845,4.84882649045,4.84882649045,4.848826490046,4.848826490046,4.84882649005,2.70039802343,5.64961692993,5.13505752413,7.08248220623,6.12044438333,7.47753532573,8.19464696813,8.19464696818,8.19464696818,8.19464696823,8.19464696813,7.61270583968,8.19464696843,7.29772541893,7.50956926123,7.78331925226,7.92202612802,8.19464696832,8.19464696834,8.19464696834,8.19464696832,8.19464696829,8.19464696829,7.95925529766,8.19464696826,8.19464696873,7.98530070173,7.52134943693,6.37579652103,9.01515415483,9.43059612593,9.63772852803,10.27795727397,10.27795727407,10.27795727407,10.27795727395,10.27795727395,10.21467400817,10.27193948177,10.277957273967,10.277957273967,10.27795727397,10.27795727407,10.27795727407,10.27795727383,10.27795727356,10.27795727356,10.27795727356,10.84070564053,11.89088782703,11.39452376092,11.89088782703,10.76147724143,10.88966586043,10.53626465503,10.38504984159,11.89088782703,11.89088782703,11.33733413883,11.89088782653,11.89088782643,11.89088782643,11.89088782643,11.89088782663,11.89088782663,11.89088782663,11.25393369663,11.08666392773,11.51541840513,10.68944110083,9.04221996153,9.21080915353,11.89088782613,11.89088782613,11.89088782613,9.45583942493,11.89088782673,11.89088782673,11.89088782663,10.40542057905,11.89088782654,11.89088782652,11.89088782652,11.89088782656,11.89088782656,11.89088782653,11.89088782653,11.89088782692,11.89088782692,10.82758129933,11.89088782673,11.89088782673,11.19911800533,11.89088782686,11.89088782686,11.89088782683,9.31072510173,10.356174387705,11.531466015365,11.172870574535,11.890887826665,11.890887826665,11.042909383205,11.890887826675,11.228059154395,11.890887826705,11.890887826685,11.890887826685,11.890887826705,11.890887826705,11.890887826705,9.780339132105,11.125087195805,11.890887826305,11.890887826305,10.613661274005,11.89088782677,11.57136141767,11.89088782707,11.89088782697,11.89088782697,11.89088782707,11.89088782707,11.78645367383,10.87879509593
"t105",1.02503182383,1.02503182383,0,0.7785368748,1.6970250646,1.7830216679,2.1745757286,4.84882649032,4.84882649032,4.84882649032,4.84882649027,4.84882649027,4.84882649027,4.84882649037,4.84882649037,4.84882649041,4.84882649041,4.84882649031,4.8488264904,4.01922827659,4.84882649039,4.84882649039,3.52872262449,4.84882649042,4.32764240062,4.49605659842,4.84882649042,4.84882649042,4.848826490016,4.848826490016,4.84882649002,2.7003980234,5.6496169299,5.1350575241,7.0824822062,6.1204443833,7.4775353257,8.1946469681,8.19464696815,8.19464696815,8.1946469682,8.1946469681,7.61270583965,8.1946469684,7.2977254189,7.5095692612,7.78331925223,7.92202612799,8.19464696829,8.19464696831,8.19464696831,8.19464696829,8.19464696826,8.19464696826,7.95925529763,8.19464696823,8.1946469687,7.9853007017,7.5213494369,6.375796521,9.0151541548,9.4305961259,9.637728528,10.27795727394,10.27795727404,10.27795727404,10.27795727392,10.27795727392,10.21467400814,10.27193948174,10.277957273937,10.277957273937,10.27795727394,10.27795727404,10.27795727404,10.2779572738,10.27795727353,10.27795727353,10.27795727353,10.8407056405,11.890887827,11.39452376089,11.890887827,10.7614772414,10.8896658604,10.536264655,10.38504984156,11.890887827,11.890887827,11.3373341388,11.8908878265,11.8908878264,11.8908878264,11.8908878264,11.8908878266,11.8908878266,11.8908878266,11.2539336966,11.0866639277,11.5154184051,10.6894411008,9.0422199615,9.2108091535,11.8908878261,11.8908878261,11.8908878261,9.4558394249,11.8908878267,11.8908878267,11.8908878266,10.40542057902,11.89088782651,11.89088782649,11.89088782649,11.89088782653,11.89088782653,11.8908878265,11.8908878265,11.89088782689,11.89088782689,10.8275812993,11.8908878267,11.8908878267,11.1991180053,11.89088782683,11.89088782683,11.8908878268,9.3107251017,10.356174387675,11.531466015335,11.172870574505,11.890887826635,11.890887826635,11.042909383175,11.890887826645,11.228059154365,11.890887826675,11.890887826655,11.890887826655,11.890887826675,11.890887826675,11.890887826675,9.780339132075,11.125087195775,11.890887826275,11.890887826275,10.613661273975,11.89088782674,11.57136141764,11.89088782704,11.89088782694,11.89088782694,11.89088782704,11.89088782704,11.7864536738,10.8787950959
"t106",1.02503182383,1.02503182383,0.7785368748,0,1.6970250646,1.7830216679,2.1745757286,4.84882649032,4.84882649032,4.84882649032,4.84882649027,4.84882649027,4.84882649027,4.84882649037,4.84882649037,4.84882649041,4.84882649041,4.84882649031,4.8488264904,4.01922827659,4.84882649039,4.84882649039,3.52872262449,4.84882649042,4.32764240062,4.49605659842,4.84882649042,4.84882649042,4.848826490016,4.848826490016,4.84882649002,2.7003980234,5.6496169299,5.1350575241,7.0824822062,6.1204443833,7.4775353257,8.1946469681,8.19464696815,8.19464696815,8.1946469682,8.1946469681,7.61270583965,8.1946469684,7.2977254189,7.5095692612,7.78331925223,7.92202612799,8.19464696829,8.19464696831,8.19464696831,8.19464696829,8.19464696826,8.19464696826,7.95925529763,8.19464696823,8.1946469687,7.9853007017,7.5213494369,6.375796521,9.0151541548,9.4305961259,9.637728528,10.27795727394,10.27795727404,10.27795727404,10.27795727392,10.27795727392,10.21467400814,10.27193948174,10.277957273937,10.277957273937,10.27795727394,10.27795727404,10.27795727404,10.2779572738,10.27795727353,10.27795727353,10.27795727353,10.8407056405,11.890887827,11.39452376089,11.890887827,10.7614772414,10.8896658604,10.536264655,10.38504984156,11.890887827,11.890887827,11.3373341388,11.8908878265,11.8908878264,11.8908878264,11.8908878264,11.8908878266,11.8908878266,11.8908878266,11.2539336966,11.0866639277,11.5154184051,10.6894411008,9.0422199615,9.2108091535,11.8908878261,11.8908878261,11.8908878261,9.4558394249,11.8908878267,11.8908878267,11.8908878266,10.40542057902,11.89088782651,11.89088782649,11.89088782649,11.89088782653,11.89088782653,11.8908878265,11.8908878265,11.89088782689,11.89088782689,10.8275812993,11.8908878267,11.8908878267,11.1991180053,11.89088782683,11.89088782683,11.8908878268,9.3107251017,10.356174387675,11.531466015335,11.172870574505,11.890887826635,11.890887826635,11.042909383175,11.890887826645,11.228059154365,11.890887826675,11.890887826655,11.890887826655,11.890887826675,11.890887826675,11.890887826675,9.780339132075,11.125087195775,11.890887826275,11.890887826275,10.613661273975,11.89088782674,11.57136141764,11.89088782704,11.89088782694,11.89088782694,11.89088782704,11.89088782704,11.7864536738,10.8787950959
"t40",1.69702506463,1.69702506463,1.6970250646,1.6970250646,0,1.3458302427,1.7373843034,4.41163506512,4.41163506512,4.41163506512,4.41163506507,4.41163506507,4.41163506507,4.41163506517,4.41163506517,4.41163506521,4.41163506521,4.41163506511,4.4116350652,3.58203685139,4.41163506519,4.41163506519,3.09153119929,4.41163506522,3.89045097542,4.05886517322,4.41163506522,4.41163506522,4.411635064816,4.411635064816,4.41163506482,2.2632065982,5.2124255047,4.6978660989,6.645290781,5.6832529581,7.0403439005,7.7574555429,7.75745554295,7.75745554295,7.757455543,7.7574555429,7.17551441445,7.7574555432,6.8605339937,7.072377836,7.34612782703,7.48483470279,7.75745554309,7.75745554311,7.75745554311,7.75745554309,7.75745554306,7.75745554306,7.52206387243,7.75745554303,7.7574555435,7.5481092765,7.0841580117,5.9386050958,8.5779627296,8.9934047007,9.2005371028,9.84076584874,9.84076584884,9.84076584884,9.84076584872,9.84076584872,9.77748258294,9.83474805654,9.840765848737,9.840765848737,9.84076584874,9.84076584884,9.84076584884,9.8407658486,9.84076584833,9.84076584833,9.84076584833,10.4035142153,11.4536964018,10.95733233569,11.4536964018,10.3242858162,10.4524744352,10.0990732298,9.94785841636,11.4536964018,11.4536964018,10.9001427136,11.4536964013,11.4536964012,11.4536964012,11.4536964012,11.4536964014,11.4536964014,11.4536964014,10.8167422714,10.6494725025,11.0782269799,10.2522496756,8.6050285363,8.7736177283,11.4536964009,11.4536964009,11.4536964009,9.0186479997,11.4536964015,11.4536964015,11.4536964014,9.96822915382,11.45369640131,11.45369640129,11.45369640129,11.45369640133,11.45369640133,11.4536964013,11.4536964013,11.45369640169,11.45369640169,10.3903898741,11.4536964015,11.4536964015,10.7619265801,11.45369640163,11.45369640163,11.4536964016,8.8735336765,9.918982962475,11.094274590135,10.735679149305,11.453696401435,11.453696401435,10.605717957975,11.453696401445,10.790867729165,11.453696401475,11.453696401455,11.453696401455,11.453696401475,11.453696401475,11.453696401475,9.343147706875,10.687895770575,11.453696401075,11.453696401075,10.176469848775,11.45369640154,11.13416999244,11.45369640184,11.45369640174,11.45369640174,11.45369640184,11.45369640184,11.3492622486,10.4416036707
"t27",1.78302166793,1.78302166793,1.7830216679,1.7830216679,1.3458302427,0,1.0234587139,3.69770947562,3.69770947562,3.69770947562,3.69770947557,3.69770947557,3.69770947557,3.69770947567,3.69770947567,3.69770947571,3.69770947571,3.69770947561,3.6977094757,2.86811126189,3.69770947569,3.69770947569,2.37760560979,3.69770947572,3.17652538592,3.34493958372,3.69770947572,3.69770947572,3.697709475316,3.697709475316,3.69770947532,1.5492810087,4.4984999152,3.9839405094,5.9313651915,4.9693273686,6.326418311,7.0435299534,7.04352995345,7.04352995345,7.0435299535,7.0435299534,6.46158882495,7.0435299537,6.1466084042,6.3584522465,6.63220223753,6.77090911329,7.04352995359,7.04352995361,7.04352995361,7.04352995359,7.04352995356,7.04352995356,6.80813828293,7.04352995353,7.043529954,6.834183687,6.3702324222,5.2246795063,7.8640371401,8.2794791112,8.4866115133,9.12684025924,9.12684025934,9.12684025934,9.12684025922,9.12684025922,9.06355699344,9.12082246704,9.126840259237,9.126840259237,9.12684025924,9.12684025934,9.12684025934,9.1268402591,9.12684025883,9.12684025883,9.12684025883,9.6895886258,10.7397708123,10.24340674619,10.7397708123,9.6103602267,9.7385488457,9.3851476403,9.23393282686,10.7397708123,10.7397708123,10.1862171241,10.7397708118,10.7397708117,10.7397708117,10.7397708117,10.7397708119,10.7397708119,10.7397708119,10.1028166819,9.935546913,10.3643013904,9.5383240861,7.8911029468,8.0596921388,10.7397708114,10.7397708114,10.7397708114,8.3047224102,10.739770812,10.739770812,10.7397708119,9.25430356432,10.73977081181,10.73977081179,10.73977081179,10.73977081183,10.73977081183,10.7397708118,10.7397708118,10.73977081219,10.73977081219,9.6764642846,10.739770812,10.739770812,10.0480009906,10.73977081213,10.73977081213,10.7397708121,8.159608087,9.205057372975,10.380349000635,10.021753559805,10.739770811935,10.739770811935,9.891792368475,10.739770811945,10.076942139665,10.739770811975,10.739770811955,10.739770811955,10.739770811975,10.739770811975,10.739770811975,8.629222117375,9.973970181075,10.739770811575,10.739770811575,9.462544259275,10.73977081204,10.42024440294,10.73977081234,10.73977081224,10.73977081224,10.73977081234,10.73977081234,10.6353366591,9.7276780812
"t18",2.17457572863,2.17457572863,2.1745757286,2.1745757286,1.7373843034,1.0234587139,0,3.52304476152,3.52304476152,3.52304476152,3.52304476147,3.52304476147,3.52304476147,3.52304476157,3.52304476157,3.52304476161,3.52304476161,3.52304476151,3.5230447616,2.69344654779,3.52304476159,3.52304476159,2.20294089569,3.52304476162,3.00186067182,3.17027486962,3.52304476162,3.52304476162,3.523044761216,3.523044761216,3.52304476122,1.3746162946,4.3238352011,3.8092757953,5.7567004774,4.7946626545,6.1517535969,6.8688652393,6.86886523935,6.86886523935,6.8688652394,6.8688652393,6.28692411085,6.8688652396,5.9719436901,6.1837875324,6.45753752343,6.59624439919,6.86886523949,6.86886523951,6.86886523951,6.86886523949,6.86886523946,6.86886523946,6.63347356883,6.86886523943,6.8688652399,6.6595189729,6.1955677081,5.0500147922,7.689372426,8.1048143971,8.3119467992,8.95217554514,8.95217554524,8.95217554524,8.95217554512,8.95217554512,8.88889227934,8.94615775294,8.952175545137,8.952175545137,8.95217554514,8.95217554524,8.95217554524,8.952175545,8.95217554473,8.95217554473,8.95217554473,9.5149239117,10.5651060982,10.06874203209,10.5651060982,9.4356955126,9.5638841316,9.2104829262,9.05926811276,10.5651060982,10.5651060982,10.01155241,10.5651060977,10.5651060976,10.5651060976,10.5651060976,10.5651060978,10.5651060978,10.5651060978,9.9281519678,9.7608821989,10.1896366763,9.363659372,7.7164382327,7.8850274247,10.5651060973,10.5651060973,10.5651060973,8.1300576961,10.5651060979,10.5651060979,10.5651060978,9.07963885022,10.56510609771,10.56510609769,10.56510609769,10.56510609773,10.56510609773,10.5651060977,10.5651060977,10.56510609809,10.56510609809,9.5017995705,10.5651060979,10.5651060979,9.8733362765,10.56510609803,10.56510609803,10.565106098,7.9849433729,9.030392658875,10.205684286535,9.847088845705,10.565106097835,10.565106097835,9.717127654375,10.565106097845,9.902277425565,10.565106097875,10.565106097855,10.565106097855,10.565106097875,10.565106097875,10.565106097875,8.454557403275,9.799305466975,10.565106097475,10.565106097475,9.287879545175,10.56510609794,10.24557968884,10.56510609824,10.56510609814,10.56510609814,10.56510609824,10.56510609824,10.460671945,9.5530133671
"t77",4.84882649035,4.84882649035,4.84882649032,4.84882649032,4.41163506512,3.69770947562,3.52304476152,0,1.204443432,2.259722972,2.25972297195,2.25972297195,2.25972297195,2.25972297205,2.25972297205,2.44067183773,2.44067183773,2.44067183763,2.44067183772,2.64768440591,3.47728261971,3.47728261971,2.15717875381,3.47728261974,2.95609852994,3.12451272774,3.47728261974,3.47728261974,3.477282619336,3.477282619336,3.47728261934,2.70039802352,5.64961693002,5.13505752422,7.08248220632,6.12044438342,7.47753532582,8.19464696822,8.19464696827,8.19464696827,8.19464696832,8.19464696822,7.61270583977,8.19464696852,7.29772541902,7.50956926132,7.78331925235,7.92202612811,8.19464696841,8.19464696843,8.19464696843,8.19464696841,8.19464696838,8.19464696838,7.95925529775,8.19464696835,8.19464696882,7.98530070182,7.52134943702,6.37579652112,9.01515415492,9.43059612602,9.63772852812,10.27795727406,10.27795727416,10.27795727416,10.27795727404,10.27795727404,10.21467400826,10.27193948186,10.277957274057,10.277957274057,10.27795727406,10.27795727416,10.27795727416,10.27795727392,10.27795727365,10.27795727365,10.27795727365,10.84070564062,11.89088782712,11.39452376101,11.89088782712,10.76147724152,10.88966586052,10.53626465512,10.38504984168,11.89088782712,11.89088782712,11.33733413892,11.89088782662,11.89088782652,11.89088782652,11.89088782652,11.89088782672,11.89088782672,11.89088782672,11.25393369672,11.08666392782,11.51541840522,10.68944110092,9.04221996162,9.21080915362,11.89088782622,11.89088782622,11.89088782622,9.45583942502,11.89088782682,11.89088782682,11.89088782672,10.40542057914,11.89088782663,11.89088782661,11.89088782661,11.89088782665,11.89088782665,11.89088782662,11.89088782662,11.89088782701,11.89088782701,10.82758129942,11.89088782682,11.89088782682,11.19911800542,11.89088782695,11.89088782695,11.89088782692,9.31072510182,10.356174387795,11.531466015455,11.172870574625,11.890887826755,11.890887826755,11.042909383295,11.890887826765,11.228059154485,11.890887826795,11.890887826775,11.890887826775,11.890887826795,11.890887826795,11.890887826795,9.780339132195,11.125087195895,11.890887826395,11.890887826395,10.613661274095,11.89088782686,11.57136141776,11.89088782716,11.89088782706,11.89088782706,11.89088782716,11.89088782716,11.78645367392,10.87879509602
"t78",4.84882649035,4.84882649035,4.84882649032,4.84882649032,4.41163506512,3.69770947562,3.52304476152,1.204443432,0,2.259722972,2.25972297195,2.25972297195,2.25972297195,2.25972297205,2.25972297205,2.44067183773,2.44067183773,2.44067183763,2.44067183772,2.64768440591,3.47728261971,3.47728261971,2.15717875381,3.47728261974,2.95609852994,3.12451272774,3.47728261974,3.47728261974,3.477282619336,3.477282619336,3.47728261934,2.70039802352,5.64961693002,5.13505752422,7.08248220632,6.12044438342,7.47753532582,8.19464696822,8.19464696827,8.19464696827,8.19464696832,8.19464696822,7.61270583977,8.19464696852,7.29772541902,7.50956926132,7.78331925235,7.92202612811,8.19464696841,8.19464696843,8.19464696843,8.19464696841,8.19464696838,8.19464696838,7.95925529775,8.19464696835,8.19464696882,7.98530070182,7.52134943702,6.37579652112,9.01515415492,9.43059612602,9.63772852812,10.27795727406,10.27795727416,10.27795727416,10.27795727404,10.27795727404,10.21467400826,10.27193948186,10.277957274057,10.277957274057,10.27795727406,10.27795727416,10.27795727416,10.27795727392,10.27795727365,10.27795727365,10.27795727365,10.84070564062,11.89088782712,11.39452376101,11.89088782712,10.76147724152,10.88966586052,10.53626465512,10.38504984168,11.89088782712,11.89088782712,11.33733413892,11.89088782662,11.89088782652,11.89088782652,11.89088782652,11.89088782672,11.89088782672,11.89088782672,11.25393369672,11.08666392782,11.51541840522,10.68944110092,9.04221996162,9.21080915362,11.89088782622,11.89088782622,11.89088782622,9.45583942502,11.89088782682,11.89088782682,11.89088782672,10.40542057914,11.89088782663,11.89088782661,11.89088782661,11.89088782665,11.89088782665,11.89088782662,11.89088782662,11.89088782701,11.89088782701,10.82758129942,11.89088782682,11.89088782682,11.19911800542,11.89088782695,11.89088782695,11.89088782692,9.31072510182,10.356174387795,11.531466015455,11.172870574625,11.890887826755,11.890887826755,11.042909383295,11.890887826765,11.228059154485,11.890887826795,11.890887826775,11.890887826775,11.890887826795,11.890887826795,11.890887826795,9.780339132195,11.125087195895,11.890887826395,11.890887826395,10.613661274095,11.89088782686,11.57136141776,11.89088782716,11.89088782706,11.89088782706,11.89088782716,11.89088782716,11.78645367392,10.87879509602
"t50",4.84882649035,4.84882649035,4.84882649032,4.84882649032,4.41163506512,3.69770947562,3.52304476152,2.259722972,2.259722972,0,1.77142810275,1.77142810275,1.77142810275,1.77142810285,1.77142810285,2.44067183773,2.44067183773,2.44067183763,2.44067183772,2.64768440591,3.47728261971,3.47728261971,2.15717875381,3.47728261974,2.95609852994,3.12451272774,3.47728261974,3.47728261974,3.477282619336,3.477282619336,3.47728261934,2.70039802352,5.64961693002,5.13505752422,7.08248220632,6.12044438342,7.47753532582,8.19464696822,8.19464696827,8.19464696827,8.19464696832,8.19464696822,7.61270583977,8.19464696852,7.29772541902,7.50956926132,7.78331925235,7.92202612811,8.19464696841,8.19464696843,8.19464696843,8.19464696841,8.19464696838,8.19464696838,7.95925529775,8.19464696835,8.19464696882,7.98530070182,7.52134943702,6.37579652112,9.01515415492,9.43059612602,9.63772852812,10.27795727406,10.27795727416,10.27795727416,10.27795727404,10.27795727404,10.21467400826,10.27193948186,10.277957274057,10.277957274057,10.27795727406,10.27795727416,10.27795727416,10.27795727392,10.27795727365,10.27795727365,10.27795727365,10.84070564062,11.89088782712,11.39452376101,11.89088782712,10.76147724152,10.88966586052,10.53626465512,10.38504984168,11.89088782712,11.89088782712,11.33733413892,11.89088782662,11.89088782652,11.89088782652,11.89088782652,11.89088782672,11.89088782672,11.89088782672,11.25393369672,11.08666392782,11.51541840522,10.68944110092,9.04221996162,9.21080915362,11.89088782622,11.89088782622,11.89088782622,9.45583942502,11.89088782682,11.89088782682,11.89088782672,10.40542057914,11.89088782663,11.89088782661,11.89088782661,11.89088782665,11.89088782665,11.89088782662,11.89088782662,11.89088782701,11.89088782701,10.82758129942,11.89088782682,11.89088782682,11.19911800542,11.89088782695,11.89088782695,11.89088782692,9.31072510182,10.356174387795,11.531466015455,11.172870574625,11.890887826755,11.890887826755,11.042909383295,11.890887826765,11.228059154485,11.890887826795,11.890887826775,11.890887826775,11.890887826795,11.890887826795,11.890887826795,9.780339132195,11.125087195895,11.890887826395,11.890887826395,10.613661274095,11.89088782686,11.57136141776,11.89088782716,11.89088782706,11.89088782706,11.89088782716,11.89088782716,11.78645367392,10.87879509602
