"","t7","t19","t20","t15","t16","t49","t50","t10","t8","t37","t38","t11","t2","t3","t131","t136","t137","t91","t92","t42","t43","t56","t57","t40","t25","t26","t27","t28","t18","t5","t9","t123","t127","t128","t103","t104","t35","t21","t145","t146","t151","t152","t124","t112","t113","t82","t105","t106","t125","t126","t79","t107","t108","t73","t60","t39","t86","t87","t14","t30","t31","t147","t148","t118","t90","t36","t32","t33","t99","t100","t70","t71","t72","t48","t74","t75","t12","t22","t29","t77","t78","t47","t61","t138","t139","t109","t101","t102","t4","t119","t120","t114","t53","t88","t89","t45","t143","t144","t93","t94","t67","t62","t54","t55","t41","t51","t52","t83","t84","t80","t81","t129","t130","t141","t142","t69","t64","t65","t63","t44","t132","t133","t66","t23","t13","t97","t98","t95","t96","t17","t46","t134","t135","t110","t111","t121","t122","t116","t117","t68","t140","t149","t150","t115","t85","t76","t24","t58","t59","t34","t6","t1"
"t7",0,4.222261302,3.6967947677,4.6950812368,3.5859362606,5.5286661721,5.5286661721,1.63346695816,5.5216116102,7.6394666768,7.4634064656,7.8433652682,4.3104591528,3.64132241266,10.18819576127,10.18819576127,10.18819576127,10.05673869276,10.18819576136,10.18819576136,10.18819576136,10.18819576126,10.18819576126,8.9845163526,8.83855828896,9.80418026106,10.18819576146,8.62969093416,10.18819576116,5.20154416319,6.88153714559,10.18819576189,10.18819576193,10.18819576193,10.18819576149,10.18819576149,10.18819576139,8.08901392079,10.18819576175,10.18819576175,10.188195761838,10.188195761838,10.18819576179,10.18819576179,10.18819576179,10.18819576179,10.18819576179,10.18819576179,10.18819576172,10.18819576172,10.18819576182,10.02123609988,10.18819576172,9.99876036702,9.40386803121,10.18819576169,10.14301906919,10.18819576129,8.71634709209,8.77285253169,10.18819576209,10.188195761,10.188195761,10.18819576099,10.18819576099,10.18819576109,10.18819576174,9.14389395954,10.18819576132,10.18819576132,10.18819576142,10.18819576139,10.08731613169,9.70063080269,10.18819576089,10.18819576089,7.88991268089,8.12498846397,8.76067626609,9.77842300163,10.18819576239,10.18819576209,9.69461723079,10.18819576204,10.18819576204,10.05151698175,10.18819576199,10.13451343819,5.24179225809,10.18819576129,10.18819576129,10.18819576134,10.18819576124,9.850088892482,10.18819576164,9.91287712094,10.18819576184,10.18819576184,10.18819576179,10.18819576179,10.18819576184,10.18819576184,10.18819576134,9.57460983664,9.80347210684,9.35798556924,10.18819576174,10.18819576169,10.18819576169,10.18819576179,10.18819576179,10.18819576174,10.18819576174,10.18819576173,10.18819576173,10.18819576172,10.03274881271,10.18819576171,9.69586700959,10.18819576209,10.18819576164,10.18819576164,10.18819576167,9.51069955547,8.92181786624,10.18819576234,10.18819576234,10.18819576234,10.18819576234,8.73519065324,10.09366817589,10.18819576113,10.18819576113,10.18819576113,10.18819576113,10.18819576109,10.18819576109,10.18819576113,10.18819576113,10.18819576109,10.18819576097,10.188195760974,10.188195760974,10.18819576101,10.18819576101,10.18819576099,9.27994071899,10.18819576179,10.18819576179,9.66111084189,5.39343686219,4.99980251787
"t19",4.222261302,0,1.6921510497,3.7449863628,2.6358413866,4.5785712981,4.5785712981,2.67810478956,8.1451624718,10.2630175384,10.0869573272,10.4669161298,6.9340100144,6.26487327426,12.81174662287,12.81174662287,12.81174662287,12.68028955436,12.81174662296,12.81174662296,12.81174662296,12.81174662286,12.81174662286,11.6080672142,11.46210915056,12.42773112266,12.81174662306,11.25324179576,12.81174662276,7.82509502479,9.50508800719,12.81174662349,12.81174662353,12.81174662353,12.81174662309,12.81174662309,12.81174662299,10.71256478239,12.81174662335,12.81174662335,12.811746623438,12.811746623438,12.81174662339,12.81174662339,12.81174662339,12.81174662339,12.81174662339,12.81174662339,12.81174662332,12.81174662332,12.81174662342,12.64478696148,12.81174662332,12.62231122862,12.02741889281,12.81174662329,12.76656993079,12.81174662289,11.33989795369,11.39640339329,12.81174662369,12.8117466226,12.8117466226,12.81174662259,12.81174662259,12.81174662269,12.81174662334,11.76744482114,12.81174662292,12.81174662292,12.81174662302,12.81174662299,12.71086699329,12.32418166429,12.81174662249,12.81174662249,10.51346354249,10.74853932557,11.38422712769,12.40197386323,12.81174662399,12.81174662369,12.31816809239,12.81174662364,12.81174662364,12.67506784335,12.81174662359,12.75806429979,7.86534311969,12.81174662289,12.81174662289,12.81174662294,12.81174662284,12.473639754082,12.81174662324,12.53642798254,12.81174662344,12.81174662344,12.81174662339,12.81174662339,12.81174662344,12.81174662344,12.81174662294,12.19816069824,12.42702296844,11.98153643084,12.81174662334,12.81174662329,12.81174662329,12.81174662339,12.81174662339,12.81174662334,12.81174662334,12.81174662333,12.81174662333,12.81174662332,12.65629967431,12.81174662331,12.31941787119,12.81174662369,12.81174662324,12.81174662324,12.81174662327,12.13425041707,11.54536872784,12.81174662394,12.81174662394,12.81174662394,12.81174662394,11.35874151484,12.71721903749,12.81174662273,12.81174662273,12.81174662273,12.81174662273,12.81174662269,12.81174662269,12.81174662273,12.81174662273,12.81174662269,12.81174662257,12.811746622574,12.811746622574,12.81174662261,12.81174662261,12.81174662259,11.90349158059,12.81174662339,12.81174662339,12.28466170349,8.01698772379,7.62335337947
"t20",3.6967947677,1.6921510497,0,3.2195198285,2.1103748523,4.0531047638,4.0531047638,2.15263825526,7.6196959375,9.7375510041,9.5614907929,9.9414495955,6.4085434801,5.73940673996,12.28628008857,12.28628008857,12.28628008857,12.15482302006,12.28628008866,12.28628008866,12.28628008866,12.28628008856,12.28628008856,11.0826006799,10.93664261626,11.90226458836,12.28628008876,10.72777526146,12.28628008846,7.29962849049,8.97962147289,12.28628008919,12.28628008923,12.28628008923,12.28628008879,12.28628008879,12.28628008869,10.18709824809,12.28628008905,12.28628008905,12.286280089138,12.286280089138,12.28628008909,12.28628008909,12.28628008909,12.28628008909,12.28628008909,12.28628008909,12.28628008902,12.28628008902,12.28628008912,12.11932042718,12.28628008902,12.09684469432,11.50195235851,12.28628008899,12.24110339649,12.28628008859,10.81443141939,10.87093685899,12.28628008939,12.2862800883,12.2862800883,12.28628008829,12.28628008829,12.28628008839,12.28628008904,11.24197828684,12.28628008862,12.28628008862,12.28628008872,12.28628008869,12.18540045899,11.79871512999,12.28628008819,12.28628008819,9.98799700819,10.22307279127,10.85876059339,11.87650732893,12.28628008969,12.28628008939,11.79270155809,12.28628008934,12.28628008934,12.14960130905,12.28628008929,12.23259776549,7.33987658539,12.28628008859,12.28628008859,12.28628008864,12.28628008854,11.948173219782,12.28628008894,12.01096144824,12.28628008914,12.28628008914,12.28628008909,12.28628008909,12.28628008914,12.28628008914,12.28628008864,11.67269416394,11.90155643414,11.45606989654,12.28628008904,12.28628008899,12.28628008899,12.28628008909,12.28628008909,12.28628008904,12.28628008904,12.28628008903,12.28628008903,12.28628008902,12.13083314001,12.28628008901,11.79395133689,12.28628008939,12.28628008894,12.28628008894,12.28628008897,11.60878388277,11.01990219354,12.28628008964,12.28628008964,12.28628008964,12.28628008964,10.83327498054,12.19175250319,12.28628008843,12.28628008843,12.28628008843,12.28628008843,12.28628008839,12.28628008839,12.28628008843,12.28628008843,12.28628008839,12.28628008827,12.286280088274,12.286280088274,12.28628008831,12.28628008831,12.28628008829,11.37802504629,12.28628008909,12.28628008909,11.75919516919,7.49152118949,7.09788684517
"t15",4.6950812368,3.7449863628,3.2195198285,0,2.5683948198,4.8062992107,4.8062992107,3.15092472436,8.6179824066,10.7358374732,10.559777262,10.9397360646,7.4068299492,6.73769320906,13.28456655767,13.28456655767,13.28456655767,13.15310948916,13.28456655776,13.28456655776,13.28456655776,13.28456655766,13.28456655766,12.080887149,11.93492908536,12.90055105746,13.28456655786,11.72606173056,13.28456655756,8.29791495959,9.97790794199,13.28456655829,13.28456655833,13.28456655833,13.28456655789,13.28456655789,13.28456655779,11.18538471719,13.28456655815,13.28456655815,13.284566558238,13.284566558238,13.28456655819,13.28456655819,13.28456655819,13.28456655819,13.28456655819,13.28456655819,13.28456655812,13.28456655812,13.28456655822,13.11760689628,13.28456655812,13.09513116342,12.50023882761,13.28456655809,13.23938986559,13.28456655769,11.81271788849,11.86922332809,13.28456655849,13.2845665574,13.2845665574,13.28456655739,13.28456655739,13.28456655749,13.28456655814,12.24026475594,13.28456655772,13.28456655772,13.28456655782,13.28456655779,13.18368692809,12.79700159909,13.28456655729,13.28456655729,10.98628347729,11.22135926037,11.85704706249,12.87479379803,13.28456655879,13.28456655849,12.79098802719,13.28456655844,13.28456655844,13.14788777815,13.28456655839,13.23088423459,8.33816305449,13.28456655769,13.28456655769,13.28456655774,13.28456655764,12.946459688882,13.28456655804,13.00924791734,13.28456655824,13.28456655824,13.28456655819,13.28456655819,13.28456655824,13.28456655824,13.28456655774,12.67098063304,12.89984290324,12.45435636564,13.28456655814,13.28456655809,13.28456655809,13.28456655819,13.28456655819,13.28456655814,13.28456655814,13.28456655813,13.28456655813,13.28456655812,13.12911960911,13.28456655811,12.79223780599,13.28456655849,13.28456655804,13.28456655804,13.28456655807,12.60707035187,12.01818866264,13.28456655874,13.28456655874,13.28456655874,13.28456655874,11.83156144964,13.19003897229,13.28456655753,13.28456655753,13.28456655753,13.28456655753,13.28456655749,13.28456655749,13.28456655753,13.28456655753,13.28456655749,13.28456655737,13.284566557374,13.284566557374,13.28456655741,13.28456655741,13.28456655739,12.37631151539,13.28456655819,13.28456655819,12.75748163829,8.48980765859,8.09617331427
"t16",3.5859362606,2.6358413866,2.1103748523,2.5683948198,0,3.6971542345,3.6971542345,2.04177974816,7.5088374304,9.626692497,9.4506322858,9.8305910884,6.297684973,5.62854823286,12.17542158147,12.17542158147,12.17542158147,12.04396451296,12.17542158156,12.17542158156,12.17542158156,12.17542158146,12.17542158146,10.9717421728,10.82578410916,11.79140608126,12.17542158166,10.61691675436,12.17542158136,7.18876998339,8.86876296579,12.17542158209,12.17542158213,12.17542158213,12.17542158169,12.17542158169,12.17542158159,10.07623974099,12.17542158195,12.17542158195,12.175421582038,12.175421582038,12.17542158199,12.17542158199,12.17542158199,12.17542158199,12.17542158199,12.17542158199,12.17542158192,12.17542158192,12.17542158202,12.00846192008,12.17542158192,11.98598618722,11.39109385141,12.17542158189,12.13024488939,12.17542158149,10.70357291229,10.76007835189,12.17542158229,12.1754215812,12.1754215812,12.17542158119,12.17542158119,12.17542158129,12.17542158194,11.13111977974,12.17542158152,12.17542158152,12.17542158162,12.17542158159,12.07454195189,11.68785662289,12.17542158109,12.17542158109,9.87713850109,10.11221428417,10.74790208629,11.76564882183,12.17542158259,12.17542158229,11.68184305099,12.17542158224,12.17542158224,12.03874280195,12.17542158219,12.12173925839,7.22901807829,12.17542158149,12.17542158149,12.17542158154,12.17542158144,11.837314712682,12.17542158184,11.90010294114,12.17542158204,12.17542158204,12.17542158199,12.17542158199,12.17542158204,12.17542158204,12.17542158154,11.56183565684,11.79069792704,11.34521138944,12.17542158194,12.17542158189,12.17542158189,12.17542158199,12.17542158199,12.17542158194,12.17542158194,12.17542158193,12.17542158193,12.17542158192,12.01997463291,12.17542158191,11.68309282979,12.17542158229,12.17542158184,12.17542158184,12.17542158187,11.49792537567,10.90904368644,12.17542158254,12.17542158254,12.17542158254,12.17542158254,10.72241647344,12.08089399609,12.17542158133,12.17542158133,12.17542158133,12.17542158133,12.17542158129,12.17542158129,12.17542158133,12.17542158133,12.17542158129,12.17542158117,12.175421581174,12.175421581174,12.17542158121,12.17542158121,12.17542158119,11.26716653919,12.17542158199,12.17542158199,11.64833666209,7.38066268239,6.98702833807
"t49",5.5286661721,4.5785712981,4.0531047638,4.8062992107,3.6971542345,0,2.228590232,3.98450965966,9.4515673419,11.5694224085,11.3933621973,11.7733209999,8.2404148845,7.57127814436,14.11815149297,14.11815149297,14.11815149297,13.98669442446,14.11815149306,14.11815149306,14.11815149306,14.11815149296,14.11815149296,12.9144720843,12.76851402066,13.73413599276,14.11815149316,12.55964666586,14.11815149286,9.13149989489,10.81149287729,14.11815149359,14.11815149363,14.11815149363,14.11815149319,14.11815149319,14.11815149309,12.01896965249,14.11815149345,14.11815149345,14.118151493538,14.118151493538,14.11815149349,14.11815149349,14.11815149349,14.11815149349,14.11815149349,14.11815149349,14.11815149342,14.11815149342,14.11815149352,13.95119183158,14.11815149342,13.92871609872,13.33382376291,14.11815149339,14.07297480089,14.11815149299,12.64630282379,12.70280826339,14.11815149379,14.1181514927,14.1181514927,14.11815149269,14.11815149269,14.11815149279,14.11815149344,13.07384969124,14.11815149302,14.11815149302,14.11815149312,14.11815149309,14.01727186339,13.63058653439,14.11815149259,14.11815149259,11.81986841259,12.05494419567,12.69063199779,13.70837873333,14.11815149409,14.11815149379,13.62457296249,14.11815149374,14.11815149374,13.98147271345,14.11815149369,14.06446916989,9.17174798979,14.11815149299,14.11815149299,14.11815149304,14.11815149294,13.780044624182,14.11815149334,13.84283285264,14.11815149354,14.11815149354,14.11815149349,14.11815149349,14.11815149354,14.11815149354,14.11815149304,13.50456556834,13.73342783854,13.28794130094,14.11815149344,14.11815149339,14.11815149339,14.11815149349,14.11815149349,14.11815149344,14.11815149344,14.11815149343,14.11815149343,14.11815149342,13.96270454441,14.11815149341,13.62582274129,14.11815149379,14.11815149334,14.11815149334,14.11815149337,13.44065528717,12.85177359794,14.11815149404,14.11815149404,14.11815149404,14.11815149404,12.66514638494,14.02362390759,14.11815149283,14.11815149283,14.11815149283,14.11815149283,14.11815149279,14.11815149279,14.11815149283,14.11815149283,14.11815149279,14.11815149267,14.118151492674,14.118151492674,14.11815149271,14.11815149271,14.11815149269,13.20989645069,14.11815149349,14.11815149349,13.59106657359,9.32339259389,8.92975824957
"t50",5.5286661721,4.5785712981,4.0531047638,4.8062992107,3.6971542345,2.228590232,0,3.98450965966,9.4515673419,11.5694224085,11.3933621973,11.7733209999,8.2404148845,7.57127814436,14.11815149297,14.11815149297,14.11815149297,13.98669442446,14.11815149306,14.11815149306,14.11815149306,14.11815149296,14.11815149296,12.9144720843,12.76851402066,13.73413599276,14.11815149316,12.55964666586,14.11815149286,9.13149989489,10.81149287729,14.11815149359,14.11815149363,14.11815149363,14.11815149319,14.11815149319,14.11815149309,12.01896965249,14.11815149345,14.11815149345,14.118151493538,14.118151493538,14.11815149349,14.11815149349,14.11815149349,14.11815149349,14.11815149349,14.11815149349,14.11815149342,14.11815149342,14.11815149352,13.95119183158,14.11815149342,13.92871609872,13.33382376291,14.11815149339,14.07297480089,14.11815149299,12.64630282379,12.70280826339,14.11815149379,14.1181514927,14.1181514927,14.11815149269,14.11815149269,14.11815149279,14.11815149344,13.07384969124,14.11815149302,14.11815149302,14.11815149312,14.11815149309,14.01727186339,13.63058653439,14.11815149259,14.11815149259,11.81986841259,12.05494419567,12.69063199779,13.70837873333,14.11815149409,14.11815149379,13.62457296249,14.11815149374,14.11815149374,13.98147271345,14.11815149369,14.06446916989,9.17174798979,14.11815149299,14.11815149299,14.11815149304,14.11815149294,13.780044624182,14.11815149334,13.84283285264,14.11815149354,14.11815149354,14.11815149349,14.11815149349,14.11815149354,14.11815149354,14.11815149304,13.50456556834,13.73342783854,13.28794130094,14.11815149344,14.11815149339,14.11815149339,14.11815149349,14.11815149349,14.11815149344,14.11815149344,14.11815149343,14.11815149343,14.11815149342,13.96270454441,14.11815149341,13.62582274129,14.11815149379,14.11815149334,14.11815149334,14.11815149337,13.44065528717,12.85177359794,14.11815149404,14.11815149404,14.11815149404,14.11815149404,12.66514638494,14.02362390759,14.11815149283,14.11815149283,14.11815149283,14.11815149283,14.11815149279,14.11815149279,14.11815149283,14.11815149283,14.11815149279,14.11815149267,14.118151492674,14.118151492674,14.11815149271,14.11815149271,14.11815149269,13.20989645069,14.11815149349,14.11815149349,13.59106657359,9.32339259389,8.92975824957
"t10",1.63346695816,2.67810478956,2.15263825526,3.15092472436,2.04177974816,3.98450965966,3.98450965966,0,5.55636812796,7.67422319456,7.49816298336,7.87812178596,4.34521567056,3.67607893042,10.22295227903,10.22295227903,10.22295227903,10.09149521052,10.22295227912,10.22295227912,10.22295227912,10.22295227902,10.22295227902,9.01927287036,8.87331480672,9.83893677882,10.22295227922,8.66444745192,10.22295227892,5.23630068095,6.91629366335,10.22295227965,10.22295227969,10.22295227969,10.22295227925,10.22295227925,10.22295227915,8.12377043855,10.22295227951,10.22295227951,10.222952279598,10.222952279598,10.22295227955,10.22295227955,10.22295227955,10.22295227955,10.22295227955,10.22295227955,10.22295227948,10.22295227948,10.22295227958,10.05599261764,10.22295227948,10.03351688478,9.43862454897,10.22295227945,10.17777558695,10.22295227905,8.75110360985,8.80760904945,10.22295227985,10.22295227876,10.22295227876,10.22295227875,10.22295227875,10.22295227885,10.2229522795,9.1786504773,10.22295227908,10.22295227908,10.22295227918,10.22295227915,10.12207264945,9.73538732045,10.22295227865,10.22295227865,7.92466919865,8.15974498173,8.79543278385,9.81317951939,10.22295228015,10.22295227985,9.72937374855,10.2229522798,10.2229522798,10.08627349951,10.22295227975,10.16926995595,5.27654877585,10.22295227905,10.22295227905,10.2229522791,10.222952279,9.884845410242,10.2229522794,9.9476336387,10.2229522796,10.2229522796,10.22295227955,10.22295227955,10.2229522796,10.2229522796,10.2229522791,9.6093663544,9.8382286246,9.392742087,10.2229522795,10.22295227945,10.22295227945,10.22295227955,10.22295227955,10.2229522795,10.2229522795,10.22295227949,10.22295227949,10.22295227948,10.06750533047,10.22295227947,9.73062352735,10.22295227985,10.2229522794,10.2229522794,10.22295227943,9.54545607323,8.956574384,10.2229522801,10.2229522801,10.2229522801,10.2229522801,8.769947171,10.12842469365,10.22295227889,10.22295227889,10.22295227889,10.22295227889,10.22295227885,10.22295227885,10.22295227889,10.22295227889,10.22295227885,10.22295227873,10.222952278734,10.222952278734,10.22295227877,10.22295227877,10.22295227875,9.31469723675,10.22295227955,10.22295227955,9.69586735965,5.42819337995,5.03455903563
"t8",5.5216116102,8.1451624718,7.6196959375,8.6179824066,7.5088374304,9.4515673419,9.4515673419,5.55636812796,0,4.9843751706,4.8083149594,5.188273762,5.0982914846,4.42915474446,10.97602809307,10.97602809307,10.97602809307,10.84457102456,10.97602809316,10.97602809316,10.97602809316,10.97602809306,10.97602809306,9.7723486844,9.62639062076,10.59201259286,10.97602809326,9.41752326596,10.97602809296,5.98937649499,7.66936947739,10.97602809369,10.97602809373,10.97602809373,10.97602809329,10.97602809329,10.97602809319,8.87684625259,10.97602809355,10.97602809355,10.976028093638,10.976028093638,10.97602809359,10.97602809359,10.97602809359,10.97602809359,10.97602809359,10.97602809359,10.97602809352,10.97602809352,10.97602809362,10.80906843168,10.97602809352,10.78659269882,10.19170036301,10.97602809349,10.93085140099,10.97602809309,9.50417942389,9.56068486349,10.97602809389,10.9760280928,10.9760280928,10.97602809279,10.97602809279,10.97602809289,10.97602809354,9.93172629134,10.97602809312,10.97602809312,10.97602809322,10.97602809319,10.87514846349,10.48846313449,10.97602809269,10.97602809269,8.67774501269,8.91282079577,9.54850859789,10.56625533343,10.97602809419,10.97602809389,10.48244956259,10.97602809384,10.97602809384,10.83934931355,10.97602809379,10.92234576999,6.02962458989,10.97602809309,10.97602809309,10.97602809314,10.97602809304,10.637921224282,10.97602809344,10.70070945274,10.97602809364,10.97602809364,10.97602809359,10.97602809359,10.97602809364,10.97602809364,10.97602809314,10.36244216844,10.59130443864,10.14581790104,10.97602809354,10.97602809349,10.97602809349,10.97602809359,10.97602809359,10.97602809354,10.97602809354,10.97602809353,10.97602809353,10.97602809352,10.82058114451,10.97602809351,10.48369934139,10.97602809389,10.97602809344,10.97602809344,10.97602809347,10.29853188727,9.70965019804,10.97602809414,10.97602809414,10.97602809414,10.97602809414,9.52302298504,10.88150050769,10.97602809293,10.97602809293,10.97602809293,10.97602809293,10.97602809289,10.97602809289,10.97602809293,10.97602809293,10.97602809289,10.97602809277,10.976028092774,10.976028092774,10.97602809281,10.97602809281,10.97602809279,10.06777305079,10.97602809359,10.97602809359,10.44894317369,6.18126919399,5.78763484967
"t37",7.6394666768,10.2630175384,9.7375510041,10.7358374732,9.626692497,11.5694224085,11.5694224085,7.67422319456,4.9843751706,0,0.43972669,5.1793684326,7.2161465512,6.54700981106,13.09388315967,13.09388315967,13.09388315967,12.96242609116,13.09388315976,13.09388315976,13.09388315976,13.09388315966,13.09388315966,11.890203751,11.74424568736,12.70986765946,13.09388315986,11.53537833256,13.09388315956,8.10723156159,9.78722454399,13.09388316029,13.09388316033,13.09388316033,13.09388315989,13.09388315989,13.09388315979,10.99470131919,13.09388316015,13.09388316015,13.093883160238,13.093883160238,13.09388316019,13.09388316019,13.09388316019,13.09388316019,13.09388316019,13.09388316019,13.09388316012,13.09388316012,13.09388316022,12.92692349828,13.09388316012,12.90444776542,12.30955542961,13.09388316009,13.04870646759,13.09388315969,11.62203449049,11.67853993009,13.09388316049,13.0938831594,13.0938831594,13.09388315939,13.09388315939,13.09388315949,13.09388316014,12.04958135794,13.09388315972,13.09388315972,13.09388315982,13.09388315979,12.99300353009,12.60631820109,13.09388315929,13.09388315929,10.79560007929,11.03067586237,11.66636366449,12.68411040003,13.09388316079,13.09388316049,12.60030462919,13.09388316044,13.09388316044,12.95720438015,13.09388316039,13.04020083659,8.14747965649,13.09388315969,13.09388315969,13.09388315974,13.09388315964,12.755776290882,13.09388316004,12.81856451934,13.09388316024,13.09388316024,13.09388316019,13.09388316019,13.09388316024,13.09388316024,13.09388315974,12.48029723504,12.70915950524,12.26367296764,13.09388316014,13.09388316009,13.09388316009,13.09388316019,13.09388316019,13.09388316014,13.09388316014,13.09388316013,13.09388316013,13.09388316012,12.93843621111,13.09388316011,12.60155440799,13.09388316049,13.09388316004,13.09388316004,13.09388316007,12.41638695387,11.82750526464,13.09388316074,13.09388316074,13.09388316074,13.09388316074,11.64087805164,12.99935557429,13.09388315953,13.09388315953,13.09388315953,13.09388315953,13.09388315949,13.09388315949,13.09388315953,13.09388315953,13.09388315949,13.09388315937,13.093883159374,13.093883159374,13.09388315941,13.09388315941,13.09388315939,12.18562811739,13.09388316019,13.09388316019,12.56679824029,8.29912426059,7.90548991627
