,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,16.21905,37.182682,0.97445154,3.919414,5.6861424,-2.2880957,-0.95652336,18.69913,-2.3336608,-2.076084,-3.7321305,1.1435583,7.639923,30.18038,11.667628
t16,22.197767,55.277256,7.1093907,12.449509,0.6421988,-3.215183,-2.713648,26.473785,-3.6387417,-2.0686364,-5.8741603,0.99156684,13.038921,40.686554,14.312377
t73,26.322752,64.09295,7.5589776,16.69987,0.051450506,-4.0843096,-2.873527,32.776073,-4.203822,-1.637262,-6.6914787,2.3559315,17.351574,46.06311,18.032618
t96,25.793097,62.72703,7.9308953,16.778353,-0.114794396,-4.024929,-2.8960788,32.326973,-4.172524,-1.5649666,-6.615834,1.8929665,17.007132,45.204903,17.481014
t97,26.26655,63.961166,7.902906,16.969006,-0.049996994,-4.1249466,-2.8995752,33.019035,-4.254083,-1.6087189,-6.7174067,2.0694726,17.499495,46.152344,17.91911
t70,24.908953,60.892406,8.143113,16.002905,-0.14356236,-3.7964578,-2.889857,31.363976,-4.0843472,-1.6860965,-6.5048356,1.3729117,15.896992,44.03611,16.539223
t101,26.178469,64.07044,7.919907,16.248716,-0.019891975,-4.0679665,-2.8754652,33.187412,-4.2443633,-1.8079857,-6.815623,1.8034718,16.845047,46.450443,17.843287
t102,26.319244,64.13907,7.9176793,16.382568,-0.030890128,-4.0664725,-2.8871598,33.24515,-4.2633457,-1.785828,-6.8225946,1.7555344,16.86748,46.49225,17.863972
t11,20.52813,51.176327,6.8977685,10.956277,0.69511056,-2.8562596,-2.6209695,23.742344,-3.326334,-2.1756399,-5.510244,0.03326912,10.660547,38.36966,12.984818
t7,18.926508,47.120724,6.9883027,10.3299885,-0.038676403,-2.5957117,-2.5557172,21.808212,-3.143127,-1.9867785,-5.14956,-0.13699375,9.456554,35.497665,11.641014
t156,24.104856,61.105347,14.724456,13.827841,-0.33184543,-2.7306316,-5.038594,15.490202,-4.728225,-2.0621486,-6.215852,-1.2624995,5.706873,49.9486,7.542191
t157,24.10504,61.10529,14.724287,13.827578,-0.33180508,-2.7307107,-5.0385537,15.490779,-4.7281995,-2.0622365,-6.2159333,-1.2625659,5.7069817,49.949127,7.5426097
t43,23.63987,60.26256,14.904666,13.401243,-0.39704987,-2.6194978,-5.0617394,15.107598,-4.8067584,-1.9865726,-6.200999,-1.4148382,4.7698674,49.563065,7.1309867
t109,23.423119,60.85493,15.351766,14.211435,-0.3502973,-2.608919,-5.1536565,14.756014,-4.8229027,-1.9264244,-6.1800036,-1.3392843,5.1937075,49.622093,6.378223
t110,23.467287,60.880825,15.301801,14.156179,-0.34233242,-2.607458,-5.1401305,14.711672,-4.83235,-1.9144669,-6.1697426,-1.3255705,5.2876973,49.505104,6.3500896
t61,23.652163,60.99243,15.364079,14.280947,-0.39022002,-2.63124,-5.182947,14.786334,-4.8858914,-1.8394415,-6.188848,-1.3471915,5.174281,49.764046,6.5472794
t77,23.15376,60.03288,15.427806,14.090452,-0.4238238,-2.5675647,-5.1009,14.350918,-4.813768,-1.8245785,-6.1192,-1.35816,4.933613,48.713425,6.2273355
t78,22.80213,58.831768,15.47442,13.953426,-0.5091277,-2.4624014,-5.1207824,13.895586,-4.7716727,-1.7675673,-6.0242248,-1.4095434,4.4527783,48.054565,5.89196
t37,22.375528,57.51998,14.740958,13.145769,-0.56440854,-2.451482,-5.0110774,14.1411495,-4.589179,-1.9152899,-5.981483,-1.3990631,4.4387684,47.54715,6.4794655
t32,20.86553,53.648605,15.24461,13.06849,-0.8146619,-2.2111099,-4.9890018,12.488422,-4.3818808,-1.6995449,-5.667712,-1.5036488,3.3893733,44.40813,5.181399
t68,22.235651,57.416786,15.307757,14.84867,-0.7844805,-2.7364128,-5.238385,12.600752,-4.7036805,-1.401873,-5.877319,-1.4542744,4.7921023,47.83825,5.637958
t146,23.719257,60.33906,15.171099,15.546761,-0.6452572,-3.0828953,-5.330744,13.436798,-4.883616,-1.3948128,-6.1098604,-1.4228404,5.829626,50.486443,6.572866
t147,23.718763,60.33558,15.168334,15.545408,-0.64716285,-3.0856607,-5.33029,13.427519,-4.883716,-1.3903817,-6.1081376,-1.4209117,5.845849,50.483025,6.56842
t129,23.690958,60.495472,15.1054735,15.397931,-0.6472181,-3.0276003,-5.3197985,13.653557,-4.9250546,-1.4143368,-6.095837,-1.4033865,5.6663465,50.624073,6.720511
t130,23.711344,60.486935,15.094488,15.411738,-0.6391151,-3.03344,-5.317091,13.661376,-4.9361863,-1.4147888,-6.092516,-1.4057928,5.7267747,50.64791,6.6685376
t113,23.715467,60.481438,15.189307,15.469863,-0.6701054,-3.049504,-5.342443,13.584732,-4.9075575,-1.4081261,-6.116231,-1.4074376,5.757796,50.59926,6.683061
t66,23.584791,60.934345,15.148015,14.638587,-0.6464147,-2.9305952,-5.21899,14.283506,-4.834336,-1.632774,-6.1696177,-1.3396372,5.674407,50.398262,7.349521
t67,23.791725,60.981304,14.966733,15.125104,-0.6213879,-3.0311573,-5.198636,14.39657,-4.7913756,-1.600489,-6.2764306,-1.330773,5.986843,50.207882,7.361959
t38,24.336668,61.124115,14.631758,14.0425625,-0.46863818,-2.8827024,-4.9690957,15.441502,-4.775218,-1.8533936,-6.312838,-1.294351,5.8137546,50.268906,8.24397
t14,16.837656,45.46005,13.456513,9.0712595,-0.9403885,-1.6709595,-4.023572,13.544149,-3.454974,-1.9869565,-5.117318,-1.2602857,1.5034022,37.161102,6.9489665
t46,20.391342,61.451397,19.931421,5.3160896,-1.3726242,-1.8715804,-4.7337604,23.24833,-3.6562748,-4.1233325,-7.3922763,-1.5087076,-0.35798222,49.84474,17.00218
t107,19.750391,60.65363,20.247149,5.1843405,-1.5059065,-1.7632132,-4.7737417,22.94099,-3.5819435,-4.152786,-7.353743,-1.5365219,-0.43701455,49.21885,16.602722
t108,19.960093,61.294254,20.173271,5.1523433,-1.4627098,-1.808909,-4.765915,23.268116,-3.6124928,-4.202801,-7.4135356,-1.5192413,-0.40770206,49.728985,16.86464
t71,20.056221,61.42084,20.220575,5.1438804,-1.475191,-1.7542988,-4.8104343,23.437872,-3.596611,-4.2508907,-7.3957515,-1.4994379,-0.42984024,49.918518,17.021967
t42,19.857918,60.673153,19.12304,5.512375,-1.3885087,-1.8006922,-4.634756,22.541286,-3.620217,-3.9631977,-7.175734,-1.3914808,-0.33555737,48.79773,16.518076
t127,20.030533,61.4574,20.904606,5.2873955,-1.5932407,-1.6898069,-4.860774,23.195518,-3.5734112,-4.22388,-7.3600197,-1.5262785,-0.49077162,49.722633,17.375202
t128,20.026289,61.457554,20.879236,5.246984,-1.5848722,-1.6772562,-4.8567843,23.18037,-3.5622387,-4.2384257,-7.359957,-1.5215873,-0.5034161,49.67991,17.381277
