"","t24","t77","t78","t69","t70","t63","t86","t87","t52","t90","t91","t28","t4","t102","t103","t31","t34","t35","t128","t129","t122","t123","t58","t29","t10","t43","t44","t42","t26","t1","t88","t89","t2","t6","t25","t67","t68","t47","t61","t62","t32","t27","t39","t56","t59","t60","t66","t106","t107","t98","t64","t65","t48","t105","t114","t115","t49","t50","t51","t40","t41","t55","t99","t111","t112","t104","t124","t125","t79","t80","t3","t22","t23","t126","t127","t113","t71","t14","t53","t54","t19","t18","t11","t5","t72","t73","t100","t101","t74","t38","t108","t109","t84","t85","t120","t121","t36","t37","t17","t81","t82","t20","t21","t83","t94","t95","t92","t93","t15","t13","t8","t9","t12","t130","t131","t30","t45","t46","t33","t116","t117","t57","t118","t119","t110","t75","t76","t7","t96","t97","t16"
"t24",0,1.92477310736,1.92477310736,1.83972220216,1.92477310736,1.92477310729,1.92477310727,1.92477310727,1.92477310734,1.92477310734,1.92477310734,1.92477310736,3.2374835677,4.0669176423,4.0050295624,4.0669176423,5.5724070428,5.5724070428,5.57240704261,5.57240704261,5.57240704265,5.57240704265,5.57240704266,5.57240704276,4.3854455615,5.5724070429,5.5724070429,5.5724070429,5.5724070429,5.00825211972,7.201093121,7.201093121,5.8258941692,6.38935765502,7.201093121357,7.201093121357,7.201093121357,7.20109312132,7.13099766272,7.15919382602,6.58626129622,6.5661535154,7.20109312139,7.20109312139,7.20109312131,7.20109312131,7.20109312131,7.14582397187,7.20109312127,7.20109312131,7.20109312131,7.20109312131,7.2010931214,7.2010931215,7.20109312146,7.20109312146,7.2010931215,7.20109312155,7.20109312155,6.73067824848,6.57852630741,7.2010931214,7.20109312136,7.20109312141,7.20109312141,7.20109312135,7.2010931214,7.2010931214,7.2010931214,7.2010931214,6.7749911184,6.26521353616,7.0307679503,7.201093121381,7.201093121381,7.201093121381,7.040132305671,6.418722144971,7.201093121361,7.201093121361,6.461799620561,7.201093121781,5.97501838811,7.20109312121,7.20109312101,7.20109312101,7.20109312111,7.20109312111,7.20109312101,7.20109312141,7.20109312131,7.20109312131,7.20109312131,7.20109312131,7.20109312135,7.20109312135,7.201093121372,6.757971757772,6.91169616725,7.20109312137,7.20109312137,6.23926344039663,7.05786064839663,7.20109312129,7.20109312136,7.20109312136,7.02687707022,7.20109312129,7.20109312109,6.17765764675,7.201093121,7.201093121,6.4048926835,7.2010931213,7.2010931213,6.65184967497,7.20109312139,6.73180155694,7.20109312139,7.20109312141,7.20109312141,7.2010931214,7.20109312129,7.20109312129,7.2010931213,7.2010931213,7.2010931213,6.3377076647,7.1636782068,7.2010931214,7.2010931212
"t77",1.92477310736,0,0.6444362434,1.2901427486,1.3751936538,1.37519365373,1.37519365371,1.37519365371,1.37519365378,1.37519365378,1.37519365378,1.7340857684,3.23748356766,4.06691764226,4.00502956236,4.06691764226,5.57240704276,5.57240704276,5.57240704257,5.57240704257,5.57240704261,5.57240704261,5.57240704262,5.57240704272,4.38544556146,5.57240704286,5.57240704286,5.57240704286,5.57240704286,5.00825211968,7.20109312096,7.20109312096,5.82589416916,6.38935765498,7.201093121317,7.201093121317,7.201093121317,7.20109312128,7.13099766268,7.15919382598,6.58626129618,6.56615351536,7.20109312135,7.20109312135,7.20109312127,7.20109312127,7.20109312127,7.14582397183,7.20109312123,7.20109312127,7.20109312127,7.20109312127,7.20109312136,7.20109312146,7.20109312142,7.20109312142,7.20109312146,7.20109312151,7.20109312151,6.73067824844,6.57852630737,7.20109312136,7.20109312132,7.20109312137,7.20109312137,7.20109312131,7.20109312136,7.20109312136,7.20109312136,7.20109312136,6.77499111836,6.26521353612,7.03076795026,7.201093121341,7.201093121341,7.201093121341,7.040132305631,6.418722144931,7.201093121321,7.201093121321,6.461799620521,7.201093121741,5.97501838807,7.20109312117,7.20109312097,7.20109312097,7.20109312107,7.20109312107,7.20109312097,7.20109312137,7.20109312127,7.20109312127,7.20109312127,7.20109312127,7.20109312131,7.20109312131,7.201093121332,6.757971757732,6.91169616721,7.20109312133,7.20109312133,6.23926344035663,7.05786064835663,7.20109312125,7.20109312132,7.20109312132,7.02687707018,7.20109312125,7.20109312105,6.17765764671,7.20109312096,7.20109312096,6.40489268346,7.20109312126,7.20109312126,6.65184967493,7.20109312135,6.7318015569,7.20109312135,7.20109312137,7.20109312137,7.20109312136,7.20109312125,7.20109312125,7.20109312126,7.20109312126,7.20109312126,6.33770766466,7.16367820676,7.20109312136,7.20109312116
"t78",1.92477310736,0.6444362434,0,1.2901427486,1.3751936538,1.37519365373,1.37519365371,1.37519365371,1.37519365378,1.37519365378,1.37519365378,1.7340857684,3.23748356766,4.06691764226,4.00502956236,4.06691764226,5.57240704276,5.57240704276,5.57240704257,5.57240704257,5.57240704261,5.57240704261,5.57240704262,5.57240704272,4.38544556146,5.57240704286,5.57240704286,5.57240704286,5.57240704286,5.00825211968,7.20109312096,7.20109312096,5.82589416916,6.38935765498,7.201093121317,7.201093121317,7.201093121317,7.20109312128,7.13099766268,7.15919382598,6.58626129618,6.56615351536,7.20109312135,7.20109312135,7.20109312127,7.20109312127,7.20109312127,7.14582397183,7.20109312123,7.20109312127,7.20109312127,7.20109312127,7.20109312136,7.20109312146,7.20109312142,7.20109312142,7.20109312146,7.20109312151,7.20109312151,6.73067824844,6.57852630737,7.20109312136,7.20109312132,7.20109312137,7.20109312137,7.20109312131,7.20109312136,7.20109312136,7.20109312136,7.20109312136,6.77499111836,6.26521353612,7.03076795026,7.201093121341,7.201093121341,7.201093121341,7.040132305631,6.418722144931,7.201093121321,7.201093121321,6.461799620521,7.201093121741,5.97501838807,7.20109312117,7.20109312097,7.20109312097,7.20109312107,7.20109312107,7.20109312097,7.20109312137,7.20109312127,7.20109312127,7.20109312127,7.20109312127,7.20109312131,7.20109312131,7.201093121332,6.757971757732,6.91169616721,7.20109312133,7.20109312133,6.23926344035663,7.05786064835663,7.20109312125,7.20109312132,7.20109312132,7.02687707018,7.20109312125,7.20109312105,6.17765764671,7.20109312096,7.20109312096,6.40489268346,7.20109312126,7.20109312126,6.65184967493,7.20109312135,6.7318015569,7.20109312135,7.20109312137,7.20109312137,7.20109312136,7.20109312125,7.20109312125,7.20109312126,7.20109312126,7.20109312126,6.33770766466,7.16367820676,7.20109312136,7.20109312116
"t69",1.83972220216,1.2901427486,1.2901427486,0,0.6017167876,0.97451480133,0.97451480131,0.97451480131,0.97451480138,0.97451480138,0.97451480138,1.6490348632,3.15243266246,3.98186673706,3.91997865716,3.98186673706,5.48735613756,5.48735613756,5.48735613737,5.48735613737,5.48735613741,5.48735613741,5.48735613742,5.48735613752,4.30039465626,5.48735613766,5.48735613766,5.48735613766,5.48735613766,4.92320121448,7.11604221576,7.11604221576,5.74084326396,6.30430674978,7.116042216117,7.116042216117,7.116042216117,7.11604221608,7.04594675748,7.07414292078,6.50121039098,6.48110261016,7.11604221615,7.11604221615,7.11604221607,7.11604221607,7.11604221607,7.06077306663,7.11604221603,7.11604221607,7.11604221607,7.11604221607,7.11604221616,7.11604221626,7.11604221622,7.11604221622,7.11604221626,7.11604221631,7.11604221631,6.64562734324,6.49347540217,7.11604221616,7.11604221612,7.11604221617,7.11604221617,7.11604221611,7.11604221616,7.11604221616,7.11604221616,7.11604221616,6.68994021316,6.18016263092,6.94571704506,7.116042216141,7.116042216141,7.116042216141,6.955081400431,6.333671239731,7.116042216121,7.116042216121,6.376748715321,7.116042216541,5.88996748287,7.11604221597,7.11604221577,7.11604221577,7.11604221587,7.11604221587,7.11604221577,7.11604221617,7.11604221607,7.11604221607,7.11604221607,7.11604221607,7.11604221611,7.11604221611,7.116042216132,6.672920852532,6.82664526201,7.11604221613,7.11604221613,6.15421253515663,6.97280974315663,7.11604221605,7.11604221612,7.11604221612,6.94182616498,7.11604221605,7.11604221585,6.09260674151,7.11604221576,7.11604221576,6.31984177826,7.11604221606,7.11604221606,6.56679876973,7.11604221615,6.6467506517,7.11604221615,7.11604221617,7.11604221617,7.11604221616,7.11604221605,7.11604221605,7.11604221606,7.11604221606,7.11604221606,6.25265675946,7.07862730156,7.11604221616,7.11604221596
"t70",1.92477310736,1.3751936538,1.3751936538,0.6017167876,0,1.05956570653,1.05956570651,1.05956570651,1.05956570658,1.05956570658,1.05956570658,1.7340857684,3.23748356766,4.06691764226,4.00502956236,4.06691764226,5.57240704276,5.57240704276,5.57240704257,5.57240704257,5.57240704261,5.57240704261,5.57240704262,5.57240704272,4.38544556146,5.57240704286,5.57240704286,5.57240704286,5.57240704286,5.00825211968,7.20109312096,7.20109312096,5.82589416916,6.38935765498,7.201093121317,7.201093121317,7.201093121317,7.20109312128,7.13099766268,7.15919382598,6.58626129618,6.56615351536,7.20109312135,7.20109312135,7.20109312127,7.20109312127,7.20109312127,7.14582397183,7.20109312123,7.20109312127,7.20109312127,7.20109312127,7.20109312136,7.20109312146,7.20109312142,7.20109312142,7.20109312146,7.20109312151,7.20109312151,6.73067824844,6.57852630737,7.20109312136,7.20109312132,7.20109312137,7.20109312137,7.20109312131,7.20109312136,7.20109312136,7.20109312136,7.20109312136,6.77499111836,6.26521353612,7.03076795026,7.201093121341,7.201093121341,7.201093121341,7.040132305631,6.418722144931,7.201093121321,7.201093121321,6.461799620521,7.201093121741,5.97501838807,7.20109312117,7.20109312097,7.20109312097,7.20109312107,7.20109312107,7.20109312097,7.20109312137,7.20109312127,7.20109312127,7.20109312127,7.20109312127,7.20109312131,7.20109312131,7.201093121332,6.757971757732,6.91169616721,7.20109312133,7.20109312133,6.23926344035663,7.05786064835663,7.20109312125,7.20109312132,7.20109312132,7.02687707018,7.20109312125,7.20109312105,6.17765764671,7.20109312096,7.20109312096,6.40489268346,7.20109312126,7.20109312126,6.65184967493,7.20109312135,6.7318015569,7.20109312135,7.20109312137,7.20109312137,7.20109312136,7.20109312125,7.20109312125,7.20109312126,7.20109312126,7.20109312126,6.33770766466,7.16367820676,7.20109312136,7.20109312116
"t63",1.92477310729,1.37519365373,1.37519365373,0.97451480133,1.05956570653,0,0.70996716838,0.70996716838,1.00159993745,1.00159993745,1.00159993745,1.73408576833,3.23748356759,4.06691764219,4.00502956229,4.06691764219,5.57240704269,5.57240704269,5.5724070425,5.5724070425,5.57240704254,5.57240704254,5.57240704255,5.57240704265,4.38544556139,5.57240704279,5.57240704279,5.57240704279,5.57240704279,5.00825211961,7.20109312089,7.20109312089,5.82589416909,6.38935765491,7.201093121247,7.201093121247,7.201093121247,7.20109312121,7.13099766261,7.15919382591,6.58626129611,6.56615351529,7.20109312128,7.20109312128,7.2010931212,7.2010931212,7.2010931212,7.14582397176,7.20109312116,7.2010931212,7.2010931212,7.2010931212,7.20109312129,7.20109312139,7.20109312135,7.20109312135,7.20109312139,7.20109312144,7.20109312144,6.73067824837,6.5785263073,7.20109312129,7.20109312125,7.2010931213,7.2010931213,7.20109312124,7.20109312129,7.20109312129,7.20109312129,7.20109312129,6.77499111829,6.26521353605,7.03076795019,7.201093121271,7.201093121271,7.201093121271,7.040132305561,6.418722144861,7.201093121251,7.201093121251,6.461799620451,7.201093121671,5.975018388,7.2010931211,7.2010931209,7.2010931209,7.201093121,7.201093121,7.2010931209,7.2010931213,7.2010931212,7.2010931212,7.2010931212,7.2010931212,7.20109312124,7.20109312124,7.201093121262,6.757971757662,6.91169616714,7.20109312126,7.20109312126,6.23926344028663,7.05786064828663,7.20109312118,7.20109312125,7.20109312125,7.02687707011,7.20109312118,7.20109312098,6.17765764664,7.20109312089,7.20109312089,6.40489268339,7.20109312119,7.20109312119,6.65184967486,7.20109312128,6.73180155683,7.20109312128,7.2010931213,7.2010931213,7.20109312129,7.20109312118,7.20109312118,7.20109312119,7.20109312119,7.20109312119,6.33770766459,7.16367820669,7.20109312129,7.20109312109
"t86",1.92477310727,1.37519365371,1.37519365371,0.97451480131,1.05956570651,0.70996716838,0,0.546224913,1.00159993743,1.00159993743,1.00159993743,1.73408576831,3.23748356757,4.06691764217,4.00502956227,4.06691764217,5.57240704267,5.57240704267,5.57240704248,5.57240704248,5.57240704252,5.57240704252,5.57240704253,5.57240704263,4.38544556137,5.57240704277,5.57240704277,5.57240704277,5.57240704277,5.00825211959,7.20109312087,7.20109312087,5.82589416907,6.38935765489,7.201093121227,7.201093121227,7.201093121227,7.20109312119,7.13099766259,7.15919382589,6.58626129609,6.56615351527,7.20109312126,7.20109312126,7.20109312118,7.20109312118,7.20109312118,7.14582397174,7.20109312114,7.20109312118,7.20109312118,7.20109312118,7.20109312127,7.20109312137,7.20109312133,7.20109312133,7.20109312137,7.20109312142,7.20109312142,6.73067824835,6.57852630728,7.20109312127,7.20109312123,7.20109312128,7.20109312128,7.20109312122,7.20109312127,7.20109312127,7.20109312127,7.20109312127,6.77499111827,6.26521353603,7.03076795017,7.201093121251,7.201093121251,7.201093121251,7.040132305541,6.418722144841,7.201093121231,7.201093121231,6.461799620431,7.201093121651,5.97501838798,7.20109312108,7.20109312088,7.20109312088,7.20109312098,7.20109312098,7.20109312088,7.20109312128,7.20109312118,7.20109312118,7.20109312118,7.20109312118,7.20109312122,7.20109312122,7.201093121242,6.757971757642,6.91169616712,7.20109312124,7.20109312124,6.23926344026663,7.05786064826663,7.20109312116,7.20109312123,7.20109312123,7.02687707009,7.20109312116,7.20109312096,6.17765764662,7.20109312087,7.20109312087,6.40489268337,7.20109312117,7.20109312117,6.65184967484,7.20109312126,6.73180155681,7.20109312126,7.20109312128,7.20109312128,7.20109312127,7.20109312116,7.20109312116,7.20109312117,7.20109312117,7.20109312117,6.33770766457,7.16367820667,7.20109312127,7.20109312107
"t87",1.92477310727,1.37519365371,1.37519365371,0.97451480131,1.05956570651,0.70996716838,0.546224913,0,1.00159993743,1.00159993743,1.00159993743,1.73408576831,3.23748356757,4.06691764217,4.00502956227,4.06691764217,5.57240704267,5.57240704267,5.57240704248,5.57240704248,5.57240704252,5.57240704252,5.57240704253,5.57240704263,4.38544556137,5.57240704277,5.57240704277,5.57240704277,5.57240704277,5.00825211959,7.20109312087,7.20109312087,5.82589416907,6.38935765489,7.201093121227,7.201093121227,7.201093121227,7.20109312119,7.13099766259,7.15919382589,6.58626129609,6.56615351527,7.20109312126,7.20109312126,7.20109312118,7.20109312118,7.20109312118,7.14582397174,7.20109312114,7.20109312118,7.20109312118,7.20109312118,7.20109312127,7.20109312137,7.20109312133,7.20109312133,7.20109312137,7.20109312142,7.20109312142,6.73067824835,6.57852630728,7.20109312127,7.20109312123,7.20109312128,7.20109312128,7.20109312122,7.20109312127,7.20109312127,7.20109312127,7.20109312127,6.77499111827,6.26521353603,7.03076795017,7.201093121251,7.201093121251,7.201093121251,7.040132305541,6.418722144841,7.201093121231,7.201093121231,6.461799620431,7.201093121651,5.97501838798,7.20109312108,7.20109312088,7.20109312088,7.20109312098,7.20109312098,7.20109312088,7.20109312128,7.20109312118,7.20109312118,7.20109312118,7.20109312118,7.20109312122,7.20109312122,7.201093121242,6.757971757642,6.91169616712,7.20109312124,7.20109312124,6.23926344026663,7.05786064826663,7.20109312116,7.20109312123,7.20109312123,7.02687707009,7.20109312116,7.20109312096,6.17765764662,7.20109312087,7.20109312087,6.40489268337,7.20109312117,7.20109312117,6.65184967484,7.20109312126,6.73180155681,7.20109312126,7.20109312128,7.20109312128,7.20109312127,7.20109312116,7.20109312116,7.20109312117,7.20109312117,7.20109312117,6.33770766457,7.16367820667,7.20109312127,7.20109312107
"t52",1.92477310734,1.37519365378,1.37519365378,0.97451480138,1.05956570658,1.00159993745,1.00159993743,1.00159993743,0,0.8469060792,0.8469060792,1.73408576838,3.23748356764,4.06691764224,4.00502956234,4.06691764224,5.57240704274,5.57240704274,5.57240704255,5.57240704255,5.57240704259,5.57240704259,5.5724070426,5.5724070427,4.38544556144,5.57240704284,5.57240704284,5.57240704284,5.57240704284,5.00825211966,7.20109312094,7.20109312094,5.82589416914,6.38935765496,7.201093121297,7.201093121297,7.201093121297,7.20109312126,7.13099766266,7.15919382596,6.58626129616,6.56615351534,7.20109312133,7.20109312133,7.20109312125,7.20109312125,7.20109312125,7.14582397181,7.20109312121,7.20109312125,7.20109312125,7.20109312125,7.20109312134,7.20109312144,7.2010931214,7.2010931214,7.20109312144,7.20109312149,7.20109312149,6.73067824842,6.57852630735,7.20109312134,7.2010931213,7.20109312135,7.20109312135,7.20109312129,7.20109312134,7.20109312134,7.20109312134,7.20109312134,6.77499111834,6.2652135361,7.03076795024,7.201093121321,7.201093121321,7.201093121321,7.040132305611,6.418722144911,7.201093121301,7.201093121301,6.461799620501,7.201093121721,5.97501838805,7.20109312115,7.20109312095,7.20109312095,7.20109312105,7.20109312105,7.20109312095,7.20109312135,7.20109312125,7.20109312125,7.20109312125,7.20109312125,7.20109312129,7.20109312129,7.201093121312,6.757971757712,6.91169616719,7.20109312131,7.20109312131,6.23926344033663,7.05786064833663,7.20109312123,7.2010931213,7.2010931213,7.02687707016,7.20109312123,7.20109312103,6.17765764669,7.20109312094,7.20109312094,6.40489268344,7.20109312124,7.20109312124,6.65184967491,7.20109312133,6.73180155688,7.20109312133,7.20109312135,7.20109312135,7.20109312134,7.20109312123,7.20109312123,7.20109312124,7.20109312124,7.20109312124,6.33770766464,7.16367820674,7.20109312134,7.20109312114
"t90",1.92477310734,1.37519365378,1.37519365378,0.97451480138,1.05956570658,1.00159993745,1.00159993743,1.00159993743,0.8469060792,0,0.5166977034,1.73408576838,3.23748356764,4.06691764224,4.00502956234,4.06691764224,5.57240704274,5.57240704274,5.57240704255,5.57240704255,5.57240704259,5.57240704259,5.5724070426,5.5724070427,4.38544556144,5.57240704284,5.57240704284,5.57240704284,5.57240704284,5.00825211966,7.20109312094,7.20109312094,5.82589416914,6.38935765496,7.201093121297,7.201093121297,7.201093121297,7.20109312126,7.13099766266,7.15919382596,6.58626129616,6.56615351534,7.20109312133,7.20109312133,7.20109312125,7.20109312125,7.20109312125,7.14582397181,7.20109312121,7.20109312125,7.20109312125,7.20109312125,7.20109312134,7.20109312144,7.2010931214,7.2010931214,7.20109312144,7.20109312149,7.20109312149,6.73067824842,6.57852630735,7.20109312134,7.2010931213,7.20109312135,7.20109312135,7.20109312129,7.20109312134,7.20109312134,7.20109312134,7.20109312134,6.77499111834,6.2652135361,7.03076795024,7.201093121321,7.201093121321,7.201093121321,7.040132305611,6.418722144911,7.201093121301,7.201093121301,6.461799620501,7.201093121721,5.97501838805,7.20109312115,7.20109312095,7.20109312095,7.20109312105,7.20109312105,7.20109312095,7.20109312135,7.20109312125,7.20109312125,7.20109312125,7.20109312125,7.20109312129,7.20109312129,7.201093121312,6.757971757712,6.91169616719,7.20109312131,7.20109312131,6.23926344033663,7.05786064833663,7.20109312123,7.2010931213,7.2010931213,7.02687707016,7.20109312123,7.20109312103,6.17765764669,7.20109312094,7.20109312094,6.40489268344,7.20109312124,7.20109312124,6.65184967491,7.20109312133,6.73180155688,7.20109312133,7.20109312135,7.20109312135,7.20109312134,7.20109312123,7.20109312123,7.20109312124,7.20109312124,7.20109312124,6.33770766464,7.16367820674,7.20109312134,7.20109312114
