"accepted_species","traits"
"t14",0
"t19",0
"t22",1
"t24",1
"t25",0
"t26",1
"t27",0
"t30",1
"t31",1
"t32",1
"t33",0
"t34",1
"t36",0
"t38",NA
"t39",NA
"t41",1
"t42",1
"t44",0
"t45",1
"t46",0
"t47",1
"t49",1
"t50",0
"t51",1
"t52",1
"t54",1
"t55",1
"t56",NA
"t57",0
"t58",0
"t59",0
"t60",1
"t61",0
"t62",1
"t63",1
"t64",0
"t67",1
"t69",0
"t70",NA
"t71",NA
"t73",1
"t74",1
"t76",0
"t77",1
"t78",NA
"t79",1
"t80",1
"t81",0
"t82",0
"t83",1
"t84",1
"t85",NA
"t86",0
"t87",0
"t88",0
"t89",0
"t90",1
"t91",0
"t92",1
"t93",1
"t94",0
"t95",1
"t96",0
"t97",1
"t98",0
"t99",0
"t100",1
"t101",1
"t102",0
"t103",1
"t104",1
"t105",1
"t106",0
"t107",NA
"t108",NA
"t109",1
"t110",1
"t111",0
"t112",0
"t113",NA
"t114",0
"t115",1
"t116",0
"t117",1
"t118",0
"t119",0
"t120",0
"t121",1
"t122",1
"t123",1
"t124",0
"t125",1
"t126",0
"t127",0
"t128",1
"t129",1
"t130",0
"t131",0
"t132",1
"t133",1
