,0,1,2,3,4,5,6,7,8,9,10,11
t2,7.248813,25.565798,-0.8466892,3.4229178,-1.8827752,12.136722,14.402516,-0.30161667,-1.6450846,31.5362,8.104694,12.049273
t4,8.100425,19.290426,-0.6230681,5.1325274,-1.3648607,13.426128,6.8342357,-0.1122612,-1.3704337,22.857273,4.374844,12.897192
t35,14.634824,30.043886,-1.2083924,7.0857453,-1.4223775,23.33461,3.6067464,-0.42633793,-2.0919368,30.41208,-0.057259478,24.281914
t57,14.823466,30.230505,-1.2061794,6.9141455,-1.4279467,23.2606,3.7027624,-0.36972114,-2.1372137,30.461437,-0.080305874,24.269522
t58,14.3865595,29.285498,-1.1470729,6.864519,-1.3510098,22.614082,3.1672456,-0.3649209,-2.0670593,29.098494,-0.087664045,23.655466
t30,14.8822,30.298857,-1.2354431,6.9887133,-1.4842849,23.359694,3.776201,-0.38455972,-2.1341178,30.551437,0.14361946,24.216085
t62,14.757742,30.388906,-1.2640907,7.128945,-1.428977,23.5744,3.4244459,-0.46267748,-2.1123533,30.47008,-0.09373323,24.446451
t63,14.689802,30.437449,-1.2731588,7.104762,-1.4174888,23.538654,3.4870222,-0.46463338,-2.1022563,30.426252,-0.12802812,24.425657
t52,14.504236,30.395372,-1.2166595,7.1231985,-1.3918074,23.452084,3.4460733,-0.478623,-2.0897439,30.518185,-0.11801549,24.617582
t18,14.425393,29.436117,-1.2562655,7.083199,-1.4869701,23.11456,3.634876,-0.4250191,-2.0391862,29.794323,-0.021885982,23.540104
t22,14.548154,29.707998,-1.3066188,7.2606277,-1.6040566,22.846462,4.442144,-0.4576722,-2.0827243,31.143368,1.3332809,22.871763
t50,14.15866,28.22984,-1.1725302,7.0422783,-1.4515692,22.291344,3.823116,-0.40648213,-2.0537124,29.586128,0.46192116,22.67386
t51,14.588683,29.724962,-1.2085685,7.430566,-1.5703765,22.953056,4.7719646,-0.399197,-2.1763659,31.392384,0.83535093,23.253645
t19,13.510826,26.056463,-0.8965892,6.296007,-1.1049191,20.22897,1.5137117,-0.27039662,-1.88545,25.080275,-0.11375524,21.195242
t45,15.572278,30.869755,-1.1533283,6.632394,-1.314616,22.754871,2.8974988,-0.470553,-2.0803998,29.866072,-0.04765636,24.105593
t83,15.963162,31.098911,-1.147783,6.756304,-1.3297784,22.911816,2.5934274,-0.44419214,-2.1055365,29.67952,-0.04346954,24.19182
t105,15.959064,31.219648,-1.1374971,6.72206,-1.3140459,22.896194,2.5933588,-0.45855626,-2.1073947,29.648718,-0.04620363,24.253805
t110,15.975627,31.218239,-1.1401445,6.722275,-1.313812,22.91399,2.5838068,-0.46126184,-2.1077113,29.670506,-0.048632447,24.252777
t111,15.9455,31.21253,-1.1324396,6.717802,-1.3111795,22.894787,2.5864484,-0.46273872,-2.1063664,29.679274,-0.045211617,24.270477
t115,15.956077,31.041351,-1.1600766,6.7724295,-1.3329327,22.903168,2.60515,-0.44763717,-2.101285,29.627693,-0.053358663,24.114496
t116,15.962856,31.04201,-1.160551,6.769375,-1.333136,22.903465,2.6012666,-0.44758263,-2.1021562,29.633997,-0.052253164,24.11247
t36,15.780528,30.848333,-1.1953161,6.8003097,-1.3200368,22.777328,2.8049448,-0.45450458,-2.0959642,29.975122,-0.036335196,24.10689
t31,15.459346,30.283367,-1.1569948,6.7841835,-1.4167366,23.666885,2.220966,-0.25066367,-2.2557585,29.642319,-0.024197878,24.554506
t32,15.665397,30.266356,-1.1850122,6.50979,-1.4552962,23.622143,2.2482202,-0.18796568,-2.2781057,29.682608,-0.02086202,24.53703
t75,15.976111,30.162092,-1.2942866,6.7048664,-1.4707012,23.820711,2.5159528,-0.26817256,-2.250427,29.85343,-0.07785894,24.017939
t76,15.916413,30.239801,-1.2809365,6.604211,-1.4535748,23.772512,2.6774328,-0.27681,-2.2490876,29.98408,-0.07276002,24.006525
t118,15.863629,30.245296,-1.2829214,6.552525,-1.4398967,23.762562,2.5853975,-0.32081386,-2.241861,30.01097,-0.09031583,24.059366
