"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126"
"t97",0.103077772288701,-0.00848170645793896,0.0289595066713187,0.0160921362994052,-0.0166238731820815,0.237408198975093,0.0624346639655306,-0.000334281991367835,-0.129470972499771,-0.0027915309088773,-0.00593394898675893,-0.0256920098929583,-0.000876245353668868,0.00454952973360334,-0.00189897203125876,0.00203302373822863,-0.486820945296481,-0.0109465583947009,0.00226298273162818,-5.23249597964306e-05,-0.000167150320823959,-0.00106145104015444,-0.00848110278820445,-0.0138799494166024,-0.00141917471223471,7.17338936474612e-05,0.0686547258895094,-0.00604067700147883,1.81054184100141e-06,-9.41807131870634e-07,-0.00177842580904731,-0.00424870894536382,0.00837338260313627,2.36549438973645e-05,-2.18672705721949e-06,-1.50696691658952e-06,-0.00117102336994626,0.000162358872056939,2.24789696525919e-05,-3.59942597160968e-05,-0.00286048751414286,-3.02447789518901e-06,7.19978332501179e-06,5.95555568922638e-06,-5.23955880486886e-06,1.15505174878634e-05,-0.00832386581193286,2.59557932409105e-17,1.35002562411845e-05,0.00107397344682188,1.83339138277263e-07,-7.98426834678249e-05,-7.76257576894813e-08,2.03369609752123e-07,-0.00971983822850827,0.000108652176042116,-3.51235982359279e-05,3.04566771771341e-05,0.000617627265129077,-4.01962230049661e-06,-2.42005029685588e-16,-4.12621936139754e-06,9.36678014105833e-06,1.77111944998554e-05,-2.59661605259183e-16,-0.0188143761534735,-0.000200201015012741,-1.66146483382971e-07,-0.00151271581559206,2.39633797113136e-16,0.000350003390061791,-0.00191400678035446,-6.91062644684682e-06,-1.78903877351226e-08,-8.50118001773277e-06,-7.86365570305083e-16,0.001684497052873,-3.97304546299383e-07,1.10360189239922e-08,-1.25932112684871e-09,-7.93289770062814e-10,-1.94964754998862e-08,1.17082776269478e-06,0.399412625364008,0.0015005811198569,-5.54857907767162e-14,1.75899704212437e-17,1.45943996122976e-08,1.62818985326725e-05,1.1082447258128e-15,-1.33760823530391e-08,-4.23728184502421e-08,0.000145811851347626,1.91087906951486e-05,1.85707468505876e-08,5.87820107117256e-15,-2.14811397673627e-07,5.82312056414108e-06,-1.79559634017498e-15,2.72782934206615e-16,1.68006216232373e-15,1.22076200886174e-15,1.0067221187488e-06,4.63686627888779e-15,2.20751906883154e-15,-2.50377497832188e-15,1.17073191338764e-12,-0.707106781186545,9.54867915227955e-06,-2.4340082722579e-16,1.88605471935336e-15,1.0289670635672e-14,-3.93375916449225e-09,2.91081687206664e-11,-2.5581002121946e-09,-6.7804813132518e-16,7.77913129762505e-16,6.93352097726867e-16,-6.92582619391936e-16,-2.97431791903878e-15,5.04451114274961e-11,-3.61700978187838e-15,-8.28415446652386e-16,-2.71591475149638e-15,-1.38034363229779e-14,2.03800109688967e-14
"t67",0.102931451571765,-0.00845135521718939,0.0288293130533784,0.0159711036289566,-0.0164266290530303,0.234434641321787,0.0615994062624172,-0.000329600313015541,-0.12764520834378,-0.00273553512704929,-0.00581329538961676,-0.0251238517158258,-0.000856083731646062,0.00444310569703488,-0.00183625863509883,0.00196339398452386,-0.468158561080221,-0.0105042887003048,0.00216805442621987,-4.96568320690965e-05,-0.000158625124008725,-0.000996645051056566,-0.00795463216586943,-0.0129889253726102,-0.00131664267501742,6.59568689141166e-05,0.0619341867475263,-0.00542350458370099,1.61888483246825e-06,-8.363420848092e-07,-0.0015721710907755,-0.00373458106318264,0.00732056057985462,2.06039044995734e-05,-1.90077213829166e-06,-1.30137284633496e-06,-0.000988872746759559,0.000136654802758194,1.88781406634562e-05,-3.02166670456727e-05,-0.00240127784978607,-2.51925176726442e-06,5.97093995799761e-06,4.92819263350237e-06,-4.27881749322609e-06,9.3923627852504e-06,-0.00672525611080641,2.01842867550595e-16,1.07134088961893e-05,0.000847518331417855,1.41689501503097e-07,-6.0680800434377e-05,-5.5779560550328e-08,1.45445625606316e-07,-0.00684838442435083,7.42994573427478e-05,-2.36425731272005e-05,1.72740934845448e-05,0.000346185769372322,-2.04743098446817e-06,3.6136610986497e-16,-1.77926983831465e-06,3.98398976928101e-06,7.20131279538495e-06,2.72185422008475e-16,-0.00574683435376534,-5.91932498599891e-05,-4.32324398904654e-08,-0.000291736898467405,1.094984826783e-15,5.03936766126941e-05,-0.000257956359957325,-6.83639746418621e-07,-1.52634864432947e-09,-7.02558630800033e-07,2.12818387139179e-15,2.62207273048127e-05,1.33017019604686e-07,-4.89979919890404e-09,1.20900083674967e-09,8.56427991640826e-10,3.24164999562508e-08,-2.41200030109916e-06,-0.825076419327246,-0.00372976249241216,1.15300254922416e-13,1.33925792122338e-15,-2.86956292337774e-07,0.000146046305262618,-2.87074431085994e-16,-7.88115182273035e-08,-2.29919440676976e-07,0.000706347330096104,5.93873450967022e-05,5.34574586444253e-08,9.57540353205833e-18,-5.81524534110726e-07,1.57423953713156e-05,-4.80871922310418e-16,2.37340765571006e-16,-2.17519609917378e-16,-8.39815051312663e-16,2.24592584066036e-06,-1.10246614059989e-15,1.81906599362132e-16,-4.31932745455109e-17,-2.85625040935413e-16,-3.96353251838196e-15,1.90066180417718e-05,-9.55880942627106e-16,7.94315056140515e-16,-1.15183815103661e-16,-7.12594646342771e-09,5.09372281254173e-11,-4.40526760572799e-09,-8.11874115728144e-16,-5.33200617382145e-17,4.51708698792178e-16,-1.01124107479026e-15,-2.70772874903298e-15,8.05556468196988e-11,-6.20362988519388e-15,-1.35251940997874e-15,-2.3316986036214e-15,-1.39371548824343e-14,1.97541189100133e-14
"t41",0.10356832327836,-0.00858878453843832,0.0294293949876959,0.016565493011745,-0.0175048061156125,0.250989409234578,0.0663655853801634,-0.000356823427482085,-0.138293172268725,-0.00314289310527651,-0.0067020351316855,-0.0296941543935283,-0.00102648480437354,0.00536296071464359,-0.00359632818692411,0.00501474870343461,0.234300820587947,-0.00268861005820689,0.0010099011358618,-4.14578121982464e-05,-0.000132467656145578,-0.000959714068672644,-0.00773713578444243,-0.012884372030803,-0.00139485780820712,7.42427948399133e-05,0.0703547585620455,-0.00370304387596748,8.03772699568364e-05,-2.68020192120547e-06,-0.00572592108704454,-0.0221746407522234,0.573888556677206,-0.00015081637029163,7.93057097784895e-06,1.78155005641981e-06,-0.00017992688519388,4.54232017165832e-05,1.9872444350918e-05,-0.000141827192807754,-0.0155318807312733,-7.46418345730219e-07,2.17465272399174e-06,1.92890876713725e-06,-2.18129423012826e-06,5.05706144317673e-06,-0.00387392755303431,-1.06099895646355e-16,7.05023462890741e-06,0.000575413754156175,1.05524600244613e-07,-4.78358975800975e-05,-5.05385319689287e-08,1.33068426906528e-07,-0.00645326437241036,7.39646051422333e-05,-2.4189739322503e-05,2.32632054090911e-05,0.000475120695002541,-3.29402991515609e-06,-2.90775969332909e-15,-3.94071564877092e-06,9.09346498278714e-06,1.82480042440183e-05,-0.707106781186547,-0.0455865478126486,-0.000622406351892936,1.37924533818316e-06,0.000699603670614099,6.78033002339388e-16,-3.46352070776264e-05,0.000116679642888396,-3.17262508848538e-07,-1.3390766934254e-09,-6.80045735632973e-07,-2.30142821391636e-16,0.000286345453442538,-1.06336737560743e-07,2.91732543699665e-09,-2.55428321618743e-10,-1.45687012580169e-10,-1.56003894901508e-09,4.96500555609064e-09,0.00125691723128906,-0.000118840836103148,1.33274814261695e-15,-2.52324437693434e-16,-5.3235573568703e-08,3.84580113991776e-05,9.32511174497643e-17,-2.30566081696149e-08,-6.89729046441225e-08,0.000219940141469139,2.21381816466245e-05,2.06845939525885e-08,-3.44023661819716e-16,-2.32177849160211e-07,6.2897640903877e-06,-3.23320918858938e-16,-7.43234134214194e-17,8.65967867853032e-17,-5.98593198636595e-16,9.98988313978039e-07,-2.32750451450408e-16,-2.51139765113898e-16,7.67420631753839e-16,1.76039189143078e-16,5.3082783516393e-16,9.07550403623037e-06,-3.62601132461108e-16,7.07914154337129e-16,-4.56005761887744e-16,-3.62472478149585e-09,2.6552967958952e-11,-2.32271959846674e-09,-9.38515237525392e-16,5.8337593698096e-16,6.46393300156019e-16,-8.42430338537979e-16,-3.82093728123726e-15,4.49242905295682e-11,-4.02490812522924e-15,-1.44664067925495e-15,-2.58890071882657e-15,-1.34803429066266e-14,1.97987953983523e-14
"t42",0.10356832327836,-0.00858878453843834,0.0294293949876959,0.016565493011745,-0.0175048061156127,0.250989409234578,0.0663655853801634,-0.000356823427482053,-0.138293172268724,-0.00314289310527655,-0.00670203513168547,-0.0296941543935283,-0.00102648480437364,0.00536296071464352,-0.00359632818692427,0.00501474870343432,0.234300820587947,-0.00268861005820704,0.00100990113586179,-4.14578121982662e-05,-0.000132467656145648,-0.000959714068672754,-0.00773713578444251,-0.0128843720308033,-0.00139485780820709,7.42427948400493e-05,0.0703547585620457,-0.00370304387596788,8.03772699567535e-05,-2.68020192141223e-06,-0.00572592108704451,-0.0221746407522232,0.573888556677206,-0.000150816370292127,7.93057097799033e-06,1.78155005612653e-06,-0.000179926885193914,4.54232017165504e-05,1.98724443510048e-05,-0.000141827192807405,-0.0155318807312739,-7.46418347238507e-07,2.17465272396838e-06,1.92890876763907e-06,-2.18129423036794e-06,5.05706144391296e-06,-0.00387392755303466,-2.21713385581472e-16,7.05023462910146e-06,0.000575413754155877,1.05524598909741e-07,-4.78358975794851e-05,-5.05385298399906e-08,1.33068426143249e-07,-0.00645326437240974,7.39646051382227e-05,-2.41897393213253e-05,2.32632054146509e-05,0.000475120695001521,-3.29402991427474e-06,3.14713698717981e-15,-3.94071567724414e-06,9.0934649787264e-06,1.82480042431283e-05,0.707106781186548,-0.0455865478126555,-0.000622406351899179,1.37924532617648e-06,0.000699603670587788,-1.15383498843225e-15,-3.46352070828269e-05,0.000116679642897285,-3.17262512646282e-07,-1.33907740726284e-09,-6.80045737141803e-07,6.64974492211132e-16,0.000286345453438146,-1.06336736673825e-07,2.91732538805847e-09,-2.55434309527581e-10,-1.456854749998e-10,-1.56003869051418e-09,4.96500584597242e-09,0.00125691723128964,-0.000118840836102959,-1.99792093125851e-15,9.11519686686122e-18,-5.32355693483376e-08,3.84580113990912e-05,3.95093002222322e-16,-2.30566080883608e-08,-6.8972904809382e-08,0.000219940141468466,2.21381816432938e-05,2.06845933797875e-08,-1.3238739774924e-16,-2.32177848835831e-07,6.28976409078123e-06,-2.60870873724303e-16,1.47721192139765e-16,2.09705151135456e-18,-1.4062626341811e-16,9.98988313083923e-07,-2.04994893941126e-16,1.85747045966801e-16,-5.37091422181742e-16,-1.15394354926092e-16,3.06901357474682e-16,9.07550403702108e-06,-4.10573510160119e-16,1.01322720717579e-15,-1.81233672719632e-16,-3.62472459232152e-09,2.65527623371392e-11,-2.32271956267096e-09,-8.45980736511165e-16,4.5858635980609e-16,6.27311341920197e-16,-9.34979803960892e-16,-3.42455296697707e-15,4.49244006720508e-11,-4.18623740849244e-15,-1.58541853887234e-15,-2.60017642404393e-15,-1.3391672821804e-14,1.97431593195855e-14
"t103",0.103980140789924,-0.00867673457064061,0.0298115081744096,0.0169366605687115,-0.0181528406093025,0.260869038326088,0.0691822098123993,-0.000372788178820641,-0.144529967008542,-0.00335888909324762,-0.0071704503358825,-0.0320006986324749,-0.00111036659560022,0.00581063606484356,-0.0040779971453537,0.00572359115798567,0.273691197978765,-0.00318057602951407,0.00120657404011326,-5.29589396223695e-05,-0.000169233100467473,-0.00135388621878258,-0.0110475727498884,-0.0188919242525557,-0.00231479487536489,0.000148428897308479,0.41533059627718,-0.0792334560421609,-0.00100058083433035,7.57327953359308e-06,0.00963661388701803,0.021953830318058,-0.359355161547824,6.85841448443136e-05,-2.99670008106767e-06,-3.3782097538012e-07,-2.57087861154109e-05,7.80223961950444e-06,3.76944125143712e-06,-2.73300525135585e-05,-0.00299599836932737,-1.83875661741531e-07,5.90755235751453e-07,5.46612370304697e-07,-7.4593637078054e-07,1.80800665617911e-06,-0.00146624927772222,1.37246946898913e-16,2.99897479768812e-06,0.000251616315731824,4.99959532149918e-08,-2.37431899347041e-05,-2.7644910513328e-08,7.3204606137268e-08,-0.0036084785445674,4.24750430647377e-05,-1.40530185704874e-05,1.45091360856256e-05,0.000297178792908193,-2.09878619361481e-06,2.0706319214807e-16,-2.56154421852462e-06,5.9181690698462e-06,1.19200266895805e-05,-2.053391437101e-16,-0.0302506143874261,-0.00041352889300823,9.20170490935587e-07,0.0004698659410921,-4.7114526776015e-16,-2.33564372095361e-05,7.87391361650285e-05,-2.14654114693083e-07,-9.06831355020696e-10,-4.60612744966615e-07,2.65304519360756e-16,0.000194743890528569,-7.33385124024463e-08,2.01775036273461e-09,-1.78240119568296e-10,-1.01798931228623e-10,-1.0954292487881e-09,3.4940608314036e-09,0.000884563714769786,-8.37827053931322e-05,1.35994934785398e-15,8.08280601069013e-17,-3.79210423134759e-08,2.75913497738867e-05,-2.57938026979159e-16,-1.65939317316849e-08,-4.96821812654959e-08,0.000158638289684208,1.60983832173892e-05,1.50734518518979e-08,1.44497396746097e-15,-1.6952345024626e-07,4.59265010402829e-06,4.9621474324637e-16,5.73418943458616e-16,-2.09465047477123e-15,1.63219159297109e-16,7.35244145729453e-07,1.50371807626056e-15,-2.41189720152792e-15,5.00719382120365e-16,-2.9350226816567e-15,1.13063239812238e-14,6.7237855416273e-06,-9.97560724117805e-15,-1.0224338720139e-14,0.707106781186547,-2.70466025359008e-09,1.98844350675692e-11,-1.74130470395154e-09,-1.46085696525165e-15,3.98218208087672e-16,-1.1669698405296e-15,7.22150920198045e-16,8.25477671148905e-17,3.39515044205259e-11,-3.34941032186872e-15,5.09157239629234e-16,-2.52390449720521e-15,-1.50847427669988e-14,1.88784734582089e-14
"t104",0.103980140789924,-0.00867673457064063,0.0298115081744096,0.0169366605687115,-0.0181528406093026,0.260869038326088,0.0691822098123993,-0.000372788178820667,-0.144529967008542,-0.0033588890932476,-0.00717045033588244,-0.0320006986324749,-0.00111036659560022,0.00581063606484341,-0.00407799714535364,0.00572359115798563,0.273691197978765,-0.00318057602951411,0.00120657404011342,-5.29589396222311e-05,-0.000169233100467563,-0.00135388621878262,-0.0110475727498883,-0.018891924252556,-0.00231479487536469,0.000148428897308454,0.41533059627718,-0.0792334560421612,-0.00100058083433026,7.57327953364089e-06,0.00963661388701807,0.021953830318058,-0.359355161547825,6.85841448444628e-05,-2.99670008116395e-06,-3.37820975231584e-07,-2.57087861155885e-05,7.8022396192684e-06,3.76944125157373e-06,-2.73300525133011e-05,-0.00299599836932697,-1.83875661652057e-07,5.90755235955066e-07,5.46612370304372e-07,-7.45936370698677e-07,1.80800665675488e-06,-0.00146624927772224,2.13136174114092e-16,2.99897479782078e-06,0.00025161631573183,4.99959530432482e-08,-2.3743189934816e-05,-2.76449101645508e-08,7.32046062621656e-08,-0.00360847854456732,4.24750430642043e-05,-1.40530185702583e-05,1.45091360865348e-05,0.000297178792908002,-2.09878619373829e-06,-1.93819622887659e-16,-2.56154422008563e-06,5.91816906940842e-06,1.19200266895798e-05,-2.13238335486107e-16,-0.0302506143874252,-0.000413528893009858,9.2017048981745e-07,0.000469865941093786,2.92110936911306e-16,-2.33564372087591e-05,7.87391361641368e-05,-2.14654114245958e-07,-9.06832084228819e-10,-4.606127442299e-07,1.26526644694696e-16,0.000194743890529539,-7.33385122563636e-08,2.01774991304821e-09,-1.78236513710076e-10,-1.01798936699185e-10,-1.09542868633112e-09,3.49406171502159e-09,0.000884563714769693,-8.37827053932705e-05,-1.15366496883642e-15,-2.9043012379552e-16,-3.79210500683674e-08,2.75913497751475e-05,4.49829143806607e-16,-1.65939323825484e-08,-4.96821849596505e-08,0.000158638289683978,1.60983832220348e-05,1.50734473136512e-08,-9.5111283373075e-16,-1.69523448014119e-07,4.59265010685736e-06,-1.23850873271997e-15,-1.48224763500517e-16,1.84742082455455e-15,-8.90114272447692e-16,7.35244142492674e-07,-1.81195802251664e-15,2.4672023813603e-15,-6.65014793723721e-16,3.28483037602189e-15,-1.00339290161446e-14,6.72378555429048e-06,9.17345995684609e-15,1.19833893651091e-14,-0.707106781186547,-2.70468645397657e-09,1.98690442494685e-11,-1.74129643221598e-09,-6.10005732468007e-16,8.40227893915733e-16,2.22961872543295e-15,-2.55694859291265e-15,-6.02714831527579e-15,3.39556456196853e-11,-5.48658964430893e-15,-3.18235381459225e-15,-2.55166058985857e-15,-1.17681883458016e-14,2.08441892589755e-14
"t28",0.101949329606932,-0.00824720692406814,0.027953120499269,0.0151565608046367,-0.0151085598241778,0.21460619917954,0.0560479466624501,-0.000298572417877511,-0.115550657541628,-0.00238519716424443,-0.00506189221271209,-0.0217150422594514,-0.000738094859477142,0.00382792076707566,-0.00205780485651563,0.00277227406786224,0.11375705641442,-0.00120919513091279,0.000426354029769305,-1.01062964850005e-05,-3.2258587056022e-05,2.78089744485635e-06,0.000247253462066139,0.00122785995922983,0.00053769625967004,-6.1204776613202e-05,-0.32718660398426,0.0684201908275087,0.000912305728880979,-6.98613332778561e-06,-0.00807515005873602,-0.0111757953816682,-0.107584046919809,0.000102180438467546,-7.73743239980765e-06,-3.97295318469961e-06,-0.00261542117597111,0.000493612228374111,0.000235877351636547,-0.00182260993642732,-0.200908078484689,-1.96203758609417e-06,5.60144023386834e-06,4.75275160522658e-06,-3.95400628945969e-06,8.32967257350292e-06,-0.0055462344202359,-1.21223275442522e-16,6.82848595368456e-06,0.00048970948100183,5.01655318346751e-08,-1.04732334050205e-05,2.62752891185664e-08,-7.69469645868432e-08,0.00490920421326677,-8.30060629014046e-05,3.17603349035634e-05,-8.23114217333827e-05,-0.00176180676652203,1.71010167413157e-05,1.60818488868727e-15,3.29084344702717e-05,-7.86757958454975e-05,-0.000176853141143356,3.80643390669451e-15,0.858668078219262,0.0126133624703293,-3.73474195037744e-05,-0.0401800677356181,1.01292660897382e-14,0.00598578733397494,-0.0307941146874733,-9.1070539730033e-05,-2.2123751944145e-07,-0.000103887219909565,9.59712776019202e-17,0.0160722627971108,-1.93165736787559e-06,4.67647947053211e-08,-3.012193747545e-09,-1.65094667759339e-09,-1.55543190332938e-08,4.6968595247505e-08,0.0118829149317014,-0.00107977138862612,-4.76787360621316e-15,-9.35886965827266e-16,-3.94990192867205e-07,0.000253808034359574,2.12990496759304e-16,-1.45182939577938e-07,-4.29031208895601e-07,0.00134239492346976,0.00012137834370813,1.10496419691807e-07,1.97284966171325e-15,-1.21201935632886e-06,3.28162404622944e-05,-5.86925348703241e-16,-5.96325644591366e-17,2.7817354375119e-16,-3.53171186309611e-16,4.77200548947353e-06,-8.69873969361417e-17,-2.56200939522325e-16,-1.73203446293191e-16,1.1787976477323e-16,4.17680676900098e-16,4.05270032964336e-05,-5.32341009315923e-16,1.05845669238794e-15,2.85831657021959e-16,-1.51320875462632e-08,1.07761927705049e-10,-9.30068075499206e-09,-8.84570227130504e-16,2.08925760973244e-16,5.69982987191455e-16,-8.99786608255762e-16,-2.10659792468974e-15,1.67630809118835e-10,-2.24932468748015e-15,-1.51129830162924e-15,-2.63465101789086e-15,-1.32739118786892e-14,1.97939775241727e-14
"t29",0.102526705903156,-0.00836597379693845,0.0284607327784447,0.0156227256013179,-0.0158549023177235,0.225827999349152,0.059189506118298,-0.000316138423919554,-0.122398532617471,-0.00259143732652864,-0.00550607176138015,-0.0238035538434964,-0.00081224510589103,0.00421954085686274,-0.00236811090339857,0.00320825822172475,0.134164738581858,-0.00144005621010767,0.000511490807565895,-1.26699267601623e-05,-4.04438654540509e-05,3.67009119425169e-06,0.000328068659774318,0.00164757896875759,0.000753831445181865,-8.9955830277842e-05,-0.535073892075531,0.115092133443131,0.00157337073833859,-1.25759368334769e-05,-0.0149636177714163,-0.0215056876696019,-0.214783708752022,0.000209386496795824,-1.60894999134305e-05,-8.6667266694167e-06,-0.00683840974292608,0.00132883500090311,0.000647958021548954,-0.0050247045302284,-0.554006601844323,-5.82590578460538e-06,1.73771102941402e-05,1.50840091359366e-05,-1.45401540562137e-05,3.22730770587055e-05,-0.0233616658522361,2.22076086198603e-16,3.7881289896135e-05,0.00301066121106095,5.12950559585566e-07,-0.000223717158951602,-2.22729181197905e-07,5.85324217109212e-07,-0.0282736931738385,0.000324004712190375,-0.00010629994648712,0.000114219050357145,0.00235795102528448,-1.79821794317438e-05,-8.36161692923874e-16,-2.60641792668384e-05,6.11766923833583e-05,0.00012996436127037,-2.23577654779701e-15,-0.486630146915532,-0.00699352535510643,1.91994591252334e-05,0.0181449112164122,-4.88784433660553e-15,-0.0024838945920142,0.01258614223888,3.51612659792602e-05,8.3658235493255e-08,3.91253244990023e-05,7.45666737998663e-16,-0.00549710459596425,4.46194784617108e-07,-9.80782179247025e-09,4.39800332897062e-10,2.25161513504108e-10,1.60373673613697e-09,-4.14949146230185e-09,-0.00104767560037743,8.26726479728069e-05,2.935192199093e-15,1.66277114358376e-16,4.39345358620798e-09,8.0669560775493e-06,2.37097950839157e-16,-7.27157352601172e-09,-2.35771131024202e-08,8.40216408687963e-05,1.30807569164362e-05,1.31753355725885e-08,-8.175719401384e-16,-1.57039651719874e-07,4.25994922735949e-06,-3.67546947520027e-16,2.32608614636983e-16,-1.74943618827203e-16,-3.49834435692426e-16,8.15051852476994e-07,-1.76573981781186e-16,6.83234067461193e-17,9.85383674970089e-17,1.55532327496937e-16,5.53309150532919e-16,8.25225954800623e-06,-5.23888487436852e-16,8.97475316249816e-16,-6.58964262583593e-16,-3.59696398054805e-09,2.71954716371707e-11,-2.41274131886621e-09,-6.70133642101744e-16,5.88520599447833e-16,6.20181500525408e-16,-1.00892113380021e-15,-4.03756481285355e-15,4.98692931935089e-11,-5.44639097430469e-15,-1.02568011663978e-15,-2.52697794568804e-15,-1.37211119433216e-14,1.97713053088463e-14
"t17",0.102322622916874,-0.00832389213619498,0.0282806867651352,0.0154567966548918,-0.0155878378104724,0.221809168445908,0.0580632141438452,-0.000309835729928428,-0.119941206707782,-0.00251684020389564,-0.0053453511166203,-0.02304596496876,-0.000785313454960751,0.00407722464404158,-0.00225366498194311,0.00304713499494287,0.126569885230454,-0.00135382150788103,0.000479598886889429,-1.16921837745087e-05,-3.73220043903301e-05,3.32298491645085e-06,0.000296439933924417,0.00148240553753162,0.000666801122235874,-7.80552822322975e-05,-0.442210394194576,0.0937330104360041,0.00126374561552468,-9.83916451870962e-06,-0.0114753209016467,-0.0160095722572088,-0.154493994895746,0.000146340877059311,-1.10415733303526e-05,-5.52041165785463e-06,-0.000104460284463748,-0.000594822065977122,-0.000782051255849293,0.00723870767825825,0.807492740177413,-1.56142638253895e-05,3.05872939325443e-05,2.37424847964676e-05,-1.69120185111786e-05,3.58083079910277e-05,-0.0245741884164809,2.47898433399533e-16,3.62769817271512e-05,0.00282431004783494,4.53136375025527e-07,-0.000190411128807012,-1.72127435239228e-07,4.49131890105047e-07,-0.0212246643350096,0.000233247396390844,-7.49074809266079e-05,6.46809464086936e-05,0.00131572737582307,-8.90299796201402e-06,-1.72426964880579e-16,-1.04462508484548e-05,2.40884662577199e-05,4.82643302673001e-05,-5.42339734113011e-17,-0.122289131129866,-0.00167663400933489,3.79939724967951e-06,0.00215199063756809,-6.73344390659161e-16,-0.000151952399320948,0.000633904960201473,2.91896541750698e-07,-6.40789166628415e-10,-4.22389998179452e-07,5.6132662005792e-16,0.000491518353870796,-2.22890063899461e-07,6.15293731064245e-09,-5.42048408448917e-10,-3.09127829979623e-10,-3.30406790214014e-09,1.05008549942533e-08,0.00265829603460522,-0.000251008828345557,-3.19421895296175e-16,8.2070466967502e-17,-1.11283673416692e-07,7.96761170905794e-05,8.68096014318583e-17,-4.75649686758545e-08,-1.42121655440875e-07,0.000452346596082122,4.49913108176818e-05,4.19009486437637e-08,-5.45903852066428e-16,-4.6891670768682e-07,1.27021783927563e-05,-4.01215702654171e-16,1.93355832502018e-16,6.38900659544441e-17,-4.05048656213878e-16,1.99223277438797e-06,-2.4003234323275e-16,-2.44041647641337e-16,2.32544908454673e-16,1.31691030914305e-16,6.38239032451012e-16,1.79033677678883e-05,-6.3826912374352e-16,7.79065748459546e-16,-4.08912286132574e-17,-7.06513958341482e-09,5.14762980527746e-11,-4.49100210025179e-09,-1.00657668711256e-15,5.25128865133642e-16,1.7542192496711e-16,-9.09175652785121e-16,-4.79862422268939e-15,8.56272125092293e-11,-4.25855955273884e-15,-1.04929093180906e-15,-2.5465602144058e-15,-1.33206727821819e-14,2.0023113893838e-14
"t65",0.0912855442006519,-0.00408668921981079,0.00267791460266177,-0.251977066204791,0.0327445929171915,-0.131857870916763,0.0216973308798754,-0.000246151882084483,-0.101595683392474,-0.00731068811422505,-0.00211338223827681,-0.12407623951627,-0.00807890187673007,0.0778860247552322,-0.000209066901945901,0.00216761237854621,0.000414707873529665,-0.000681750234331341,0.00114737907645377,-4.40833733913033e-05,-0.000140887007354739,-0.306861185301916,0.0106706872511398,1.05746087387697e-05,-0.00312537292336601,4.32307271434063e-05,0.00321084478414843,0.00675959297418483,0.000168481461193069,-2.22730176156817e-06,-0.0032338413520381,-0.00120968693746117,0.000232271945348957,5.53657762029651e-05,-4.92605598150799e-06,-3.49818774818114e-06,-0.0897090443576003,-0.0013001369786536,-8.37374266541933e-05,4.29205202151519e-05,0.000313829175022371,3.46013608235314e-06,-4.81039128272059e-06,-3.05069995708954e-06,1.00035615172529e-07,-1.72713813712102e-07,-2.93968591817557e-05,-8.24405316306884e-15,-0.516237949958613,0.000296692269686347,1.42904792548597e-07,-5.64658400654618e-05,-3.7795939933476e-08,8.9733193741391e-08,-0.00165550784712574,0.000323373140292662,-6.03637021163396e-06,2.82477812487734e-05,0.000569001838834805,-7.34703485902657e-07,2.40488472928808e-16,-3.32895939604816e-06,7.48464153631189e-06,1.36417383205123e-05,2.50170711898847e-17,-0.000750395239221815,6.84869192736963e-05,-1.04579782197943e-06,-0.00312770449317526,7.66375916703553e-16,0.00046620743465704,-0.00593584863347275,0.000351806728518413,6.59028934949339e-08,2.5347080406257e-05,1.83603207867907e-15,0.000108585911650026,-2.07446697137113e-07,5.61553546545702e-09,-4.73001772378041e-10,-2.68388720529547e-10,-2.7910622632665e-09,2.56342949704739e-09,6.17231140871666e-05,-0.000230118377151855,-1.40877701374012e-14,0.707106781186547,-1.06217474026768e-07,1.95519571390941e-05,-9.11341227610057e-16,-9.02480030432082e-08,-3.7046133053162e-07,0.0218753958151091,1.79068709170956e-05,1.9455261362817e-08,-2.83664415441835e-15,-2.36453617323978e-07,1.32195232524113e-06,-3.70128804461838e-16,1.07995039047402e-16,2.0867580256444e-15,1.8548642472637e-16,2.44530593726346e-07,-5.80420543786975e-16,-3.09631674611346e-16,3.58310075156509e-16,5.0924711093809e-16,1.38119913093946e-15,2.34004235502843e-06,-9.25877497110692e-16,7.46624159535097e-16,-4.50930377167863e-16,-4.52183236984336e-09,3.33157386033502e-11,-2.92067856466225e-09,-1.54713865713449e-15,4.5441312728152e-16,1.93407215198551e-15,-1.17777018265186e-15,-4.03282860087825e-15,5.69512045919705e-11,-4.46368847793015e-15,-1.44173697915046e-15,-3.26182365209356e-15,-1.3467220053816e-14,1.98738804076074e-14
