,0,1,2,3,4,5,6,7,8,9,10,11
t79,7.4270005,2.184289,12.965816,1.2158258,2.9607348,8.627596,6.7871866,6.1827545,9.714964,5.783703,1.5517622,4.581235
t80,7.487651,2.155174,13.07734,1.1624776,2.8345857,8.597824,6.684713,6.2007203,9.743304,5.750156,1.4541436,4.6545653
t14,7.447268,2.226718,13.0169,1.2290127,2.8721027,8.64875,6.7123117,6.262814,9.682837,5.769623,1.4871219,4.61357
t34,7.383442,2.0370886,13.035833,1.0185665,2.896541,8.7764435,6.451466,6.0871644,9.685032,5.9016843,1.5335447,4.591921
t61,7.2929783,2.0629568,12.956845,0.9831463,2.9769974,8.718752,6.448686,5.9952564,9.629664,5.841171,1.6048656,4.529762
t101,7.4246883,1.923974,13.002448,0.9324973,2.9874036,8.853659,6.5291305,5.9681773,9.763625,5.9925666,1.615992,4.539654
t102,7.403835,2.093312,12.993424,1.0625645,2.9693685,8.68974,6.6603193,6.0925922,9.696798,5.806469,1.5937122,4.5455446
t49,7.4828773,1.9961184,13.093976,1.0000588,2.901364,8.7908325,6.544384,6.06724,9.786789,5.947003,1.5495862,4.5878034
t84,7.3313084,1.9767586,12.952106,0.9660627,2.9683888,8.806915,6.472688,5.9871206,9.635994,5.907873,1.5921694,4.538769
t85,7.4964786,2.0558245,13.146088,1.0412213,2.8544254,8.739706,6.517275,6.120506,9.799474,5.9069185,1.493416,4.650001
t3,8.78513,5.5351686,3.0055668,5.162819,2.2859328,6.5446315,4.236571,6.4922285,8.437428,2.4821541,4.5213575,0.8857359
t27,8.495974,3.191581,6.536949,7.43643,6.033817,5.864624,6.825896,4.655405,8.557904,4.398027,3.4581845,0.2291256
t87,8.612201,3.1721206,6.4358463,7.358438,5.9772844,5.753616,6.8114405,4.731824,8.601214,4.4209704,3.5108504,0.3042762
t88,8.485057,3.2044868,6.5499225,7.446719,6.028757,5.861486,6.832348,4.655064,8.576917,4.4049935,3.4622197,0.22072056
t11,8.638443,3.1049728,6.3277426,7.3483787,6.011769,5.796226,6.7871866,4.7169294,8.675162,4.3670053,3.447853,0.37108055
t13,9.461626,2.632036,5.3262877,6.884397,5.8069773,5.477537,6.873809,4.884863,9.438381,4.593378,3.455818,1.3457564
t15,9.687074,2.4548392,5.0810685,6.8242087,5.7804832,5.4330115,6.9205923,4.913616,9.580327,4.6549444,3.4456394,1.5500225
t47,10.047757,2.1279516,4.715059,6.783064,5.8027215,5.4050565,7.0030117,4.9312167,9.803978,4.7746606,3.4447355,1.8431053
t48,10.03508,2.2056673,4.69099,6.6590166,5.7019625,5.5376225,7.032353,4.9061074,9.727419,4.6801467,3.3814583,1.9093151
t20,9.873961,2.3016322,4.8671284,6.765411,5.7569013,5.40566,6.957364,4.939625,9.703379,4.71382,3.4160988,1.7749909
t21,9.837454,2.3439052,4.907076,6.760628,5.7103224,5.418765,6.941947,4.9630976,9.657973,4.6889195,3.3844664,1.7241426
t33,10.00291,2.2774773,4.8108816,6.7826986,5.652482,5.356039,7.0764084,5.024641,9.806891,4.6757445,3.3395247,1.6446923
t37,10.019855,2.1864104,4.8059897,6.879,5.7500286,5.36549,6.992238,4.947114,9.728447,4.778126,3.4711826,1.5841248
t46,10.149634,2.0867257,4.7343135,6.953667,5.761836,5.314813,7.009982,4.9612947,9.780475,4.8247595,3.4924364,1.4476366
t90,10.131161,2.0067744,4.6937175,6.9776163,5.9092603,5.3796024,6.9068604,4.8561378,9.723985,4.9704633,3.610329,1.6102341
t91,10.204083,2.020004,4.6620207,6.9593515,5.8132997,5.309344,7.0141582,4.955328,9.836341,4.879725,3.4930472,1.5593877
t86,10.133193,2.0956674,4.7341003,6.8949094,5.7270575,5.368631,7.0123944,4.9493194,9.757548,4.7985253,3.4871264,1.4771453
t60,10.319044,1.9332653,4.5123353,6.5531225,5.8889356,5.4335227,7.228701,5.0753574,10.036262,4.680968,3.1385565,2.523558
t74,10.2847395,1.928499,4.445842,6.5718307,5.800176,5.5355587,7.19925,5.0471916,10.075212,4.747207,3.1639361,2.6667564
t124,10.280843,1.975289,4.531846,6.506095,5.8684425,5.4676,7.141385,5.0344806,10.113508,4.683672,3.2245305,2.6316862
t125,10.230442,2.0244763,4.484661,6.4956017,5.876214,5.532493,7.1666403,4.967402,10.050586,4.644191,3.1850998,2.685757
t98,10.09554,2.0779731,4.408157,6.5066376,5.6612773,5.6411066,7.06554,4.930466,9.831583,4.7766485,3.2844663,2.6131632
t99,10.158371,2.1551464,4.466698,6.4436846,5.757368,5.6949377,6.99706,4.883157,9.852269,4.7163653,3.3848112,2.597283
t100,10.111433,2.039456,4.350643,6.527748,5.7044992,5.588104,7.115791,4.8576894,9.7817745,4.7150836,3.2570217,2.5815964
t113,10.30678,1.8449465,4.325271,6.4456434,5.662399,5.68173,7.032813,4.9074883,10.0173235,4.8505907,3.3112078,2.8066301
t114,10.320075,1.8699409,4.2772775,6.471736,5.609407,5.7007594,7.1192746,4.9967065,9.988718,4.8880143,3.2249105,2.889054
t108,10.286452,1.8749827,4.338502,6.5288267,5.617208,5.63243,7.1761026,5.0098186,10.028701,4.8374724,3.173283,2.8825734
t109,10.297761,1.8629494,4.2975183,6.489553,5.5962186,5.685051,7.1213875,4.981088,10.012507,4.8730183,3.2207382,2.9064097
t96,8.865691,2.997267,5.7298446,6.442574,6.2405586,4.9906473,6.3928566,4.9349875,9.680778,4.685503,3.344938,1.605584
t97,8.80698,2.9120758,5.696183,6.4168324,6.196309,5.0680637,6.516995,5.0114565,9.709531,4.789147,3.2864199,1.6073165
t67,8.716731,2.9600194,5.7897058,6.405119,6.220603,5.106008,6.5466886,4.9987707,9.640878,4.8043365,3.2703888,1.5682198
t41,8.771499,3.0804272,5.8481264,6.4374037,6.259353,5.063241,6.4292903,4.9718,9.545271,4.6736965,3.3952186,1.3931252
t42,8.9143305,3.1162395,5.79586,6.3232164,6.182549,5.0376544,6.3767056,5.009735,9.5029545,4.6407895,3.479304,1.4864818
t103,8.787633,3.0961804,5.85773,6.5093083,6.2569838,5.061587,6.3483877,4.93656,9.565517,4.645404,3.378514,1.4284317
t104,8.817678,3.103584,5.892743,6.4811134,6.1764174,5.1404595,6.328988,5.0161705,9.512754,4.7024164,3.319244,1.4783196
t28,8.972685,3.0517373,5.806665,6.6679845,6.1019616,5.2082877,6.455297,4.905777,9.419953,4.573476,3.424749,1.3101453
t29,8.832773,3.1697683,5.945497,6.606815,6.196388,5.1489115,6.3203278,4.919546,9.419109,4.5826325,3.3942263,1.2964797
t17,8.702982,3.1408272,6.012962,6.5550094,6.194484,5.2269244,6.3887305,4.994667,9.394291,4.6880527,3.3352969,1.2622461
t65,8.15317,3.3658035,7.0066385,7.8939323,6.1003385,5.9364343,6.862865,4.503075,8.567408,4.4477367,3.3908095,-0.41256943
t66,8.245475,3.2585588,6.890452,7.772647,6.037741,5.9860826,6.854347,4.5531216,8.639483,4.391566,3.3773408,-0.41623524
t81,8.17494,3.328619,7.0194736,7.8921895,6.0761204,6.053295,6.8965073,4.4788904,8.633754,4.370985,3.3066628,-0.56507856
t82,8.212541,3.225225,6.998187,7.8339314,6.003676,6.0048103,6.76574,4.4588604,8.50648,4.3207884,3.3267343,-0.5041743
t23,8.156122,3.3011808,6.975417,7.885884,6.0945044,6.0758653,6.872983,4.506161,8.656087,4.3645043,3.3507957,-0.5818311
t106,8.061684,3.3305855,7.1069536,8.004919,6.1216736,6.053993,6.8375144,4.4200115,8.5089245,4.365668,3.3533692,-0.6102577
t107,8.049927,3.378542,7.1571727,8.005301,6.034228,6.129452,6.917862,4.330407,8.428204,4.300712,3.246376,-0.5244884
t56,8.016533,3.4542155,7.1680756,8.0620365,6.134413,6.1264358,6.9971037,4.361849,8.462298,4.350657,3.3074393,-0.54639095
t39,8.2652445,3.1975198,6.805066,7.7612486,6.05229,5.966478,6.8883376,4.488996,8.622581,4.3338943,3.2880583,-0.1908788
t40,8.163828,3.2753596,6.810918,7.8565383,6.105606,6.0851865,6.9973006,4.5056076,8.655097,4.3313794,3.2990932,-0.20408864
t24,8.244481,3.2557793,6.740719,7.7835655,6.037634,6.025908,6.95474,4.587574,8.7426405,4.3685493,3.349675,-0.122250274
t25,8.243767,3.315642,6.75926,7.807228,5.9525986,5.9711823,6.9340544,4.6579924,8.792575,4.464781,3.4375181,-0.08019424
t16,9.040171,2.894492,5.822116,7.097101,5.8904495,5.5846763,6.8447075,4.8001504,9.17336,4.5140905,3.4513705,0.8818557
t43,8.499605,3.1016479,6.42475,7.4760523,5.989637,5.856497,6.8491974,4.676231,8.862117,4.423421,3.389038,0.18871126
t44,8.446281,3.0176167,6.4066844,7.5111327,6.0724897,5.97616,6.8023295,4.587955,8.725057,4.3390875,3.2705023,0.1690461
t8,8.8879175,3.0059197,5.9616466,7.1859183,5.8472958,5.7039866,6.8044252,4.8013725,8.979863,4.4269376,3.4718015,0.64748406
t7,9.012283,3.0244067,5.7388916,7.0465217,5.701015,5.6788273,6.7515054,4.8787303,9.043112,4.404666,3.5248046,0.79555565
t1,8.809299,5.6863027,3.1230998,5.2041655,2.440316,6.5732756,4.3706017,6.4420605,8.265199,2.5783627,4.3753586,0.7373838
