"","t20","t48","t49","t110","t111","t128","t129","t63","t149","t150","t34","t101","t102","t74","t75","t68","t27","t28","t17","t15","t55","t56","t18","t43","t59","t85","t99","t100","t73","t89","t90","t62","t29","t93","t94","t54","t141","t142","t125","t57","t24","t35","t36","t61","t82","t83","t66","t130","t131","t64","t39","t33","t105","t106","t84","t88","t96","t97","t30","t19","t80","t81","t79","t21","t22","t16","t45","t58","t91","t123","t124","t117","t118","t38","t60","t112","t113","t50","t51","t7","t147","t148","t76","t69","t40","t126","t127","t14","t5","t10","t151","t152","t41","t42","t2","t3","t4","t8","t25","t26","t31","t44","t98","t132","t133","t121","t122","t137","t138","t134","t119","t120","t72","t67","t37","t77","t78","t114","t115","t107","t9","t103","t104","t135","t136","t32","t11","t6","t23","t52","t53","t116","t139","t140","t95","t92","t143","t144","t65","t70","t71","t108","t109","t145","t146","t86","t87","t46","t47","t12","t13","t1"
"t20",0,2.9754052989,2.9754052989,3.2179859103,3.2179859103,3.21798591021,3.21798591021,3.21798591031,3.21798591032,3.21798591032,2.4654681841,3.2179859107,3.2179859107,3.21798591067,2.98615117577,3.2179859106,6.566699965,5.1995809945,6.5666999646,4.07615269832,6.34831501622,5.78320667012,5.008102223,6.5666999645,6.1750709813,6.5666999646,6.56669996467,6.56669996467,6.5666999647,6.21166486895,6.5666999646,6.5666999646,6.566699964387,6.566699964687,6.566699964687,6.566699964787,6.56669996472,6.56669996472,6.5666999647,6.5666999647,5.950514849,6.3711103082,5.9558167988,5.86138643717,6.56669996454,6.56669996454,6.56669996451,6.56669996451,6.49620149782,6.40647253484,6.56669996494,5.31540053148,6.56669996458,6.56669996458,6.56669996458,6.56669996455,6.56669996454,6.56669996454,6.56669996428,6.5666999647,6.56669996497,6.17033124777,6.5666999649,5.53338093636,6.69718846066,6.13291469666,6.69718846086,6.69718846116,6.69718846116,6.6971884612,6.6971884612,6.69718846125,6.69718846125,5.75717939876,6.69718846116,6.69718846116,6.69718846116,6.69718846066,6.69718846066,3.889878695,7.4448614753,7.4448614753,7.4448614753,6.9315787305,7.4448614757,7.4448614757,7.4448614757,4.549547191011,3.6530505744,4.22909468536,7.4448614758943,7.4448614758943,6.89014459846,7.44486147566,7.09897816476,5.65061552888,7.22981433241,8.68513031502,10.54393683232,10.97015035002,10.37774449402,11.76100707362,11.76100707362,11.76100707372,11.76100707372,11.7610070737,11.61823272377,11.670928711253,11.76100707375,11.76100707377,11.76100707366,11.76100707366,11.39214796266,11.57224287172,11.32295228402,11.76100707372,11.76100707372,11.76100707331,11.76100707331,11.76100707332,8.93403338742,11.63898444332,11.57986742742,11.76100707342,11.76100707342,10.22363193264,11.76100707402,8.12465642582,11.69680618158,11.013342848549,11.761007074049,11.761007074049,11.761007073999,11.761007073999,11.761007073949,11.761007074049,11.761007073989,11.761007073989,11.080572176349,11.22360083765,11.76100707378,11.76100707378,11.76100707378,11.76100707382,11.76100707382,11.76100707378,11.57795756648,11.76100707406,11.76100707406,8.66863203952,9.06741750416,7.61476843546
"t48",2.9754052989,0,2.243572234,4.5394884234,4.5394884234,4.53948842331,4.53948842331,4.53948842341,4.53948842342,4.53948842342,3.7869706972,4.5394884238,4.5394884238,4.53948842377,4.30765368887,4.5394884237,7.8882024781,6.5210835076,7.8882024777,5.39765521142,7.66981752932,7.10470918322,6.3296047361,7.8882024776,7.4965734944,7.8882024777,7.88820247777,7.88820247777,7.8882024778,7.53316738205,7.8882024777,7.8882024777,7.888202477487,7.888202477787,7.888202477787,7.888202477887,7.88820247782,7.88820247782,7.8882024778,7.8882024778,7.2720173621,7.6926128213,7.2773193119,7.18288895027,7.88820247764,7.88820247764,7.88820247761,7.88820247761,7.81770401092,7.72797504794,7.88820247804,6.63690304458,7.88820247768,7.88820247768,7.88820247768,7.88820247765,7.88820247764,7.88820247764,7.88820247738,7.8882024778,7.88820247807,7.49183376087,7.888202478,6.85488344946,8.01869097376,7.45441720976,8.01869097396,8.01869097426,8.01869097426,8.0186909743,8.0186909743,8.01869097435,8.01869097435,7.07868191186,8.01869097426,8.01869097426,8.01869097426,8.01869097376,8.01869097376,5.2113812081,8.7663639884,8.7663639884,8.7663639884,8.2530812436,8.7663639888,8.7663639888,8.7663639888,5.871049704111,4.9745530875,5.55059719846,8.7663639889943,8.7663639889943,8.21164711156,8.76636398876,8.42048067786,6.97211804198,8.55131684551,10.00663282812,11.86543934542,12.29165286312,11.69924700712,13.08250958672,13.08250958672,13.08250958682,13.08250958682,13.0825095868,12.93973523687,12.992431224353,13.08250958685,13.08250958687,13.08250958676,13.08250958676,12.71365047576,12.89374538482,12.64445479712,13.08250958682,13.08250958682,13.08250958641,13.08250958641,13.08250958642,10.25553590052,12.96048695642,12.90136994052,13.08250958652,13.08250958652,11.54513444574,13.08250958712,9.44615893892,13.01830869468,12.334845361649,13.082509587149,13.082509587149,13.082509587099,13.082509587099,13.082509587049,13.082509587149,13.082509587089,13.082509587089,12.402074689449,12.54510335075,13.08250958688,13.08250958688,13.08250958688,13.08250958692,13.08250958692,13.08250958688,12.89946007958,13.08250958716,13.08250958716,9.99013455262,10.38892001726,8.93627094856
"t49",2.9754052989,2.243572234,0,4.5394884234,4.5394884234,4.53948842331,4.53948842331,4.53948842341,4.53948842342,4.53948842342,3.7869706972,4.5394884238,4.5394884238,4.53948842377,4.30765368887,4.5394884237,7.8882024781,6.5210835076,7.8882024777,5.39765521142,7.66981752932,7.10470918322,6.3296047361,7.8882024776,7.4965734944,7.8882024777,7.88820247777,7.88820247777,7.8882024778,7.53316738205,7.8882024777,7.8882024777,7.888202477487,7.888202477787,7.888202477787,7.888202477887,7.88820247782,7.88820247782,7.8882024778,7.8882024778,7.2720173621,7.6926128213,7.2773193119,7.18288895027,7.88820247764,7.88820247764,7.88820247761,7.88820247761,7.81770401092,7.72797504794,7.88820247804,6.63690304458,7.88820247768,7.88820247768,7.88820247768,7.88820247765,7.88820247764,7.88820247764,7.88820247738,7.8882024778,7.88820247807,7.49183376087,7.888202478,6.85488344946,8.01869097376,7.45441720976,8.01869097396,8.01869097426,8.01869097426,8.0186909743,8.0186909743,8.01869097435,8.01869097435,7.07868191186,8.01869097426,8.01869097426,8.01869097426,8.01869097376,8.01869097376,5.2113812081,8.7663639884,8.7663639884,8.7663639884,8.2530812436,8.7663639888,8.7663639888,8.7663639888,5.871049704111,4.9745530875,5.55059719846,8.7663639889943,8.7663639889943,8.21164711156,8.76636398876,8.42048067786,6.97211804198,8.55131684551,10.00663282812,11.86543934542,12.29165286312,11.69924700712,13.08250958672,13.08250958672,13.08250958682,13.08250958682,13.0825095868,12.93973523687,12.992431224353,13.08250958685,13.08250958687,13.08250958676,13.08250958676,12.71365047576,12.89374538482,12.64445479712,13.08250958682,13.08250958682,13.08250958641,13.08250958641,13.08250958642,10.25553590052,12.96048695642,12.90136994052,13.08250958652,13.08250958652,11.54513444574,13.08250958712,9.44615893892,13.01830869468,12.334845361649,13.082509587149,13.082509587149,13.082509587099,13.082509587099,13.082509587049,13.082509587149,13.082509587089,13.082509587089,12.402074689449,12.54510335075,13.08250958688,13.08250958688,13.08250958688,13.08250958692,13.08250958692,13.08250958688,12.89946007958,13.08250958716,13.08250958716,9.99013455262,10.38892001726,8.93627094856
"t110",3.2179859103,4.5394884234,4.5394884234,0,0.509608892,1.88073646751,1.88073646751,1.88073646761,1.88073646762,1.88073646762,2.1066681938,2.9228795374,2.9228795374,3.55927530437,3.32744056947,3.5592753043,7.8882024785,6.521083508,7.8882024781,5.39765521182,7.66981752972,7.10470918362,6.3296047365,7.888202478,7.4965734948,7.8882024781,7.88820247817,7.88820247817,7.8882024782,7.53316738245,7.8882024781,7.8882024781,7.888202477887,7.888202478187,7.888202478187,7.888202478287,7.88820247822,7.88820247822,7.8882024782,7.8882024782,7.2720173625,7.6926128217,7.2773193123,7.18288895067,7.88820247804,7.88820247804,7.88820247801,7.88820247801,7.81770401132,7.72797504834,7.88820247844,6.63690304498,7.88820247808,7.88820247808,7.88820247808,7.88820247805,7.88820247804,7.88820247804,7.88820247778,7.8882024782,7.88820247847,7.49183376127,7.8882024784,6.85488344986,8.01869097416,7.45441721016,8.01869097436,8.01869097466,8.01869097466,8.0186909747,8.0186909747,8.01869097475,8.01869097475,7.07868191226,8.01869097466,8.01869097466,8.01869097466,8.01869097416,8.01869097416,5.2113812085,8.7663639888,8.7663639888,8.7663639888,8.253081244,8.7663639892,8.7663639892,8.7663639892,5.871049704511,4.9745530879,5.55059719886,8.7663639893943,8.7663639893943,8.21164711196,8.76636398916,8.42048067826,6.97211804238,8.55131684591,10.00663282852,11.86543934582,12.29165286352,11.69924700752,13.08250958712,13.08250958712,13.08250958722,13.08250958722,13.0825095872,12.93973523727,12.992431224753,13.08250958725,13.08250958727,13.08250958716,13.08250958716,12.71365047616,12.89374538522,12.64445479752,13.08250958722,13.08250958722,13.08250958681,13.08250958681,13.08250958682,10.25553590092,12.96048695682,12.90136994092,13.08250958692,13.08250958692,11.54513444614,13.08250958752,9.44615893932,13.01830869508,12.334845362049,13.082509587549,13.082509587549,13.082509587499,13.082509587499,13.082509587449,13.082509587549,13.082509587489,13.082509587489,12.402074689849,12.54510335115,13.08250958728,13.08250958728,13.08250958728,13.08250958732,13.08250958732,13.08250958728,12.89946007998,13.08250958756,13.08250958756,9.99013455302,10.38892001766,8.93627094896
"t111",3.2179859103,4.5394884234,4.5394884234,0.509608892,0,1.88073646751,1.88073646751,1.88073646761,1.88073646762,1.88073646762,2.1066681938,2.9228795374,2.9228795374,3.55927530437,3.32744056947,3.5592753043,7.8882024785,6.521083508,7.8882024781,5.39765521182,7.66981752972,7.10470918362,6.3296047365,7.888202478,7.4965734948,7.8882024781,7.88820247817,7.88820247817,7.8882024782,7.53316738245,7.8882024781,7.8882024781,7.888202477887,7.888202478187,7.888202478187,7.888202478287,7.88820247822,7.88820247822,7.8882024782,7.8882024782,7.2720173625,7.6926128217,7.2773193123,7.18288895067,7.88820247804,7.88820247804,7.88820247801,7.88820247801,7.81770401132,7.72797504834,7.88820247844,6.63690304498,7.88820247808,7.88820247808,7.88820247808,7.88820247805,7.88820247804,7.88820247804,7.88820247778,7.8882024782,7.88820247847,7.49183376127,7.8882024784,6.85488344986,8.01869097416,7.45441721016,8.01869097436,8.01869097466,8.01869097466,8.0186909747,8.0186909747,8.01869097475,8.01869097475,7.07868191226,8.01869097466,8.01869097466,8.01869097466,8.01869097416,8.01869097416,5.2113812085,8.7663639888,8.7663639888,8.7663639888,8.253081244,8.7663639892,8.7663639892,8.7663639892,5.871049704511,4.9745530879,5.55059719886,8.7663639893943,8.7663639893943,8.21164711196,8.76636398916,8.42048067826,6.97211804238,8.55131684591,10.00663282852,11.86543934582,12.29165286352,11.69924700752,13.08250958712,13.08250958712,13.08250958722,13.08250958722,13.0825095872,12.93973523727,12.992431224753,13.08250958725,13.08250958727,13.08250958716,13.08250958716,12.71365047616,12.89374538522,12.64445479752,13.08250958722,13.08250958722,13.08250958681,13.08250958681,13.08250958682,10.25553590092,12.96048695682,12.90136994092,13.08250958692,13.08250958692,11.54513444614,13.08250958752,9.44615893932,13.01830869508,12.334845362049,13.082509587549,13.082509587549,13.082509587499,13.082509587499,13.082509587449,13.082509587549,13.082509587489,13.082509587489,12.402074689849,12.54510335115,13.08250958728,13.08250958728,13.08250958728,13.08250958732,13.08250958732,13.08250958728,12.89946007998,13.08250958756,13.08250958756,9.99013455302,10.38892001766,8.93627094896
"t128",3.21798591021,4.53948842331,4.53948842331,1.88073646751,1.88073646751,0,0.2527997958,1.7282896387,1.72828963871,1.72828963871,2.10666819371,2.92287953731,2.92287953731,3.55927530428,3.32744056938,3.55927530421,7.88820247841,6.52108350791,7.88820247801,5.39765521173,7.66981752963,7.10470918353,6.32960473641,7.88820247791,7.49657349471,7.88820247801,7.88820247808,7.88820247808,7.88820247811,7.53316738236,7.88820247801,7.88820247801,7.888202477797,7.888202478097,7.888202478097,7.888202478197,7.88820247813,7.88820247813,7.88820247811,7.88820247811,7.27201736241,7.69261282161,7.27731931221,7.18288895058,7.88820247795,7.88820247795,7.88820247792,7.88820247792,7.81770401123,7.72797504825,7.88820247835,6.63690304489,7.88820247799,7.88820247799,7.88820247799,7.88820247796,7.88820247795,7.88820247795,7.88820247769,7.88820247811,7.88820247838,7.49183376118,7.88820247831,6.85488344977,8.01869097407,7.45441721007,8.01869097427,8.01869097457,8.01869097457,8.01869097461,8.01869097461,8.01869097466,8.01869097466,7.07868191217,8.01869097457,8.01869097457,8.01869097457,8.01869097407,8.01869097407,5.21138120841,8.76636398871,8.76636398871,8.76636398871,8.25308124391,8.76636398911,8.76636398911,8.76636398911,5.871049704421,4.97455308781,5.55059719877,8.7663639893043,8.7663639893043,8.21164711187,8.76636398907,8.42048067817,6.97211804229,8.55131684582,10.00663282843,11.86543934573,12.29165286343,11.69924700743,13.08250958703,13.08250958703,13.08250958713,13.08250958713,13.08250958711,12.93973523718,12.992431224663,13.08250958716,13.08250958718,13.08250958707,13.08250958707,12.71365047607,12.89374538513,12.64445479743,13.08250958713,13.08250958713,13.08250958672,13.08250958672,13.08250958673,10.25553590083,12.96048695673,12.90136994083,13.08250958683,13.08250958683,11.54513444605,13.08250958743,9.44615893923,13.01830869499,12.334845361959,13.082509587459,13.082509587459,13.082509587409,13.082509587409,13.082509587359,13.082509587459,13.082509587399,13.082509587399,12.402074689759,12.54510335106,13.08250958719,13.08250958719,13.08250958719,13.08250958723,13.08250958723,13.08250958719,12.89946007989,13.08250958747,13.08250958747,9.99013455293,10.38892001757,8.93627094887
"t129",3.21798591021,4.53948842331,4.53948842331,1.88073646751,1.88073646751,0.2527997958,0,1.7282896387,1.72828963871,1.72828963871,2.10666819371,2.92287953731,2.92287953731,3.55927530428,3.32744056938,3.55927530421,7.88820247841,6.52108350791,7.88820247801,5.39765521173,7.66981752963,7.10470918353,6.32960473641,7.88820247791,7.49657349471,7.88820247801,7.88820247808,7.88820247808,7.88820247811,7.53316738236,7.88820247801,7.88820247801,7.888202477797,7.888202478097,7.888202478097,7.888202478197,7.88820247813,7.88820247813,7.88820247811,7.88820247811,7.27201736241,7.69261282161,7.27731931221,7.18288895058,7.88820247795,7.88820247795,7.88820247792,7.88820247792,7.81770401123,7.72797504825,7.88820247835,6.63690304489,7.88820247799,7.88820247799,7.88820247799,7.88820247796,7.88820247795,7.88820247795,7.88820247769,7.88820247811,7.88820247838,7.49183376118,7.88820247831,6.85488344977,8.01869097407,7.45441721007,8.01869097427,8.01869097457,8.01869097457,8.01869097461,8.01869097461,8.01869097466,8.01869097466,7.07868191217,8.01869097457,8.01869097457,8.01869097457,8.01869097407,8.01869097407,5.21138120841,8.76636398871,8.76636398871,8.76636398871,8.25308124391,8.76636398911,8.76636398911,8.76636398911,5.871049704421,4.97455308781,5.55059719877,8.7663639893043,8.7663639893043,8.21164711187,8.76636398907,8.42048067817,6.97211804229,8.55131684582,10.00663282843,11.86543934573,12.29165286343,11.69924700743,13.08250958703,13.08250958703,13.08250958713,13.08250958713,13.08250958711,12.93973523718,12.992431224663,13.08250958716,13.08250958718,13.08250958707,13.08250958707,12.71365047607,12.89374538513,12.64445479743,13.08250958713,13.08250958713,13.08250958672,13.08250958672,13.08250958673,10.25553590083,12.96048695673,12.90136994083,13.08250958683,13.08250958683,11.54513444605,13.08250958743,9.44615893923,13.01830869499,12.334845361959,13.082509587459,13.082509587459,13.082509587409,13.082509587409,13.082509587359,13.082509587459,13.082509587399,13.082509587399,12.402074689759,12.54510335106,13.08250958719,13.08250958719,13.08250958719,13.08250958723,13.08250958723,13.08250958719,12.89946007989,13.08250958747,13.08250958747,9.99013455293,10.38892001757,8.93627094887
"t63",3.21798591031,4.53948842341,4.53948842341,1.88073646761,1.88073646761,1.7282896387,1.7282896387,0,1.49330709501,1.49330709501,2.10666819381,2.92287953741,2.92287953741,3.55927530438,3.32744056948,3.55927530431,7.88820247851,6.52108350801,7.88820247811,5.39765521183,7.66981752973,7.10470918363,6.32960473651,7.88820247801,7.49657349481,7.88820247811,7.88820247818,7.88820247818,7.88820247821,7.53316738246,7.88820247811,7.88820247811,7.888202477897,7.888202478197,7.888202478197,7.888202478297,7.88820247823,7.88820247823,7.88820247821,7.88820247821,7.27201736251,7.69261282171,7.27731931231,7.18288895068,7.88820247805,7.88820247805,7.88820247802,7.88820247802,7.81770401133,7.72797504835,7.88820247845,6.63690304499,7.88820247809,7.88820247809,7.88820247809,7.88820247806,7.88820247805,7.88820247805,7.88820247779,7.88820247821,7.88820247848,7.49183376128,7.88820247841,6.85488344987,8.01869097417,7.45441721017,8.01869097437,8.01869097467,8.01869097467,8.01869097471,8.01869097471,8.01869097476,8.01869097476,7.07868191227,8.01869097467,8.01869097467,8.01869097467,8.01869097417,8.01869097417,5.21138120851,8.76636398881,8.76636398881,8.76636398881,8.25308124401,8.76636398921,8.76636398921,8.76636398921,5.871049704521,4.97455308791,5.55059719887,8.7663639894043,8.7663639894043,8.21164711197,8.76636398917,8.42048067827,6.97211804239,8.55131684592,10.00663282853,11.86543934583,12.29165286353,11.69924700753,13.08250958713,13.08250958713,13.08250958723,13.08250958723,13.08250958721,12.93973523728,12.992431224763,13.08250958726,13.08250958728,13.08250958717,13.08250958717,12.71365047617,12.89374538523,12.64445479753,13.08250958723,13.08250958723,13.08250958682,13.08250958682,13.08250958683,10.25553590093,12.96048695683,12.90136994093,13.08250958693,13.08250958693,11.54513444615,13.08250958753,9.44615893933,13.01830869509,12.334845362059,13.082509587559,13.082509587559,13.082509587509,13.082509587509,13.082509587459,13.082509587559,13.082509587499,13.082509587499,12.402074689859,12.54510335116,13.08250958729,13.08250958729,13.08250958729,13.08250958733,13.08250958733,13.08250958729,12.89946007999,13.08250958757,13.08250958757,9.99013455303,10.38892001767,8.93627094897
"t149",3.21798591032,4.53948842342,4.53948842342,1.88073646762,1.88073646762,1.72828963871,1.72828963871,1.49330709501,0,0.04656364642,2.10666819382,2.92287953742,2.92287953742,3.55927530439,3.32744056949,3.55927530432,7.88820247852,6.52108350802,7.88820247812,5.39765521184,7.66981752974,7.10470918364,6.32960473652,7.88820247802,7.49657349482,7.88820247812,7.88820247819,7.88820247819,7.88820247822,7.53316738247,7.88820247812,7.88820247812,7.888202477907,7.888202478207,7.888202478207,7.888202478307,7.88820247824,7.88820247824,7.88820247822,7.88820247822,7.27201736252,7.69261282172,7.27731931232,7.18288895069,7.88820247806,7.88820247806,7.88820247803,7.88820247803,7.81770401134,7.72797504836,7.88820247846,6.636903045,7.8882024781,7.8882024781,7.8882024781,7.88820247807,7.88820247806,7.88820247806,7.8882024778,7.88820247822,7.88820247849,7.49183376129,7.88820247842,6.85488344988,8.01869097418,7.45441721018,8.01869097438,8.01869097468,8.01869097468,8.01869097472,8.01869097472,8.01869097477,8.01869097477,7.07868191228,8.01869097468,8.01869097468,8.01869097468,8.01869097418,8.01869097418,5.21138120852,8.76636398882,8.76636398882,8.76636398882,8.25308124402,8.76636398922,8.76636398922,8.76636398922,5.871049704531,4.97455308792,5.55059719888,8.7663639894143,8.7663639894143,8.21164711198,8.76636398918,8.42048067828,6.9721180424,8.55131684593,10.00663282854,11.86543934584,12.29165286354,11.69924700754,13.08250958714,13.08250958714,13.08250958724,13.08250958724,13.08250958722,12.93973523729,12.992431224773,13.08250958727,13.08250958729,13.08250958718,13.08250958718,12.71365047618,12.89374538524,12.64445479754,13.08250958724,13.08250958724,13.08250958683,13.08250958683,13.08250958684,10.25553590094,12.96048695684,12.90136994094,13.08250958694,13.08250958694,11.54513444616,13.08250958754,9.44615893934,13.0183086951,12.334845362069,13.082509587569,13.082509587569,13.082509587519,13.082509587519,13.082509587469,13.082509587569,13.082509587509,13.082509587509,12.402074689869,12.54510335117,13.0825095873,13.0825095873,13.0825095873,13.08250958734,13.08250958734,13.0825095873,12.89946008,13.08250958758,13.08250958758,9.99013455304,10.38892001768,8.93627094898
"t150",3.21798591032,4.53948842342,4.53948842342,1.88073646762,1.88073646762,1.72828963871,1.72828963871,1.49330709501,0.04656364642,0,2.10666819382,2.92287953742,2.92287953742,3.55927530439,3.32744056949,3.55927530432,7.88820247852,6.52108350802,7.88820247812,5.39765521184,7.66981752974,7.10470918364,6.32960473652,7.88820247802,7.49657349482,7.88820247812,7.88820247819,7.88820247819,7.88820247822,7.53316738247,7.88820247812,7.88820247812,7.888202477907,7.888202478207,7.888202478207,7.888202478307,7.88820247824,7.88820247824,7.88820247822,7.88820247822,7.27201736252,7.69261282172,7.27731931232,7.18288895069,7.88820247806,7.88820247806,7.88820247803,7.88820247803,7.81770401134,7.72797504836,7.88820247846,6.636903045,7.8882024781,7.8882024781,7.8882024781,7.88820247807,7.88820247806,7.88820247806,7.8882024778,7.88820247822,7.88820247849,7.49183376129,7.88820247842,6.85488344988,8.01869097418,7.45441721018,8.01869097438,8.01869097468,8.01869097468,8.01869097472,8.01869097472,8.01869097477,8.01869097477,7.07868191228,8.01869097468,8.01869097468,8.01869097468,8.01869097418,8.01869097418,5.21138120852,8.76636398882,8.76636398882,8.76636398882,8.25308124402,8.76636398922,8.76636398922,8.76636398922,5.871049704531,4.97455308792,5.55059719888,8.7663639894143,8.7663639894143,8.21164711198,8.76636398918,8.42048067828,6.9721180424,8.55131684593,10.00663282854,11.86543934584,12.29165286354,11.69924700754,13.08250958714,13.08250958714,13.08250958724,13.08250958724,13.08250958722,12.93973523729,12.992431224773,13.08250958727,13.08250958729,13.08250958718,13.08250958718,12.71365047618,12.89374538524,12.64445479754,13.08250958724,13.08250958724,13.08250958683,13.08250958683,13.08250958684,10.25553590094,12.96048695684,12.90136994094,13.08250958694,13.08250958694,11.54513444616,13.08250958754,9.44615893934,13.0183086951,12.334845362069,13.082509587569,13.082509587569,13.082509587519,13.082509587519,13.082509587469,13.082509587569,13.082509587509,13.082509587509,12.402074689869,12.54510335117,13.0825095873,13.0825095873,13.0825095873,13.08250958734,13.08250958734,13.0825095873,12.89946008,13.08250958758,13.08250958758,9.99013455304,10.38892001768,8.93627094898
