"accepted_species","trait_BM_trend_scaled"
"t2",0
"t16",0
"t27",1
"t28",1
"t10",1
"t11",1
"t130",1
"t131",1
"t92",1
"t53",1
"t20",1
"t12",0
"t67",0
"t84",0
"t85",NA
"t65",1
"t100",1
"t101",1
"t48",1
"t49",0
"t30",0
"t74",0
"t110",1
"t164",1
"t165",NA
"t96",1
"t66",0
"t22",0
"t103",1
"t121",1
"t150",1
"t155",NA
"t156",NA
"t134",0
"t135",1
"t79",NA
"t60",0
"t61",0
"t39",0
"t40",0
"t89",0
"t90",0
"t122",1
"t123",1
"t23",1
"t35",0
"t37",1
"t38",0
"t75",0
"t76",0
"t46",0
"t47",0
"t4",1
"t5",1
"t115",1
"t116",1
"t157",NA
"t158",1
"t26",1
"t29",1
"t51",0
"t52",0
"t91",0
"t104",NA
"t105",0
"t32",1
"t33",1
"t34",1
"t94",1
"t112",1
"t148",1
"t149",1
"t136",0
"t137",1
"t45",0
"t146",1
"t147",1
"t86",1
"t42",1
"t43",0
"t44",0
"t3",0
"t13",1
"t14",0
"t25",1
"t54",1
"t55",NA
"t77",NA
"t78",1
"t41",1
"t99",1
"t113",1
"t114",1
"t111",1
"t71",NA
"t56",1
"t151",NA
"t152",1
"t80",1
"t81",1
"t57",1
"t144",1
"t145",1
"t106",1
"t162",NA
"t163",1
"t70",1
"t73",1
"t124",1
"t125",1
"t18",0
"t19",0
"t6",0
"t102",0
"t138",0
"t139",1
"t119",1
"t120",1
"t87",0
"t88",0
"t24",0
"t7",0
"t109",1
"t128",NA
"t129",1
"t132",1
"t133",0
"t142",1
"t143",1
"t95",1
"t160",1
"t161",1
"t159",1
"t64",1
"t63",0
"t126",1
"t127",1
"t50",1
"t15",0
"t140",0
"t141",0
"t17",0
"t21",0
"t36",0
"t97",1
"t98",1
"t82",1
"t83",1
"t58",NA
"t59",0
"t68",1
"t69",0
"t117",1
"t118",1
"t8",NA
"t9",0
"t107",NA
"t108",1
"t62",1
"t93",1
"t153",1
"t154",1
"t72",1
"t31",1
"t1",0
