"","t2","t16","t27","t28","t10","t11","t130","t131","t92","t53","t20","t12","t67","t84","t85","t65","t100","t101","t48","t49","t30","t74","t110","t164","t165","t96","t66","t22","t103","t121","t150","t155","t156","t134","t135","t79","t60","t61","t39","t40","t89","t90","t122","t123","t23","t35","t37","t38","t75","t76","t46","t47","t4","t5","t115","t116","t157","t158","t26","t29","t51","t52","t91","t104","t105","t32","t33","t34","t94","t112","t148","t149","t136","t137","t45","t146","t147","t86","t42","t43","t44","t3","t13","t14","t25","t54","t55","t77","t78","t41","t99","t113","t114","t111","t71","t56","t151","t152","t80","t81","t57","t144","t145","t106","t162","t163","t70","t73","t124","t125","t18","t19","t6","t102","t138","t139","t119","t120","t87","t88","t24","t7","t109","t128","t129","t132","t133","t142","t143","t95","t160","t161","t159","t64","t63","t126","t127","t50","t15","t140","t141","t17","t21","t36","t97","t98","t82","t83","t58","t59","t68","t69","t117","t118","t8","t9","t107","t108","t62","t93","t153","t154","t72","t31","t1"
"t2",0,2.62013703719,2.93178477539,2.80372630193,2.99418890869,3.90736942669,5.06860846409,5.06860846409,5.06860846409,3.90823221642,2.78706082409,1.74812757536,4.28591776315,5.06860846335,5.06860846335,5.06860846337,4.93576016777,5.06860846377,5.06860846377,4.10258646097,5.06860846357,5.06860846347,5.06860846337,5.068608463385,5.068608463385,5.06860846337,5.06860846347,2.60677636586,5.06860846416,5.06860846416,5.06860846414,5.06004331335,5.06860846414,5.06860846426,5.06860846426,5.06860846415,5.06860846325,4.36531223775,3.81112530634,5.06860846404,4.70039065841,5.06860846371,5.06860846331,5.06860846331,4.09082880801,4.26825557426,4.32475287416,3.56989030246,5.06860846396,4.43726124356,4.36083405626,4.44737391516,1.49635165829,1.78867807579,5.06860846421,5.06860846421,5.06860846415,5.06860846415,5.32352275519,5.32352275489,5.323522755,5.1033795,5.32352275489,5.32352275489,5.32352275489,5.32352275459,4.50832600793,5.32352275513,5.32352275483,5.32352275483,5.32352275483,5.32352275483,5.32352275483,5.32352275483,4.74586243926,5.32352275486,5.32352275486,5.32352275486,5.32352275451,5.32352275501,4.03476671368,1.80198715229,3.64696638259,3.97386567739,4.87915608089,6.20058849019,6.10662871419,6.20058849049,6.20058849049,4.83722334827,6.20058849079,6.20058849065,6.20058849065,6.20058849069,6.20058849079,6.200588491377,6.200588491517,6.200588491517,5.808697976477,6.200588490477,6.200588489977,6.200588490477,6.200588490477,6.200588490477,6.20058849053,6.20058849053,5.52796424989,6.20058849039,6.20058849039,6.20058849039,3.47083284689,3.68696227439,2.81054674679,6.20058849089,6.08889048597,6.20058849089,6.05344130309,6.20058849089,6.20058849089,5.50059574116,4.71974412009,2.92671743369,6.20058849044,6.20058849044,6.20058849044,6.20058849036,6.20058849036,6.20058849036,6.20058849036,5.71981051066,6.200588490373,6.200588490373,6.20058849037,6.19118852486,6.20058848993,6.20058849043,6.20058849043,5.09910339394,3.94023422914,6.20058849076,6.20058849076,6.20058849043,4.45256816773,5.20965456523,6.20058849053,6.02691313213,6.20058849056,6.20058849056,5.56650761113,6.20058849113,6.20058849073,5.70216160003,6.20058849103,5.96241487282,2.89253753426,2.82846666939,6.17228807229,5.95368866309,5.07180752722,5.6493745556,6.20058849096,6.20058849096,5.76339191839,5.82853136139,1.29620555917
"t16",2.62013703719,0,1.6109222704,1.48286379694,5.0044900657,5.9176705837,7.0789096211,7.0789096211,7.0789096211,5.91853337343,4.7973619811,3.75842873237,6.29621892016,7.07890962036,7.07890962036,7.07890962038,6.94606132478,7.07890962078,7.07890962078,6.11288761798,7.07890962058,7.07890962048,7.07890962038,7.078909620395,7.078909620395,7.07890962038,7.07890962048,4.61707752287,7.07890962117,7.07890962117,7.07890962115,7.07034447036,7.07890962115,7.07890962127,7.07890962127,7.07890962116,7.07890962026,6.37561339476,5.82142646335,7.07890962105,6.71069181542,7.07890962072,7.07890962032,7.07890962032,6.10112996502,6.27855673127,6.33505403117,5.58019145947,7.07890962097,6.44756240057,6.37113521327,6.45767507217,3.5066528153,3.7989792328,7.28794500382,7.28794500382,7.28794500376,7.28794500376,7.7823154224,7.7823154221,7.78231542221,7.56217216721,7.7823154221,7.7823154221,7.7823154221,7.7823154218,6.96711867514,7.78231542234,7.78231542204,7.78231542204,7.78231542204,7.78231542204,7.78231542204,7.78231542204,7.20465510647,7.78231542207,7.78231542207,7.78231542207,7.78231542172,7.78231542222,6.49355938089,4.2607798195,6.1057590498,6.4326583446,7.3379487481,8.6593811574,8.5654213814,8.6593811577,8.6593811577,7.29601601548,8.659381158,8.65938115786,8.65938115786,8.6593811579,8.659381158,8.659381158587,8.659381158727,8.659381158727,8.267490643687,8.659381157687,8.659381157187,8.659381157687,8.659381157687,8.659381157687,8.65938115774,8.65938115774,7.9867569171,8.6593811576,8.6593811576,8.6593811576,5.9296255141,6.1457549416,5.269339414,8.6593811581,8.54768315318,8.6593811581,8.5122339703,8.6593811581,8.6593811581,7.95938840837,7.1785367873,5.3855101009,8.65938115765,8.65938115765,8.65938115765,8.65938115757,8.65938115757,8.65938115757,8.65938115757,8.17860317787,8.659381157583,8.659381157583,8.65938115758,8.64998119207,8.65938115714,8.65938115764,8.65938115764,7.55789606115,6.39902689635,8.65938115797,8.65938115797,8.65938115764,6.91136083494,7.66844723244,8.65938115774,8.48570579934,8.65938115777,8.65938115777,8.02530027834,8.65938115834,8.65938115794,8.16095426724,8.65938115824,8.42120754003,5.35133020147,5.2872593366,8.6310807395,8.4124813303,7.53060019443,8.10816722281,8.65938115817,8.65938115817,8.2221845856,8.2873240286,3.75499822638
"t27",2.93178477539,1.6109222704,0,0.22356922874,5.3161378039,6.2293183219,7.3905573593,7.3905573593,7.3905573593,6.23018111163,5.1090097193,4.07007647057,6.60786665836,7.39055735856,7.39055735856,7.39055735858,7.25770906298,7.39055735898,7.39055735898,6.42453535618,7.39055735878,7.39055735868,7.39055735858,7.390557358595,7.390557358595,7.39055735858,7.39055735868,4.92872526107,7.39055735937,7.39055735937,7.39055735935,7.38199220856,7.39055735935,7.39055735947,7.39055735947,7.39055735936,7.39055735846,6.68726113296,6.13307420155,7.39055735925,7.02233955362,7.39055735892,7.39055735852,7.39055735852,6.41277770322,6.59020446947,6.64670176937,5.89183919767,7.39055735917,6.75921013877,6.68278295147,6.76932281037,3.8183005535,4.110626971,7.59959274202,7.59959274202,7.59959274196,7.59959274196,8.0939631606,8.0939631603,8.09396316041,7.87381990541,8.0939631603,8.0939631603,8.0939631603,8.09396316,7.27876641334,8.09396316054,8.09396316024,8.09396316024,8.09396316024,8.09396316024,8.09396316024,8.09396316024,7.51630284467,8.09396316027,8.09396316027,8.09396316027,8.09396315992,8.09396316042,6.80520711909,4.5724275577,6.417406788,6.7443060828,7.6495964863,8.9710288956,8.8770691196,8.9710288959,8.9710288959,7.60766375368,8.9710288962,8.97102889606,8.97102889606,8.9710288961,8.9710288962,8.971028896787,8.971028896927,8.971028896927,8.579138381887,8.971028895887,8.971028895387,8.971028895887,8.971028895887,8.971028895887,8.97102889594,8.97102889594,8.2984046553,8.9710288958,8.9710288958,8.9710288958,6.2412732523,6.4574026798,5.5809871522,8.9710288963,8.85933089138,8.9710288963,8.8238817085,8.9710288963,8.9710288963,8.27103614657,7.4901845255,5.6971578391,8.97102889585,8.97102889585,8.97102889585,8.97102889577,8.97102889577,8.97102889577,8.97102889577,8.49025091607,8.971028895783,8.971028895783,8.97102889578,8.96162893027,8.97102889534,8.97102889584,8.97102889584,7.86954379935,6.71067463455,8.97102889617,8.97102889617,8.97102889584,7.22300857314,7.98009497064,8.97102889594,8.79735353754,8.97102889597,8.97102889597,8.33694801654,8.97102889654,8.97102889614,8.47260200544,8.97102889644,8.73285527823,5.66297793967,5.5989070748,8.9427284777,8.7241290685,7.84224793263,8.41981496101,8.97102889637,8.97102889637,8.5338323238,8.5989717668,4.06664596458
"t28",2.80372630193,1.48286379694,0.22356922874,0,5.18807933044,6.10125984844,7.26249888584,7.26249888584,7.26249888584,6.10212263817,4.98095124584,3.94201799711,6.4798081849,7.2624988851,7.2624988851,7.26249888512,7.12965058952,7.26249888552,7.26249888552,6.29647688272,7.26249888532,7.26249888522,7.26249888512,7.262498885135,7.262498885135,7.26249888512,7.26249888522,4.80066678761,7.26249888591,7.26249888591,7.26249888589,7.2539337351,7.26249888589,7.26249888601,7.26249888601,7.2624988859,7.262498885,6.5592026595,6.00501572809,7.26249888579,6.89428108016,7.26249888546,7.26249888506,7.26249888506,6.28471922976,6.46214599601,6.51864329591,5.76378072421,7.26249888571,6.63115166531,6.55472447801,6.64126433691,3.69024208004,3.98256849754,7.47153426856,7.47153426856,7.4715342685,7.4715342685,7.96590468714,7.96590468684,7.96590468695,7.74576143195,7.96590468684,7.96590468684,7.96590468684,7.96590468654,7.15070793988,7.96590468708,7.96590468678,7.96590468678,7.96590468678,7.96590468678,7.96590468678,7.96590468678,7.38824437121,7.96590468681,7.96590468681,7.96590468681,7.96590468646,7.96590468696,6.67714864563,4.44436908424,6.28934831454,6.61624760934,7.52153801284,8.84297042214,8.74901064614,8.84297042244,8.84297042244,7.47960528022,8.84297042274,8.8429704226,8.8429704226,8.84297042264,8.84297042274,8.842970423327,8.842970423467,8.842970423467,8.451079908427,8.842970422427,8.842970421927,8.842970422427,8.842970422427,8.842970422427,8.84297042248,8.84297042248,8.17034618184,8.84297042234,8.84297042234,8.84297042234,6.11321477884,6.32934420634,5.45292867874,8.84297042284,8.73127241792,8.84297042284,8.69582323504,8.84297042284,8.84297042284,8.14297767311,7.36212605204,5.56909936564,8.84297042239,8.84297042239,8.84297042239,8.84297042231,8.84297042231,8.84297042231,8.84297042231,8.36219244261,8.842970422323,8.842970422323,8.84297042232,8.83357045681,8.84297042188,8.84297042238,8.84297042238,7.74148532589,6.58261616109,8.84297042271,8.84297042271,8.84297042238,7.09495009968,7.85203649718,8.84297042248,8.66929506408,8.84297042251,8.84297042251,8.20888954308,8.84297042308,8.84297042268,8.34454353198,8.84297042298,8.60479680477,5.53491946621,5.47084860134,8.81467000424,8.59607059504,7.71418945917,8.29175648755,8.84297042291,8.84297042291,8.40577385034,8.47091329334,3.93858749112
"t10",2.99418890869,5.0044900657,5.3161378039,5.18807933044,0,3.628201936,5.7481842784,5.7481842784,5.7481842784,4.58780803073,3.4666366384,3.09593962087,5.63372980866,6.41642050886,6.41642050886,6.41642050888,6.28357221328,6.41642050928,6.41642050928,5.45039850648,6.41642050908,6.41642050898,6.41642050888,6.416420508895,6.416420508895,6.41642050888,6.41642050898,3.95458841137,6.41642050967,6.41642050967,6.41642050965,6.40785535886,6.41642050965,6.41642050977,6.41642050977,6.41642050966,6.41642050876,5.71312428326,5.15893735185,6.41642050955,6.04820270392,6.41642050922,6.41642050882,6.41642050882,5.43864085352,5.61606761977,5.67256491967,4.91770234797,6.41642050947,5.78507328907,5.70864610177,5.79518596067,3.025547159,3.3178735765,7.66199687532,7.66199687532,7.66199687526,7.66199687526,8.1563672939,8.1563672936,8.15636729371,7.93622403871,8.1563672936,8.1563672936,8.1563672936,8.1563672933,7.34117054664,8.15636729384,8.15636729354,8.15636729354,8.15636729354,8.15636729354,8.15636729354,8.15636729354,7.57870697797,8.15636729357,8.15636729357,8.15636729357,8.15636729322,8.15636729372,6.86761125239,4.634831691,6.4798109213,6.8067102161,7.7120006196,9.0334330289,8.9394732529,9.0334330292,9.0334330292,7.67006788698,9.0334330295,9.03343302936,9.03343302936,9.0334330294,9.0334330295,9.033433030087,9.033433030227,9.033433030227,8.641542515187,9.033433029187,9.033433028687,9.033433029187,9.033433029187,9.033433029187,9.03343302924,9.03343302924,8.3608087886,9.0334330291,9.0334330291,9.0334330291,6.3036773856,6.5198068131,5.6433912855,9.0334330296,8.92173502468,9.0334330296,8.8862858418,9.0334330296,9.0334330296,8.33344027987,7.5525886588,5.7595619724,9.03343302915,9.03343302915,9.03343302915,9.03343302907,9.03343302907,9.03343302907,9.03343302907,8.55265504937,9.033433029083,9.033433029083,9.03343302908,9.02403306357,9.03343302864,9.03343302914,9.03343302914,7.93194793265,6.77307876785,9.03343302947,9.03343302947,9.03343302914,7.28541270644,8.04249910394,9.03343302924,8.85975767084,9.03343302927,9.03343302927,8.39935214984,9.03343302984,9.03343302944,8.53500613874,9.03343302974,8.79525941153,5.72538207297,5.6613112081,9.005132611,8.7865332018,7.90465206593,8.48221909431,9.03343302967,9.03343302967,8.5962364571,8.6613759001,4.12905009788
"t11",3.90736942669,5.9176705837,6.2293183219,6.10125984844,3.628201936,0,6.6613647964,6.6613647964,6.6613647964,5.50098854873,4.3798171564,4.00912013887,6.54691032666,7.32960102686,7.32960102686,7.32960102688,7.19675273128,7.32960102728,7.32960102728,6.36357902448,7.32960102708,7.32960102698,7.32960102688,7.329601026895,7.329601026895,7.32960102688,7.32960102698,4.86776892937,7.32960102767,7.32960102767,7.32960102765,7.32103587686,7.32960102765,7.32960102777,7.32960102777,7.32960102766,7.32960102676,6.62630480126,6.07211786985,7.32960102755,6.96138322192,7.32960102722,7.32960102682,7.32960102682,6.35182137152,6.52924813777,6.58574543767,5.83088286597,7.32960102747,6.69825380707,6.62182661977,6.70836647867,3.938727677,4.2310540945,8.57517739332,8.57517739332,8.57517739326,8.57517739326,9.0695478119,9.0695478116,9.06954781171,8.84940455671,9.0695478116,9.0695478116,9.0695478116,9.0695478113,8.25435106464,9.06954781184,9.06954781154,9.06954781154,9.06954781154,9.06954781154,9.06954781154,9.06954781154,8.49188749597,9.06954781157,9.06954781157,9.06954781157,9.06954781122,9.06954781172,7.78079177039,5.548012209,7.3929914393,7.7198907341,8.6251811376,9.9466135469,9.8526537709,9.9466135472,9.9466135472,8.58324840498,9.9466135475,9.94661354736,9.94661354736,9.9466135474,9.9466135475,9.946613548087,9.946613548227,9.946613548227,9.554723033187,9.946613547187,9.946613546687,9.946613547187,9.946613547187,9.946613547187,9.94661354724,9.94661354724,9.2739893066,9.9466135471,9.9466135471,9.9466135471,7.2168579036,7.4329873311,6.5565718035,9.9466135476,9.83491554268,9.9466135476,9.7994663598,9.9466135476,9.9466135476,9.24662079787,8.4657691768,6.6727424904,9.94661354715,9.94661354715,9.94661354715,9.94661354707,9.94661354707,9.94661354707,9.94661354707,9.46583556737,9.946613547083,9.946613547083,9.94661354708,9.93721358157,9.94661354664,9.94661354714,9.94661354714,8.84512845065,7.68625928585,9.94661354747,9.94661354747,9.94661354714,8.19859322444,8.95567962194,9.94661354724,9.77293818884,9.94661354727,9.94661354727,9.31253266784,9.94661354784,9.94661354744,9.44818665674,9.94661354774,9.70843992953,6.63856259097,6.5744917261,9.918313129,9.6997137198,8.81783258393,9.39539961231,9.94661354767,9.94661354767,9.5094169751,9.5745564181,5.04223061588
"t130",5.06860846409,7.0789096211,7.3905573593,7.26249888584,5.7481842784,6.6613647964,0,0.4571510828,1.3216904294,1.28443789013,3.3794857838,5.17035917627,7.70814936406,8.49084006426,8.49084006426,8.49084006428,8.35799176868,8.49084006468,8.49084006468,7.52481806188,8.49084006448,8.49084006438,8.49084006428,8.490840064295,8.490840064295,8.49084006428,8.49084006438,6.02900796677,8.49084006507,8.49084006507,8.49084006505,8.48227491426,8.49084006505,8.49084006517,8.49084006517,8.49084006506,8.49084006416,7.78754383866,7.23335690725,8.49084006495,8.12262225932,8.49084006462,8.49084006422,8.49084006422,7.51306040892,7.69048717517,7.74698447507,6.99212190337,8.49084006487,7.85949284447,7.78306565717,7.86960551607,5.0999667144,5.3922931319,9.73641643072,9.73641643072,9.73641643066,9.73641643066,10.2307868493,10.230786849,10.23078684911,10.01064359411,10.230786849,10.230786849,10.230786849,10.2307868487,9.41559010204,10.23078684924,10.23078684894,10.23078684894,10.23078684894,10.23078684894,10.23078684894,10.23078684894,9.65312653337,10.23078684897,10.23078684897,10.23078684897,10.23078684862,10.23078684912,8.94203080779,6.7092512464,8.5542304767,8.8811297715,9.786420175,11.1078525843,11.0138928083,11.1078525846,11.1078525846,9.74448744238,11.1078525849,11.10785258476,11.10785258476,11.1078525848,11.1078525849,11.107852585487,11.107852585627,11.107852585627,10.715962070587,11.107852584587,11.107852584087,11.107852584587,11.107852584587,11.107852584587,11.10785258464,11.10785258464,10.435228344,11.1078525845,11.1078525845,11.1078525845,8.378096941,8.5942263685,7.7178108409,11.107852585,10.99615458008,11.107852585,10.9607053972,11.107852585,11.107852585,10.40785983527,9.6270082142,7.8339815278,11.10785258455,11.10785258455,11.10785258455,11.10785258447,11.10785258447,11.10785258447,11.10785258447,10.62707460477,11.107852584483,11.107852584483,11.10785258448,11.09845261897,11.10785258404,11.10785258454,11.10785258454,10.00636748805,8.84749832325,11.10785258487,11.10785258487,11.10785258454,9.35983226184,10.11691865934,11.10785258464,10.93417722624,11.10785258467,11.10785258467,10.47377170524,11.10785258524,11.10785258484,10.60942569414,11.10785258514,10.86967896693,7.79980162837,7.7357307635,11.0795521664,10.8609527572,9.97907162133,10.55663864971,11.10785258507,11.10785258507,10.6706560125,10.7357954555,6.20346965328
"t131",5.06860846409,7.0789096211,7.3905573593,7.26249888584,5.7481842784,6.6613647964,0.4571510828,0,1.3216904294,1.28443789013,3.3794857838,5.17035917627,7.70814936406,8.49084006426,8.49084006426,8.49084006428,8.35799176868,8.49084006468,8.49084006468,7.52481806188,8.49084006448,8.49084006438,8.49084006428,8.490840064295,8.490840064295,8.49084006428,8.49084006438,6.02900796677,8.49084006507,8.49084006507,8.49084006505,8.48227491426,8.49084006505,8.49084006517,8.49084006517,8.49084006506,8.49084006416,7.78754383866,7.23335690725,8.49084006495,8.12262225932,8.49084006462,8.49084006422,8.49084006422,7.51306040892,7.69048717517,7.74698447507,6.99212190337,8.49084006487,7.85949284447,7.78306565717,7.86960551607,5.0999667144,5.3922931319,9.73641643072,9.73641643072,9.73641643066,9.73641643066,10.2307868493,10.230786849,10.23078684911,10.01064359411,10.230786849,10.230786849,10.230786849,10.2307868487,9.41559010204,10.23078684924,10.23078684894,10.23078684894,10.23078684894,10.23078684894,10.23078684894,10.23078684894,9.65312653337,10.23078684897,10.23078684897,10.23078684897,10.23078684862,10.23078684912,8.94203080779,6.7092512464,8.5542304767,8.8811297715,9.786420175,11.1078525843,11.0138928083,11.1078525846,11.1078525846,9.74448744238,11.1078525849,11.10785258476,11.10785258476,11.1078525848,11.1078525849,11.107852585487,11.107852585627,11.107852585627,10.715962070587,11.107852584587,11.107852584087,11.107852584587,11.107852584587,11.107852584587,11.10785258464,11.10785258464,10.435228344,11.1078525845,11.1078525845,11.1078525845,8.378096941,8.5942263685,7.7178108409,11.107852585,10.99615458008,11.107852585,10.9607053972,11.107852585,11.107852585,10.40785983527,9.6270082142,7.8339815278,11.10785258455,11.10785258455,11.10785258455,11.10785258447,11.10785258447,11.10785258447,11.10785258447,10.62707460477,11.107852584483,11.107852584483,11.10785258448,11.09845261897,11.10785258404,11.10785258454,11.10785258454,10.00636748805,8.84749832325,11.10785258487,11.10785258487,11.10785258454,9.35983226184,10.11691865934,11.10785258464,10.93417722624,11.10785258467,11.10785258467,10.47377170524,11.10785258524,11.10785258484,10.60942569414,11.10785258514,10.86967896693,7.79980162837,7.7357307635,11.0795521664,10.8609527572,9.97907162133,10.55663864971,11.10785258507,11.10785258507,10.6706560125,10.7357954555,6.20346965328
"t92",5.06860846409,7.0789096211,7.3905573593,7.26249888584,5.7481842784,6.6613647964,1.3216904294,1.3216904294,0,1.28443789013,3.3794857838,5.17035917627,7.70814936406,8.49084006426,8.49084006426,8.49084006428,8.35799176868,8.49084006468,8.49084006468,7.52481806188,8.49084006448,8.49084006438,8.49084006428,8.490840064295,8.490840064295,8.49084006428,8.49084006438,6.02900796677,8.49084006507,8.49084006507,8.49084006505,8.48227491426,8.49084006505,8.49084006517,8.49084006517,8.49084006506,8.49084006416,7.78754383866,7.23335690725,8.49084006495,8.12262225932,8.49084006462,8.49084006422,8.49084006422,7.51306040892,7.69048717517,7.74698447507,6.99212190337,8.49084006487,7.85949284447,7.78306565717,7.86960551607,5.0999667144,5.3922931319,9.73641643072,9.73641643072,9.73641643066,9.73641643066,10.2307868493,10.230786849,10.23078684911,10.01064359411,10.230786849,10.230786849,10.230786849,10.2307868487,9.41559010204,10.23078684924,10.23078684894,10.23078684894,10.23078684894,10.23078684894,10.23078684894,10.23078684894,9.65312653337,10.23078684897,10.23078684897,10.23078684897,10.23078684862,10.23078684912,8.94203080779,6.7092512464,8.5542304767,8.8811297715,9.786420175,11.1078525843,11.0138928083,11.1078525846,11.1078525846,9.74448744238,11.1078525849,11.10785258476,11.10785258476,11.1078525848,11.1078525849,11.107852585487,11.107852585627,11.107852585627,10.715962070587,11.107852584587,11.107852584087,11.107852584587,11.107852584587,11.107852584587,11.10785258464,11.10785258464,10.435228344,11.1078525845,11.1078525845,11.1078525845,8.378096941,8.5942263685,7.7178108409,11.107852585,10.99615458008,11.107852585,10.9607053972,11.107852585,11.107852585,10.40785983527,9.6270082142,7.8339815278,11.10785258455,11.10785258455,11.10785258455,11.10785258447,11.10785258447,11.10785258447,11.10785258447,10.62707460477,11.107852584483,11.107852584483,11.10785258448,11.09845261897,11.10785258404,11.10785258454,11.10785258454,10.00636748805,8.84749832325,11.10785258487,11.10785258487,11.10785258454,9.35983226184,10.11691865934,11.10785258464,10.93417722624,11.10785258467,11.10785258467,10.47377170524,11.10785258524,11.10785258484,10.60942569414,11.10785258514,10.86967896693,7.79980162837,7.7357307635,11.0795521664,10.8609527572,9.97907162133,10.55663864971,11.10785258507,11.10785258507,10.6706560125,10.7357954555,6.20346965328
"t53",3.90823221642,5.91853337343,6.23018111163,6.10212263817,4.58780803073,5.50098854873,1.28443789013,1.28443789013,1.28443789013,0,2.21910953613,4.0099829286,6.54777311639,7.33046381659,7.33046381659,7.33046381661,7.19761552101,7.33046381701,7.33046381701,6.36444181421,7.33046381681,7.33046381671,7.33046381661,7.330463816625,7.330463816625,7.33046381661,7.33046381671,4.8686317191,7.3304638174,7.3304638174,7.33046381738,7.32189866659,7.33046381738,7.3304638175,7.3304638175,7.33046381739,7.33046381649,6.62716759099,6.07298065958,7.33046381728,6.96224601165,7.33046381695,7.33046381655,7.33046381655,6.35268416125,6.5301109275,6.5866082274,5.8317456557,7.3304638172,6.6991165968,6.6226894095,6.7092292684,3.93959046673,4.23191688423,8.57604018305,8.57604018305,8.57604018299,8.57604018299,9.07041060163,9.07041060133,9.07041060144,8.85026734644,9.07041060133,9.07041060133,9.07041060133,9.07041060103,8.25521385437,9.07041060157,9.07041060127,9.07041060127,9.07041060127,9.07041060127,9.07041060127,9.07041060127,8.4927502857,9.0704106013,9.0704106013,9.0704106013,9.07041060095,9.07041060145,7.78165456012,5.54887499873,7.39385422903,7.72075352383,8.62604392733,9.94747633663,9.85351656063,9.94747633693,9.94747633693,8.58411119471,9.94747633723,9.94747633709,9.94747633709,9.94747633713,9.94747633723,9.947476337817,9.947476337957,9.947476337957,9.555585822917,9.947476336917,9.947476336417,9.947476336917,9.947476336917,9.947476336917,9.94747633697,9.94747633697,9.27485209633,9.94747633683,9.94747633683,9.94747633683,7.21772069333,7.43385012083,6.55743459323,9.94747633733,9.83577833241,9.94747633733,9.80032914953,9.94747633733,9.94747633733,9.2474835876,8.46663196653,6.67360528013,9.94747633688,9.94747633688,9.94747633688,9.9474763368,9.9474763368,9.9474763368,9.9474763368,9.4666983571,9.947476336813,9.947476336813,9.94747633681,9.9380763713,9.94747633636999,9.94747633687,9.94747633687,8.84599124038,7.68712207558,9.9474763372,9.9474763372,9.94747633687,8.19945601417,8.95654241167,9.94747633697,9.77380097857,9.947476337,9.947476337,9.31339545757,9.94747633757,9.94747633717,9.44904944647,9.94747633747,9.70930271926,6.6394253807,6.57535451583,9.91917591873,9.70057650953,8.81869537366,9.39626240204,9.9474763374,9.9474763374,9.51027976483,9.57541920783,5.04309340561
