"accepted_species","traits"
"t38",0
"t73",NA
"t84",1
"t87",1
"t96",1
"t100",1
"t101",1
"t102",0
"t105",1
"t108",1
"t113",1
"t115",0
"t116",0
"t117",0
"t120",1
"t121",0
"t122",1
"t124",0
"t127",1
"t128",1
"t129",1
"t130",0
"t131",0
"t132",1
"t134",0
"t135",NA
"t138",1
"t139",1
"t140",1
"t141",1
"t142",1
"t143",0
"t144",NA
"t145",NA
"t146",0
"t147",1
"t148",0
"t150",1
"t151",1
"t152",0
"t153",1
"t154",1
"t155",NA
"t157",0
"t158",0
"t159",1
"t161",0
"t162",1
"t163",0
"t164",0
"t166",0
"t168",1
"t169",1
"t170",NA
"t172",1
"t173",0
"t174",1
"t175",1
"t176",1
"t177",1
"t178",0
"t179",0
"t180",NA
"t181",1
"t182",1
"t183",1
"t184",0
"t185",0
"t187",1
"t188",1
"t189",1
"t190",0
"t191",1
"t192",1
"t194",1
"t195",1
"t196",0
"t197",0
"t198",1
"t199",0
"t200",0
"t201",1
"t202",NA
"t203",0
"t204",1
"t205",0
"t206",1
"t207",1
"t208",0
"t209",1
"t210",NA
"t211",0
"t212",1
"t213",1
"t214",0
"t215",0
"t216",0
"t217",0
"t218",0
"t219",NA
