"accepted_species","trait_BM_trend_scaled"
"t24",-0.549929403988917
"t25",0.17865164603734
"t72",-0.422177075439523
"t73",-0.247831392191553
"t100",0.194446866239192
"t105",0.171099070796969
"t106",-0.00714107756007437
"t46",0.368904897631735
"t26",0.16602206385394
"t55",-1.68673810464941
"t70",-0.5278482437868
"t71",0.116792312863871
"t51",-0.255698075000847
"t88",-0.36216864395254
"t127",-0.748504382618322
"t128",-0.527726576461916
"t8",-2.41080228255461
"t9",-2.50099721691929
"t6",-2.20516710900648
"t92",0.291906342020241
"t93",0.639920476351255
"t52",-0.522063515829757
"t44",-0.951555239154903
"t12",-0.817591299724102
"t11",-0.692578677771117
"t19",-1.19718960646672
"t42",-0.459995029009018
"t43",-0.810110910504264
"t1",-0.263466792322598
"t5",0.12190413813507
"t56",1.85050672779606
"t57",1.98502125513658
"t135",1.82736817026678
"t136",1.83352142588492
"t7",0.210488026199805
"t10",0.587274074833434
"t34",0.122897715319668
"t35",1.51038559016422
"t98",-0.0382855974668069
"t99",-0.173776274847052
"t81",0.26496340152758
"t33",-1.55863925761273
"t139",-0.783744998125169
"t140",-0.841765709112064
"t84",-0.791719303190648
"t21",-1.01214160454089
"t39",NA
"t40",NA
"t53",NA
"t54",NA
"t28",NA
"t37",0.434325905301589
"t119",NA
"t120",NA
"t82",NA
"t83",NA
"t115",NA
"t116",NA
"t143",NA
"t144",NA
"t68",NA
"t22",1.43729642077446
"t23",1.11529892174602
"t67",1.0476023552546
"t91",0.590603818142602
"t137",0.0223830772503083
"t138",0.133888670784663
"t29",0.510237615788277
"t30",0.668236064907134
"t20",0.144050004923581
"t17",0.350118956581704
"t47",0.349153564397742
"t48",0.969059853286795
"t16",0.0864661769852944
"t27",0.926523007572008
"t64",0.363193224498932
"t65",0.405632238647102
"t45",0.51463273516858
"t61",0.809881519383772
"t62",1.10620163196297
"t59",0.961499362855504
"t104",1.00666428928409
"t129",0.701758710391276
"t130",0.884637144660568
"t133",0.583412045501764
"t134",0.460885209518158
"t97",0.881281076206932
"t101",-0.881739520235717
"t102",-0.630008719740535
"t38",0.668308952309038
"t121",0.255604173076905
"t122",0.0711459580711896
"t108",-0.0330836035273075
"t85",0.315293716005699
"t131",0.683831650936474
"t132",0.847766078633922
"t74",0.121878944027809
"t75",0.108111265104959
"t117",0.0779897249714614
"t118",0.00147574670264266
"t125",-0.237552483615304
"t126",-0.0929822057529117
"t103",0.110780623349239
"t107",-0.306426997500842
"t141",-0.205352319741965
"t142",-0.28339660471558
"t80",0.647967865828795
"t66",0.687119157026758
"t78",1.76119261099282
"t79",1.76703864104575
"t86",0.519365061815518
"t87",0.58632990562721
"t69",0.499067803452038
"t123",-0.184989229863279
"t124",0.0873667967473262
"t2",-1.63069377892599
"t113",-2.04639355478838
"t114",-1.88405413953343
"t60",-1.3011181251102
"t49",-2.330018783148
"t50",-2.00223910478913
"t31",-1.8335978807361
"t32",-0.938705063873135
"t89",-1.07838199106384
"t90",-0.943011833180573
"t111",-0.891456773385308
"t112",-0.370439860463538
"t94",-0.870161018577668
"t13",-2.98555299851435
"t14",-1.47765147000287
"t58",-1.40650262817032
"t95",-1.37676079033997
"t96",-1.19842194481447
"t15",-0.468150132558413
"t109",1.36210505708737
"t110",0.791964851586533
"t63",-0.066475956106291
"t76",0.117516417355958
"t77",-0.347118340494041
"t41",-0.168727838668864
"t36",-1.00797532492435
"t18",1.07529927529266
"t3",-0.952122347542932
"t4",-0.852466338676083
