"","t12","t19","t83","t84","t43","t36","t30","t20","t29","t53","t54","t34","t87","t88","t85","t6","t71","t90","t91","t81","t82","t74","t24","t94","t95","t124","t125","t68","t75","t76","t117","t132","t133","t99","t39","t62","t63","t31","t27","t41","t42","t67","t92","t93","t65","t66","t106","t107","t89","t35","t49","t50","t118","t119","t15","t22","t48","t96","t108","t109","t9","t110","t111","t73","t102","t103","t122","t123","t86","t7","t13","t40","t116","t120","t121","t45","t5","t8","t25","t26","t21","t37","t38","t16","t57","t58","t69","t70","t128","t129","t126","t127","t114","t115","t130","t131","t64","t79","t80","t100","t101","t112","t113","t47","t44","t2","t28","t104","t105","t55","t17","t59","t60","t77","t78","t56","t61","t72","t97","t98","t18","t4","t3","t46","t51","t52","t23","t10","t11","t32","t33","t14","t1"
"t12",0,2.397904024499,2.397904024399,2.397904024399,2.397904024499,2.397904024399,2.397904024899,2.397904024099,2.397904024499,1.937594971809,2.225159050379,2.397904024379,2.397904024399,2.397904024399,2.397904024379,2.1596747316,5.060815327,5.060815327,5.060815327,5.06081532749,5.06081532749,5.06081532748,5.06081532752,5.06081532732,5.06081532732,5.06081532722,5.06081532722,5.06081532722,5.06081532732,5.06081532732,5.06081532727,5.060815327274,5.060815327274,5.06081532722,5.06081532732,5.06081532722,5.01374500122,5.06081532742,5.0608153268,5.0608153273,4.9737783896,5.06081532774,5.06081532774,5.06081532774,4.92210214414,5.06081532774,5.06081532731,5.06081532731,5.06081532724,5.06081532774,4.63588768074,5.06081532764,5.06081532782,5.06081532782,4.15021508192,5.06081532742,5.06081532772,5.06081532782,5.06081532775,5.06081532775,3.068129801247,5.395722280947,5.395722280947,5.395722281047,5.395722281027,5.395722281027,5.395722280987,5.395722280987,5.395722281027,3.391453880577,3.425834808557,5.395722280577,5.395722280677,5.395722280687,5.395722280687,5.180877651577,3.1507869154,10.485822982,10.44408328384,10.25662112204,9.92566428874,11.17464339274,11.17464339274,11.17464339294,11.1746433923,11.1746433923,11.1746433932,11.1191645227,11.17464339268,11.17464339268,11.17464339267,11.17464339267,11.1746433926752,11.1746433926752,11.174643392708,11.174643392708,11.1746433926,11.11849303258,11.17464339258,11.17464339259,11.17464339259,11.17464339255,11.17464339255,11.17464339268,11.1746433926,6.5553077939,10.7239064324,11.1746433929,11.1746433929,10.8526632721,10.6087252214,11.1746433929,11.1746433929,11.1746433929,11.0055978125,11.1746433929,11.1746433929,11.1746433929,11.1746433928,11.1746433928,9.7836168784,6.89853897925,8.5683052875,12.9112423359,12.91124233582,12.91124233582,12.9112423358,10.9978567128,11.7679580014,12.911242336,12.337921189,11.1925991692,6.7118031393
"t19",2.397904024499,0,3.1378869299,3.1378869299,3.13788693,3.1378869299,3.1378869304,4.1185314308,4.1185314312,3.65822237851,3.94578645708,4.11853143108,4.1185314311,4.1185314311,4.11853143108,3.888659368699,6.789799964099,6.789799964099,6.789799964099,6.789799964589,6.789799964589,6.789799964579,6.789799964619,6.789799964419,6.789799964419,6.789799964319,6.789799964319,6.789799964319,6.789799964419,6.789799964419,6.789799964369,6.789799964373,6.789799964373,6.789799964319,6.789799964419,6.789799964319,6.742729638319,6.789799964519,6.789799963899,6.789799964399,6.702763026699,6.789799964839,6.789799964839,6.789799964839,6.651086781239,6.789799964839,6.789799964409,6.789799964409,6.789799964339,6.789799964839,6.364872317839,6.789799964739,6.789799964919,6.789799964919,5.879199719019,6.789799964519,6.789799964819,6.789799964919,6.789799964849,6.789799964849,4.797114438346,7.124706918046,7.124706918046,7.124706918146,7.124706918126,7.124706918126,7.124706918086,7.124706918086,7.124706918126,5.120438517676,5.154819445656,7.124706917676,7.124706917776,7.124706917786,7.124706917786,6.909862288676,4.879771552499,12.214807619099,12.173067920939,11.985605759139,11.654648925839,12.903628029839,12.903628029839,12.903628030039,12.903628029399,12.903628029399,12.903628030299,12.848149159799,12.903628029779,12.903628029779,12.903628029769,12.903628029769,12.9036280297742,12.9036280297742,12.903628029807,12.903628029807,12.903628029699,12.847477669679,12.903628029679,12.903628029689,12.903628029689,12.903628029649,12.903628029649,12.903628029779,12.903628029699,8.284292430999,12.452891069499,12.903628029999,12.903628029999,12.581647909199,12.337709858499,12.903628029999,12.903628029999,12.903628029999,12.734582449599,12.903628029999,12.903628029999,12.903628029999,12.903628029899,12.903628029899,11.512601515499,8.627523616349,10.297289924599,14.640226972999,14.640226972919,14.640226972919,14.640226972899,12.726841349899,13.496942638499,14.640226973099,14.066905826099,12.921583806299,8.440787776399
"t83",2.397904024399,3.1378869299,0,0.5202471624,1.5098805751,1.8497922682,2.1915136975,4.1185314307,4.1185314311,3.65822237841,3.94578645698,4.11853143098,4.118531431,4.118531431,4.11853143098,3.888659368599,6.789799963999,6.789799963999,6.789799963999,6.789799964489,6.789799964489,6.789799964479,6.789799964519,6.789799964319,6.789799964319,6.789799964219,6.789799964219,6.789799964219,6.789799964319,6.789799964319,6.789799964269,6.789799964273,6.789799964273,6.789799964219,6.789799964319,6.789799964219,6.742729638219,6.789799964419,6.789799963799,6.789799964299,6.702763026599,6.789799964739,6.789799964739,6.789799964739,6.651086781139,6.789799964739,6.789799964309,6.789799964309,6.789799964239,6.789799964739,6.364872317739,6.789799964639,6.789799964819,6.789799964819,5.879199718919,6.789799964419,6.789799964719,6.789799964819,6.789799964749,6.789799964749,4.797114438246,7.124706917946,7.124706917946,7.124706918046,7.124706918026,7.124706918026,7.124706917986,7.124706917986,7.124706918026,5.120438517576,5.154819445556,7.124706917576,7.124706917676,7.124706917686,7.124706917686,6.909862288576,4.879771552399,12.214807618999,12.173067920839,11.985605759039,11.654648925739,12.903628029739,12.903628029739,12.903628029939,12.903628029299,12.903628029299,12.903628030199,12.848149159699,12.903628029679,12.903628029679,12.903628029669,12.903628029669,12.9036280296742,12.9036280296742,12.903628029707,12.903628029707,12.903628029599,12.847477669579,12.903628029579,12.903628029589,12.903628029589,12.903628029549,12.903628029549,12.903628029679,12.903628029599,8.284292430899,12.452891069399,12.903628029899,12.903628029899,12.581647909099,12.337709858399,12.903628029899,12.903628029899,12.903628029899,12.734582449499,12.903628029899,12.903628029899,12.903628029899,12.903628029799,12.903628029799,11.512601515399,8.627523616249,10.297289924499,14.640226972899,14.640226972819,14.640226972819,14.640226972799,12.726841349799,13.496942638399,14.640226972999,14.066905825999,12.921583806199,8.440787776299
"t84",2.397904024399,3.1378869299,0.5202471624,0,1.5098805751,1.8497922682,2.1915136975,4.1185314307,4.1185314311,3.65822237841,3.94578645698,4.11853143098,4.118531431,4.118531431,4.11853143098,3.888659368599,6.789799963999,6.789799963999,6.789799963999,6.789799964489,6.789799964489,6.789799964479,6.789799964519,6.789799964319,6.789799964319,6.789799964219,6.789799964219,6.789799964219,6.789799964319,6.789799964319,6.789799964269,6.789799964273,6.789799964273,6.789799964219,6.789799964319,6.789799964219,6.742729638219,6.789799964419,6.789799963799,6.789799964299,6.702763026599,6.789799964739,6.789799964739,6.789799964739,6.651086781139,6.789799964739,6.789799964309,6.789799964309,6.789799964239,6.789799964739,6.364872317739,6.789799964639,6.789799964819,6.789799964819,5.879199718919,6.789799964419,6.789799964719,6.789799964819,6.789799964749,6.789799964749,4.797114438246,7.124706917946,7.124706917946,7.124706918046,7.124706918026,7.124706918026,7.124706917986,7.124706917986,7.124706918026,5.120438517576,5.154819445556,7.124706917576,7.124706917676,7.124706917686,7.124706917686,6.909862288576,4.879771552399,12.214807618999,12.173067920839,11.985605759039,11.654648925739,12.903628029739,12.903628029739,12.903628029939,12.903628029299,12.903628029299,12.903628030199,12.848149159699,12.903628029679,12.903628029679,12.903628029669,12.903628029669,12.9036280296742,12.9036280296742,12.903628029707,12.903628029707,12.903628029599,12.847477669579,12.903628029579,12.903628029589,12.903628029589,12.903628029549,12.903628029549,12.903628029679,12.903628029599,8.284292430899,12.452891069399,12.903628029899,12.903628029899,12.581647909099,12.337709858399,12.903628029899,12.903628029899,12.903628029899,12.734582449499,12.903628029899,12.903628029899,12.903628029899,12.903628029799,12.903628029799,11.512601515399,8.627523616249,10.297289924499,14.640226972899,14.640226972819,14.640226972819,14.640226972799,12.726841349799,13.496942638399,14.640226972999,14.066905825999,12.921583806199,8.440787776299
"t43",2.397904024499,3.13788693,1.5098805751,1.5098805751,0,1.8497922683,2.1915136976,4.1185314308,4.1185314312,3.65822237851,3.94578645708,4.11853143108,4.1185314311,4.1185314311,4.11853143108,3.888659368699,6.789799964099,6.789799964099,6.789799964099,6.789799964589,6.789799964589,6.789799964579,6.789799964619,6.789799964419,6.789799964419,6.789799964319,6.789799964319,6.789799964319,6.789799964419,6.789799964419,6.789799964369,6.789799964373,6.789799964373,6.789799964319,6.789799964419,6.789799964319,6.742729638319,6.789799964519,6.789799963899,6.789799964399,6.702763026699,6.789799964839,6.789799964839,6.789799964839,6.651086781239,6.789799964839,6.789799964409,6.789799964409,6.789799964339,6.789799964839,6.364872317839,6.789799964739,6.789799964919,6.789799964919,5.879199719019,6.789799964519,6.789799964819,6.789799964919,6.789799964849,6.789799964849,4.797114438346,7.124706918046,7.124706918046,7.124706918146,7.124706918126,7.124706918126,7.124706918086,7.124706918086,7.124706918126,5.120438517676,5.154819445656,7.124706917676,7.124706917776,7.124706917786,7.124706917786,6.909862288676,4.879771552499,12.214807619099,12.173067920939,11.985605759139,11.654648925839,12.903628029839,12.903628029839,12.903628030039,12.903628029399,12.903628029399,12.903628030299,12.848149159799,12.903628029779,12.903628029779,12.903628029769,12.903628029769,12.9036280297742,12.9036280297742,12.903628029807,12.903628029807,12.903628029699,12.847477669679,12.903628029679,12.903628029689,12.903628029689,12.903628029649,12.903628029649,12.903628029779,12.903628029699,8.284292430999,12.452891069499,12.903628029999,12.903628029999,12.581647909199,12.337709858499,12.903628029999,12.903628029999,12.903628029999,12.734582449599,12.903628029999,12.903628029999,12.903628029999,12.903628029899,12.903628029899,11.512601515499,8.627523616349,10.297289924599,14.640226972999,14.640226972919,14.640226972919,14.640226972899,12.726841349899,13.496942638499,14.640226973099,14.066905826099,12.921583806299,8.440787776399
"t36",2.397904024399,3.1378869299,1.8497922682,1.8497922682,1.8497922683,0,2.1915136975,4.1185314307,4.1185314311,3.65822237841,3.94578645698,4.11853143098,4.118531431,4.118531431,4.11853143098,3.888659368599,6.789799963999,6.789799963999,6.789799963999,6.789799964489,6.789799964489,6.789799964479,6.789799964519,6.789799964319,6.789799964319,6.789799964219,6.789799964219,6.789799964219,6.789799964319,6.789799964319,6.789799964269,6.789799964273,6.789799964273,6.789799964219,6.789799964319,6.789799964219,6.742729638219,6.789799964419,6.789799963799,6.789799964299,6.702763026599,6.789799964739,6.789799964739,6.789799964739,6.651086781139,6.789799964739,6.789799964309,6.789799964309,6.789799964239,6.789799964739,6.364872317739,6.789799964639,6.789799964819,6.789799964819,5.879199718919,6.789799964419,6.789799964719,6.789799964819,6.789799964749,6.789799964749,4.797114438246,7.124706917946,7.124706917946,7.124706918046,7.124706918026,7.124706918026,7.124706917986,7.124706917986,7.124706918026,5.120438517576,5.154819445556,7.124706917576,7.124706917676,7.124706917686,7.124706917686,6.909862288576,4.879771552399,12.214807618999,12.173067920839,11.985605759039,11.654648925739,12.903628029739,12.903628029739,12.903628029939,12.903628029299,12.903628029299,12.903628030199,12.848149159699,12.903628029679,12.903628029679,12.903628029669,12.903628029669,12.9036280296742,12.9036280296742,12.903628029707,12.903628029707,12.903628029599,12.847477669579,12.903628029579,12.903628029589,12.903628029589,12.903628029549,12.903628029549,12.903628029679,12.903628029599,8.284292430899,12.452891069399,12.903628029899,12.903628029899,12.581647909099,12.337709858399,12.903628029899,12.903628029899,12.903628029899,12.734582449499,12.903628029899,12.903628029899,12.903628029899,12.903628029799,12.903628029799,11.512601515399,8.627523616249,10.297289924499,14.640226972899,14.640226972819,14.640226972819,14.640226972799,12.726841349799,13.496942638399,14.640226972999,14.066905825999,12.921583806199,8.440787776299
"t30",2.397904024899,3.1378869304,2.1915136975,2.1915136975,2.1915136976,2.1915136975,0,4.1185314312,4.1185314316,3.65822237891,3.94578645748,4.11853143148,4.1185314315,4.1185314315,4.11853143148,3.888659369099,6.789799964499,6.789799964499,6.789799964499,6.789799964989,6.789799964989,6.789799964979,6.789799965019,6.789799964819,6.789799964819,6.789799964719,6.789799964719,6.789799964719,6.789799964819,6.789799964819,6.789799964769,6.789799964773,6.789799964773,6.789799964719,6.789799964819,6.789799964719,6.742729638719,6.789799964919,6.789799964299,6.789799964799,6.702763027099,6.789799965239,6.789799965239,6.789799965239,6.651086781639,6.789799965239,6.789799964809,6.789799964809,6.789799964739,6.789799965239,6.364872318239,6.789799965139,6.789799965319,6.789799965319,5.879199719419,6.789799964919,6.789799965219,6.789799965319,6.789799965249,6.789799965249,4.797114438746,7.124706918446,7.124706918446,7.124706918546,7.124706918526,7.124706918526,7.124706918486,7.124706918486,7.124706918526,5.120438518076,5.154819446056,7.124706918076,7.124706918176,7.124706918186,7.124706918186,6.909862289076,4.879771552899,12.214807619499,12.173067921339,11.985605759539,11.654648926239,12.903628030239,12.903628030239,12.903628030439,12.903628029799,12.903628029799,12.903628030699,12.848149160199,12.903628030179,12.903628030179,12.903628030169,12.903628030169,12.9036280301742,12.9036280301742,12.903628030207,12.903628030207,12.903628030099,12.847477670079,12.903628030079,12.903628030089,12.903628030089,12.903628030049,12.903628030049,12.903628030179,12.903628030099,8.284292431399,12.452891069899,12.903628030399,12.903628030399,12.581647909599,12.337709858899,12.903628030399,12.903628030399,12.903628030399,12.734582449999,12.903628030399,12.903628030399,12.903628030399,12.903628030299,12.903628030299,11.512601515899,8.627523616749,10.297289924999,14.640226973399,14.640226973319,14.640226973319,14.640226973299,12.726841350299,13.496942638899,14.640226973499,14.066905826499,12.921583806699,8.440787776799
"t20",2.397904024099,4.1185314308,4.1185314307,4.1185314307,4.1185314308,4.1185314307,4.1185314312,0,3.0975627244,2.63725367171,2.92481775028,3.09756272428,3.0975627243,3.0975627243,3.09756272428,3.888659368299,6.789799963699,6.789799963699,6.789799963699,6.789799964189,6.789799964189,6.789799964179,6.789799964219,6.789799964019,6.789799964019,6.789799963919,6.789799963919,6.789799963919,6.789799964019,6.789799964019,6.789799963969,6.789799963973,6.789799963973,6.789799963919,6.789799964019,6.789799963919,6.742729637919,6.789799964119,6.789799963499,6.789799963999,6.702763026299,6.789799964439,6.789799964439,6.789799964439,6.651086780839,6.789799964439,6.789799964009,6.789799964009,6.789799963939,6.789799964439,6.364872317439,6.789799964339,6.789799964519,6.789799964519,5.879199718619,6.789799964119,6.789799964419,6.789799964519,6.789799964449,6.789799964449,4.797114437946,7.124706917646,7.124706917646,7.124706917746,7.124706917726,7.124706917726,7.124706917686,7.124706917686,7.124706917726,5.120438517276,5.154819445256,7.124706917276,7.124706917376,7.124706917386,7.124706917386,6.909862288276,4.879771552099,12.214807618699,12.173067920539,11.985605758739,11.654648925439,12.903628029439,12.903628029439,12.903628029639,12.903628028999,12.903628028999,12.903628029899,12.848149159399,12.903628029379,12.903628029379,12.903628029369,12.903628029369,12.9036280293742,12.9036280293742,12.903628029407,12.903628029407,12.903628029299,12.847477669279,12.903628029279,12.903628029289,12.903628029289,12.903628029249,12.903628029249,12.903628029379,12.903628029299,8.284292430599,12.452891069099,12.903628029599,12.903628029599,12.581647908799,12.337709858099,12.903628029599,12.903628029599,12.903628029599,12.734582449199,12.903628029599,12.903628029599,12.903628029599,12.903628029499,12.903628029499,11.512601515099,8.627523615949,10.297289924199,14.640226972599,14.640226972519,14.640226972519,14.640226972499,12.726841349499,13.496942638099,14.640226972699,14.066905825699,12.921583805899,8.440787775999
"t29",2.397904024499,4.1185314312,4.1185314311,4.1185314311,4.1185314312,4.1185314311,4.1185314316,3.0975627244,0,1.85502366531,2.14258774388,2.31533271788,2.3153327179,2.3153327179,2.31533271788,3.888659368699,6.789799964099,6.789799964099,6.789799964099,6.789799964589,6.789799964589,6.789799964579,6.789799964619,6.789799964419,6.789799964419,6.789799964319,6.789799964319,6.789799964319,6.789799964419,6.789799964419,6.789799964369,6.789799964373,6.789799964373,6.789799964319,6.789799964419,6.789799964319,6.742729638319,6.789799964519,6.789799963899,6.789799964399,6.702763026699,6.789799964839,6.789799964839,6.789799964839,6.651086781239,6.789799964839,6.789799964409,6.789799964409,6.789799964339,6.789799964839,6.364872317839,6.789799964739,6.789799964919,6.789799964919,5.879199719019,6.789799964519,6.789799964819,6.789799964919,6.789799964849,6.789799964849,4.797114438346,7.124706918046,7.124706918046,7.124706918146,7.124706918126,7.124706918126,7.124706918086,7.124706918086,7.124706918126,5.120438517676,5.154819445656,7.124706917676,7.124706917776,7.124706917786,7.124706917786,6.909862288676,4.879771552499,12.214807619099,12.173067920939,11.985605759139,11.654648925839,12.903628029839,12.903628029839,12.903628030039,12.903628029399,12.903628029399,12.903628030299,12.848149159799,12.903628029779,12.903628029779,12.903628029769,12.903628029769,12.9036280297742,12.9036280297742,12.903628029807,12.903628029807,12.903628029699,12.847477669679,12.903628029679,12.903628029689,12.903628029689,12.903628029649,12.903628029649,12.903628029779,12.903628029699,8.284292430999,12.452891069499,12.903628029999,12.903628029999,12.581647909199,12.337709858499,12.903628029999,12.903628029999,12.903628029999,12.734582449599,12.903628029999,12.903628029999,12.903628029999,12.903628029899,12.903628029899,11.512601515499,8.627523616349,10.297289924599,14.640226972999,14.640226972919,14.640226972919,14.640226972899,12.726841349899,13.496942638499,14.640226973099,14.066905826099,12.921583806299,8.440787776399
"t53",1.937594971809,3.65822237851,3.65822237841,3.65822237841,3.65822237851,3.65822237841,3.65822237891,2.63725367171,1.85502366531,0,0.45914782043,1.43770282283,1.81033815805,1.81033815805,1.81033815803,3.428350316009,6.329490911409,6.329490911409,6.329490911409,6.329490911899,6.329490911899,6.329490911889,6.329490911929,6.329490911729,6.329490911729,6.329490911629,6.329490911629,6.329490911629,6.329490911729,6.329490911729,6.329490911679,6.329490911683,6.329490911683,6.329490911629,6.329490911729,6.329490911629,6.282420585629,6.329490911829,6.329490911209,6.329490911709,6.242453974009,6.329490912149,6.329490912149,6.329490912149,6.190777728549,6.329490912149,6.329490911719,6.329490911719,6.329490911649,6.329490912149,5.904563265149,6.329490912049,6.329490912229,6.329490912229,5.418890666329,6.329490911829,6.329490912129,6.329490912229,6.329490912159,6.329490912159,4.336805385656,6.664397865356,6.664397865356,6.664397865456,6.664397865436,6.664397865436,6.664397865396,6.664397865396,6.664397865436,4.660129464986,4.694510392966,6.664397864986,6.664397865086,6.664397865096,6.664397865096,6.449553235986,4.419462499809,11.754498566409,11.712758868249,11.525296706449,11.194339873149,12.443318977149,12.443318977149,12.443318977349,12.443318976709,12.443318976709,12.443318977609,12.387840107109,12.443318977089,12.443318977089,12.443318977079,12.443318977079,12.4433189770842,12.4433189770842,12.443318977117,12.443318977117,12.443318977009,12.387168616989,12.443318976989,12.443318976999,12.443318976999,12.443318976959,12.443318976959,12.443318977089,12.443318977009,7.823983378309,11.992582016809,12.443318977309,12.443318977309,12.121338856509,11.877400805809,12.443318977309,12.443318977309,12.443318977309,12.274273396909,12.443318977309,12.443318977309,12.443318977309,12.443318977209,12.443318977209,11.052292462809,8.167214563659,9.836980871909,14.179917920309,14.179917920229,14.179917920229,14.179917920209,12.266532297209,13.036633585809,14.179917920409,13.606596773409,12.461274753609,7.980478723709
