"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128","c129","c130","c131","c132","c133","c134","c135","c136","c137","c138","c139","c140","c141","c142","c143","c144","c145","c146","c147","c148","c149","c150","c151","c152","c153","c154","c155","c156","c157","c158","c159","c160","c161","c162","c163","c164","c165","c166","c167","c168"
"t1",-0.0386931948946946,-0.0246273227287214,-0.00792215055890693,0.0386975621279517,-0.0581761828092588,-0.00960834200224143,0.00647928394628647,0.0250128936971352,-0.00388861370313761,-0.0190147244410409,0.0105281671010361,0.110796859970376,-0.00527219304936322,-0.0252357314544992,0.00131374772399871,-0.000212156190313148,0.00845657010596884,0.0431976617157388,0.16441109920438,-0.00659804965392933,1.82331203769257e-05,0.000490085534283348,-0.302919657263498,-0.00159669796564819,0.0279751125225439,-0.0734341401230589,-0.0259281242562842,0.0214156961797076,0.000864664991981763,0.148715897498074,0.000773654750041753,-0.144890941123931,-0.215737471843949,0.853466890310443,0.0235163221188047,-0.0703478672191915,0.0128825037675648,0.0024607747156528,0.0515986089276861,-0.00167146366178542,-0.00469593858406359,0.000199445342383336,0.0363754749663164,0.00333784360977355,-0.000489542700076682,-0.0217401071488183,0.0354022586452201,0.0875641163567203,2.80245431940464e-05,-0.0391090182434418,5.89566901820195e-06,-0.0119167198893805,-0.0473739498600482,-9.75617360294393e-06,-0.00253622608627618,0.00241331811749653,0.00452691714970881,-0.0371734506413647,-3.28133545035649e-16,-0.000517925300072767,-0.000447266926871237,0.000258311979400825,0.000378706030525035,-0.000109487769988718,0.000240696593896276,0.013878857998605,0.0242236016884123,0.000105255886026315,-0.000105259245151864,-0.000326811334007239,-0.015594295821691,-9.91375106012583e-05,8.39433543082714e-06,0.0105244750399159,0.0073002802347659,0.000964489189977871,-0.0208722011341205,-0.0216800094076574,6.80245908252113e-08,-9.78210264594775e-06,0.00019318005766021,-0.000682871505130118,-4.98168369268209e-06,6.38502200760316e-05,-5.39701031221688e-05,-2.6400428767979e-05,-7.19179700422127e-05,0.00594145941553362,0.000532943273479984,6.53541861087133e-06,-1.07449225754012e-06,-0.00178725888243282,0.000439967019422533,-0.000309911051288551,2.65734330012377e-16,-0.00391440059130329,-2.97910826424774e-07,-6.46958998224717e-07,-1.33964918508475e-05,3.02405368810297e-05,-0.00159399380591433,0.000196082114992053,0.00128441677829012,2.27220958777932e-05,-5.42242135412231e-06,0.00133434942215472,-0.00291466333204609,4.65545024942233e-05,-2.07172019005446e-05,-2.08759201215372e-05,0.000163292137183092,-2.91950280487866e-06,3.83296372694173e-07,4.84772001578265e-05,8.85944445438604e-08,7.10638389184504e-07,-0.00114627582134439,1.98724188714289e-16,-3.4023816752245e-16,0.00131424711346445,0.00832365908711396,0.00024223146620205,-3.06107293513382e-06,-7.53669736218829e-05,-3.88853855769974e-08,5.05758533665031e-06,-2.72449594644865e-16,9.82172992653489e-07,1.3973522403749e-07,-1.17805273491464e-07,1.97968829395728e-07,3.88640196012033e-16,-3.03827273764996e-16,-3.61267862944772e-06,5.77636021205985e-17,-7.07793935707716e-08,1.19589737550734e-16,-1.24429465593846e-10,2.81205987847431e-09,1.53692700007008e-16,-7.61340339493096e-06,-1.93819908550389e-08,-1.87872262842193e-16,3.58662326061615e-07,-5.94694108887719e-16,4.5302569624205e-16,0.00323340712438008,2.07660468922858e-17,-8.30012451757234e-09,-0.0015662705053142,-4.17298778969665e-06,-3.65955320115307e-16,2.40314492221865e-16,-7.4419720877243e-09,0.000349022678578859,-3.55968407516206e-16,-5.37632752648957e-16,3.40161250137857e-16,-4.95379470763303e-16,3.86517863534169e-05,6.28312670434036e-05,3.25675615508558e-16,-2.01543848570776e-16,-5.8326670068981e-16,-4.23180601789431e-15,1.45589173706549e-16,-1.38188766151202e-14,0.0771516749810453
"t3",-0.0345474874404719,-0.0606107869868402,-0.0298327711144661,0.0118506405292507,-0.0378986720571121,0.00326552536147628,0.00693889608101085,0.0481375133100236,-0.00281885038873333,-0.0106317391414523,0.00865729606315513,0.0929280253056129,-0.000697685998525914,-0.0455872960951777,-0.00215067239362704,-0.000145347625138467,0.00559194800370884,0.0555837159019777,0.0952257368525339,-0.00402018666171847,4.14951256335052e-05,0.000481551808030102,-0.217429218864622,-0.000773535359634543,-0.0099420090741585,-0.0831325357423096,-0.0461474000369476,-0.101797271115429,-0.0055351377739165,0.390646993226385,0.00188256149772858,-0.0844825745781915,0.0901146475231601,-0.249627031351838,-0.00459270109189282,-0.178074306652428,0.02390096187399,0.000592534433422723,0.0822958332491044,-0.000448827149006666,-0.00440966724215235,4.83891617558315e-06,-0.352355223371069,0.0103763498338271,-0.00147922184464637,-0.0251382172835365,0.0774213806421366,0.101108715384726,0.0485499039791191,-0.164549966426284,0.000170929809040756,-0.0903433733260106,-0.642968464406037,0.0809112855117577,-0.0202388702638437,-0.0163776851733914,-0.0270888375728708,0.154173256168704,1.76482388944686e-15,0.00999191775481675,0.00103086422396255,-5.75585509547965e-05,-0.000233145118684692,5.61122149522057e-05,0.0026733374756095,-0.00414749679730005,-0.0014229476995201,0.00180434047927378,1.75141707763085e-05,-0.00301629236127888,-1.19161591888408e-05,-8.21401151196698e-06,7.25626892112365e-07,0.000450737732408213,0.000371310289192739,5.81172192570442e-05,-0.00116412404920731,-0.00136869452443921,3.42652371902589e-08,-3.77579221770884e-06,2.15815041938176e-05,-8.08994307466023e-05,-6.3600001747404e-07,8.58239313697417e-06,-2.5537504887307e-05,-1.26035907778814e-05,-3.68298887453365e-05,0.00326012773032289,0.000312044293842645,3.89988999670774e-06,-2.09491662321119e-07,-0.00108578860400752,0.000302624853584238,-0.000244742780910246,1.95480412496233e-15,-0.0319234437557426,-4.04509262503368e-09,-4.05445588277777e-08,-0.000101749153811413,4.40197363324121e-06,-0.000237366877164863,8.64839595048125e-05,0.0005740632636661,1.10266971035891e-05,-2.6682970166405e-06,0.000667781559587863,-0.00146448976106421,2.39573255508722e-05,-1.09355560728819e-05,-1.15926795414339e-05,3.68098016507144e-05,-1.87582820142944e-05,8.8233578311421e-08,2.90596812109046e-05,5.33538429658386e-08,4.30999143653507e-07,-0.000696833482457849,1.58088604529496e-16,-4.6286160568539e-17,0.000399163394314961,0.00520016953958216,0.000151531526627065,-1.96047817015738e-06,-4.8289339058107e-05,-2.62770609331814e-07,3.27815392965429e-06,4.535203273269e-16,6.43633867070556e-07,9.16619755413603e-08,-7.80374600953088e-08,1.31601705890585e-07,1.43236777982173e-15,2.84353763829408e-15,-2.42751336467296e-06,1.79456324818043e-16,-4.77501438431475e-08,-1.27771035838436e-15,-8.48287325818765e-11,1.92689946493934e-09,1.49412758728732e-15,-2.04916757234778e-06,-1.33731529789164e-08,-2.63040490940222e-16,9.75714978877393e-08,5.68099767016849e-16,-1.22386937829509e-15,0.000899440588262319,7.93896532071595e-16,-6.4014979691747e-09,-0.0090687245863174,-2.4015505100022e-05,-8.63124138664441e-16,-7.66056279018152e-16,-2.02548982551686e-09,9.59823792762639e-05,-6.13054216158572e-16,2.01661615697522e-17,1.46101329954264e-17,7.01830923856333e-15,0.000214952513474804,4.49497335425003e-05,1.27721681758658e-15,1.38811129461329e-15,-2.64131654500836e-16,-3.58844272233692e-15,1.1208220035987e-15,-1.32597740872834e-14,0.0771516749810438
"t4",-0.0350646842071678,-0.0641631806790048,-0.032788249927012,0.00881596472857377,-0.033236511716686,0.00289014587782603,0.00625847984386887,0.0474469202000987,-0.00237436418462483,-0.0089729822322438,0.00734942317420085,0.0788909134207342,-0.00059022428171026,-0.0417619432173629,-0.00229151431454879,-0.000115856220076658,0.00464842587689552,0.0486001945319793,0.07469920624526,-0.00314183199492089,3.23480377767724e-05,0.000374128124745046,-0.165431525591266,-0.000567132903590106,-0.00905962316026452,-0.0580900600925495,-0.0316824756390286,-0.0716889974272203,-0.00392806289620655,0.250555840333816,0.00120229210578326,-0.0476155828912498,0.0509452819891542,-0.139373773024745,-0.00253089020570767,-0.0941540139197081,0.0119284598798355,0.00028029419322815,0.0370217100677994,-0.000191363686299543,-0.00167022929261917,3.13365663378581e-05,-0.0487202610757297,0.0014591939044399,-0.000203687297099161,-0.00268539499746255,0.0056565265122316,0.00408816007886834,-0.0045282474824537,0.0148489091094202,-5.61018389898406e-05,0.0346704591881158,0.315742283603181,-0.0499594352022734,0.0122014841449459,0.0140025595859282,0.023984548830616,-0.153771302252687,-1.34805141300659e-15,-0.00958824328754882,-0.00131894657527941,0.000126975490708321,0.000652788465186295,-0.000177297151110943,-0.00410551855095194,0.0188137682237313,0.00961995399923665,-0.00378029847367877,-0.000177019338650848,0.00718160471722131,-0.00616042870634375,-0.000102364369918919,8.3787719052836e-06,0.00377204322697037,0.00254822001970385,0.000358501158069664,-0.00715430933114596,-0.00721335510590053,1.38967600617615e-07,-8.38191966715358e-06,4.41106461561465e-05,-0.000140458682541737,-8.46041521028956e-07,8.89197740637172e-06,-4.14710289204958e-06,-8.03873814282226e-07,2.94784756093399e-05,-0.00593954716934821,-0.000914548817296518,-1.27770825367151e-05,6.88440637445287e-07,0.00391835649478195,-0.00181520018000969,0.00210636479171717,-2.71762739441218e-14,0.836670631417322,-1.46420356848706e-06,-9.2603412839266e-06,0.01464189065742,5.31752973287416e-05,-0.00271450552468261,0.000884232910947382,0.00560036487822483,8.11754123339905e-05,-1.87112809679792e-05,0.00441340442048277,-0.00954375792730363,0.000143495921934834,-5.98923177452725e-05,-5.3268083687271e-05,0.000138370244824183,-0.00019312676608332,3.21610571075761e-07,0.000104109918024851,1.88422092719792e-07,1.48914068240788e-06,-0.00239028333056093,-1.14306039258012e-14,-1.65669967034078e-15,0.00129158472061098,0.0165954742300667,0.00048078204150603,-5.79903643183158e-06,-0.000142671733053409,-1.71145047251963e-06,9.3830986397968e-06,1.00359780125113e-15,1.78919394537574e-06,2.54140807564285e-07,-2.10970024872623e-07,3.52641412466482e-07,-1.55091830876623e-14,-2.75821118063799e-16,-6.33593836352142e-06,1.78134504450082e-16,-1.2345988029285e-07,3.2258533856799e-15,-2.14196641895782e-10,4.81259938670619e-09,4.27220482863917e-16,-5.06240760559709e-06,-3.29200584581664e-08,1.19415770164174e-15,2.38609709850078e-07,2.56413848254612e-17,5.47435867482534e-15,0.00216717667175741,-2.79467760847412e-16,-1.58666825448685e-08,-0.0384067847691968,-0.00010017886047604,-9.39716574716314e-16,1.60407404303132e-15,-4.27841124777057e-09,0.000203170629686688,-3.47307229612024e-16,-1.83033785471668e-15,1.32659584386397e-15,-1.04625792294416e-14,0.000817762885860191,9.29118713247404e-05,-1.87420599699735e-15,-2.01436517642522e-15,-4.53970282060451e-15,-5.56530002688625e-15,2.19685091360703e-15,-1.47484026115694e-14,0.0771516749810335
"t118",-0.0455658708651671,-0.126520574271198,-0.0820976259605607,-0.031252142609225,0.013380481388942,-0.000545751021536207,0.00123148522861237,0.0511507963996168,6.73688270144794e-05,-7.3047853002127e-05,0.00124147252271954,0.0440382615093363,-0.000746179284312894,-0.348861571687668,-0.0421373688822471,0.00017974677206679,0.0170151072675397,0.52150758446148,-0.142017908354964,0.00466283718544867,-4.33878213465014e-05,-0.000450701355549483,0.135603449272675,0.000384199817843339,0.0555502621037439,0.0255963820669091,0.0167317130143277,0.0738044118679731,0.00449343793100856,-0.0659595650164832,-0.00032247770184506,-0.00444746252558433,-0.0116977248339429,0.0321166290520958,0.000584359046226039,0.0218287950358127,-0.0028042314747797,-6.77542758395736e-05,-0.00933591717487033,5.15922219741765e-05,0.00106073581237327,-6.99361082372308e-05,-0.0625507713828626,0.000333142434640449,-4.3494045280258e-05,-0.000338915443662158,0.000469925587660541,0.000243497071125157,-0.00237196470213484,0.000195714781580203,0.000117666745280691,-0.000329656903618806,-0.00391536454718373,0.000733171932111422,0.000494164871754968,-0.000231738953488604,-0.000402049093894083,0.00269399329812967,6.8011891188254e-16,-0.00223763043661026,2.2848516730508e-05,-2.31910619251195e-06,-1.21952950010984e-05,4.20274268596681e-06,-0.00226910996276595,-0.000331775359338239,-0.000171742281564104,-0.000697748137141652,3.04250689050725e-06,0.00459654577830339,8.31904555170723e-05,1.5666505900647e-06,-1.28469269683534e-07,-5.82152205381645e-05,-3.94762435663772e-05,-5.56692095725168e-06,0.000111104479448204,0.000112525693065656,-2.19769317694165e-09,1.47186388834829e-07,-7.95760103022456e-07,2.70094176581508e-06,1.85913568925242e-08,-2.27996076906608e-07,5.19801178550531e-07,2.4955108798255e-07,5.86788111355999e-07,-4.23362550855573e-05,-3.40643973630505e-06,-4.06415986321445e-08,2.18032922844591e-09,1.08503969717109e-05,-2.36690950593537e-06,1.56314704250328e-06,-1.46597492773067e-16,5.91136791290164e-05,2.36655765783161e-10,1.56504230364347e-09,0.0123018770358399,2.33960169985413e-09,-5.30642068957352e-09,-1.62976779269938e-08,-6.6380483182242e-08,1.33222304571961e-08,-4.12390200182639e-09,1.33235027380881e-06,-3.08739016875465e-06,6.79843108663733e-08,-4.06087611025825e-08,-6.68525347642763e-08,3.21148856200165e-07,-0.000149036895643537,8.13291723487678e-10,2.76365226818659e-07,5.20458169987629e-10,4.3666189780674e-09,-7.14706956379688e-06,-3.50115175293366e-15,-1.64160206660411e-15,4.5004002772824e-06,5.9880554629705e-05,1.76019002978337e-06,-2.50562101969828e-08,-6.18040238837436e-07,-1.21632123110474e-06,4.34592901338312e-08,4.05094614625097e-16,8.75628863990170e-09,1.24939714238896e-09,-1.07890640367045e-09,1.82444208605518e-09,-6.0658412988035e-17,1.25550245300242e-14,-3.360344085506e-08,-1.21196062477088e-15,-6.57544238231688e-10,1.02133123439862e-15,-1.13447099872382e-12,2.50647719321945e-11,2.86889042831811e-16,-2.55968354846281e-08,-1.64150366494794e-10,-1.1135294206371e-15,1.15034835849544e-09,-1.14069746541725e-18,9.86475342747273e-15,8.87104891212145e-06,7.80921102979116e-16,-2.23871496775239e-11,1.82968629719041e-05,2.91137703850334e-05,1.17675334627853e-14,-6.17995866030867e-15,3.64732309821803e-11,-2.41259412638451e-06,1.02797925106307e-14,1.86009880860073e-15,6.49498011915768e-14,3.965852425649e-13,-0.713767072268965,8.56708652402262e-06,2.26782514144308e-14,1.42711604711752e-14,-2.39510680489135e-14,-8.61689955758004e-15,1.08592145355628e-14,-1.10529697069423e-14,0.0771516749809049
"t119",-0.0456056081305886,-0.126742100149317,-0.0822680864655126,-0.031367412829573,0.0134576417409135,-0.000549258175510867,0.00124113109255217,0.05160474640547,6.80843992891833e-05,-7.3832670312194e-05,0.00125566325895982,0.0446301295206653,-0.000757726650284654,-0.354894463274284,-0.042871396704389,0.00018297961205725,0.0173369438464412,0.531559045890439,-0.145121244034002,0.00476859101809436,-4.4390265291367e-05,-0.00046134791898021,0.139169989361101,0.000395978783772673,0.0572999740998512,0.0264859621332237,0.0173498267550631,0.0765924562953327,0.00466336157312194,-0.0686735249103486,-0.000335865187908046,-0.00464808307315768,-0.0122725393394929,0.0337188363126723,0.000613954668044822,0.0229838230547106,-0.00296074210888031,-7.17033909475695e-05,-0.00990031317687473,5.4824458916528e-05,0.00113600988047275,-7.50640371542003e-05,-0.0672612828385263,0.000359565770445764,-4.69551262044577e-05,-0.000366677796339792,0.000509447411445582,0.000264447784983829,-0.00258205814152413,0.000213888904361602,0.00012948931998005,-0.000364236380833629,-0.00434016738785823,0.000815512983642018,0.000550661377805985,-0.000259194250072199,-0.000449965010903485,0.00302166469009519,-2.15491209069258e-16,-0.00251562367210293,2.57499331498162e-05,-2.64109132151839e-06,-1.39475965543446e-05,4.81561098994267e-06,-0.00260064701895733,-0.000382276799858396,-0.000198810282227367,-0.000810094172840199,3.53475294797231e-06,0.00537050945567739,9.74358081150643e-05,1.84715120640211e-06,-1.51555071134409e-07,-6.88737302234933e-05,-4.6809853144052e-05,-6.61033970701121e-06,0.000131935762204966,0.000133925175205163,-2.62735656085242e-09,1.78075734317313e-07,-9.64284091109144e-07,3.28254159608901e-06,2.26879577498571e-08,-2.79094949422485e-07,6.42021052707143e-07,3.08518975858583e-07,7.30846735709463e-07,-5.30878111017243e-05,-4.294566136672e-06,-5.13074213162732e-08,2.75263021727592e-09,1.37143195282092e-05,-3.01038296915e-06,1.99617457504191e-06,1.73314902182307e-16,7.61467040712848e-05,3.06759998377595e-10,2.02923552194912e-09,0.0161729039448531,3.08733750287768e-09,-7.01181826143205e-09,-2.16038689560384e-08,-8.81259583180791e-08,1.79058259775028e-08,-5.55879231946103e-09,1.80302867595211e-06,-4.18229611699392e-06,9.27200612862436e-08,-5.58737448847448e-08,-9.42601476536998e-08,4.75970898463837e-07,-0.000221839966636611,1.21915633985663e-09,4.17201378495063e-07,7.90618162501829e-10,6.70178445667949e-09,-1.10090057825053e-05,3.69479879154737e-15,1.36748539556098e-15,7.1744287933463e-06,9.63926378132474e-05,2.84571489569886e-06,-4.32436103463766e-08,-1.06809542143061e-06,-2.15877004735482e-06,7.82692829899832e-08,-3.14198142021948e-16,1.65449897264987e-08,2.3722790233185e-09,-2.16156719136908e-09,3.73725810267745e-09,-1.01733941318869e-17,-1.49499399960468e-14,-7.45833947521303e-08,1.4389395872847e-15,-1.51245546501048e-09,-6.65129023189247e-16,-2.92753738948655e-12,6.93962931756113e-11,1.65390033315982e-16,-7.75610276013994e-08,-5.15352476565374e-10,1.02114472506173e-15,3.89865341882324e-09,-7.47152193014474e-16,-9.08801646667481e-15,4.02891025926728e-05,-6.08894674457093e-16,-3.98483428133485e-10,-0.00149069378505566,-0.000352823922115172,-1.25597327227688e-14,6.17462444771723e-15,-1.45273206496511e-10,7.68754679278665e-06,-1.04857389152042e-14,-2.44502152408942e-15,-6.32153853818056e-14,-3.90727659761932e-13,0.70036663041714,-5.57091897579402e-06,-2.17873943668142e-14,-1.43121731856579e-14,2.18050495871149e-14,2.72810076696638e-16,-9.70136537578427e-15,-1.63877808897138e-14,0.0771516749811849
"t102",-0.0493841105440432,-0.151174853395428,-0.102255932370519,-0.0510874315919336,0.0463811291774204,-0.00342447364942955,-0.00678862476857518,-0.0986053788593498,-4.83036438403243e-05,4.93465712548269e-05,-0.000601576408796843,-0.00645857298521382,-6.23388943184417e-05,-0.167375199632337,-0.0234724268412332,0.000320558531723103,-0.00994741573987038,-0.181884256830266,-0.000502979040298307,0.000158940822992929,-1.95590144208091e-06,-2.47667184385815e-05,0.00578167073208088,-0.000524339963735127,-0.497032153651018,0.0478666422688829,0.0458782697185836,0.349515130091518,0.0221993026539992,0.0475455871592276,0.000180825288387557,-0.000196351197130254,-0.00281451005172318,0.00847088457398239,0.000166604631719513,0.00742106976762846,-0.00111896898920112,-3.01708998282383e-05,-0.00453229788993875,2.72207171097164e-05,0.00078011618431403,-5.76735145546846e-05,-0.0576003245680027,0.000409132264445264,-5.4667894068853e-05,-0.000545934621983241,0.00106058599040282,0.000899126691831412,-0.12519005298843,-0.000387243372086787,-0.019721353400669,8.237805199382e-05,0.000532760931231738,-3.4860426407695e-05,-4.26823382913919e-06,-1.46687284358184e-05,-3.04031346578717e-05,0.000344042145077231,-9.85843050845823e-16,-0.00415675712736509,2.36879842689425e-06,-6.95756131358798e-07,-6.81104101711376e-06,1.06805895556363e-05,-0.0229536041314619,-4.67380243297268e-05,-4.50618334588773e-05,-0.000234047822470044,1.0851631232678e-06,0.0116185526030463,-1.63289873413505e-05,2.98602115139922e-07,-2.56905377617853e-08,-1.39012421920791e-05,-1.03627324032698e-05,-1.53278855396675e-06,3.06413670085812e-05,3.31408336891326e-05,-7.19341459332164e-10,5.95349231006307e-08,-3.29839933411698e-07,1.17022597413002e-06,8.55916113193617e-09,-1.09777019168092e-07,2.85072933171236e-07,1.38784372741255e-07,3.65257236846055e-07,-2.94088714070315e-05,-2.60017319789327e-06,-3.18098676097491e-08,1.70772294530209e-09,8.68583989190996e-06,-2.14885006489239e-06,1.55394334854398e-06,-7.24187133831768e-16,7.38543397154658e-05,3.64220443274728e-10,2.43407032571286e-09,0.0412406830982278,1.16196218462739e-08,-3.20075888146296e-08,-2.00179783821841e-07,-1.636875198603e-06,-4.324857784395e-08,1.04546986416248e-08,-2.58392556640348e-06,5.6404367793049e-06,-8.85686826810543e-08,3.77359521387623e-08,3.15899378167778e-08,-5.13263291701104e-08,-0.000577808860304129,-1.05521405340229e-10,-3.00072255172339e-08,-4.78913342578124e-11,-2.95302448632192e-10,4.27003343662913e-07,1.28596735345245e-15,3.32144644187938e-15,9.08361618822545e-09,9.80427796660327e-07,3.94550499309681e-08,-2.4305241666397e-09,-6.0757236947811e-08,-5.81638336079328e-06,5.87832345345872e-09,-1.94918163787233e-15,1.51846638673764e-09,2.21268801497599e-10,-2.33278887886116e-10,4.23033428713276e-10,-1.88868751873792e-14,-2.75705760197655e-16,-9.66944818513029e-09,1.45429029386936e-15,-2.05736273785312e-10,-1.92350164394445e-15,-4.45328775873158e-13,1.13762130425174e-11,8.96753376510656e-15,-1.36385688093598e-08,-9.29658368027662e-11,1.05911461550657e-14,7.4091999656427e-10,8.14342457607778e-15,-1.53141046118834e-14,9.13650398083436e-06,1.34647492573603e-14,-1.67190468695999e-10,-0.0011298634416297,-0.695458132912229,9.82460120229158e-15,5.11534953971218e-14,3.08535943290334e-11,-1.04693541914686e-06,2.51766807737469e-14,3.77937583718409e-15,8.58344196181143e-15,-8.10470614920004e-15,-3.58602082479559e-05,6.74351349991297e-09,-7.86659483577159e-16,3.72009644383195e-15,2.91091626483992e-15,-1.42910050037345e-14,-5.17086748134606e-15,-1.39055247686374e-14,0.0771516749810585
"t103",-0.0493388828773713,-0.150897025820024,-0.102033124538772,-0.050889877658068,0.0461010606456555,-0.00340143880100021,-0.00673301330983429,-0.0976907187487794,-4.77679328255189e-05,4.87930389179575e-05,-0.000594399989431796,-0.00636809003162248,-6.13344761562287e-05,-0.164364859560349,-0.0230471978739506,0.00031456467962471,-0.00975191436255568,-0.178242498840004,-0.000491578459068602,0.000155203486466853,-1.90906193332277e-06,-2.4160497978808e-05,0.00562434804612968,-0.000507750931737558,-0.480884450879253,0.0461540155097405,0.044135634811123,0.335946227440417,0.0213365908520605,0.0455390406861843,0.000173127265444027,-0.000187287304015328,-0.00267330913275969,0.00803962503406339,0.000157997347904155,0.00702103824000823,-0.00105545204281324,-2.83849193478052e-05,-0.00425437055302123,2.54930547044539e-05,0.000724297696628668,-5.3415423599321e-05,-0.0532374883541583,0.000376567878362752,-5.03030202925515e-05,-0.00050112327638608,0.000971317257167092,0.000821788099178544,-0.114120649760983,-0.000351432386075524,-0.0177564435095526,7.38304897570409e-05,0.000475698557212606,-3.10036524915159e-05,-3.788067697982e-06,-1.29625915739019e-05,-2.68472803375223e-05,0.000303032185896238,8.1955434127537e-16,-0.00365138553762443,2.07487685883589e-06,-6.01979793385019e-07,-5.86349706815307e-06,9.17435866628794e-06,-0.019710788236323,-3.98818815536307e-05,-3.82374142322076e-05,-0.000197903463308298,9.16841520782558e-07,0.00974963862415014,-1.3661892749435e-05,2.47819795840871e-07,-2.13070020419475e-08,-1.14889430266538e-05,-8.54072308085346e-06,-1.26112246882654e-06,2.52090127215859e-05,2.71898406196888e-05,-5.86927614285238e-10,4.78600125461713e-08,-2.64634189309828e-07,9.35441609265517e-07,6.80653541104494e-09,-8.69587323255698e-08,2.23263712197358e-07,1.0856220904476e-07,2.83012035623919e-07,-2.25887060085299e-05,-1.98326193064937e-06,-2.42197390228879e-08,1.30017358641868e-09,6.60300568591701e-06,-1.62025502304752e-06,1.16545698410748e-06,1.30990997195093e-15,5.47578983989949e-05,2.67797038142308e-10,1.78897497927274e-09,0.0297497138564755,8.33940881777326e-09,-2.29294056641044e-08,-1.42782372859274e-07,-1.16511088471723e-06,-3.02634980340049e-08,7.28632734012859e-09,-1.7909428306458e-06,3.90389774152823e-06,-6.07184660776432e-08,2.55483952722003e-08,2.06435521163314e-08,-3.11079988730284e-08,-0.000347856133970749,-6.28259981276827e-11,-1.76687955870229e-08,-2.79211459013821e-11,-1.69333703191979e-10,2.43403797057021e-07,-1.23848955111989e-15,-3.66407508688953e-15,4.89023636689179e-09,5.19109382948052e-07,2.07351825841796e-08,-1.13465280187741e-09,-2.82907204825797e-08,-2.57192697119547e-06,2.52429515025784e-09,1.41728095293768e-15,5.89352552773237e-10,8.49589112279566e-11,-7.90874157986352e-11,1.35670723947959e-10,1.90166381432798e-14,-6.10334980964122e-16,-2.47933702955582e-09,-1.40926837088701e-15,-4.70059561163304e-11,2.201077260637e-15,-7.60853054508101e-14,1.06305596893254e-12,-8.19589644689833e-15,-4.38489780150585e-10,-8.50493134322961e-13,-1.14470012036127e-14,-2.8645078717355e-11,-8.48359619627104e-15,1.59585298930842e-14,-1.82992565149476e-06,-1.34121786253496e-14,1.01968801283103e-10,0.000913784100841945,0.718481084928447,-1.09936629016636e-14,-5.27146361666416e-14,-5.17815088516143e-11,2.05907777212013e-06,-2.69319392727994e-14,-4.76425681861677e-15,-8.35994220083168e-15,6.69843285964037e-15,0.00039090265281723,5.54568941857488e-07,1.68080029778034e-15,-4.65716734630255e-15,-4.34893697039609e-15,5.88491078356872e-15,6.27099162391712e-15,-1.38654722118954e-14,0.0771516749810333
