"accepted_species","I1.1/1"
"t1","1"
"t64","0"
"t65","0"
"t73","0"
"t74","0"
"t91","1"
"t92","0"
"t9",NA
"t12",NA
"t29",NA
"t30","0"
"t27","0"
"t7","0"
"t83","0"
"t84","0"
"t59","0"
"t40","0"
"t38","1"
"t39","0"
"t97",NA
"t98","0"
"t41","0"
"t77","0"
"t78","0"
"t36","0"
"t57","1"
"t58","0"
"t62","0"
"t63","0"
"t10","0"
"t11","0"
"t34","1"
"t35","1"
"t43","1"
"t87","1"
"t88","1"
"t6","1"
"t99","1"
"t100","1"
"t8","1"
"t17","1"
"t85","1"
"t86","0"
"t4","0"
"t5","0"
"t44","1"
"t75","1"
"t76","1"
"t66","1"
"t79","1"
"t80","1"
"t60",NA
"t61","0"
"t31","1"
"t93","0"
"t94","0"
"t3","1"
"t23","1"
"t24",NA
"t14","1"
"t53","1"
"t54","1"
"t55","0"
"t46","1"
"t47","1"
"t19",NA
"t21","1"
"t22",NA
"t13",NA
"t15","1"
"t16","1"
"t67","0"
"t68","0"
"t18",NA
"t51","0"
"t52","0"
"t25","1"
"t20","0"
"t95","0"
"t96","0"
"t26","0"
"t28","1"
"t71","0"
"t72","1"
"t50","0"
"t45","1"
"t56","1"
"t81","1"
"t82","0"
"t42","1"
"t32","0"
"t33","0"
"t48","0"
"t49","0"
"t69","1"
"t70","1"
"t89","0"
"t90","0"
"t37","1"
"t2","1"
