"accepted_species","traits"
"t28",1
"t48",0
"t50",1
"t54",0
"t62",1
"t64",1
"t70",0
"t71",1
"t72",1
"t74",1
"t75",1
"t80",1
"t83",0
"t85",0
"t86",0
"t87",1
"t89",0
"t90",0
"t92",1
"t94",1
"t95",0
"t97",1
"t99",0
"t101",1
"t102",1
"t107",1
"t108",0
"t110",1
"t112",1
"t113",1
"t114",0
"t115",1
"t116",0
"t118",0
"t119",1
"t120",0
"t121",1
"t122",1
"t123",1
"t124",0
"t126",1
"t127",1
"t129",0
"t131",0
"t132",0
"t133",0
"t134",1
"t135",0
"t136",0
"t138",0
"t139",0
"t140",0
"t141",1
"t143",1
"t144",0
"t145",1
"t147",0
"t148",1
"t149",1
"t150",0
"t151",1
"t152",0
"t153",1
"t154",0
"t155",0
"t156",1
"t157",0
"t158",0
"t159",0
"t160",0
"t161",1
"t162",0
"t163",1
"t164",1
"t165",1
"t166",1
"t167",0
"t168",0
"t169",0
"t170",0
"t171",0
"t172",1
"t173",1
"t174",0
"t175",0
"t176",0
"t177",0
"t178",0
"t179",1
"t180",1
"t181",0
"t182",0
"t183",0
"t184",0
"t185",0
"t186",0
"t187",0
"t188",0
"t189",1
"t190",1
