"","sp6","sp12","sp13","sp16","sp18","sp19","sp20","sp21","sp22","sp23","sp25","sp26","sp31","sp34","sp36","sp38","sp39","sp40","sp41","sp43","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp58","sp59","sp60","sp61","sp63","sp64","sp65","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp95","sp96","sp97","sp98","sp99","sp100","sp101","sp102","sp103","sp104","sp105","sp106","sp108","sp109","sp110","sp111","sp112","sp113","sp114","sp115","sp116","sp117","sp118","sp119","sp120","sp121","sp122","sp123","sp124","sp125","sp126","sp127","sp128","sp129","sp130","sp131","sp132","sp133"
"sp6",0,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,12.8138859769796,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,17.6946229128288,17.6946229128288,23.4600639185062,15.641704552646,15.641704552646,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,15.641704552646,21.3936874003927,21.3936874003927,15.641704552646,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,15.641704552646,15.641704552646,15.641704552646,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,13.3335326516935,13.3335326516935,21.3936874003927,15.641704552646,12.8138859769796,12.8138859769796,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,15.641704552646,21.3936874003927,21.3936874003927,23.4600639185062,23.4600639185062,21.3936874003927,21.3936874003927,13.3335326516935,13.3335326516935,21.3936874003927,21.3936874003927,15.641704552646,15.641704552646
"sp12",21.3936874003927,0,8.94354547228976,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,19.7900892098681,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,23.4600639185062,19.7900892098681,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,19.7900892098681,21.3936874003927,21.3936874003927,19.7900892098681,19.7900892098681,23.4600639185062,23.4600639185062,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927
"sp13",21.3936874003927,8.94354547228976,0,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,19.7900892098681,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,23.4600639185062,19.7900892098681,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,18.1940599443381,21.3936874003927,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,18.1940599443381,21.3936874003927,18.1940599443381,18.1940599443381,19.7900892098681,21.3936874003927,21.3936874003927,19.7900892098681,19.7900892098681,23.4600639185062,23.4600639185062,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927,18.1940599443381,18.1940599443381,21.3936874003927,21.3936874003927
"sp16",21.3936874003927,18.1940599443381,18.1940599443381,0,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,11.9633315722999,15.9728409740745,19.7900892098681,11.9633315722999,21.3936874003927,11.9633315722999,11.9633315722999,15.9728409740745,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,21.3936874003927,7.99414789605473,7.99414789605473,11.9633315722999,23.4600639185062,19.7900892098681,21.3936874003927,11.9633315722999,11.9633315722999,21.3936874003927,7.99414789605473,7.99414789605473,21.3936874003927,11.9633315722999,11.9633315722999,7.99414789605473,11.9633315722999,21.3936874003927,7.99414789605473,7.99414789605473,21.3936874003927,11.9633315722999,11.9633315722999,11.9633315722999,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,15.9728409740745,15.9728409740745,11.9633315722999,11.9633315722999,21.3936874003927,21.3936874003927,11.9633315722999,21.3936874003927,21.3936874003927,21.3936874003927,7.99414789605473,7.99414789605473,15.9728409740745,15.9728409740745,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,7.99414789605473,7.99414789605473,11.9633315722999,11.9633315722999,11.9633315722999,11.9633315722999,21.3936874003927,7.81914220815216,7.81914220815216,19.7900892098681,21.3936874003927,21.3936874003927,19.7900892098681,19.7900892098681,23.4600639185062,23.4600639185062,11.9633315722999,11.9633315722999,21.3936874003927,21.3936874003927,11.9633315722999,11.9633315722999,21.3936874003927,21.3936874003927
"sp18",17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,0,17.6946229128288,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,7.38407121643547,7.38407121643547,23.4600639185062,17.6946229128288,17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,17.6946229128288,21.3936874003927,21.3936874003927,17.6946229128288,21.3936874003927,21.3936874003927,17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,21.3936874003927,21.3936874003927,17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,17.6946229128288,17.6946229128288,17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,17.6946229128288,21.3936874003927,17.6946229128288,17.6946229128288,17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,17.6946229128288,21.3936874003927,21.3936874003927,23.4600639185062,23.4600639185062,21.3936874003927,21.3936874003927,17.6946229128288,17.6946229128288,21.3936874003927,21.3936874003927,17.6946229128288,17.6946229128288
"sp19",12.8138859769796,21.3936874003927,21.3936874003927,21.3936874003927,17.6946229128288,0,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,17.6946229128288,17.6946229128288,23.4600639185062,15.641704552646,15.641704552646,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,15.641704552646,21.3936874003927,21.3936874003927,15.641704552646,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,15.641704552646,15.641704552646,15.641704552646,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,13.3335326516935,13.3335326516935,21.3936874003927,15.641704552646,6.48037117399619,6.48037117399619,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,13.3335326516935,21.3936874003927,21.3936874003927,21.3936874003927,15.641704552646,15.641704552646,21.3936874003927,21.3936874003927,23.4600639185062,23.4600639185062,21.3936874003927,21.3936874003927,13.3335326516935,13.3335326516935,21.3936874003927,21.3936874003927,15.641704552646,15.641704552646
"sp20",17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,0,6.19225807973402,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,17.9811622197014,23.4600639185062,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,21.3936874003927,17.9811622197014,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,23.4600639185062,23.4600639185062,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014
"sp21",17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,6.19225807973402,0,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,17.9811622197014,23.4600639185062,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,21.3936874003927,17.9811622197014,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,21.3936874003927,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,23.4600639185062,23.4600639185062,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014,21.3936874003927,21.3936874003927,17.9811622197014,17.9811622197014
"sp22",21.3936874003927,18.1940599443381,18.1940599443381,11.9633315722999,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,0,15.9728409740745,19.7900892098681,7.35090164573685,21.3936874003927,6.29423734522965,6.19002389972252,15.9728409740745,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,21.3936874003927,11.9633315722999,11.9633315722999,6.19002389972252,23.4600639185062,19.7900892098681,21.3936874003927,6.19002389972252,6.19002389972252,21.3936874003927,11.9633315722999,11.9633315722999,21.3936874003927,5.91556528665076,5.91556528665076,11.9633315722999,6.29423734522965,21.3936874003927,11.9633315722999,11.9633315722999,21.3936874003927,6.29423734522965,6.29423734522965,6.19002389972252,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,6.19002389972252,6.19002389972252,6.19002389972252,6.19002389972252,6.19002389972252,7.35090164573685,15.9728409740745,15.9728409740745,6.19002389972252,6.19002389972252,21.3936874003927,21.3936874003927,6.19002389972252,21.3936874003927,21.3936874003927,21.3936874003927,11.9633315722999,11.9633315722999,15.9728409740745,15.9728409740745,6.19002389972252,6.19002389972252,10.8704457709776,10.8704457709776,7.35090164573685,6.19002389972252,6.19002389972252,11.9633315722999,11.9633315722999,6.19002389972252,6.19002389972252,6.19002389972252,6.19002389972252,21.3936874003927,11.9633315722999,11.9633315722999,19.7900892098681,21.3936874003927,21.3936874003927,19.7900892098681,19.7900892098681,23.4600639185062,23.4600639185062,6.19002389972252,6.19002389972252,21.3936874003927,21.3936874003927,6.19002389972252,6.19002389972252,21.3936874003927,21.3936874003927
"sp23",21.3936874003927,18.1940599443381,18.1940599443381,15.9728409740745,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,15.9728409740745,0,19.7900892098681,15.9728409740745,21.3936874003927,15.9728409740745,15.9728409740745,6.42646075573202,21.3936874003927,21.3936874003927,21.3936874003927,23.4600639185062,21.3936874003927,21.3936874003927,15.9728409740745,15.9728409740745,15.9728409740745,23.4600639185062,19.7900892098681,21.3936874003927,15.9728409740745,15.9728409740745,21.3936874003927,15.9728409740745,15.9728409740745,21.3936874003927,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,21.3936874003927,15.9728409740745,15.9728409740745,21.3936874003927,15.9728409740745,15.9728409740745,15.9728409740745,21.3936874003927,21.3936874003927,21.3936874003927,21.3936874003927,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,7.36865207058506,7.36865207058506,15.9728409740745,15.9728409740745,21.3936874003927,21.3936874003927,15.9728409740745,21.3936874003927,21.3936874003927,21.3936874003927,15.9728409740745,15.9728409740745,5.65732704983852,5.65732704983852,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,15.9728409740745,21.3936874003927,15.9728409740745,15.9728409740745,19.7900892098681,21.3936874003927,21.3936874003927,19.7900892098681,19.7900892098681,23.4600639185062,23.4600639185062,15.9728409740745,15.9728409740745,21.3936874003927,21.3936874003927,15.9728409740745,15.9728409740745,21.3936874003927,21.3936874003927
