"","t6","t37","t38","t16","t51","t52","t60","t61","t12","t8","t46","t47","t34","t35","t22","t23","t4","t5","t30","t68","t69","t53","t54","t64","t65","t93","t94","t82","t59","t32","t75","t76","t26","t25","t21","t44","t45","t24","t7","t1","t90","t91","t80","t81","t2","t14","t88","t89","t49","t50","t48","t39","t40","t42","t66","t95","t96","t71","t9","t10","t43","t85","t92","t97","t98","t79","t70","t3","t15","t62","t63","t41","t17","t13","t20","t73","t74","t11","t31","t57","t58","t28","t29","t27","t33","t55","t56","t18","t19","t83","t84","t67","t77","t78","t36","t86","t87","t72","t99","t100"
"t6",0,3.10240689183,3.10240689183,3.10240689193,3.10240689191,3.10240689191,3.10240689191,3.10240689191,3.10240689211,3.10240689216,3.10240689196,3.10240689196,3.10240689191,3.10240689191,4.01671828804,4.01671828804,4.01671828804,4.01671828804,4.9724872963,4.97248729632,4.97248729632,4.97248729631,4.97248729631,4.97248729627,4.97248729627,4.97248729617,4.97248729617,4.9724872962,4.9724872962,4.9724872962,4.972487296237,4.972487296237,4.972487296237,4.97248729627,4.97248729617,4.97248729627,4.97248729627,4.97248729627,4.972487296,5.77365643466,5.77365643456,5.77365643456,5.77365643476,5.77365643476,5.77365643446,5.77365643467,5.77365643457,5.77365643457,5.7736564341071,5.7736564341071,5.77365643417,5.77365643467,5.77365643467,5.77365643467,5.77365643467,5.77365643464,5.77365643464,5.7736564347,5.77365643442,5.77365643442,5.77365643467,5.77365643471,5.77365643467,5.77365643467,5.77365643467,5.7736564347,5.77365643467,5.77365643477,5.7736564347,5.77365643469,5.77365643469,5.77365643469,5.77365643469,5.7736564347,5.77365643468,5.77365643468,5.77365643468,5.77365643508,5.773656435,5.773656435,5.773656435,5.7736564347,5.7736564347,5.7736564347,5.7736564347,5.7736564347,5.7736564347,5.77365643467,5.77365643467,5.90154418714,5.90154418714,5.90154418714,5.90154418714,5.90154418714,5.90154418714,5.9015441871,5.9015441871,5.90154418717,5.90154418716,5.90154418716
"t37",3.10240689183,0,1.0378951262,1.8048321001,1.84032891592,1.84032891592,1.84032891592,1.84032891592,2.27153114172,2.78032268117,2.78032268097,2.78032268097,3.04896080252,3.04896080252,4.01671828787,4.01671828787,4.01671828787,4.01671828787,4.97248729613,4.97248729615,4.97248729615,4.97248729614,4.97248729614,4.9724872961,4.9724872961,4.972487296,4.972487296,4.97248729603,4.97248729603,4.97248729603,4.972487296067,4.972487296067,4.972487296067,4.9724872961,4.972487296,4.9724872961,4.9724872961,4.9724872961,4.97248729583,5.77365643449,5.77365643439,5.77365643439,5.77365643459,5.77365643459,5.77365643429,5.7736564345,5.7736564344,5.7736564344,5.7736564339371,5.7736564339371,5.773656434,5.7736564345,5.7736564345,5.7736564345,5.7736564345,5.77365643447,5.77365643447,5.77365643453,5.77365643425,5.77365643425,5.7736564345,5.77365643454,5.7736564345,5.7736564345,5.7736564345,5.77365643453,5.7736564345,5.7736564346,5.77365643453,5.77365643452,5.77365643452,5.77365643452,5.77365643452,5.77365643453,5.77365643451,5.77365643451,5.77365643451,5.77365643491,5.77365643483,5.77365643483,5.77365643483,5.77365643453,5.77365643453,5.77365643453,5.77365643453,5.77365643453,5.77365643453,5.7736564345,5.7736564345,5.90154418697,5.90154418697,5.90154418697,5.90154418697,5.90154418697,5.90154418697,5.90154418693,5.90154418693,5.901544187,5.90154418699,5.90154418699
"t38",3.10240689183,1.0378951262,0,1.8048321001,1.84032891592,1.84032891592,1.84032891592,1.84032891592,2.27153114172,2.78032268117,2.78032268097,2.78032268097,3.04896080252,3.04896080252,4.01671828787,4.01671828787,4.01671828787,4.01671828787,4.97248729613,4.97248729615,4.97248729615,4.97248729614,4.97248729614,4.9724872961,4.9724872961,4.972487296,4.972487296,4.97248729603,4.97248729603,4.97248729603,4.972487296067,4.972487296067,4.972487296067,4.9724872961,4.972487296,4.9724872961,4.9724872961,4.9724872961,4.97248729583,5.77365643449,5.77365643439,5.77365643439,5.77365643459,5.77365643459,5.77365643429,5.7736564345,5.7736564344,5.7736564344,5.7736564339371,5.7736564339371,5.773656434,5.7736564345,5.7736564345,5.7736564345,5.7736564345,5.77365643447,5.77365643447,5.77365643453,5.77365643425,5.77365643425,5.7736564345,5.77365643454,5.7736564345,5.7736564345,5.7736564345,5.77365643453,5.7736564345,5.7736564346,5.77365643453,5.77365643452,5.77365643452,5.77365643452,5.77365643452,5.77365643453,5.77365643451,5.77365643451,5.77365643451,5.77365643491,5.77365643483,5.77365643483,5.77365643483,5.77365643453,5.77365643453,5.77365643453,5.77365643453,5.77365643453,5.77365643453,5.7736564345,5.7736564345,5.90154418697,5.90154418697,5.90154418697,5.90154418697,5.90154418697,5.90154418697,5.90154418693,5.90154418693,5.901544187,5.90154418699,5.90154418699
"t16",3.10240689193,1.8048321001,1.8048321001,0,1.84032891602,1.84032891602,1.84032891602,1.84032891602,2.27153114182,2.78032268127,2.78032268107,2.78032268107,3.04896080262,3.04896080262,4.01671828797,4.01671828797,4.01671828797,4.01671828797,4.97248729623,4.97248729625,4.97248729625,4.97248729624,4.97248729624,4.9724872962,4.9724872962,4.9724872961,4.9724872961,4.97248729613,4.97248729613,4.97248729613,4.972487296167,4.972487296167,4.972487296167,4.9724872962,4.9724872961,4.9724872962,4.9724872962,4.9724872962,4.97248729593,5.77365643459,5.77365643449,5.77365643449,5.77365643469,5.77365643469,5.77365643439,5.7736564346,5.7736564345,5.7736564345,5.7736564340371,5.7736564340371,5.7736564341,5.7736564346,5.7736564346,5.7736564346,5.7736564346,5.77365643457,5.77365643457,5.77365643463,5.77365643435,5.77365643435,5.7736564346,5.77365643464,5.7736564346,5.7736564346,5.7736564346,5.77365643463,5.7736564346,5.7736564347,5.77365643463,5.77365643462,5.77365643462,5.77365643462,5.77365643462,5.77365643463,5.77365643461,5.77365643461,5.77365643461,5.77365643501,5.77365643493,5.77365643493,5.77365643493,5.77365643463,5.77365643463,5.77365643463,5.77365643463,5.77365643463,5.77365643463,5.7736564346,5.7736564346,5.90154418707,5.90154418707,5.90154418707,5.90154418707,5.90154418707,5.90154418707,5.90154418703,5.90154418703,5.9015441871,5.90154418709,5.90154418709
"t51",3.10240689191,1.84032891592,1.84032891592,1.84032891602,0,0.7774970856,1.1796350472,1.1796350472,2.2715311418,2.78032268125,2.78032268105,2.78032268105,3.0489608026,3.0489608026,4.01671828795,4.01671828795,4.01671828795,4.01671828795,4.97248729621,4.97248729623,4.97248729623,4.97248729622,4.97248729622,4.97248729618,4.97248729618,4.97248729608,4.97248729608,4.97248729611,4.97248729611,4.97248729611,4.972487296147,4.972487296147,4.972487296147,4.97248729618,4.97248729608,4.97248729618,4.97248729618,4.97248729618,4.97248729591,5.77365643457,5.77365643447,5.77365643447,5.77365643467,5.77365643467,5.77365643437,5.77365643458,5.77365643448,5.77365643448,5.7736564340171,5.7736564340171,5.77365643408,5.77365643458,5.77365643458,5.77365643458,5.77365643458,5.77365643455,5.77365643455,5.77365643461,5.77365643433,5.77365643433,5.77365643458,5.77365643462,5.77365643458,5.77365643458,5.77365643458,5.77365643461,5.77365643458,5.77365643468,5.77365643461,5.7736564346,5.7736564346,5.7736564346,5.7736564346,5.77365643461,5.77365643459,5.77365643459,5.77365643459,5.77365643499,5.77365643491,5.77365643491,5.77365643491,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643458,5.77365643458,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418701,5.90154418701,5.90154418708,5.90154418707,5.90154418707
"t52",3.10240689191,1.84032891592,1.84032891592,1.84032891602,0.7774970856,0,1.1796350472,1.1796350472,2.2715311418,2.78032268125,2.78032268105,2.78032268105,3.0489608026,3.0489608026,4.01671828795,4.01671828795,4.01671828795,4.01671828795,4.97248729621,4.97248729623,4.97248729623,4.97248729622,4.97248729622,4.97248729618,4.97248729618,4.97248729608,4.97248729608,4.97248729611,4.97248729611,4.97248729611,4.972487296147,4.972487296147,4.972487296147,4.97248729618,4.97248729608,4.97248729618,4.97248729618,4.97248729618,4.97248729591,5.77365643457,5.77365643447,5.77365643447,5.77365643467,5.77365643467,5.77365643437,5.77365643458,5.77365643448,5.77365643448,5.7736564340171,5.7736564340171,5.77365643408,5.77365643458,5.77365643458,5.77365643458,5.77365643458,5.77365643455,5.77365643455,5.77365643461,5.77365643433,5.77365643433,5.77365643458,5.77365643462,5.77365643458,5.77365643458,5.77365643458,5.77365643461,5.77365643458,5.77365643468,5.77365643461,5.7736564346,5.7736564346,5.7736564346,5.7736564346,5.77365643461,5.77365643459,5.77365643459,5.77365643459,5.77365643499,5.77365643491,5.77365643491,5.77365643491,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643458,5.77365643458,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418701,5.90154418701,5.90154418708,5.90154418707,5.90154418707
"t60",3.10240689191,1.84032891592,1.84032891592,1.84032891602,1.1796350472,1.1796350472,0,0.5943677216,2.2715311418,2.78032268125,2.78032268105,2.78032268105,3.0489608026,3.0489608026,4.01671828795,4.01671828795,4.01671828795,4.01671828795,4.97248729621,4.97248729623,4.97248729623,4.97248729622,4.97248729622,4.97248729618,4.97248729618,4.97248729608,4.97248729608,4.97248729611,4.97248729611,4.97248729611,4.972487296147,4.972487296147,4.972487296147,4.97248729618,4.97248729608,4.97248729618,4.97248729618,4.97248729618,4.97248729591,5.77365643457,5.77365643447,5.77365643447,5.77365643467,5.77365643467,5.77365643437,5.77365643458,5.77365643448,5.77365643448,5.7736564340171,5.7736564340171,5.77365643408,5.77365643458,5.77365643458,5.77365643458,5.77365643458,5.77365643455,5.77365643455,5.77365643461,5.77365643433,5.77365643433,5.77365643458,5.77365643462,5.77365643458,5.77365643458,5.77365643458,5.77365643461,5.77365643458,5.77365643468,5.77365643461,5.7736564346,5.7736564346,5.7736564346,5.7736564346,5.77365643461,5.77365643459,5.77365643459,5.77365643459,5.77365643499,5.77365643491,5.77365643491,5.77365643491,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643458,5.77365643458,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418701,5.90154418701,5.90154418708,5.90154418707,5.90154418707
"t61",3.10240689191,1.84032891592,1.84032891592,1.84032891602,1.1796350472,1.1796350472,0.5943677216,0,2.2715311418,2.78032268125,2.78032268105,2.78032268105,3.0489608026,3.0489608026,4.01671828795,4.01671828795,4.01671828795,4.01671828795,4.97248729621,4.97248729623,4.97248729623,4.97248729622,4.97248729622,4.97248729618,4.97248729618,4.97248729608,4.97248729608,4.97248729611,4.97248729611,4.97248729611,4.972487296147,4.972487296147,4.972487296147,4.97248729618,4.97248729608,4.97248729618,4.97248729618,4.97248729618,4.97248729591,5.77365643457,5.77365643447,5.77365643447,5.77365643467,5.77365643467,5.77365643437,5.77365643458,5.77365643448,5.77365643448,5.7736564340171,5.7736564340171,5.77365643408,5.77365643458,5.77365643458,5.77365643458,5.77365643458,5.77365643455,5.77365643455,5.77365643461,5.77365643433,5.77365643433,5.77365643458,5.77365643462,5.77365643458,5.77365643458,5.77365643458,5.77365643461,5.77365643458,5.77365643468,5.77365643461,5.7736564346,5.7736564346,5.7736564346,5.7736564346,5.77365643461,5.77365643459,5.77365643459,5.77365643459,5.77365643499,5.77365643491,5.77365643491,5.77365643491,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643461,5.77365643458,5.77365643458,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418705,5.90154418701,5.90154418701,5.90154418708,5.90154418707,5.90154418707
"t12",3.10240689211,2.27153114172,2.27153114172,2.27153114182,2.2715311418,2.2715311418,2.2715311418,2.2715311418,0,2.78032268145,2.78032268125,2.78032268125,3.0489608028,3.0489608028,4.01671828815,4.01671828815,4.01671828815,4.01671828815,4.97248729641,4.97248729643,4.97248729643,4.97248729642,4.97248729642,4.97248729638,4.97248729638,4.97248729628,4.97248729628,4.97248729631,4.97248729631,4.97248729631,4.972487296347,4.972487296347,4.972487296347,4.97248729638,4.97248729628,4.97248729638,4.97248729638,4.97248729638,4.97248729611,5.77365643477,5.77365643467,5.77365643467,5.77365643487,5.77365643487,5.77365643457,5.77365643478,5.77365643468,5.77365643468,5.7736564342171,5.7736564342171,5.77365643428,5.77365643478,5.77365643478,5.77365643478,5.77365643478,5.77365643475,5.77365643475,5.77365643481,5.77365643453,5.77365643453,5.77365643478,5.77365643482,5.77365643478,5.77365643478,5.77365643478,5.77365643481,5.77365643478,5.77365643488,5.77365643481,5.7736564348,5.7736564348,5.7736564348,5.7736564348,5.77365643481,5.77365643479,5.77365643479,5.77365643479,5.77365643519,5.77365643511,5.77365643511,5.77365643511,5.77365643481,5.77365643481,5.77365643481,5.77365643481,5.77365643481,5.77365643481,5.77365643478,5.77365643478,5.90154418725,5.90154418725,5.90154418725,5.90154418725,5.90154418725,5.90154418725,5.90154418721,5.90154418721,5.90154418728,5.90154418727,5.90154418727
"t8",3.10240689216,2.78032268117,2.78032268117,2.78032268127,2.78032268125,2.78032268125,2.78032268125,2.78032268125,2.78032268145,0,2.7039536998,2.7039536998,3.04896080285,3.04896080285,4.0167182882,4.0167182882,4.0167182882,4.0167182882,4.97248729646,4.97248729648,4.97248729648,4.97248729647,4.97248729647,4.97248729643,4.97248729643,4.97248729633,4.97248729633,4.97248729636,4.97248729636,4.97248729636,4.972487296397,4.972487296397,4.972487296397,4.97248729643,4.97248729633,4.97248729643,4.97248729643,4.97248729643,4.97248729616,5.77365643482,5.77365643472,5.77365643472,5.77365643492,5.77365643492,5.77365643462,5.77365643483,5.77365643473,5.77365643473,5.7736564342671,5.7736564342671,5.77365643433,5.77365643483,5.77365643483,5.77365643483,5.77365643483,5.7736564348,5.7736564348,5.77365643486,5.77365643458,5.77365643458,5.77365643483,5.77365643487,5.77365643483,5.77365643483,5.77365643483,5.77365643486,5.77365643483,5.77365643493,5.77365643486,5.77365643485,5.77365643485,5.77365643485,5.77365643485,5.77365643486,5.77365643484,5.77365643484,5.77365643484,5.77365643524,5.77365643516,5.77365643516,5.77365643516,5.77365643486,5.77365643486,5.77365643486,5.77365643486,5.77365643486,5.77365643486,5.77365643483,5.77365643483,5.9015441873,5.9015441873,5.9015441873,5.9015441873,5.9015441873,5.9015441873,5.90154418726,5.90154418726,5.90154418733,5.90154418732,5.90154418732
