"","t111","t112","t75","t43","t37","t123","t124","t118","t67","t60","t105","t106","t85","t80","t81","t101","t102","t73","t74","t51","t52","t86","t87","t44","t45","t38","t107","t108","t113","t114","t66","t33","t109","t110","t103","t104","t59","t21","t2","t26","t82","t83","t127","t128","t55","t76","t77","t6","t5","t19","t20","t11","t4","t57","t58","t71","t72","t53","t47","t18","t12","t13","t23","t125","t126","t78","t39","t24","t121","t122","t117","t48","t88","t89","t54","t62","t63","t61","t36","t8","t93","t94","t10","t3","t131","t132","t7","t22","t35","t99","t100","t129","t130","t14","t46","t95","t96","t92","t119","t120","t79","t68","t56","t32","t64","t65","t34","t17","t9","t27","t28","t16","t41","t42","t29","t30","t70","t90","t91","t25","t115","t116","t84","t69","t40","t97","t98","t31","t49","t50","t15","t1"
"t111",0,0.203520052,0.6189712526,1.3321502268,2.7917274865,3.42643462626,3.42643462626,3.42643462627,3.42643462625,3.4264346262,4.08877579075,4.08877579075,4.08877579074,4.08877579074,4.08877579074,4.01791759177,3.96119366743,4.08877579114,4.08877579114,3.60470887804,3.59491358282,4.08877579104,4.08877579104,4.01394506854,3.62482176304,4.08877579114,4.088775791051,4.088775791051,4.08877579102,4.08877579102,3.97959118834,4.0887757911,4.088775791,4.088775791,4.08877579101,4.00019497181,4.0887757911,4.088775791,6.7529932547,8.49526003348,8.49526003338,8.49526003338,8.49526003339,8.49526003339,8.49526003338,8.49526003348,8.49526003348,6.54423637399,6.54591463668,8.49526003368,7.27485601108,8.49526003308,7.21439408948,8.49526003328,8.49526003328,8.49526003335,8.49526003335,8.49526003335,7.89132905882,7.67022366404,8.49526003381,6.98282837271,8.49526003326,8.49526003341,8.49526003341,8.49526003342,8.49526003332,8.49526003362,8.49526003332,8.49526003332,8.49526003332,8.49526003342,8.49526003337,8.49526003337,8.49526003337,8.460411273174,8.495260033374,8.49526003332,7.94080910852,8.49526003296,8.49526003318,8.49526003318,8.49526003308,6.1128290504,8.495260033594,8.495260033594,8.495260033308,8.4952600333,8.4952600334,8.4952600334,8.42672317553,8.49526003333,8.49526003333,7.0708410531,8.23930952646,8.41300605438,8.49526003342,8.49526003347,8.49526003343,8.49526003343,8.44847964867,8.27005967397,8.49526003346,8.49526003336,8.49526003339,8.49526003339,8.38828963479,8.49526003376,8.4952600334,7.48642064069,8.4952600328,7.4551628191,8.4952600329,8.4952600329,8.49526003292,8.49526003294,8.49526003294,8.49526003294,8.49526003294,8.49526003332,8.49526003327,8.49526003327,8.49526003322,8.49526003322,8.49526003302,8.49526003292,8.49526003292,8.49526003292,8.49526003332,8.03130230002,7.26485780322,5.2017518082
"t112",0.203520052,0,0.6189712526,1.3321502268,2.7917274865,3.42643462626,3.42643462626,3.42643462627,3.42643462625,3.4264346262,4.08877579075,4.08877579075,4.08877579074,4.08877579074,4.08877579074,4.01791759177,3.96119366743,4.08877579114,4.08877579114,3.60470887804,3.59491358282,4.08877579104,4.08877579104,4.01394506854,3.62482176304,4.08877579114,4.088775791051,4.088775791051,4.08877579102,4.08877579102,3.97959118834,4.0887757911,4.088775791,4.088775791,4.08877579101,4.00019497181,4.0887757911,4.088775791,6.7529932547,8.49526003348,8.49526003338,8.49526003338,8.49526003339,8.49526003339,8.49526003338,8.49526003348,8.49526003348,6.54423637399,6.54591463668,8.49526003368,7.27485601108,8.49526003308,7.21439408948,8.49526003328,8.49526003328,8.49526003335,8.49526003335,8.49526003335,7.89132905882,7.67022366404,8.49526003381,6.98282837271,8.49526003326,8.49526003341,8.49526003341,8.49526003342,8.49526003332,8.49526003362,8.49526003332,8.49526003332,8.49526003332,8.49526003342,8.49526003337,8.49526003337,8.49526003337,8.460411273174,8.495260033374,8.49526003332,7.94080910852,8.49526003296,8.49526003318,8.49526003318,8.49526003308,6.1128290504,8.495260033594,8.495260033594,8.495260033308,8.4952600333,8.4952600334,8.4952600334,8.42672317553,8.49526003333,8.49526003333,7.0708410531,8.23930952646,8.41300605438,8.49526003342,8.49526003347,8.49526003343,8.49526003343,8.44847964867,8.27005967397,8.49526003346,8.49526003336,8.49526003339,8.49526003339,8.38828963479,8.49526003376,8.4952600334,7.48642064069,8.4952600328,7.4551628191,8.4952600329,8.4952600329,8.49526003292,8.49526003294,8.49526003294,8.49526003294,8.49526003294,8.49526003332,8.49526003327,8.49526003327,8.49526003322,8.49526003322,8.49526003302,8.49526003292,8.49526003292,8.49526003292,8.49526003332,8.03130230002,7.26485780322,5.2017518082
"t75",0.6189712526,0.6189712526,0,1.3321502268,2.7917274865,3.42643462626,3.42643462626,3.42643462627,3.42643462625,3.4264346262,4.08877579075,4.08877579075,4.08877579074,4.08877579074,4.08877579074,4.01791759177,3.96119366743,4.08877579114,4.08877579114,3.60470887804,3.59491358282,4.08877579104,4.08877579104,4.01394506854,3.62482176304,4.08877579114,4.088775791051,4.088775791051,4.08877579102,4.08877579102,3.97959118834,4.0887757911,4.088775791,4.088775791,4.08877579101,4.00019497181,4.0887757911,4.088775791,6.7529932547,8.49526003348,8.49526003338,8.49526003338,8.49526003339,8.49526003339,8.49526003338,8.49526003348,8.49526003348,6.54423637399,6.54591463668,8.49526003368,7.27485601108,8.49526003308,7.21439408948,8.49526003328,8.49526003328,8.49526003335,8.49526003335,8.49526003335,7.89132905882,7.67022366404,8.49526003381,6.98282837271,8.49526003326,8.49526003341,8.49526003341,8.49526003342,8.49526003332,8.49526003362,8.49526003332,8.49526003332,8.49526003332,8.49526003342,8.49526003337,8.49526003337,8.49526003337,8.460411273174,8.495260033374,8.49526003332,7.94080910852,8.49526003296,8.49526003318,8.49526003318,8.49526003308,6.1128290504,8.495260033594,8.495260033594,8.495260033308,8.4952600333,8.4952600334,8.4952600334,8.42672317553,8.49526003333,8.49526003333,7.0708410531,8.23930952646,8.41300605438,8.49526003342,8.49526003347,8.49526003343,8.49526003343,8.44847964867,8.27005967397,8.49526003346,8.49526003336,8.49526003339,8.49526003339,8.38828963479,8.49526003376,8.4952600334,7.48642064069,8.4952600328,7.4551628191,8.4952600329,8.4952600329,8.49526003292,8.49526003294,8.49526003294,8.49526003294,8.49526003294,8.49526003332,8.49526003327,8.49526003327,8.49526003322,8.49526003322,8.49526003302,8.49526003292,8.49526003292,8.49526003292,8.49526003332,8.03130230002,7.26485780322,5.2017518082
"t43",1.3321502268,1.3321502268,1.3321502268,0,2.7917274865,3.42643462626,3.42643462626,3.42643462627,3.42643462625,3.4264346262,4.08877579075,4.08877579075,4.08877579074,4.08877579074,4.08877579074,4.01791759177,3.96119366743,4.08877579114,4.08877579114,3.60470887804,3.59491358282,4.08877579104,4.08877579104,4.01394506854,3.62482176304,4.08877579114,4.088775791051,4.088775791051,4.08877579102,4.08877579102,3.97959118834,4.0887757911,4.088775791,4.088775791,4.08877579101,4.00019497181,4.0887757911,4.088775791,6.7529932547,8.49526003348,8.49526003338,8.49526003338,8.49526003339,8.49526003339,8.49526003338,8.49526003348,8.49526003348,6.54423637399,6.54591463668,8.49526003368,7.27485601108,8.49526003308,7.21439408948,8.49526003328,8.49526003328,8.49526003335,8.49526003335,8.49526003335,7.89132905882,7.67022366404,8.49526003381,6.98282837271,8.49526003326,8.49526003341,8.49526003341,8.49526003342,8.49526003332,8.49526003362,8.49526003332,8.49526003332,8.49526003332,8.49526003342,8.49526003337,8.49526003337,8.49526003337,8.460411273174,8.495260033374,8.49526003332,7.94080910852,8.49526003296,8.49526003318,8.49526003318,8.49526003308,6.1128290504,8.495260033594,8.495260033594,8.495260033308,8.4952600333,8.4952600334,8.4952600334,8.42672317553,8.49526003333,8.49526003333,7.0708410531,8.23930952646,8.41300605438,8.49526003342,8.49526003347,8.49526003343,8.49526003343,8.44847964867,8.27005967397,8.49526003346,8.49526003336,8.49526003339,8.49526003339,8.38828963479,8.49526003376,8.4952600334,7.48642064069,8.4952600328,7.4551628191,8.4952600329,8.4952600329,8.49526003292,8.49526003294,8.49526003294,8.49526003294,8.49526003294,8.49526003332,8.49526003327,8.49526003327,8.49526003322,8.49526003322,8.49526003302,8.49526003292,8.49526003292,8.49526003292,8.49526003332,8.03130230002,7.26485780322,5.2017518082
"t37",2.7917274865,2.7917274865,2.7917274865,2.7917274865,0,0.89061200636,0.89061200636,0.89061200637,0.89061200635,0.8906120063,3.45406865045,3.45406865045,3.45406865044,3.45406865044,3.45406865044,3.38321045147,3.32648652713,3.45406865084,3.45406865084,2.97000173774,2.96020644252,3.45406865074,3.45406865074,3.37923792824,2.99011462274,3.45406865084,3.454068650751,3.454068650751,3.45406865072,3.45406865072,3.34488404804,3.4540686508,3.4540686507,3.4540686507,3.45406865071,3.36548783151,3.4540686508,3.4540686507,6.1182861144,7.86055289318,7.86055289308,7.86055289308,7.86055289309,7.86055289309,7.86055289308,7.86055289318,7.86055289318,5.90952923369,5.91120749638,7.86055289338,6.64014887078,7.86055289278,6.57968694918,7.86055289298,7.86055289298,7.86055289305,7.86055289305,7.86055289305,7.25662191852,7.03551652374,7.86055289351,6.34812123241,7.86055289296,7.86055289311,7.86055289311,7.86055289312,7.86055289302,7.86055289332,7.86055289302,7.86055289302,7.86055289302,7.86055289312,7.86055289307,7.86055289307,7.86055289307,7.825704132874,7.860552893074,7.86055289302,7.30610196822,7.86055289266,7.86055289288,7.86055289288,7.86055289278,5.4781219101,7.860552893294,7.860552893294,7.860552893008,7.860552893,7.8605528931,7.8605528931,7.79201603523,7.86055289303,7.86055289303,6.4361339128,7.60460238616,7.77829891408,7.86055289312,7.86055289317,7.86055289313,7.86055289313,7.81377250837,7.63535253367,7.86055289316,7.86055289306,7.86055289309,7.86055289309,7.75358249449,7.86055289346,7.8605528931,6.85171350039,7.8605528925,6.8204556788,7.8605528926,7.8605528926,7.86055289262,7.86055289264,7.86055289264,7.86055289264,7.86055289264,7.86055289302,7.86055289297,7.86055289297,7.86055289292,7.86055289292,7.86055289272,7.86055289262,7.86055289262,7.86055289262,7.86055289302,7.39659515972,6.63015066292,4.5670446679
"t123",3.42643462626,3.42643462626,3.42643462626,3.42643462626,0.89061200636,0,0.08848933728,0.12546550843,0.77586809101,0.95467470266,4.08877579021,4.08877579021,4.0887757902,4.0887757902,4.0887757902,4.01791759123,3.96119366689,4.0887757906,4.0887757906,3.6047088775,3.59491358228,4.0887757905,4.0887757905,4.013945068,3.6248217625,4.0887757906,4.088775790511,4.088775790511,4.08877579048,4.08877579048,3.9795911878,4.08877579056,4.08877579046,4.08877579046,4.08877579047,4.00019497127,4.08877579056,4.08877579046,6.75299325416,8.49526003294,8.49526003284,8.49526003284,8.49526003285,8.49526003285,8.49526003284,8.49526003294,8.49526003294,6.54423637345,6.54591463614,8.49526003314,7.27485601054,8.49526003254,7.21439408894,8.49526003274,8.49526003274,8.49526003281,8.49526003281,8.49526003281,7.89132905828,7.6702236635,8.49526003327,6.98282837217,8.49526003272,8.49526003287,8.49526003287,8.49526003288,8.49526003278,8.49526003308,8.49526003278,8.49526003278,8.49526003278,8.49526003288,8.49526003283,8.49526003283,8.49526003283,8.460411272634,8.495260032834,8.49526003278,7.94080910798,8.49526003242,8.49526003264,8.49526003264,8.49526003254,6.11282904986,8.495260033054,8.495260033054,8.495260032768,8.49526003276,8.49526003286,8.49526003286,8.42672317499,8.49526003279,8.49526003279,7.07084105256,8.23930952592,8.41300605384,8.49526003288,8.49526003293,8.49526003289,8.49526003289,8.44847964813,8.27005967343,8.49526003292,8.49526003282,8.49526003285,8.49526003285,8.38828963425,8.49526003322,8.49526003286,7.48642064015,8.49526003226,7.45516281856,8.49526003236,8.49526003236,8.49526003238,8.4952600324,8.4952600324,8.4952600324,8.4952600324,8.49526003278,8.49526003273,8.49526003273,8.49526003268,8.49526003268,8.49526003248,8.49526003238,8.49526003238,8.49526003238,8.49526003278,8.03130229948,7.26485780268,5.20175180766
"t124",3.42643462626,3.42643462626,3.42643462626,3.42643462626,0.89061200636,0.08848933728,0,0.12546550843,0.77586809101,0.95467470266,4.08877579021,4.08877579021,4.0887757902,4.0887757902,4.0887757902,4.01791759123,3.96119366689,4.0887757906,4.0887757906,3.6047088775,3.59491358228,4.0887757905,4.0887757905,4.013945068,3.6248217625,4.0887757906,4.088775790511,4.088775790511,4.08877579048,4.08877579048,3.9795911878,4.08877579056,4.08877579046,4.08877579046,4.08877579047,4.00019497127,4.08877579056,4.08877579046,6.75299325416,8.49526003294,8.49526003284,8.49526003284,8.49526003285,8.49526003285,8.49526003284,8.49526003294,8.49526003294,6.54423637345,6.54591463614,8.49526003314,7.27485601054,8.49526003254,7.21439408894,8.49526003274,8.49526003274,8.49526003281,8.49526003281,8.49526003281,7.89132905828,7.6702236635,8.49526003327,6.98282837217,8.49526003272,8.49526003287,8.49526003287,8.49526003288,8.49526003278,8.49526003308,8.49526003278,8.49526003278,8.49526003278,8.49526003288,8.49526003283,8.49526003283,8.49526003283,8.460411272634,8.495260032834,8.49526003278,7.94080910798,8.49526003242,8.49526003264,8.49526003264,8.49526003254,6.11282904986,8.495260033054,8.495260033054,8.495260032768,8.49526003276,8.49526003286,8.49526003286,8.42672317499,8.49526003279,8.49526003279,7.07084105256,8.23930952592,8.41300605384,8.49526003288,8.49526003293,8.49526003289,8.49526003289,8.44847964813,8.27005967343,8.49526003292,8.49526003282,8.49526003285,8.49526003285,8.38828963425,8.49526003322,8.49526003286,7.48642064015,8.49526003226,7.45516281856,8.49526003236,8.49526003236,8.49526003238,8.4952600324,8.4952600324,8.4952600324,8.4952600324,8.49526003278,8.49526003273,8.49526003273,8.49526003268,8.49526003268,8.49526003248,8.49526003238,8.49526003238,8.49526003238,8.49526003278,8.03130229948,7.26485780268,5.20175180766
"t118",3.42643462627,3.42643462627,3.42643462627,3.42643462627,0.89061200637,0.12546550843,0.12546550843,0,0.77586809102,0.95467470267,4.08877579022,4.08877579022,4.08877579021,4.08877579021,4.08877579021,4.01791759124,3.9611936669,4.08877579061,4.08877579061,3.60470887751,3.59491358229,4.08877579051,4.08877579051,4.01394506801,3.62482176251,4.08877579061,4.088775790521,4.088775790521,4.08877579049,4.08877579049,3.97959118781,4.08877579057,4.08877579047,4.08877579047,4.08877579048,4.00019497128,4.08877579057,4.08877579047,6.75299325417,8.49526003295,8.49526003285,8.49526003285,8.49526003286,8.49526003286,8.49526003285,8.49526003295,8.49526003295,6.54423637346,6.54591463615,8.49526003315,7.27485601055,8.49526003255,7.21439408895,8.49526003275,8.49526003275,8.49526003282,8.49526003282,8.49526003282,7.89132905829,7.67022366351,8.49526003328,6.98282837218,8.49526003273,8.49526003288,8.49526003288,8.49526003289,8.49526003279,8.49526003309,8.49526003279,8.49526003279,8.49526003279,8.49526003289,8.49526003284,8.49526003284,8.49526003284,8.460411272644,8.495260032844,8.49526003279,7.94080910799,8.49526003243,8.49526003265,8.49526003265,8.49526003255,6.11282904987,8.495260033064,8.495260033064,8.495260032778,8.49526003277,8.49526003287,8.49526003287,8.426723175,8.4952600328,8.4952600328,7.07084105257,8.23930952593,8.41300605385,8.49526003289,8.49526003294,8.4952600329,8.4952600329,8.44847964814,8.27005967344,8.49526003293,8.49526003283,8.49526003286,8.49526003286,8.38828963426,8.49526003323,8.49526003287,7.48642064016,8.49526003227,7.45516281857,8.49526003237,8.49526003237,8.49526003239,8.49526003241,8.49526003241,8.49526003241,8.49526003241,8.49526003279,8.49526003274,8.49526003274,8.49526003269,8.49526003269,8.49526003249,8.49526003239,8.49526003239,8.49526003239,8.49526003279,8.03130229949,7.26485780269,5.20175180767
"t67",3.42643462625,3.42643462625,3.42643462625,3.42643462625,0.89061200635,0.77586809101,0.77586809101,0.77586809102,0,0.95467470265,4.0887757902,4.0887757902,4.08877579019,4.08877579019,4.08877579019,4.01791759122,3.96119366688,4.08877579059,4.08877579059,3.60470887749,3.59491358227,4.08877579049,4.08877579049,4.01394506799,3.62482176249,4.08877579059,4.088775790501,4.088775790501,4.08877579047,4.08877579047,3.97959118779,4.08877579055,4.08877579045,4.08877579045,4.08877579046,4.00019497126,4.08877579055,4.08877579045,6.75299325415,8.49526003293,8.49526003283,8.49526003283,8.49526003284,8.49526003284,8.49526003283,8.49526003293,8.49526003293,6.54423637344,6.54591463613,8.49526003313,7.27485601053,8.49526003253,7.21439408893,8.49526003273,8.49526003273,8.4952600328,8.4952600328,8.4952600328,7.89132905827,7.67022366349,8.49526003326,6.98282837216,8.49526003271,8.49526003286,8.49526003286,8.49526003287,8.49526003277,8.49526003307,8.49526003277,8.49526003277,8.49526003277,8.49526003287,8.49526003282,8.49526003282,8.49526003282,8.460411272624,8.495260032824,8.49526003277,7.94080910797,8.49526003241,8.49526003263,8.49526003263,8.49526003253,6.11282904985,8.495260033044,8.495260033044,8.495260032758,8.49526003275,8.49526003285,8.49526003285,8.42672317498,8.49526003278,8.49526003278,7.07084105255,8.23930952591,8.41300605383,8.49526003287,8.49526003292,8.49526003288,8.49526003288,8.44847964812,8.27005967342,8.49526003291,8.49526003281,8.49526003284,8.49526003284,8.38828963424,8.49526003321,8.49526003285,7.48642064014,8.49526003225,7.45516281855,8.49526003235,8.49526003235,8.49526003237,8.49526003239,8.49526003239,8.49526003239,8.49526003239,8.49526003277,8.49526003272,8.49526003272,8.49526003267,8.49526003267,8.49526003247,8.49526003237,8.49526003237,8.49526003237,8.49526003277,8.03130229947,7.26485780267,5.20175180765
"t60",3.4264346262,3.4264346262,3.4264346262,3.4264346262,0.8906120063,0.95467470266,0.95467470266,0.95467470267,0.95467470265,0,4.08877579015,4.08877579015,4.08877579014,4.08877579014,4.08877579014,4.01791759117,3.96119366683,4.08877579054,4.08877579054,3.60470887744,3.59491358222,4.08877579044,4.08877579044,4.01394506794,3.62482176244,4.08877579054,4.088775790451,4.088775790451,4.08877579042,4.08877579042,3.97959118774,4.0887757905,4.0887757904,4.0887757904,4.08877579041,4.00019497121,4.0887757905,4.0887757904,6.7529932541,8.49526003288,8.49526003278,8.49526003278,8.49526003279,8.49526003279,8.49526003278,8.49526003288,8.49526003288,6.54423637339,6.54591463608,8.49526003308,7.27485601048,8.49526003248,7.21439408888,8.49526003268,8.49526003268,8.49526003275,8.49526003275,8.49526003275,7.89132905822,7.67022366344,8.49526003321,6.98282837211,8.49526003266,8.49526003281,8.49526003281,8.49526003282,8.49526003272,8.49526003302,8.49526003272,8.49526003272,8.49526003272,8.49526003282,8.49526003277,8.49526003277,8.49526003277,8.460411272574,8.495260032774,8.49526003272,7.94080910792,8.49526003236,8.49526003258,8.49526003258,8.49526003248,6.1128290498,8.495260032994,8.495260032994,8.495260032708,8.4952600327,8.4952600328,8.4952600328,8.42672317493,8.49526003273,8.49526003273,7.0708410525,8.23930952586,8.41300605378,8.49526003282,8.49526003287,8.49526003283,8.49526003283,8.44847964807,8.27005967337,8.49526003286,8.49526003276,8.49526003279,8.49526003279,8.38828963419,8.49526003316,8.4952600328,7.48642064009,8.4952600322,7.4551628185,8.4952600323,8.4952600323,8.49526003232,8.49526003234,8.49526003234,8.49526003234,8.49526003234,8.49526003272,8.49526003267,8.49526003267,8.49526003262,8.49526003262,8.49526003242,8.49526003232,8.49526003232,8.49526003232,8.49526003272,8.03130229942,7.26485780262,5.2017518076
