"accepted_species","trait_BM_trend_scaled"
"t1",0
"t4",1
"t5",1
"t9",0
"t158",0
"t159",0
"t119",0
"t120",0
"t18",0
"t117",0
"t118",0
"t28",0
"t29",0
"t16",1
"t51",0
"t52",1
"t70",1
"t71",1
"t109",1
"t110",1
"t75",0
"t69",1
"t90",1
"t102",1
"t103",1
"t150",1
"t151",1
"t83",0
"t107",1
"t108",1
"t84",1
"t140",0
"t141",1
"t53",1
"t35",1
"t46",0
"t61",0
"t62",0
"t55",1
"t56",1
"t6",0
"t7",0
"t44",0
"t45",0
"t154",0
"t155",0
"t131",0
"t64",0
"t65",0
"t21",0
"t22",0
"t31",0
"t32",0
"t20",0
"t136",0
"t137",0
"t106",0
"t111",0
"t112",0
"t146",0
"t147",0
"t113",0
"t114",0
"t127",0
"t128",0
"t26",0
"t27",0
"t19",0
"t30",0
"t54",NA
"t72",NA
"t123",0
"t124",NA
"t88",NA
"t89",NA
"t144",NA
"t145",NA
"t104",0
"t105",NA
"t60",0
"t134",NA
"t135",0
"t115",NA
"t116",NA
"t23",NA
"t39",NA
"t142",NA
"t143",NA
"t126",0
"t37",NA
"t38",0
"t17",0
"t40",0
"t41",0
"t87",0
"t156",0
"t157",0
"t43",0
"t36",0
"t15",0
"t11",0
"t48",0
"t94",0
"t98",0
"t160",0
"t161",0
"t86",0
"t85",0
"t63",0
"t129",0
"t130",0
"t66",0
"t95",0
"t96",0
"t132",0
"t133",0
"t99",0
"t78",0
"t47",0
"t33",0
"t24",0
"t25",0
"t50",0
"t58",0
"t59",0
"t81",0
"t82",0
"t100",0
"t101",0
"t49",0
"t76",0
"t77",0
"t138",0
"t139",0
"t92",0
"t93",0
"t125",0
"t148",0
"t149",0
"t91",0
"t80",0
"t73",0
"t42",0
"t67",0
"t68",0
"t121",0
"t122",0
"t97",0
"t152",0
"t153",0
"t79",0
"t74",0
"t57",0
"t34",0
"t12",0
"t3",0
"t2",0
"t8",0
"t13",0
"t14",0
"t10",0
