"","t1","t4","t5","t9","t158","t159","t119","t120","t18","t117","t118","t28","t29","t16","t51","t52","t70","t71","t109","t110","t75","t69","t90","t102","t103","t150","t151","t83","t107","t108","t84","t140","t141","t53","t35","t46","t61","t62","t55","t56","t6","t7","t44","t45","t154","t155","t131","t64","t65","t21","t22","t31","t32","t20","t136","t137","t106","t111","t112","t146","t147","t113","t114","t127","t128","t26","t27","t19","t30","t54","t72","t123","t124","t88","t89","t144","t145","t104","t105","t60","t134","t135","t115","t116","t23","t39","t142","t143","t126","t37","t38","t17","t40","t41","t87","t156","t157","t43","t36","t15","t11","t48","t94","t98","t160","t161","t86","t85","t63","t129","t130","t66","t95","t96","t132","t133","t99","t78","t47","t33","t24","t25","t50","t58","t59","t81","t82","t100","t101","t49","t76","t77","t138","t139","t92","t93","t125","t148","t149","t91","t80","t73","t42","t67","t68","t121","t122","t97","t152","t153","t79","t74","t57","t34","t12","t3","t2","t8","t13","t14","t10"
"t1",0,2.05736446743,1.49914098433,2.35563870352,5.89229133775,5.89229133775,5.89229133772,5.89229133772,5.89229133722,5.63489429103,5.79267465473,4.64981153163,4.38003824183,3.23316627093,5.89229133673,4.76510113789,5.25261311143,5.46405410153,5.70090838855,5.89229133715,5.88092933245,5.424059365018,5.892291337308,5.476202775678,5.892291337308,5.892291337278,5.892291337278,5.892291337218,5.597212313838,5.892291337218,5.89229133715,5.89229133725,5.89229133725,4.87832319795,5.41011037443,5.89229133683,5.09381071603,5.89229133683,5.89229133753,4.92054347663,2.08643177693,3.81198215313,5.89229133767,4.90260381757,5.89229133727,5.89229133727,5.89229133727,5.89229133757,5.65972017457,3.61033641907,3.61179518051,4.33299384554,3.91864172742,4.27936890223,5.89229133723,5.89229133723,5.89229133733,5.8922913373,5.8922913373,5.8922913373,5.8922913373,5.89229133726,5.89229133726,5.89229133733,5.89229133733,4.82643273693,3.99469504973,3.47311906744,5.69093849602,5.89229133762,5.89229133742,5.89229133742,5.89229133742,5.89229133742,5.89229133742,5.89229133761,5.89229133761,5.89229133742,5.89229133742,5.89229133742,5.89229133717,5.89229133717,5.89229133717,5.89229133717,3.59167073184,4.30319425582,5.89229133724,5.89229133724,5.89229133725,5.65124448785,4.2789205252,3.51454566807,5.89229133747,5.02393078187,5.89229133766,5.89229133769,5.89229133769,5.89229133746,5.89229133796,3.89859036796,3.58441858594,5.13825345711,5.61796743646,5.89229133746,5.89229133744,5.89229133744,5.89229133736,5.58811100581,5.10984077421,5.89229133741,5.89229133741,5.89229133739,5.89229133742,5.89229133742,5.89229133732,5.89229133732,5.66258038322,5.89229133742,5.43193925341,5.89229133754,5.89229133704,4.51536276444,5.89229133774,5.89229133764,5.43183637824,5.89229133764,5.89229133764,5.89229133764,5.89229133764,4.83919572166,5.89229133786,5.80147565096,5.89229133786,5.89229133786,5.89229133787,5.89229133787,5.89229133788,5.89229133787,5.89229133787,5.89229133788,5.89229133788,5.222120105,5.89229133746,5.32940037766,5.89229133736,5.89229133753,5.89229133753,5.89229133753,5.89229133753,5.89229133753,5.89229133745,5.89229133746,5.89229133736,4.47681306126,4.11964940036,1.33611641297,2.76668416263,2.16583139138,3.2932665833,5.8922913374,3.7828522623
"t4",2.05736446743,0,0.9786589111,2.26716080449,5.80381343872,5.80381343872,5.80381343869,5.80381343869,5.80381343819,5.546416392,5.7041967557,4.5613336326,4.2915603428,3.5384545307,6.1975795965,5.07038939766,5.5579013712,5.7693423613,6.00619664832,6.19757959692,6.18621759222,5.729347624788,6.197579597078,5.781491035448,6.197579597078,6.197579597048,6.197579597048,6.197579596988,5.902500573608,6.197579596988,6.19757959692,6.19757959702,6.19757959702,5.18361145772,5.7153986342,6.1975795966,5.3990989758,6.1975795966,6.1975795973,5.2258317364,2.3917200367,4.1172704129,6.19757959744,5.20789207734,6.19757959704,6.19757959704,6.19757959704,6.19757959734,5.96500843434,3.91562467884,3.91708344028,4.63828210531,4.22392998719,4.584657162,6.197579597,6.197579597,6.1975795971,6.19757959707,6.19757959707,6.19757959707,6.19757959707,6.19757959703,6.19757959703,6.1975795971,6.1975795971,5.1317209967,4.2999833095,3.77840732721,5.99622675579,6.19757959739,6.19757959719,6.19757959719,6.19757959719,6.19757959719,6.19757959719,6.19757959738,6.19757959738,6.19757959719,6.19757959719,6.19757959719,6.19757959694,6.19757959694,6.19757959694,6.19757959694,3.89695899161,4.60848251559,6.19757959701,6.19757959701,6.19757959702,5.95653274762,4.58420878497,3.81983392784,6.19757959724,5.32921904164,6.19757959743,6.19757959746,6.19757959746,6.19757959723,6.19757959773,4.20387862773,3.88970684571,5.44354171688,5.92325569623,6.19757959723,6.19757959721,6.19757959721,6.19757959713,5.89339926558,5.41512903398,6.19757959718,6.19757959718,6.19757959716,6.19757959719,6.19757959719,6.19757959709,6.19757959709,5.96786864299,6.19757959719,5.73722751318,6.19757959731,6.19757959681,4.82065102421,6.19757959751,6.19757959741,5.73712463801,6.19757959741,6.19757959741,6.19757959741,6.19757959741,5.14448398143,6.19757959763,6.10676391073,6.19757959763,6.19757959763,6.19757959764,6.19757959764,6.19757959765,6.19757959764,6.19757959764,6.19757959765,6.19757959765,5.52740836477,6.19757959723,5.63468863743,6.19757959713,6.1975795973,6.1975795973,6.1975795973,6.1975795973,6.1975795973,6.19757959722,6.19757959723,6.19757959713,4.78210132103,4.42493766013,1.64140467274,3.0719724224,3.03021709835,4.15765229027,6.75667704437,4.64723796927
"t5",1.49914098433,0.9786589111,0,1.70893732139,5.24558995562,5.24558995562,5.24558995559,5.24558995559,5.24558995509,4.9881929089,5.1459732726,4.0031101495,3.7333368597,2.9802310476,5.6393561134,4.51216591456,4.9996778881,5.2111188782,5.44797316522,5.63935611382,5.62799410912,5.171124141688,5.639356113978,5.223267552348,5.639356113978,5.639356113948,5.639356113948,5.639356113888,5.344277090508,5.639356113888,5.63935611382,5.63935611392,5.63935611392,4.62538797462,5.1571751511,5.6393561135,4.8408754927,5.6393561135,5.6393561142,4.6676082533,1.8334965536,3.5590469298,5.63935611434,4.64966859424,5.63935611394,5.63935611394,5.63935611394,5.63935611424,5.40678495124,3.35740119574,3.35885995718,4.08005862221,3.66570650409,4.0264336789,5.6393561139,5.6393561139,5.639356114,5.63935611397,5.63935611397,5.63935611397,5.63935611397,5.63935611393,5.63935611393,5.639356114,5.639356114,4.5734975136,3.7417598264,3.22018384411,5.43800327269,5.63935611429,5.63935611409,5.63935611409,5.63935611409,5.63935611409,5.63935611409,5.63935611428,5.63935611428,5.63935611409,5.63935611409,5.63935611409,5.63935611384,5.63935611384,5.63935611384,5.63935611384,3.33873550851,4.05025903249,5.63935611391,5.63935611391,5.63935611392,5.39830926452,4.02598530187,3.26161044474,5.63935611414,4.77099555854,5.63935611433,5.63935611436,5.63935611436,5.63935611413,5.63935611463,3.64565514463,3.33148336261,4.88531823378,5.36503221313,5.63935611413,5.63935611411,5.63935611411,5.63935611403,5.33517578248,4.85690555088,5.63935611408,5.63935611408,5.63935611406,5.63935611409,5.63935611409,5.63935611399,5.63935611399,5.40964515989,5.63935611409,5.17900403008,5.63935611421,5.63935611371,4.26242754111,5.63935611441,5.63935611431,5.17890115491,5.63935611431,5.63935611431,5.63935611431,5.63935611431,4.58626049833,5.63935611453,5.54854042763,5.63935611453,5.63935611453,5.63935611454,5.63935611454,5.63935611455,5.63935611454,5.63935611454,5.63935611455,5.63935611455,4.96918488167,5.63935611413,5.07646515433,5.63935611403,5.6393561142,5.6393561142,5.6393561142,5.6393561142,5.6393561142,5.63935611412,5.63935611413,5.63935611403,4.22387783793,3.86671417703,1.08318118964,2.5137489393,2.47199361525,3.59942880717,6.19845356127,4.08901448617
"t9",2.35563870352,2.26716080449,1.70893732139,0,4.04343343083,4.04343343083,4.0434334308,4.0434334308,4.0434334303,3.88601316369,4.04379352739,3.68656181849,3.41678852869,3.83672876679,6.49585383259,5.36866363375,5.85617560729,6.06761659739,6.30447088441,6.49585383301,6.48449182831,6.027621860878,6.495853833168,6.079765271538,6.495853833168,6.495853833138,6.495853833138,6.495853833078,6.200774809698,6.495853833078,6.49585383301,6.49585383311,6.49585383311,5.48188569381,6.01367287029,6.49585383269,5.69737321189,6.49585383269,6.49585383339,5.52410597249,2.68999427279,4.41554464899,6.49585383353,5.50616631343,6.49585383313,6.49585383313,6.49585383313,6.49585383343,6.26328267043,4.21389891493,4.21535767637,4.9365563414,4.52220422328,4.88293139809,6.49585383309,6.49585383309,6.49585383319,6.49585383316,6.49585383316,6.49585383316,6.49585383316,6.49585383312,6.49585383312,6.49585383319,6.49585383319,5.42999523279,4.59825754559,4.0766815633,6.29450099188,6.49585383348,6.49585383328,6.49585383328,6.49585383328,6.49585383328,6.49585383328,6.49585383347,6.49585383347,6.49585383328,6.49585383328,6.49585383328,6.49585383303,6.49585383303,6.49585383303,6.49585383303,4.1952332277,4.90675675168,6.4958538331,6.4958538331,6.49585383311,6.25480698371,4.88248302106,4.11810816393,6.49585383333,5.62749327773,6.49585383352,6.49585383355,6.49585383355,6.49585383332,6.49585383382,4.50215286382,4.1879810818,5.74181595297,6.22152993232,6.49585383332,6.4958538333,6.4958538333,6.49585383322,6.19167350167,5.71340327007,6.49585383327,6.49585383327,6.49585383325,6.49585383328,6.49585383328,6.49585383318,6.49585383318,6.26614287908,6.49585383328,6.03550174927,6.4958538334,6.4958538329,5.1189252603,6.4958538336,6.4958538335,6.0353988741,6.4958538335,6.4958538335,6.4958538335,6.4958538335,5.44275821752,6.49585383372,6.40503814682,6.49585383372,6.49585383372,6.49585383373,6.49585383373,6.49585383374,6.49585383373,6.49585383373,6.49585383374,6.49585383374,5.82568260086,6.49585383332,5.93296287352,6.49585383322,6.49585383339,6.49585383339,6.49585383339,6.49585383339,6.49585383339,6.49585383331,6.49585383332,6.49585383322,5.08037555712,4.72321189622,1.93967890883,3.37024665849,3.32849133444,4.45592652636,7.05495128046,4.94551220536
"t158",5.89229133775,5.80381343872,5.24558995562,4.04343343083,0,0.02992646886,1.86781839903,1.86781839903,5.19535460253,7.42266579792,7.58044616162,7.22321445272,6.95344116292,7.37338140102,10.03250646682,8.90531626798,9.39282824152,9.60426923162,9.84112351864,10.03250646724,10.02114446254,9.564274495108,10.032506467398,9.616417905768,10.032506467398,10.032506467368,10.032506467368,10.032506467308,9.737427443928,10.032506467308,10.03250646724,10.03250646734,10.03250646734,9.01853832804,9.55032550452,10.03250646692,9.23402584612,10.03250646692,10.03250646762,9.06075860672,6.22664690702,7.95219728322,10.03250646776,9.04281894766,10.03250646736,10.03250646736,10.03250646736,10.03250646766,9.79993530466,7.75055154916,7.7520103106,8.47320897563,8.05885685751,8.41958403232,10.03250646732,10.03250646732,10.03250646742,10.03250646739,10.03250646739,10.03250646739,10.03250646739,10.03250646735,10.03250646735,10.03250646742,10.03250646742,8.96664786702,8.13491017982,7.61333419753,9.83115362611,10.03250646771,10.03250646751,10.03250646751,10.03250646751,10.03250646751,10.03250646751,10.0325064677,10.0325064677,10.03250646751,10.03250646751,10.03250646751,10.03250646726,10.03250646726,10.03250646726,10.03250646726,7.73188586193,8.44340938591,10.03250646733,10.03250646733,10.03250646734,9.79145961794,8.41913565529,7.65476079816,10.03250646756,9.16414591196,10.03250646775,10.03250646778,10.03250646778,10.03250646755,10.03250646805,8.03880549805,7.72463371603,9.2784685872,9.75818256655,10.03250646755,10.03250646753,10.03250646753,10.03250646745,9.7283261359,9.2500559043,10.0325064675,10.0325064675,10.03250646748,10.03250646751,10.03250646751,10.03250646741,10.03250646741,9.80279551331,10.03250646751,9.5721543835,10.03250646763,10.03250646713,8.65557789453,10.03250646783,10.03250646773,9.57205150833,10.03250646773,10.03250646773,10.03250646773,10.03250646773,8.97941085175,10.03250646795,9.94169078105,10.03250646795,10.03250646795,10.03250646796,10.03250646796,10.03250646797,10.03250646796,10.03250646796,10.03250646797,10.03250646797,9.36233523509,10.03250646755,9.46961550775,10.03250646745,10.03250646762,10.03250646762,10.03250646762,10.03250646762,10.03250646762,10.03250646754,10.03250646755,10.03250646745,8.61702819135,8.25986453045,5.47633154306,6.90689929272,6.86514396867,7.99257916059,10.59160391469,8.48216483959
"t159",5.89229133775,5.80381343872,5.24558995562,4.04343343083,0.02992646886,0,1.86781839903,1.86781839903,5.19535460253,7.42266579792,7.58044616162,7.22321445272,6.95344116292,7.37338140102,10.03250646682,8.90531626798,9.39282824152,9.60426923162,9.84112351864,10.03250646724,10.02114446254,9.564274495108,10.032506467398,9.616417905768,10.032506467398,10.032506467368,10.032506467368,10.032506467308,9.737427443928,10.032506467308,10.03250646724,10.03250646734,10.03250646734,9.01853832804,9.55032550452,10.03250646692,9.23402584612,10.03250646692,10.03250646762,9.06075860672,6.22664690702,7.95219728322,10.03250646776,9.04281894766,10.03250646736,10.03250646736,10.03250646736,10.03250646766,9.79993530466,7.75055154916,7.7520103106,8.47320897563,8.05885685751,8.41958403232,10.03250646732,10.03250646732,10.03250646742,10.03250646739,10.03250646739,10.03250646739,10.03250646739,10.03250646735,10.03250646735,10.03250646742,10.03250646742,8.96664786702,8.13491017982,7.61333419753,9.83115362611,10.03250646771,10.03250646751,10.03250646751,10.03250646751,10.03250646751,10.03250646751,10.0325064677,10.0325064677,10.03250646751,10.03250646751,10.03250646751,10.03250646726,10.03250646726,10.03250646726,10.03250646726,7.73188586193,8.44340938591,10.03250646733,10.03250646733,10.03250646734,9.79145961794,8.41913565529,7.65476079816,10.03250646756,9.16414591196,10.03250646775,10.03250646778,10.03250646778,10.03250646755,10.03250646805,8.03880549805,7.72463371603,9.2784685872,9.75818256655,10.03250646755,10.03250646753,10.03250646753,10.03250646745,9.7283261359,9.2500559043,10.0325064675,10.0325064675,10.03250646748,10.03250646751,10.03250646751,10.03250646741,10.03250646741,9.80279551331,10.03250646751,9.5721543835,10.03250646763,10.03250646713,8.65557789453,10.03250646783,10.03250646773,9.57205150833,10.03250646773,10.03250646773,10.03250646773,10.03250646773,8.97941085175,10.03250646795,9.94169078105,10.03250646795,10.03250646795,10.03250646796,10.03250646796,10.03250646797,10.03250646796,10.03250646796,10.03250646797,10.03250646797,9.36233523509,10.03250646755,9.46961550775,10.03250646745,10.03250646762,10.03250646762,10.03250646762,10.03250646762,10.03250646762,10.03250646754,10.03250646755,10.03250646745,8.61702819135,8.25986453045,5.47633154306,6.90689929272,6.86514396867,7.99257916059,10.59160391469,8.48216483959
"t119",5.89229133772,5.80381343869,5.24558995559,4.0434334308,1.86781839903,1.86781839903,0,0.618162777,5.1953546025,7.42266579789,7.58044616159,7.22321445269,6.95344116289,7.37338140099,10.03250646679,8.90531626795,9.39282824149,9.60426923159,9.84112351861,10.03250646721,10.02114446251,9.564274495078,10.032506467368,9.616417905738,10.032506467368,10.032506467338,10.032506467338,10.032506467278,9.737427443898,10.032506467278,10.03250646721,10.03250646731,10.03250646731,9.01853832801,9.55032550449,10.03250646689,9.23402584609,10.03250646689,10.03250646759,9.06075860669,6.22664690699,7.95219728319,10.03250646773,9.04281894763,10.03250646733,10.03250646733,10.03250646733,10.03250646763,9.79993530463,7.75055154913,7.75201031057,8.4732089756,8.05885685748,8.41958403229,10.03250646729,10.03250646729,10.03250646739,10.03250646736,10.03250646736,10.03250646736,10.03250646736,10.03250646732,10.03250646732,10.03250646739,10.03250646739,8.96664786699,8.13491017979,7.6133341975,9.83115362608,10.03250646768,10.03250646748,10.03250646748,10.03250646748,10.03250646748,10.03250646748,10.03250646767,10.03250646767,10.03250646748,10.03250646748,10.03250646748,10.03250646723,10.03250646723,10.03250646723,10.03250646723,7.7318858619,8.44340938588,10.0325064673,10.0325064673,10.03250646731,9.79145961791,8.41913565526,7.65476079813,10.03250646753,9.16414591193,10.03250646772,10.03250646775,10.03250646775,10.03250646752,10.03250646802,8.03880549802,7.724633716,9.27846858717,9.75818256652,10.03250646752,10.0325064675,10.0325064675,10.03250646742,9.72832613587,9.25005590427,10.03250646747,10.03250646747,10.03250646745,10.03250646748,10.03250646748,10.03250646738,10.03250646738,9.80279551328,10.03250646748,9.57215438347,10.0325064676,10.0325064671,8.6555778945,10.0325064678,10.0325064677,9.5720515083,10.0325064677,10.0325064677,10.0325064677,10.0325064677,8.97941085172,10.03250646792,9.94169078102,10.03250646792,10.03250646792,10.03250646793,10.03250646793,10.03250646794,10.03250646793,10.03250646793,10.03250646794,10.03250646794,9.36233523506,10.03250646752,9.46961550772,10.03250646742,10.03250646759,10.03250646759,10.03250646759,10.03250646759,10.03250646759,10.03250646751,10.03250646752,10.03250646742,8.61702819132,8.25986453042,5.47633154303,6.90689929269,6.86514396864,7.99257916056,10.59160391466,8.48216483956
"t120",5.89229133772,5.80381343869,5.24558995559,4.0434334308,1.86781839903,1.86781839903,0.618162777,0,5.1953546025,7.42266579789,7.58044616159,7.22321445269,6.95344116289,7.37338140099,10.03250646679,8.90531626795,9.39282824149,9.60426923159,9.84112351861,10.03250646721,10.02114446251,9.564274495078,10.032506467368,9.616417905738,10.032506467368,10.032506467338,10.032506467338,10.032506467278,9.737427443898,10.032506467278,10.03250646721,10.03250646731,10.03250646731,9.01853832801,9.55032550449,10.03250646689,9.23402584609,10.03250646689,10.03250646759,9.06075860669,6.22664690699,7.95219728319,10.03250646773,9.04281894763,10.03250646733,10.03250646733,10.03250646733,10.03250646763,9.79993530463,7.75055154913,7.75201031057,8.4732089756,8.05885685748,8.41958403229,10.03250646729,10.03250646729,10.03250646739,10.03250646736,10.03250646736,10.03250646736,10.03250646736,10.03250646732,10.03250646732,10.03250646739,10.03250646739,8.96664786699,8.13491017979,7.6133341975,9.83115362608,10.03250646768,10.03250646748,10.03250646748,10.03250646748,10.03250646748,10.03250646748,10.03250646767,10.03250646767,10.03250646748,10.03250646748,10.03250646748,10.03250646723,10.03250646723,10.03250646723,10.03250646723,7.7318858619,8.44340938588,10.0325064673,10.0325064673,10.03250646731,9.79145961791,8.41913565526,7.65476079813,10.03250646753,9.16414591193,10.03250646772,10.03250646775,10.03250646775,10.03250646752,10.03250646802,8.03880549802,7.724633716,9.27846858717,9.75818256652,10.03250646752,10.0325064675,10.0325064675,10.03250646742,9.72832613587,9.25005590427,10.03250646747,10.03250646747,10.03250646745,10.03250646748,10.03250646748,10.03250646738,10.03250646738,9.80279551328,10.03250646748,9.57215438347,10.0325064676,10.0325064671,8.6555778945,10.0325064678,10.0325064677,9.5720515083,10.0325064677,10.0325064677,10.0325064677,10.0325064677,8.97941085172,10.03250646792,9.94169078102,10.03250646792,10.03250646792,10.03250646793,10.03250646793,10.03250646794,10.03250646793,10.03250646793,10.03250646794,10.03250646794,9.36233523506,10.03250646752,9.46961550772,10.03250646742,10.03250646759,10.03250646759,10.03250646759,10.03250646759,10.03250646759,10.03250646751,10.03250646752,10.03250646742,8.61702819132,8.25986453042,5.47633154303,6.90689929269,6.86514396864,7.99257916056,10.59160391466,8.48216483956
"t18",5.89229133722,5.80381343819,5.24558995509,4.0434334303,5.19535460253,5.19535460253,5.1953546025,5.1953546025,0,7.42266579739,7.58044616109,7.22321445219,6.95344116239,7.37338140049,10.03250646629,8.90531626745,9.39282824099,9.60426923109,9.84112351811,10.03250646671,10.02114446201,9.564274494578,10.032506466868,9.616417905238,10.032506466868,10.032506466838,10.032506466838,10.032506466778,9.737427443398,10.032506466778,10.03250646671,10.03250646681,10.03250646681,9.01853832751,9.55032550399,10.03250646639,9.23402584559,10.03250646639,10.03250646709,9.06075860619,6.22664690649,7.95219728269,10.03250646723,9.04281894713,10.03250646683,10.03250646683,10.03250646683,10.03250646713,9.79993530413,7.75055154863,7.75201031007,8.4732089751,8.05885685698,8.41958403179,10.03250646679,10.03250646679,10.03250646689,10.03250646686,10.03250646686,10.03250646686,10.03250646686,10.03250646682,10.03250646682,10.03250646689,10.03250646689,8.96664786649,8.13491017929,7.613334197,9.83115362558,10.03250646718,10.03250646698,10.03250646698,10.03250646698,10.03250646698,10.03250646698,10.03250646717,10.03250646717,10.03250646698,10.03250646698,10.03250646698,10.03250646673,10.03250646673,10.03250646673,10.03250646673,7.7318858614,8.44340938538,10.0325064668,10.0325064668,10.03250646681,9.79145961741,8.41913565476,7.65476079763,10.03250646703,9.16414591143,10.03250646722,10.03250646725,10.03250646725,10.03250646702,10.03250646752,8.03880549752,7.7246337155,9.27846858667,9.75818256602,10.03250646702,10.032506467,10.032506467,10.03250646692,9.72832613537,9.25005590377,10.03250646697,10.03250646697,10.03250646695,10.03250646698,10.03250646698,10.03250646688,10.03250646688,9.80279551278,10.03250646698,9.57215438297,10.0325064671,10.0325064666,8.655577894,10.0325064673,10.0325064672,9.5720515078,10.0325064672,10.0325064672,10.0325064672,10.0325064672,8.97941085122,10.03250646742,9.94169078052,10.03250646742,10.03250646742,10.03250646743,10.03250646743,10.03250646744,10.03250646743,10.03250646743,10.03250646744,10.03250646744,9.36233523456,10.03250646702,9.46961550722,10.03250646692,10.03250646709,10.03250646709,10.03250646709,10.03250646709,10.03250646709,10.03250646701,10.03250646702,10.03250646692,8.61702819082,8.25986452992,5.47633154253,6.90689929219,6.86514396814,7.99257916006,10.59160391416,8.48216483906
"t117",5.63489429103,5.546416392,4.9881929089,3.88601316369,7.42266579792,7.42266579792,7.42266579789,7.42266579789,7.42266579739,0,0.2762975669,6.965817406,6.6960441162,7.1159843543,9.7751094201,8.64791922126,9.1354311948,9.3468721849,9.58372647192,9.77510942052,9.76374741582,9.306877448388,9.775109420678,9.359020859048,9.775109420678,9.775109420648,9.775109420648,9.775109420588,9.480030397208,9.775109420588,9.77510942052,9.77510942062,9.77510942062,8.76114128132,9.2929284578,9.7751094202,8.9766287994,9.7751094202,9.7751094209,8.80336156,5.9692498603,7.6948002365,9.77510942104,8.78542190094,9.77510942064,9.77510942064,9.77510942064,9.77510942094,9.54253825794,7.49315450244,7.49461326388,8.21581192891,7.80145981079,8.1621869856,9.7751094206,9.7751094206,9.7751094207,9.77510942067,9.77510942067,9.77510942067,9.77510942067,9.77510942063,9.77510942063,9.7751094207,9.7751094207,8.7092508203,7.8775131331,7.35593715081,9.57375657939,9.77510942099,9.77510942079,9.77510942079,9.77510942079,9.77510942079,9.77510942079,9.77510942098,9.77510942098,9.77510942079,9.77510942079,9.77510942079,9.77510942054,9.77510942054,9.77510942054,9.77510942054,7.47448881521,8.18601233919,9.77510942061,9.77510942061,9.77510942062,9.53406257122,8.16173860857,7.39736375144,9.77510942084,8.90674886524,9.77510942103,9.77510942106,9.77510942106,9.77510942083,9.77510942133,7.78140845133,7.46723666931,9.02107154048,9.50078551983,9.77510942083,9.77510942081,9.77510942081,9.77510942073,9.47092908918,8.99265885758,9.77510942078,9.77510942078,9.77510942076,9.77510942079,9.77510942079,9.77510942069,9.77510942069,9.54539846659,9.77510942079,9.31475733678,9.77510942091,9.77510942041,8.39818084781,9.77510942111,9.77510942101,9.31465446161,9.77510942101,9.77510942101,9.77510942101,9.77510942101,8.72201380503,9.77510942123,9.68429373433,9.77510942123,9.77510942123,9.77510942124,9.77510942124,9.77510942125,9.77510942124,9.77510942124,9.77510942125,9.77510942125,9.10493818837,9.77510942083,9.21221846103,9.77510942073,9.7751094209,9.7751094209,9.7751094209,9.7751094209,9.7751094209,9.77510942082,9.77510942083,9.77510942073,8.35963114463,8.00246748373,5.21893449634,6.649502246,6.60774692195,7.73518211387,10.33420686797,8.22476779287
