"","t23","t31","t56","t57","t50","t142","t143","t54","t55","t15","t7","t75","t76","t35","t36","t16","t132","t133","t84","t108","t109","t78","t19","t128","t129","t89","t90","t32","t33","t61","t140","t141","t2","t104","t105","t77","t96","t97","t18","t52","t53","t94","t130","t131","t113","t27","t98","t99","t114","t115","t6","t64","t65","t68","t69","t17","t25","t26","t82","t83","t70","t71","t134","t135","t34","t146","t147","t100","t91","t72","t74","t138","t139","t85","t144","t145","t106","t107","t41","t42","t87","t88","t95","t116","t117","t103","t120","t121","t119","t124","t125","t21","t22","t101","t102","t92","t93","t11","t12","t10","t8","t4","t5","t3","t62","t63","t86","t136","t137","t118","t66","t67","t48","t49","t13","t39","t40","t20","t29","t30","t24","t45","t59","t60","t28","t46","t51","t80","t81","t44","t122","t123","t112","t58","t14","t47","t126","t127","t43","t110","t111","t79","t73","t37","t38","t9","t1"
"t23",0,2.1001216038,3.3874242143,3.3874242143,3.3874242148,3.3874242139,3.3874242139,3.3874242143,3.2781010442,2.6642567325,5.507110581669,6.301928948569,6.370555940569,5.370466891769,5.718713701869,4.519860685679,6.370555940139,6.370555940139,6.370555940179,6.370555940179,6.370555940179,6.370555940179,4.865817028179,6.370555940389,6.370555940389,6.370555940479,6.370555940479,6.370555940629,5.399474487329,6.370555939769,6.370555939769,6.370555939769,4.8601694942,9.11203099314,9.11203099314,9.11203099314,8.8884852921,9.11203099314,7.20626063035,9.11203099354,9.11203099354,9.112030993,9.11203099301,9.11203099301,9.112030993,8.2279636263,9.11203099314,8.93473546774,9.11203099264,9.11203099264,10.14081824784,10.1408182481,10.1408182481,10.14081824814,10.14081824814,10.14081824854,9.03431194281,9.94859072671,10.14081824821,10.14081824821,10.14081824841,10.14081824841,10.14081824873,10.14081824873,9.94473159201,10.140818248349,10.140818248349,10.14081824831,10.14081824831,10.14081824825,10.1408182483,10.14081824827,10.14081824827,9.7616778252,10.14081824823,10.14081824823,10.14081824786,10.14081824786,9.63605915392,9.62300622292,10.14081824825,10.14081824825,10.14081824844,10.14081824844,10.14081824844,10.14081824851,10.140818248456,10.140818248456,10.14081824845,10.14081824857,10.14081824857,10.14081824821,8.65353235261,10.14081824851,10.14081824851,10.14081824841,9.90997772371,7.61701742104,7.58144836904,7.36667388844,8.24473307964,6.93938645496,6.34735144666,6.18208644728,10.14081824864,10.14081824864,10.14081824854,10.1408182486,10.1408182486,10.14081824854,10.14081824864,10.14081824864,10.14081824904,10.14081824904,8.23394334934,9.10623038832,10.05399429632,8.51904016642,9.70951111172,10.14081824872,8.79632498804,10.14081824812,9.72025156082,9.86162174582,10.14081824876,9.18537000946,9.62292055606,10.14081824836,9.720876843158,9.06713392104,10.14081824879,10.14081824879,10.14081824884,10.14081824884,8.13139616744,10.14081824864,10.14081824882,10.14081824882,9.26374004084,10.14081824874,10.14081824874,10.14081824884,10.14081824884,9.53314103084,10.14081824924,7.49779382254,8.15471745804
"t31",2.1001216038,0,1.5179670551,1.5179670551,1.5179670556,1.5179670547,1.5179670547,1.5179670551,1.408643885,1.3769541223,4.219807971469,5.014626338369,5.083253330369,4.083164281569,4.431411091669,3.232558075479,5.083253329939,5.083253329939,5.083253329979,5.083253329979,5.083253329979,5.083253329979,3.578514417979,5.083253330189,5.083253330189,5.083253330279,5.083253330279,5.083253330429,4.112171877129,5.083253329569,5.083253329569,5.083253329569,3.572866884,7.82472838294,7.82472838294,7.82472838294,7.6011826819,7.82472838294,5.91895802015,7.82472838334,7.82472838334,7.8247283828,7.82472838281,7.82472838281,7.8247283828,6.9406610161,7.82472838294,7.64743285754,7.82472838244,7.82472838244,8.85351563764,8.8535156379,8.8535156379,8.85351563794,8.85351563794,8.85351563834,7.74700933261,8.66128811651,8.85351563801,8.85351563801,8.85351563821,8.85351563821,8.85351563853,8.85351563853,8.65742898181,8.853515638149,8.853515638149,8.85351563811,8.85351563811,8.85351563805,8.8535156381,8.85351563807,8.85351563807,8.474375215,8.85351563803,8.85351563803,8.85351563766,8.85351563766,8.34875654372,8.33570361272,8.85351563805,8.85351563805,8.85351563824,8.85351563824,8.85351563824,8.85351563831,8.853515638256,8.853515638256,8.85351563825,8.85351563837,8.85351563837,8.85351563801,7.36622974241,8.85351563831,8.85351563831,8.85351563821,8.62267511351,6.32971481084,6.29414575884,6.07937127824,6.95743046944,5.65208384476,5.06004883646,4.89478383708,8.85351563844,8.85351563844,8.85351563834,8.8535156384,8.8535156384,8.85351563834,8.85351563844,8.85351563844,8.85351563884,8.85351563884,6.94664073914,7.81892777812,8.76669168612,7.23173755622,8.42220850152,8.85351563852,7.50902237784,8.85351563792,8.43294895062,8.57431913562,8.85351563856,7.89806739926,8.33561794586,8.85351563816,8.433574232958,7.77983131084,8.85351563859,8.85351563859,8.85351563864,8.85351563864,6.84409355724,8.85351563844,8.85351563862,8.85351563862,7.97643743064,8.85351563854,8.85351563854,8.85351563864,8.85351563864,8.24583842064,8.85351563904,6.21049121234,6.86741484784
"t56",3.3874242143,1.5179670551,0,1.7638268448,2.0061297455,2.4062480142,2.4062480142,2.4062480146,2.2969248445,2.6642567328,5.507110581969,6.301928948869,6.370555940869,5.370466892069,5.718713702169,4.519860685979,6.370555940439,6.370555940439,6.370555940479,6.370555940479,6.370555940479,6.370555940479,4.865817028479,6.370555940689,6.370555940689,6.370555940779,6.370555940779,6.370555940929,5.399474487629,6.370555940069,6.370555940069,6.370555940069,4.8601694945,9.11203099344,9.11203099344,9.11203099344,8.8884852924,9.11203099344,7.20626063065,9.11203099384,9.11203099384,9.1120309933,9.11203099331,9.11203099331,9.1120309933,8.2279636266,9.11203099344,8.93473546804,9.11203099294,9.11203099294,10.14081824814,10.1408182484,10.1408182484,10.14081824844,10.14081824844,10.14081824884,9.03431194311,9.94859072701,10.14081824851,10.14081824851,10.14081824871,10.14081824871,10.14081824903,10.14081824903,9.94473159231,10.140818248649,10.140818248649,10.14081824861,10.14081824861,10.14081824855,10.1408182486,10.14081824857,10.14081824857,9.7616778255,10.14081824853,10.14081824853,10.14081824816,10.14081824816,9.63605915422,9.62300622322,10.14081824855,10.14081824855,10.14081824874,10.14081824874,10.14081824874,10.14081824881,10.140818248756,10.140818248756,10.14081824875,10.14081824887,10.14081824887,10.14081824851,8.65353235291,10.14081824881,10.14081824881,10.14081824871,9.90997772401,7.61701742134,7.58144836934,7.36667388874,8.24473307994,6.93938645526,6.34735144696,6.18208644758,10.14081824894,10.14081824894,10.14081824884,10.1408182489,10.1408182489,10.14081824884,10.14081824894,10.14081824894,10.14081824934,10.14081824934,8.23394334964,9.10623038862,10.05399429662,8.51904016672,9.70951111202,10.14081824902,8.79632498834,10.14081824842,9.72025156112,9.86162174612,10.14081824906,9.18537000976,9.62292055636,10.14081824866,9.720876843458,9.06713392134,10.14081824909,10.14081824909,10.14081824914,10.14081824914,8.13139616774,10.14081824894,10.14081824912,10.14081824912,9.26374004114,10.14081824904,10.14081824904,10.14081824914,10.14081824914,9.53314103114,10.14081824954,7.49779382284,8.15471745834
"t57",3.3874242143,1.5179670551,1.7638268448,0,2.0061297455,2.4062480142,2.4062480142,2.4062480146,2.2969248445,2.6642567328,5.507110581969,6.301928948869,6.370555940869,5.370466892069,5.718713702169,4.519860685979,6.370555940439,6.370555940439,6.370555940479,6.370555940479,6.370555940479,6.370555940479,4.865817028479,6.370555940689,6.370555940689,6.370555940779,6.370555940779,6.370555940929,5.399474487629,6.370555940069,6.370555940069,6.370555940069,4.8601694945,9.11203099344,9.11203099344,9.11203099344,8.8884852924,9.11203099344,7.20626063065,9.11203099384,9.11203099384,9.1120309933,9.11203099331,9.11203099331,9.1120309933,8.2279636266,9.11203099344,8.93473546804,9.11203099294,9.11203099294,10.14081824814,10.1408182484,10.1408182484,10.14081824844,10.14081824844,10.14081824884,9.03431194311,9.94859072701,10.14081824851,10.14081824851,10.14081824871,10.14081824871,10.14081824903,10.14081824903,9.94473159231,10.140818248649,10.140818248649,10.14081824861,10.14081824861,10.14081824855,10.1408182486,10.14081824857,10.14081824857,9.7616778255,10.14081824853,10.14081824853,10.14081824816,10.14081824816,9.63605915422,9.62300622322,10.14081824855,10.14081824855,10.14081824874,10.14081824874,10.14081824874,10.14081824881,10.140818248756,10.140818248756,10.14081824875,10.14081824887,10.14081824887,10.14081824851,8.65353235291,10.14081824881,10.14081824881,10.14081824871,9.90997772401,7.61701742134,7.58144836934,7.36667388874,8.24473307994,6.93938645526,6.34735144696,6.18208644758,10.14081824894,10.14081824894,10.14081824884,10.1408182489,10.1408182489,10.14081824884,10.14081824894,10.14081824894,10.14081824934,10.14081824934,8.23394334964,9.10623038862,10.05399429662,8.51904016672,9.70951111202,10.14081824902,8.79632498834,10.14081824842,9.72025156112,9.86162174612,10.14081824906,9.18537000976,9.62292055636,10.14081824866,9.720876843458,9.06713392134,10.14081824909,10.14081824909,10.14081824914,10.14081824914,8.13139616774,10.14081824894,10.14081824912,10.14081824912,9.26374004114,10.14081824904,10.14081824904,10.14081824914,10.14081824914,9.53314103114,10.14081824954,7.49779382284,8.15471745834
"t50",3.3874242148,1.5179670556,2.0061297455,2.0061297455,0,2.4062480147,2.4062480147,2.4062480151,2.296924845,2.6642567333,5.507110582469,6.301928949369,6.370555941369,5.370466892569,5.718713702669,4.519860686479,6.370555940939,6.370555940939,6.370555940979,6.370555940979,6.370555940979,6.370555940979,4.865817028979,6.370555941189,6.370555941189,6.370555941279,6.370555941279,6.370555941429,5.399474488129,6.370555940569,6.370555940569,6.370555940569,4.860169495,9.11203099394,9.11203099394,9.11203099394,8.8884852929,9.11203099394,7.20626063115,9.11203099434,9.11203099434,9.1120309938,9.11203099381,9.11203099381,9.1120309938,8.2279636271,9.11203099394,8.93473546854,9.11203099344,9.11203099344,10.14081824864,10.1408182489,10.1408182489,10.14081824894,10.14081824894,10.14081824934,9.03431194361,9.94859072751,10.14081824901,10.14081824901,10.14081824921,10.14081824921,10.14081824953,10.14081824953,9.94473159281,10.140818249149,10.140818249149,10.14081824911,10.14081824911,10.14081824905,10.1408182491,10.14081824907,10.14081824907,9.761677826,10.14081824903,10.14081824903,10.14081824866,10.14081824866,9.63605915472,9.62300622372,10.14081824905,10.14081824905,10.14081824924,10.14081824924,10.14081824924,10.14081824931,10.140818249256,10.140818249256,10.14081824925,10.14081824937,10.14081824937,10.14081824901,8.65353235341,10.14081824931,10.14081824931,10.14081824921,9.90997772451,7.61701742184,7.58144836984,7.36667388924,8.24473308044,6.93938645576,6.34735144746,6.18208644808,10.14081824944,10.14081824944,10.14081824934,10.1408182494,10.1408182494,10.14081824934,10.14081824944,10.14081824944,10.14081824984,10.14081824984,8.23394335014,9.10623038912,10.05399429712,8.51904016722,9.70951111252,10.14081824952,8.79632498884,10.14081824892,9.72025156162,9.86162174662,10.14081824956,9.18537001026,9.62292055686,10.14081824916,9.720876843958,9.06713392184,10.14081824959,10.14081824959,10.14081824964,10.14081824964,8.13139616824,10.14081824944,10.14081824962,10.14081824962,9.26374004164,10.14081824954,10.14081824954,10.14081824964,10.14081824964,9.53314103164,10.14081825004,7.49779382334,8.15471745884
"t142",3.3874242139,1.5179670547,2.4062480142,2.4062480142,2.4062480147,0,0.062280701,2.1258364714,2.0165133013,2.6642567324,5.507110581569,6.301928948469,6.370555940469,5.370466891669,5.718713701769,4.519860685579,6.370555940039,6.370555940039,6.370555940079,6.370555940079,6.370555940079,6.370555940079,4.865817028079,6.370555940289,6.370555940289,6.370555940379,6.370555940379,6.370555940529,5.399474487229,6.370555939669,6.370555939669,6.370555939669,4.8601694941,9.11203099304,9.11203099304,9.11203099304,8.888485292,9.11203099304,7.20626063025,9.11203099344,9.11203099344,9.1120309929,9.11203099291,9.11203099291,9.1120309929,8.2279636262,9.11203099304,8.93473546764,9.11203099254,9.11203099254,10.14081824774,10.140818248,10.140818248,10.14081824804,10.14081824804,10.14081824844,9.03431194271,9.94859072661,10.14081824811,10.14081824811,10.14081824831,10.14081824831,10.14081824863,10.14081824863,9.94473159191,10.140818248249,10.140818248249,10.14081824821,10.14081824821,10.14081824815,10.1408182482,10.14081824817,10.14081824817,9.7616778251,10.14081824813,10.14081824813,10.14081824776,10.14081824776,9.63605915382,9.62300622282,10.14081824815,10.14081824815,10.14081824834,10.14081824834,10.14081824834,10.14081824841,10.140818248356,10.140818248356,10.14081824835,10.14081824847,10.14081824847,10.14081824811,8.65353235251,10.14081824841,10.14081824841,10.14081824831,9.90997772361,7.61701742094,7.58144836894,7.36667388834,8.24473307954,6.93938645486,6.34735144656,6.18208644718,10.14081824854,10.14081824854,10.14081824844,10.1408182485,10.1408182485,10.14081824844,10.14081824854,10.14081824854,10.14081824894,10.14081824894,8.23394334924,9.10623038822,10.05399429622,8.51904016632,9.70951111162,10.14081824862,8.79632498794,10.14081824802,9.72025156072,9.86162174572,10.14081824866,9.18537000936,9.62292055596,10.14081824826,9.720876843058,9.06713392094,10.14081824869,10.14081824869,10.14081824874,10.14081824874,8.13139616734,10.14081824854,10.14081824872,10.14081824872,9.26374004074,10.14081824864,10.14081824864,10.14081824874,10.14081824874,9.53314103074,10.14081824914,7.49779382244,8.15471745794
"t143",3.3874242139,1.5179670547,2.4062480142,2.4062480142,2.4062480147,0.062280701,0,2.1258364714,2.0165133013,2.6642567324,5.507110581569,6.301928948469,6.370555940469,5.370466891669,5.718713701769,4.519860685579,6.370555940039,6.370555940039,6.370555940079,6.370555940079,6.370555940079,6.370555940079,4.865817028079,6.370555940289,6.370555940289,6.370555940379,6.370555940379,6.370555940529,5.399474487229,6.370555939669,6.370555939669,6.370555939669,4.8601694941,9.11203099304,9.11203099304,9.11203099304,8.888485292,9.11203099304,7.20626063025,9.11203099344,9.11203099344,9.1120309929,9.11203099291,9.11203099291,9.1120309929,8.2279636262,9.11203099304,8.93473546764,9.11203099254,9.11203099254,10.14081824774,10.140818248,10.140818248,10.14081824804,10.14081824804,10.14081824844,9.03431194271,9.94859072661,10.14081824811,10.14081824811,10.14081824831,10.14081824831,10.14081824863,10.14081824863,9.94473159191,10.140818248249,10.140818248249,10.14081824821,10.14081824821,10.14081824815,10.1408182482,10.14081824817,10.14081824817,9.7616778251,10.14081824813,10.14081824813,10.14081824776,10.14081824776,9.63605915382,9.62300622282,10.14081824815,10.14081824815,10.14081824834,10.14081824834,10.14081824834,10.14081824841,10.140818248356,10.140818248356,10.14081824835,10.14081824847,10.14081824847,10.14081824811,8.65353235251,10.14081824841,10.14081824841,10.14081824831,9.90997772361,7.61701742094,7.58144836894,7.36667388834,8.24473307954,6.93938645486,6.34735144656,6.18208644718,10.14081824854,10.14081824854,10.14081824844,10.1408182485,10.1408182485,10.14081824844,10.14081824854,10.14081824854,10.14081824894,10.14081824894,8.23394334924,9.10623038822,10.05399429622,8.51904016632,9.70951111162,10.14081824862,8.79632498794,10.14081824802,9.72025156072,9.86162174572,10.14081824866,9.18537000936,9.62292055596,10.14081824826,9.720876843058,9.06713392094,10.14081824869,10.14081824869,10.14081824874,10.14081824874,8.13139616734,10.14081824854,10.14081824872,10.14081824872,9.26374004074,10.14081824864,10.14081824864,10.14081824874,10.14081824874,9.53314103074,10.14081824914,7.49779382244,8.15471745794
"t54",3.3874242143,1.5179670551,2.4062480146,2.4062480146,2.4062480151,2.1258364714,2.1258364714,0,1.7740700701,2.6642567328,5.507110581969,6.301928948869,6.370555940869,5.370466892069,5.718713702169,4.519860685979,6.370555940439,6.370555940439,6.370555940479,6.370555940479,6.370555940479,6.370555940479,4.865817028479,6.370555940689,6.370555940689,6.370555940779,6.370555940779,6.370555940929,5.399474487629,6.370555940069,6.370555940069,6.370555940069,4.8601694945,9.11203099344,9.11203099344,9.11203099344,8.8884852924,9.11203099344,7.20626063065,9.11203099384,9.11203099384,9.1120309933,9.11203099331,9.11203099331,9.1120309933,8.2279636266,9.11203099344,8.93473546804,9.11203099294,9.11203099294,10.14081824814,10.1408182484,10.1408182484,10.14081824844,10.14081824844,10.14081824884,9.03431194311,9.94859072701,10.14081824851,10.14081824851,10.14081824871,10.14081824871,10.14081824903,10.14081824903,9.94473159231,10.140818248649,10.140818248649,10.14081824861,10.14081824861,10.14081824855,10.1408182486,10.14081824857,10.14081824857,9.7616778255,10.14081824853,10.14081824853,10.14081824816,10.14081824816,9.63605915422,9.62300622322,10.14081824855,10.14081824855,10.14081824874,10.14081824874,10.14081824874,10.14081824881,10.140818248756,10.140818248756,10.14081824875,10.14081824887,10.14081824887,10.14081824851,8.65353235291,10.14081824881,10.14081824881,10.14081824871,9.90997772401,7.61701742134,7.58144836934,7.36667388874,8.24473307994,6.93938645526,6.34735144696,6.18208644758,10.14081824894,10.14081824894,10.14081824884,10.1408182489,10.1408182489,10.14081824884,10.14081824894,10.14081824894,10.14081824934,10.14081824934,8.23394334964,9.10623038862,10.05399429662,8.51904016672,9.70951111202,10.14081824902,8.79632498834,10.14081824842,9.72025156112,9.86162174612,10.14081824906,9.18537000976,9.62292055636,10.14081824866,9.720876843458,9.06713392134,10.14081824909,10.14081824909,10.14081824914,10.14081824914,8.13139616774,10.14081824894,10.14081824912,10.14081824912,9.26374004114,10.14081824904,10.14081824904,10.14081824914,10.14081824914,9.53314103114,10.14081824954,7.49779382284,8.15471745834
"t55",3.2781010442,1.408643885,2.2969248445,2.2969248445,2.296924845,2.0165133013,2.0165133013,1.7740700701,0,2.5549335627,5.397787411869,6.192605778769,6.261232770769,5.261143721969,5.609390532069,4.410537515879,6.261232770339,6.261232770339,6.261232770379,6.261232770379,6.261232770379,6.261232770379,4.756493858379,6.261232770589,6.261232770589,6.261232770679,6.261232770679,6.261232770829,5.290151317529,6.261232769969,6.261232769969,6.261232769969,4.7508463244,9.00270782334,9.00270782334,9.00270782334,8.7791621223,9.00270782334,7.09693746055,9.00270782374,9.00270782374,9.0027078232,9.00270782321,9.00270782321,9.0027078232,8.1186404565,9.00270782334,8.82541229794,9.00270782284,9.00270782284,10.03149507804,10.0314950783,10.0314950783,10.03149507834,10.03149507834,10.03149507874,8.92498877301,9.83926755691,10.03149507841,10.03149507841,10.03149507861,10.03149507861,10.03149507893,10.03149507893,9.83540842221,10.031495078549,10.031495078549,10.03149507851,10.03149507851,10.03149507845,10.0314950785,10.03149507847,10.03149507847,9.6523546554,10.03149507843,10.03149507843,10.03149507806,10.03149507806,9.52673598412,9.51368305312,10.03149507845,10.03149507845,10.03149507864,10.03149507864,10.03149507864,10.03149507871,10.031495078656,10.031495078656,10.03149507865,10.03149507877,10.03149507877,10.03149507841,8.54420918281,10.03149507871,10.03149507871,10.03149507861,9.80065455391,7.50769425124,7.47212519924,7.25735071864,8.13540990984,6.83006328516,6.23802827686,6.07276327748,10.03149507884,10.03149507884,10.03149507874,10.0314950788,10.0314950788,10.03149507874,10.03149507884,10.03149507884,10.03149507924,10.03149507924,8.12462017954,8.99690721852,9.94467112652,8.40971699662,9.60018794192,10.03149507892,8.68700181824,10.03149507832,9.61092839102,9.75229857602,10.03149507896,9.07604683966,9.51359738626,10.03149507856,9.611553673358,8.95781075124,10.03149507899,10.03149507899,10.03149507904,10.03149507904,8.02207299764,10.03149507884,10.03149507902,10.03149507902,9.15441687104,10.03149507894,10.03149507894,10.03149507904,10.03149507904,9.42381786104,10.03149507944,7.38847065274,8.04539428824
"t15",2.6642567325,1.3769541223,2.6642567328,2.6642567328,2.6642567333,2.6642567324,2.6642567324,2.6642567328,2.5549335627,0,3.387095051969,4.181913418869,4.250540410869,3.250451362069,3.598698172169,2.399845155979,4.250540410439,4.250540410439,4.250540410479,4.250540410479,4.250540410479,4.250540410479,2.745801498479,4.250540410689,4.250540410689,4.250540410779,4.250540410779,4.250540410929,3.279458957629,4.250540410069,4.250540410069,4.250540410069,2.7401539645,6.99201546344,6.99201546344,6.99201546344,6.7684697624,6.99201546344,5.08624510065,6.99201546384,6.99201546384,6.9920154633,6.99201546331,6.99201546331,6.9920154633,6.1079480966,6.99201546344,6.81471993804,6.99201546294,6.99201546294,8.02080271814,8.0208027184,8.0208027184,8.02080271844,8.02080271844,8.02080271884,6.91429641311,7.82857519701,8.02080271851,8.02080271851,8.02080271871,8.02080271871,8.02080271903,8.02080271903,7.82471606231,8.020802718649,8.020802718649,8.02080271861,8.02080271861,8.02080271855,8.0208027186,8.02080271857,8.02080271857,7.6416622955,8.02080271853,8.02080271853,8.02080271816,8.02080271816,7.51604362422,7.50299069322,8.02080271855,8.02080271855,8.02080271874,8.02080271874,8.02080271874,8.02080271881,8.020802718756,8.020802718756,8.02080271875,8.02080271887,8.02080271887,8.02080271851,6.53351682291,8.02080271881,8.02080271881,8.02080271871,7.78996219401,5.49700189134,5.46143283934,5.24665835874,6.12471754994,4.81937092526,4.22733591696,4.06207091758,8.02080271894,8.02080271894,8.02080271884,8.0208027189,8.0208027189,8.02080271884,8.02080271894,8.02080271894,8.02080271934,8.02080271934,6.11392781964,6.98621485862,7.93397876662,6.39902463672,7.58949558202,8.02080271902,6.67630945834,8.02080271842,7.60023603112,7.74160621612,8.02080271906,7.06535447976,7.50290502636,8.02080271866,7.600861313458,6.94711839134,8.02080271909,8.02080271909,8.02080271914,8.02080271914,6.01138063774,8.02080271894,8.02080271912,8.02080271912,7.14372451114,8.02080271904,8.02080271904,8.02080271914,8.02080271914,7.41312550114,8.02080271954,5.37777829284,6.03470192834
