"accepted_species","traits"
"sp10",0
"sp11",0
"sp12",0
"sp16",1
"sp17",1
"sp20",1
"sp25",1
"sp26",1
"sp28",1
"sp29",0
"sp31",1
"sp33",0
"sp34",0
"sp36",1
"sp37",1
"sp38",0
"sp39",0
"sp40",0
"sp41",1
"sp42",0
"sp43",0
"sp46",0
"sp49",1
"sp50",1
"sp51",1
"sp53",0
"sp56",1
"sp57",0
"sp59",1
"sp61",0
"sp62",1
"sp63",1
"sp64",1
"sp65",0
"sp67",0
"sp68",1
"sp70",0
"sp72",1
"sp73",1
"sp74",NA
"sp75",0
"sp76",0
"sp77",1
"sp79",0
"sp80",0
"sp81",0
"sp82",0
"sp83",0
"sp84",NA
"sp85",NA
"sp87",1
"sp88",1
"sp89",0
"sp90",1
"sp91",1
"sp92",0
"sp93",0
"sp94",0
"sp95",0
"sp96",1
"sp97",1
"sp98",0
"sp99",1
"sp100",1
"sp101",0
"sp102",0
"sp103",0
"sp104",0
"sp105",1
"sp106",1
"sp107",0
"sp108",NA
"sp109",1
"sp110",1
"sp111",0
"sp112",0
"sp113",1
"sp114",NA
"sp115",NA
"sp117",NA
"sp118",1
"sp119",1
"sp120",1
"sp121",1
"sp122",0
"sp123",0
"sp124",0
"sp125",0
"sp126",1
"sp127",1
"sp128",1
"sp129",1
"sp130",NA
"sp131",NA
"sp132",1
"sp133",NA
"sp134",0
"sp135",0
"sp136",0
"sp137",0
