"accepted_species","trait_EB_scaled"
"t14",0.360721352756062
"t91",0.21439522977964
"t92",0.283110901427213
"t9",-0.0337641821327979
"t16",0.781939186752717
"t17",0.392917808634166
"t80",-1.88830036162443
"t81",-1.9175410602696
"t73",-1.6847854242954
"t59",-1.99171134303923
"t74",-1.64855204391292
"t75",-1.36548759760921
"t95",-2.09668069512243
"t96",-2.11446646004722
"t69",-0.714410896894689
"t99",-0.879441364438349
"t100",-0.857124549505381
"t35",0.03591041104613
"t89",-0.832264320380674
"t90",-0.643513457960233
"t45",-0.277323687617591
"t3",-1.21576752546709
"t2",-0.572039936016607
"t36",-0.227768851200268
"t37",-0.246162819482352
"t38",-0.377693088208553
"t31",-0.0504368244466106
"t55",-0.483868146956024
"t56",-0.582044357468087
"t42",-0.186512693418692
"t86",-0.23371142464942
"t87",-0.357229554150672
"t28",-0.698262745478349
"t1",NA
"t67",NA
"t68",NA
"t15",NA
"t82",NA
"t83",NA
"t5",NA
"t22",NA
"t23",NA
"t19",NA
"t70",-1.18273069930005
"t71",-1.37516516564059
"t18",-1.38041855827727
"t29",-1.33316317990132
"t30",-1.32130407213123
"t6",-1.366429790894
"t27",-0.263553997868946
"t39",0.180108715046782
"t40",0.431183212347759
"t48",0.471271355326645
"t49",0.0204671844388616
"t84",2.41206012401394
"t85",2.32941280960807
"t72",2.30551612881868
"t34",1.80075578832445
"t10",-0.49789582028682
"t11",-0.760550069657586
"t4",0.695325827073413
"t57",1.44471677253352
"t58",0.955221029656701
"t26",1.43788482201841
"t44",0.947118015308801
"t46",0.463914876555605
"t47",1.05119862333694
"t41",0.526472909208568
"t64",0.329716159944797
"t65",0.318109756269261
"t43",0.921743227017985
"t88",0.52873769007306
"t93",0.762469164829162
"t94",0.88457578210977
"t33",0.148121376525509
"t13",0.698606067602012
"t78",0.62051840062261
"t79",0.814420919754465
"t24",1.02862056679377
"t25",-0.453937805777658
"t12",0.215359347487279
"t53",-0.448220997121995
"t54",0.0869192529301418
"t50",-0.303271673238935
"t97",-0.737626923009055
"t98",-0.865993815316239
"t7",-0.12712137799455
"t62",1.90926258149282
"t63",1.97588275541511
"t51",0.37656630039867
"t52",0.908243242519713
"t20",-0.0816463614924492
"t21",0.552776008387955
"t32",0.391886674394319
"t66",-0.189051175588903
"t76",0.18000249251614
"t77",0.187120566199065
"t60",-0.563607337928695
"t61",-0.308061614514198
"t8",-0.461422820226728
