"accepted_species","traits"
"sp13",0
"sp14",0
"sp20",0
"sp21",0
"sp23",0
"sp24",0
"sp25",0
"sp26",0
"sp27",0
"sp28",0
"sp29",0
"sp31",0
"sp32",1
"sp33",0
"sp34",0
"sp35",0
"sp36",0
"sp38",0
"sp40",0
"sp42",0
"sp43",0
"sp44",0
"sp45",0
"sp46",0
"sp47",0
"sp48",1
"sp51",0
"sp52",0
"sp53",0
"sp54",0
"sp55",0
"sp56",0
"sp57",1
"sp58",0
"sp59",0
"sp60",0
"sp61",0
"sp62",0
"sp63",0
"sp64",0
"sp65",0
"sp66",0
"sp67",0
"sp68",0
"sp69",0
"sp70",0
"sp71",1
"sp72",0
"sp73",1
"sp74",1
"sp75",0
"sp76",0
"sp77",0
"sp78",0
"sp79",0
"sp80",1
"sp81",1
"sp82",0
"sp83",0
"sp84",0
"sp85",0
"sp86",0
"sp87",0
"sp88",0
"sp89",0
"sp90",0
"sp91",0
"sp92",0
"sp93",1
"sp94",0
"sp95",0
"sp96",0
"sp97",0
"sp98",0
"sp99",1
"sp100",0
"sp101",0
"sp102",0
"sp103",0
"sp104",0
"sp105",1
"sp106",0
"sp107",0
"sp108",0
"sp109",0
"sp110",0
"sp112",1
"sp113",0
"sp114",0
"sp115",0
"sp116",1
"sp117",0
"sp118",0
"sp119",0
"sp120",0
"sp121",0
"sp122",0
"sp123",0
"sp124",0
"sp125",0
