"accepted_species","trait_BM_trend_scaled"
"t2",1
"t21",1
"t28",0
"t107",0
"t108",0
"t109",0
"t64",0
"t65",1
"t55",1
"t56",0
"t47",0
"t15",1
"t16",1
"t127",0
"t128",NA
"t18",0
"t5",NA
"t4",1
"t145",1
"t146",1
"t151",1
"t152",1
"t111",1
"t112",1
"t104",1
"t90",1
"t125",1
"t126",1
"t141",1
"t142",1
"t110",1
"t37",1
"t17",1
"t9",1
"t27",0
"t49",1
"t50",1
"t48",1
"t26",1
"t19",1
"t31",1
"t32",1
"t23",1
"t115",0
"t116",NA
"t98",1
"t33",1
"t34",NA
"t7",1
"t13",1
"t14",1
"t91",0
"t121",NA
"t122",1
"t123",1
"t113",1
"t147",1
"t148",1
"t51",0
"t52",0
"t30",NA
"t105",1
"t106",1
"t92",1
"t93",1
"t101",0
"t102",0
"t41",0
"t59",1
"t60",1
"t77",0
"t134",0
"t135",0
"t74",0
"t81",0
"t82",0
"t24",1
"t72",NA
"t73",0
"t35",0
"t45",NA
"t66",0
"t70",0
"t71",1
"t22",1
"t3",1
"t40",0
"t94",0
"t95",0
"t67",0
"t68",0
"t61",0
"t62",0
"t57",0
"t58",0
"t20",1
"t117",NA
"t118",0
"t103",0
"t149",0
"t150",0
"t8",NA
"t10",1
"t38",0
"t39",0
"t36",0
"t119",0
"t120",0
"t132",0
"t133",NA
"t42",0
"t130",NA
"t131",NA
"t43",1
"t96",0
"t97",0
"t29",1
"t25",1
"t53",0
"t80",0
"t138",1
"t139",1
"t129",1
"t140",1
"t143",1
"t144",1
"t83",0
"t86",0
"t87",0
"t136",0
"t137",0
"t124",1
"t88",NA
"t89",0
"t6",1
"t99",1
"t100",1
"t75",NA
"t76",1
"t69",1
"t63",1
"t44",1
"t78",1
"t79",1
"t84",1
"t85",1
"t54",1
"t46",1
"t114",1
"t153",1
"t154",1
"t11",1
"t12",0
"t1",1
