"","t2","t21","t28","t107","t108","t109","t64","t65","t55","t56","t47","t15","t16","t127","t128","t18","t5","t4","t145","t146","t151","t152","t111","t112","t104","t90","t125","t126","t141","t142","t110","t37","t17","t9","t27","t49","t50","t48","t26","t19","t31","t32","t23","t115","t116","t98","t33","t34","t7","t13","t14","t91","t121","t122","t123","t113","t147","t148","t51","t52","t30","t105","t106","t92","t93","t101","t102","t41","t59","t60","t77","t134","t135","t74","t81","t82","t24","t72","t73","t35","t45","t66","t70","t71","t22","t3","t40","t94","t95","t67","t68","t61","t62","t57","t58","t20","t117","t118","t103","t149","t150","t8","t10","t38","t39","t36","t119","t120","t132","t133","t42","t130","t131","t43","t96","t97","t29","t25","t53","t80","t138","t139","t129","t140","t143","t144","t83","t86","t87","t136","t137","t124","t88","t89","t6","t99","t100","t75","t76","t69","t63","t44","t78","t79","t84","t85","t54","t46","t114","t153","t154","t11","t12","t1"
"t2",0,4.274590659453,5.582785973593,5.582785973593,5.582785973589,5.582785973589,5.582785973593,4.856374182033,4.712743675163,5.582785973633,5.582785973833,3.410552538533,3.668040324833,5.582785973633,5.582785973633,3.991451411633,2.155351460653,4.2326719868,5.58278597324,5.58278597324,5.582785973722,5.582785973722,5.58278597346,5.58278597346,5.5827859735,5.1406055127,5.5827859735,5.5827859735,5.582785973,5.582785973,5.582785973,4.4356427267,4.9767281607,3.7092061317,5.376226298717,4.654849622777,5.582785973107,5.582785972617,4.85387071402,5.58278597312,4.44050510032,4.49591835822,4.98886480042,5.5827859738,5.5827859738,5.5827859738,4.2994391107,4.14488486815,2.38430591507,5.58278597387,3.38664010077,5.58278597307,5.55642971689,5.58278597308,5.58278597308,5.58278597307,5.58278597322,5.58278597322,4.74824983637,5.58278597307,5.58278597297,5.58278597307,5.58278597307,5.58278597307,5.23504641843,5.58278597317,5.58278597317,4.83932062507,5.14552217867,5.58278597307,5.58278597317,5.58278597317,5.58278597317,5.52630177917,5.19812848652,5.58278597382,5.58278597402,5.29950068762,5.58278597352,5.58278597322,5.58278597352,5.58278597342,5.58278597335,4.896943918386,4.75153424012,1.88512000307,5.06695203902,5.58278597352,5.58278597352,5.58278597352,5.58278597352,5.5827859736,5.5827859736,5.58278597365,4.733081067,4.79077105462,5.58278597342,5.58278597342,5.58278597342,5.582785973481,5.582785973481,2.99318046227,3.98019601367,5.5827859733504,5.5827859733504,4.8394102610504,5.5827859734504,5.5827859734504,5.5827859735504,5.5827859735504,4.7973662164504,5.58278597337,5.58278597337,5.58278597407,5.58278597369,5.58278597369,5.25054768849,4.75839726037,5.58278597377,5.582785973771,5.582785973741,5.582785973741,5.582785973781,5.582785973741,5.582785973741,5.582785973741,5.582785973771,5.582785973821,5.582785973821,5.58278597381,5.58278597381,5.58278597377,5.44125921277,5.58278597377,1.98015119481,8.612321363622,8.612321363622,8.612321363662,8.612321363662,8.612321363632,7.967349756422,8.266076625922,8.197089375422,8.117910427852,8.612321363582,8.612321363582,8.313079452782,7.885545159922,8.612321362622,8.6123213626797,8.6123213626797,6.760418827922,7.607891267522,2.854997592622
"t21",4.274590659453,0,2.16677728814,2.16677728814,2.166777288136,2.166777288136,2.16677728814,1.44036549658,1.29673498971,2.16677728818,2.16677728838,1.44098839528,1.69847618158,3.61322183038,3.61322183038,2.02188726838,2.6965506474,4.786586868653,6.460137717693,6.460137717693,6.460137718175,6.460137718175,6.460137717913,6.460137717913,6.460137717953,6.017957257153,6.460137717953,6.460137717953,6.460137717453,6.460137717453,6.460137717453,5.312994471153,5.854079905153,4.586557876153,6.25357804317,5.53220136723,6.46013771756,6.46013771707,5.731222458473,6.460137717573,5.317856844773,5.373270102673,5.866216544873,6.460137718253,6.460137718253,6.460137718253,5.176790855153,5.022236612603,3.343224249783,6.541704308583,4.345558435483,6.541704307783,6.515348051603,6.541704307793,6.541704307793,6.541704307783,6.541704307933,6.541704307933,5.707168171083,6.541704307783,6.541704307683,6.541704307783,6.541704307783,6.541704307783,6.193964753143,6.541704307883,6.541704307883,5.798238959783,6.104440513383,6.541704307783,6.541704307883,6.541704307883,6.541704307883,6.485220113883,6.157046821233,6.541704308533,6.541704308733,6.258419022333,6.541704308233,6.541704307933,6.541704308233,6.541704308133,6.541704308063,5.855862253099,5.710452574833,2.898616067923,6.080448103873,6.596282038373,6.596282038373,6.596282038373,6.596282038373,6.596282038453,6.596282038453,6.596282038503,5.746577131853,5.804267119473,6.596282038273,6.596282038273,6.596282038273,6.596282038334,6.596282038334,4.006676527123,4.993692078523,6.5962820382034,6.5962820382034,5.8529063259034,6.5962820383034,6.5962820383034,6.5962820384034,6.5962820384034,5.8108622813034,6.596282038223,6.596282038223,6.596282038923,6.596282038543,6.596282038543,6.264043753343,5.771893325223,6.596282038623,6.596282038624,6.596282038594,6.596282038594,6.596282038634,6.596282038594,6.596282038594,6.596282038594,6.596282038624,6.596282038674,6.596282038674,6.596282038663,6.596282038663,6.596282038623,6.454755277623,6.596282038623,2.993647259663,10.483385421075,10.483385421075,10.483385421115,10.483385421115,10.483385421085,9.838413813875,10.137140683375,10.068153432875,9.988974485305,10.483385421035,10.483385421035,10.184143510235,9.756609217375,10.483385420075,10.4833854201327,10.4833854201327,8.631482885375,9.478955324975,4.726061650075
"t28",5.582785973593,2.16677728814,0,3.09475485,3.094754849996,3.094754849996,3.09475485,2.36834305844,2.41073285289,3.28077515136,3.28077515156,2.74918370942,3.00667149572,4.92141714452,4.92141714452,3.33008258252,4.00474596154,6.094782182793,7.768333031833,7.768333031833,7.768333032315,7.768333032315,7.768333032053,7.768333032053,7.768333032093,7.326152571293,7.768333032093,7.768333032093,7.768333031593,7.768333031593,7.768333031593,6.621189785293,7.162275219293,5.894753190293,7.56177335731,6.84039668137,7.7683330317,7.76833303121,7.039417772613,7.768333031713,6.626052158913,6.681465416813,7.174411859013,7.768333032393,7.768333032393,7.768333032393,6.484986169293,6.330431926743,4.651419563923,7.849899622723,5.653753749623,7.849899621923,7.823543365743,7.849899621933,7.849899621933,7.849899621923,7.849899622073,7.849899622073,7.015363485223,7.849899621923,7.849899621823,7.849899621923,7.849899621923,7.849899621923,7.502160067283,7.849899622023,7.849899622023,7.106434273923,7.412635827523,7.849899621923,7.849899622023,7.849899622023,7.849899622023,7.793415428023,7.465242135373,7.849899622673,7.849899622873,7.566614336473,7.849899622373,7.849899622073,7.849899622373,7.849899622273,7.849899622203,7.164057567239,7.018647888973,4.206811382063,7.388643418013,7.904477352513,7.904477352513,7.904477352513,7.904477352513,7.904477352593,7.904477352593,7.904477352643,7.054772445993,7.112462433613,7.904477352413,7.904477352413,7.904477352413,7.904477352474,7.904477352474,5.314871841263,6.301887392663,7.9044773523434,7.9044773523434,7.1611016400434,7.9044773524434,7.9044773524434,7.9044773525434,7.9044773525434,7.1190575954434,7.904477352363,7.904477352363,7.904477353063,7.904477352683,7.904477352683,7.572239067483,7.080088639363,7.904477352763,7.904477352764,7.904477352734,7.904477352734,7.904477352774,7.904477352734,7.904477352734,7.904477352734,7.904477352764,7.904477352814,7.904477352814,7.904477352803,7.904477352803,7.904477352763,7.762950591763,7.904477352763,4.301842573803,11.791580735215,11.791580735215,11.791580735255,11.791580735255,11.791580735225,11.146609128015,11.445335997515,11.376348747015,11.297169799445,11.791580735175,11.791580735175,11.492338824375,11.064804531515,11.791580734215,11.7915807342727,11.7915807342727,9.939678199515,10.787150639115,6.034256964215
"t107",5.582785973593,2.16677728814,3.09475485,0,0.486885514396,0.486885514396,2.1395694144,1.41315762284,2.41073285289,3.28077515136,3.28077515156,2.74918370942,3.00667149572,4.92141714452,4.92141714452,3.33008258252,4.00474596154,6.094782182793,7.768333031833,7.768333031833,7.768333032315,7.768333032315,7.768333032053,7.768333032053,7.768333032093,7.326152571293,7.768333032093,7.768333032093,7.768333031593,7.768333031593,7.768333031593,6.621189785293,7.162275219293,5.894753190293,7.56177335731,6.84039668137,7.7683330317,7.76833303121,7.039417772613,7.768333031713,6.626052158913,6.681465416813,7.174411859013,7.768333032393,7.768333032393,7.768333032393,6.484986169293,6.330431926743,4.651419563923,7.849899622723,5.653753749623,7.849899621923,7.823543365743,7.849899621933,7.849899621933,7.849899621923,7.849899622073,7.849899622073,7.015363485223,7.849899621923,7.849899621823,7.849899621923,7.849899621923,7.849899621923,7.502160067283,7.849899622023,7.849899622023,7.106434273923,7.412635827523,7.849899621923,7.849899622023,7.849899622023,7.849899622023,7.793415428023,7.465242135373,7.849899622673,7.849899622873,7.566614336473,7.849899622373,7.849899622073,7.849899622373,7.849899622273,7.849899622203,7.164057567239,7.018647888973,4.206811382063,7.388643418013,7.904477352513,7.904477352513,7.904477352513,7.904477352513,7.904477352593,7.904477352593,7.904477352643,7.054772445993,7.112462433613,7.904477352413,7.904477352413,7.904477352413,7.904477352474,7.904477352474,5.314871841263,6.301887392663,7.9044773523434,7.9044773523434,7.1611016400434,7.9044773524434,7.9044773524434,7.9044773525434,7.9044773525434,7.1190575954434,7.904477352363,7.904477352363,7.904477353063,7.904477352683,7.904477352683,7.572239067483,7.080088639363,7.904477352763,7.904477352764,7.904477352734,7.904477352734,7.904477352774,7.904477352734,7.904477352734,7.904477352734,7.904477352764,7.904477352814,7.904477352814,7.904477352803,7.904477352803,7.904477352763,7.762950591763,7.904477352763,4.301842573803,11.791580735215,11.791580735215,11.791580735255,11.791580735255,11.791580735225,11.146609128015,11.445335997515,11.376348747015,11.297169799445,11.791580735175,11.791580735175,11.492338824375,11.064804531515,11.791580734215,11.7915807342727,11.7915807342727,9.939678199515,10.787150639115,6.034256964215
"t108",5.582785973589,2.166777288136,3.094754849996,0.486885514396,0,0.47997115,2.139569414396,1.413157622836,2.410732852886,3.280775151356,3.280775151556,2.749183709416,3.006671495716,4.921417144516,4.921417144516,3.330082582516,4.004745961536,6.094782182789,7.768333031829,7.768333031829,7.768333032311,7.768333032311,7.768333032049,7.768333032049,7.768333032089,7.326152571289,7.768333032089,7.768333032089,7.768333031589,7.768333031589,7.768333031589,6.621189785289,7.162275219289,5.894753190289,7.561773357306,6.840396681366,7.768333031696,7.768333031206,7.039417772609,7.768333031709,6.626052158909,6.681465416809,7.174411859009,7.768333032389,7.768333032389,7.768333032389,6.484986169289,6.330431926739,4.651419563919,7.849899622719,5.653753749619,7.849899621919,7.823543365739,7.849899621929,7.849899621929,7.849899621919,7.849899622069,7.849899622069,7.015363485219,7.849899621919,7.849899621819,7.849899621919,7.849899621919,7.849899621919,7.502160067279,7.849899622019,7.849899622019,7.106434273919,7.412635827519,7.849899621919,7.849899622019,7.849899622019,7.849899622019,7.793415428019,7.465242135369,7.849899622669,7.849899622869,7.566614336469,7.849899622369,7.849899622069,7.849899622369,7.849899622269,7.849899622199,7.164057567235,7.018647888969,4.206811382059,7.388643418009,7.904477352509,7.904477352509,7.904477352509,7.904477352509,7.904477352589,7.904477352589,7.904477352639,7.054772445989,7.112462433609,7.904477352409,7.904477352409,7.904477352409,7.90447735247,7.90447735247,5.314871841259,6.301887392659,7.9044773523394,7.9044773523394,7.1611016400394,7.9044773524394,7.9044773524394,7.9044773525394,7.9044773525394,7.1190575954394,7.904477352359,7.904477352359,7.904477353059,7.904477352679,7.904477352679,7.572239067479,7.080088639359,7.904477352759,7.90447735276,7.90447735273,7.90447735273,7.90447735277,7.90447735273,7.90447735273,7.90447735273,7.90447735276,7.90447735281,7.90447735281,7.904477352799,7.904477352799,7.904477352759,7.762950591759,7.904477352759,4.301842573799,11.791580735211,11.791580735211,11.791580735251,11.791580735251,11.791580735221,11.146609128011,11.445335997511,11.376348747011,11.297169799441,11.791580735171,11.791580735171,11.492338824371,11.064804531511,11.791580734211,11.7915807342687,11.7915807342687,9.939678199511,10.787150639111,6.034256964211
"t109",5.582785973589,2.166777288136,3.094754849996,0.486885514396,0.47997115,0,2.139569414396,1.413157622836,2.410732852886,3.280775151356,3.280775151556,2.749183709416,3.006671495716,4.921417144516,4.921417144516,3.330082582516,4.004745961536,6.094782182789,7.768333031829,7.768333031829,7.768333032311,7.768333032311,7.768333032049,7.768333032049,7.768333032089,7.326152571289,7.768333032089,7.768333032089,7.768333031589,7.768333031589,7.768333031589,6.621189785289,7.162275219289,5.894753190289,7.561773357306,6.840396681366,7.768333031696,7.768333031206,7.039417772609,7.768333031709,6.626052158909,6.681465416809,7.174411859009,7.768333032389,7.768333032389,7.768333032389,6.484986169289,6.330431926739,4.651419563919,7.849899622719,5.653753749619,7.849899621919,7.823543365739,7.849899621929,7.849899621929,7.849899621919,7.849899622069,7.849899622069,7.015363485219,7.849899621919,7.849899621819,7.849899621919,7.849899621919,7.849899621919,7.502160067279,7.849899622019,7.849899622019,7.106434273919,7.412635827519,7.849899621919,7.849899622019,7.849899622019,7.849899622019,7.793415428019,7.465242135369,7.849899622669,7.849899622869,7.566614336469,7.849899622369,7.849899622069,7.849899622369,7.849899622269,7.849899622199,7.164057567235,7.018647888969,4.206811382059,7.388643418009,7.904477352509,7.904477352509,7.904477352509,7.904477352509,7.904477352589,7.904477352589,7.904477352639,7.054772445989,7.112462433609,7.904477352409,7.904477352409,7.904477352409,7.90447735247,7.90447735247,5.314871841259,6.301887392659,7.9044773523394,7.9044773523394,7.1611016400394,7.9044773524394,7.9044773524394,7.9044773525394,7.9044773525394,7.1190575954394,7.904477352359,7.904477352359,7.904477353059,7.904477352679,7.904477352679,7.572239067479,7.080088639359,7.904477352759,7.90447735276,7.90447735273,7.90447735273,7.90447735277,7.90447735273,7.90447735273,7.90447735273,7.90447735276,7.90447735281,7.90447735281,7.904477352799,7.904477352799,7.904477352759,7.762950591759,7.904477352759,4.301842573799,11.791580735211,11.791580735211,11.791580735251,11.791580735251,11.791580735221,11.146609128011,11.445335997511,11.376348747011,11.297169799441,11.791580735171,11.791580735171,11.492338824371,11.064804531511,11.791580734211,11.7915807342687,11.7915807342687,9.939678199511,10.787150639111,6.034256964211
"t64",5.582785973593,2.16677728814,3.09475485,2.1395694144,2.139569414396,2.139569414396,0,0.82616847284,2.41073285289,3.28077515136,3.28077515156,2.74918370942,3.00667149572,4.92141714452,4.92141714452,3.33008258252,4.00474596154,6.094782182793,7.768333031833,7.768333031833,7.768333032315,7.768333032315,7.768333032053,7.768333032053,7.768333032093,7.326152571293,7.768333032093,7.768333032093,7.768333031593,7.768333031593,7.768333031593,6.621189785293,7.162275219293,5.894753190293,7.56177335731,6.84039668137,7.7683330317,7.76833303121,7.039417772613,7.768333031713,6.626052158913,6.681465416813,7.174411859013,7.768333032393,7.768333032393,7.768333032393,6.484986169293,6.330431926743,4.651419563923,7.849899622723,5.653753749623,7.849899621923,7.823543365743,7.849899621933,7.849899621933,7.849899621923,7.849899622073,7.849899622073,7.015363485223,7.849899621923,7.849899621823,7.849899621923,7.849899621923,7.849899621923,7.502160067283,7.849899622023,7.849899622023,7.106434273923,7.412635827523,7.849899621923,7.849899622023,7.849899622023,7.849899622023,7.793415428023,7.465242135373,7.849899622673,7.849899622873,7.566614336473,7.849899622373,7.849899622073,7.849899622373,7.849899622273,7.849899622203,7.164057567239,7.018647888973,4.206811382063,7.388643418013,7.904477352513,7.904477352513,7.904477352513,7.904477352513,7.904477352593,7.904477352593,7.904477352643,7.054772445993,7.112462433613,7.904477352413,7.904477352413,7.904477352413,7.904477352474,7.904477352474,5.314871841263,6.301887392663,7.9044773523434,7.9044773523434,7.1611016400434,7.9044773524434,7.9044773524434,7.9044773525434,7.9044773525434,7.1190575954434,7.904477352363,7.904477352363,7.904477353063,7.904477352683,7.904477352683,7.572239067483,7.080088639363,7.904477352763,7.904477352764,7.904477352734,7.904477352734,7.904477352774,7.904477352734,7.904477352734,7.904477352734,7.904477352764,7.904477352814,7.904477352814,7.904477352803,7.904477352803,7.904477352763,7.762950591763,7.904477352763,4.301842573803,11.791580735215,11.791580735215,11.791580735255,11.791580735255,11.791580735225,11.146609128015,11.445335997515,11.376348747015,11.297169799445,11.791580735175,11.791580735175,11.492338824375,11.064804531515,11.791580734215,11.7915807342727,11.7915807342727,9.939678199515,10.787150639115,6.034256964215
"t65",4.856374182033,1.44036549658,2.36834305844,1.41315762284,1.413157622836,1.413157622836,0.82616847284,0,1.68432106133,2.5543633598,2.55436336,2.02277191786,2.28025970416,4.19500535296,4.19500535296,2.60367079096,3.27833416998,5.368370391233,7.041921240273,7.041921240273,7.041921240755,7.041921240755,7.041921240493,7.041921240493,7.041921240533,6.599740779733,7.041921240533,7.041921240533,7.041921240033,7.041921240033,7.041921240033,5.894777993733,6.435863427733,5.168341398733,6.83536156575,6.11398488981,7.04192124014,7.04192123965,6.313005981053,7.041921240153,5.899640367353,5.955053625253,6.448000067453,7.041921240833,7.041921240833,7.041921240833,5.758574377733,5.604020135183,3.925007772363,7.123487831163,4.927341958063,7.123487830363,7.097131574183,7.123487830373,7.123487830373,7.123487830363,7.123487830513,7.123487830513,6.288951693663,7.123487830363,7.123487830263,7.123487830363,7.123487830363,7.123487830363,6.775748275723,7.123487830463,7.123487830463,6.380022482363,6.686224035963,7.123487830363,7.123487830463,7.123487830463,7.123487830463,7.067003636463,6.738830343813,7.123487831113,7.123487831313,6.840202544913,7.123487830813,7.123487830513,7.123487830813,7.123487830713,7.123487830643,6.437645775679,6.292236097413,3.480399590503,6.662231626453,7.178065560953,7.178065560953,7.178065560953,7.178065560953,7.178065561033,7.178065561033,7.178065561083,6.328360654433,6.386050642053,7.178065560853,7.178065560853,7.178065560853,7.178065560914,7.178065560914,4.588460049703,5.575475601103,7.1780655607834,7.1780655607834,6.4346898484834,7.1780655608834,7.1780655608834,7.1780655609834,7.1780655609834,6.3926458038834,7.178065560803,7.178065560803,7.178065561503,7.178065561123,7.178065561123,6.845827275923,6.353676847803,7.178065561203,7.178065561204,7.178065561174,7.178065561174,7.178065561214,7.178065561174,7.178065561174,7.178065561174,7.178065561204,7.178065561254,7.178065561254,7.178065561243,7.178065561243,7.178065561203,7.036538800203,7.178065561203,3.575430782243,11.065168943655,11.065168943655,11.065168943695,11.065168943695,11.065168943665,10.420197336455,10.718924205955,10.649936955455,10.570758007885,11.065168943615,11.065168943615,10.765927032815,10.338392739955,11.065168942655,11.0651689427127,11.0651689427127,9.213266407955,10.060738847555,5.307845172655
"t55",4.712743675163,1.29673498971,2.41073285289,2.41073285289,2.410732852886,2.410732852886,2.41073285289,1.68432106133,0,0.91186780733,1.19500425533,1.87914141099,2.13662919729,4.05137484609,4.05137484609,2.46004028409,3.13470366311,5.224739884363,6.898290733403,6.898290733403,6.898290733885,6.898290733885,6.898290733623,6.898290733623,6.898290733663,6.456110272863,6.898290733663,6.898290733663,6.898290733163,6.898290733163,6.898290733163,5.751147486863,6.292232920863,5.024710891863,6.69173105888,5.97035438294,6.89829073327,6.89829073278,6.169375474183,6.898290733283,5.756009860483,5.811423118383,6.304369560583,6.898290733963,6.898290733963,6.898290733963,5.614943870863,5.460389628313,3.781377265493,6.979857324293,4.783711451193,6.979857323493,6.953501067313,6.979857323503,6.979857323503,6.979857323493,6.979857323643,6.979857323643,6.145321186793,6.979857323493,6.979857323393,6.979857323493,6.979857323493,6.979857323493,6.632117768853,6.979857323593,6.979857323593,6.236391975493,6.542593529093,6.979857323493,6.979857323593,6.979857323593,6.979857323593,6.923373129593,6.595199836943,6.979857324243,6.979857324443,6.696572038043,6.979857323943,6.979857323643,6.979857323943,6.979857323843,6.979857323773,6.294015268809,6.148605590543,3.336769083633,6.518601119583,7.034435054083,7.034435054083,7.034435054083,7.034435054083,7.034435054163,7.034435054163,7.034435054213,6.184730147563,6.242420135183,7.034435053983,7.034435053983,7.034435053983,7.034435054044,7.034435054044,4.444829542833,5.431845094233,7.0344350539134,7.0344350539134,6.2910593416134,7.0344350540134,7.0344350540134,7.0344350541134,7.0344350541134,6.2490152970134,7.034435053933,7.034435053933,7.034435054633,7.034435054253,7.034435054253,6.702196769053,6.210046340933,7.034435054333,7.034435054334,7.034435054304,7.034435054304,7.034435054344,7.034435054304,7.034435054304,7.034435054304,7.034435054334,7.034435054384,7.034435054384,7.034435054373,7.034435054373,7.034435054333,6.892908293333,7.034435054333,3.431800275373,10.921538436785,10.921538436785,10.921538436825,10.921538436825,10.921538436795,10.276566829585,10.575293699085,10.506306448585,10.427127501015,10.921538436745,10.921538436745,10.622296525945,10.194762233085,10.921538435785,10.9215384358427,10.9215384358427,9.069635901085,9.917108340685,5.164214665785
"t56",5.582785973633,2.16677728818,3.28077515136,3.28077515136,3.280775151356,3.280775151356,3.28077515136,2.5543633598,0.91186780733,0,2.0650465538,2.74918370946,3.00667149576,4.92141714456,4.92141714456,3.33008258256,4.00474596158,6.094782182833,7.768333031873,7.768333031873,7.768333032355,7.768333032355,7.768333032093,7.768333032093,7.768333032133,7.326152571333,7.768333032133,7.768333032133,7.768333031633,7.768333031633,7.768333031633,6.621189785333,7.162275219333,5.894753190333,7.56177335735,6.84039668141,7.76833303174,7.76833303125,7.039417772653,7.768333031753,6.626052158953,6.681465416853,7.174411859053,7.768333032433,7.768333032433,7.768333032433,6.484986169333,6.330431926783,4.651419563963,7.849899622763,5.653753749663,7.849899621963,7.823543365783,7.849899621973,7.849899621973,7.849899621963,7.849899622113,7.849899622113,7.015363485263,7.849899621963,7.849899621863,7.849899621963,7.849899621963,7.849899621963,7.502160067323,7.849899622063,7.849899622063,7.106434273963,7.412635827563,7.849899621963,7.849899622063,7.849899622063,7.849899622063,7.793415428063,7.465242135413,7.849899622713,7.849899622913,7.566614336513,7.849899622413,7.849899622113,7.849899622413,7.849899622313,7.849899622243,7.164057567279,7.018647889013,4.206811382103,7.388643418053,7.904477352553,7.904477352553,7.904477352553,7.904477352553,7.904477352633,7.904477352633,7.904477352683,7.054772446033,7.112462433653,7.904477352453,7.904477352453,7.904477352453,7.904477352514,7.904477352514,5.314871841303,6.301887392703,7.9044773523834,7.9044773523834,7.1611016400834,7.9044773524834,7.9044773524834,7.9044773525834,7.9044773525834,7.1190575954834,7.904477352403,7.904477352403,7.904477353103,7.904477352723,7.904477352723,7.572239067523,7.080088639403,7.904477352803,7.904477352804,7.904477352774,7.904477352774,7.904477352814,7.904477352774,7.904477352774,7.904477352774,7.904477352804,7.904477352854,7.904477352854,7.904477352843,7.904477352843,7.904477352803,7.762950591803,7.904477352803,4.301842573843,11.791580735255,11.791580735255,11.791580735295,11.791580735295,11.791580735265,11.146609128055,11.445335997555,11.376348747055,11.297169799485,11.791580735215,11.791580735215,11.492338824415,11.064804531555,11.791580734255,11.7915807343127,11.7915807343127,9.939678199555,10.787150639155,6.034256964255
