"","t11","t12","t40","t118","t157","t158","t104","t105","t45","t46","t5","t119","t120","t47","t92","t124","t125","t110","t111","t44","t28","t50","t51","t75","t76","t68","t83","t90","t106","t107","t32","t155","t156","t148","t66","t67","t29","t25","t27","t48","t49","t24","t129","t151","t152","t35","t70","t71","t59","t115","t144","t145","t149","t150","t100","t101","t97","t98","t140","t141","t17","t19","t146","t147","t54","t55","t18","t26","t138","t139","t142","t143","t137","t84","t85","t88","t89","t126","t130","t131","t63","t116","t117","t161","t162","t74","t159","t160","t20","t3","t2","t69","t73","t127","t128","t91","t82","t72","t108","t109","t16","t42","t43","t30","t31","t56","t57","t135","t136","t134","t52","t53","t22","t23","t15","t6","t58","t86","t87","t41","t7","t13","t38","t39","t21","t77","t78","t163","t164","t165","t166","t121","t122","t36","t37","t95","t96","t65","t132","t133","t123","t153","t154","t112","t14","t10","t8","t4","t33","t64","t79","t80","t102","t103","t113","t114","t99","t93","t94","t81","t62","t60","t61","t34","t9","t1"
"t11",0,0.40146557895,2.42470381405,4.03437126695,4.03437126695,4.03437126695,4.03437126675,4.03437126675,4.03437126705,2.66380389505,2.11437154225,5.80572638605,5.80572638605,4.53130216015,5.80572638565,5.80572638565,5.80572638565,5.80572638553,5.80572638553,4.29937029633,5.03873329515,4.28669169205,5.80572638565,5.73351885485,5.59846921865,5.55182076745,5.80572638585,5.80572638587,5.80572638587,5.80572638587,5.74701924835,5.80572638625,5.80572638625,5.80572638624,5.80572638594,4.72870217374,3.92311058225,5.01604524135,4.18079048455,5.80572638565,4.32620178359,5.487224138249,5.805726386649,5.805726386629,5.805726386629,5.035893752249,5.805726386149,5.805726386149,5.805726386449,5.805726386049,5.805726386149,5.805726386149,5.805726386049,5.805726386049,5.805726386019,5.805726386019,5.246575756759,5.473549555249,5.805726386149,5.805726386149,3.410932220249,4.097808699499,5.805726386599,5.805726386599,4.827088365299,5.805726386399,3.020744947899,6.236364425352,6.236364425652,6.236364425652,6.236364425572,6.236364425572,6.236364425652,6.236364425652,6.169002901652,6.23636442485,6.23636442485,6.23636442545,6.23636442547,6.23636442547,5.89211265535,6.236364425959,6.236364425959,6.23636442595,6.23636442595,6.23636442575,6.23636442567,6.23636442567,4.37739142405,4.28370088985,4.23828618317,10.78583583804,10.78583583798,10.78583583803,10.78583583803,10.78583583803,10.78583583808,10.785835838,10.46997848553,10.40920289392,8.19957850364,9.57001367378,9.77068764358,9.96296460968,10.78583583768,10.29376327305,9.96625901515,10.785835838022,10.785835838022,10.78583583805,10.78583583796,9.27020947211,9.22022187026,8.87396067716,8.61415056696,7.22402103036,9.47273932765,10.78583583785,10.78583583785,9.22005271675,7.73320113715,7.79344261136,9.16902405857,9.23761602917,9.01656328997,10.78583583817,10.11501155357,10.78583583776,10.785835837762,10.785835837762,10.785835837762,10.78583583777,10.62696786927,9.58917979456,10.78583583786,10.78583583796,10.78583583796,9.94956482966,10.78583583796,10.78583583796,10.78583583797,10.78583583787,10.78583583787,10.78583583796,8.54286546436,7.96093761796,7.52546053445,6.23970759291,9.24024980215,10.78583583805,10.78583583825,10.78583583825,10.78583583825,10.78583583825,10.78583583805,10.78583583805,10.78583583805,10.32378656935,10.22704242631,10.78583583815,10.78583583855,10.78583583775,9.48401607945,9.19695292765,7.41106039782,4.37870112658
"t12",0.40146557895,0,2.7010103075,4.3106777604,4.3106777604,4.3106777604,4.3106777602,4.3106777602,4.3106777605,2.9401103885,2.3906780357,6.0820328795,6.0820328795,4.8076086536,6.0820328791,6.0820328791,6.0820328791,6.08203287898,6.08203287898,4.57567678978,5.3150397886,4.5629981855,6.0820328791,6.0098253483,5.8747757121,5.8281272609,6.0820328793,6.08203287932,6.08203287932,6.08203287932,6.0233257418,6.0820328797,6.0820328797,6.08203287969,6.08203287939,5.00500866719,4.1994170757,5.2923517348,4.457096978,6.0820328791,4.60250827704,5.763530631699,6.082032880099,6.082032880079,6.082032880079,5.312200245699,6.082032879599,6.082032879599,6.082032879899,6.082032879499,6.082032879599,6.082032879599,6.082032879499,6.082032879499,6.082032879469,6.082032879469,5.522882250209,5.749856048699,6.082032879599,6.082032879599,3.687238713699,4.374115192949,6.082032880049,6.082032880049,5.103394858749,6.082032879849,3.297051441349,6.512670918802,6.512670919102,6.512670919102,6.512670919022,6.512670919022,6.512670919102,6.512670919102,6.445309395102,6.5126709183,6.5126709183,6.5126709189,6.51267091892,6.51267091892,6.1684191488,6.512670919409,6.512670919409,6.5126709194,6.5126709194,6.5126709192,6.51267091912,6.51267091912,4.6536979175,4.5600073833,4.51459267662,11.06214233149,11.06214233143,11.06214233148,11.06214233148,11.06214233148,11.06214233153,11.06214233145,10.74628497898,10.68550938737,8.47588499709,9.84632016723,10.04699413703,10.23927110313,11.06214233113,10.5700697665,10.2425655086,11.062142331472,11.062142331472,11.0621423315,11.06214233141,9.54651596556,9.49652836371,9.15026717061,8.89045706041,7.50032752381,9.7490458211,11.0621423313,11.0621423313,9.4963592102,8.0095076306,8.06974910481,9.44533055202,9.51392252262,9.29286978342,11.06214233162,10.39131804702,11.06214233121,11.062142331212,11.062142331212,11.062142331212,11.06214233122,10.90327436272,9.86548628801,11.06214233131,11.06214233141,11.06214233141,10.22587132311,11.06214233141,11.06214233141,11.06214233142,11.06214233132,11.06214233132,11.06214233141,8.81917195781,8.23724411141,7.8017670279,6.51601408636,9.5165562956,11.0621423315,11.0621423317,11.0621423317,11.0621423317,11.0621423317,11.0621423315,11.0621423315,11.0621423315,10.6000930628,10.50334891976,11.0621423316,11.062142332,11.0621423312,9.7603225729,9.4732594211,7.68736689127,4.65500762003
"t40",2.42470381405,2.7010103075,0,1.8954486115,1.8954486115,1.8954486115,3.9912757453,3.9912757453,5.185763487,3.815196115,3.6034747724,7.2948296162,7.2948296162,6.0204053903,7.2948296158,7.2948296158,7.2948296158,7.29482961568,7.29482961568,5.78847352648,6.5278365253,5.7757949222,7.2948296158,7.222622085,7.0875724488,7.0409239976,7.294829616,7.29482961602,7.29482961602,7.29482961602,7.2361224785,7.2948296164,7.2948296164,7.29482961639,7.29482961609,6.21780540389,5.4122138124,6.5051484715,5.6698937147,7.2948296158,5.81530501374,6.976327368399,7.294829616799,7.294829616779,7.294829616779,6.524996982399,7.294829616299,7.294829616299,7.294829616599,7.294829616199,7.294829616299,7.294829616299,7.294829616199,7.294829616199,7.294829616169,7.294829616169,6.735678986909,6.962652785399,7.294829616299,7.294829616299,4.900035450399,5.586911929649,7.294829616749,7.294829616749,6.316191595449,7.294829616549,4.509848178049,7.725467655502,7.725467655802,7.725467655802,7.725467655722,7.725467655722,7.725467655802,7.725467655802,7.658106131802,7.725467655,7.725467655,7.7254676556,7.72546765562,7.72546765562,7.3812158855,7.725467656109,7.725467656109,7.7254676561,7.7254676561,7.7254676559,7.72546765582,7.72546765582,5.8664946542,5.77280412,5.72738941332,12.27493906819,12.27493906813,12.27493906818,12.27493906818,12.27493906818,12.27493906823,12.27493906815,11.95908171568,11.89830612407,9.68868173379,11.05911690393,11.25979087373,11.45206783983,12.27493906783,11.7828665032,11.4553622453,12.274939068172,12.274939068172,12.2749390682,12.27493906811,10.75931270226,10.70932510041,10.36306390731,10.10325379711,8.71312426051,10.9618425578,12.274939068,12.274939068,10.7091559469,9.2223043673,9.28254584151,10.65812728872,10.72671925932,10.50566652012,12.27493906832,11.60411478372,12.27493906791,12.274939067912,12.274939067912,12.274939067912,12.27493906792,12.11607109942,11.07828302471,12.27493906801,12.27493906811,12.27493906811,11.43866805981,12.27493906811,12.27493906811,12.27493906812,12.27493906802,12.27493906802,12.27493906811,10.03196869451,9.45004084811,9.0145637646,7.72881082306,10.7293530323,12.2749390682,12.2749390684,12.2749390684,12.2749390684,12.2749390684,12.2749390682,12.2749390682,12.2749390682,11.8128897995,11.71614565646,12.2749390683,12.2749390687,12.2749390679,10.9731193096,10.6860561578,8.90016362797,5.86780435673
"t118",4.03437126695,4.3106777604,1.8954486115,0,0.5875829584,0.5875829584,5.6009431982,5.6009431982,6.7954309399,5.4248635679,5.2131422253,8.9044970691,8.9044970691,7.6300728432,8.9044970687,8.9044970687,8.9044970687,8.90449706858,8.90449706858,7.39814097938,8.1375039782,7.3854623751,8.9044970687,8.8322895379,8.6972399017,8.6505914505,8.9044970689,8.90449706892,8.90449706892,8.90449706892,8.8457899314,8.9044970693,8.9044970693,8.90449706929,8.90449706899,7.82747285679,7.0218812653,8.1148159244,7.2795611676,8.9044970687,7.42497246664,8.585994821299,8.904497069699,8.904497069679,8.904497069679,8.134664435299,8.904497069199,8.904497069199,8.904497069499,8.904497069099,8.904497069199,8.904497069199,8.904497069099,8.904497069099,8.904497069069,8.904497069069,8.345346439809,8.572320238299,8.904497069199,8.904497069199,6.509702903299,7.196579382549,8.904497069649,8.904497069649,7.925859048349,8.904497069449,6.119515630949,9.335135108402,9.335135108702,9.335135108702,9.335135108622,9.335135108622,9.335135108702,9.335135108702,9.267773584702,9.3351351079,9.3351351079,9.3351351085,9.33513510852,9.33513510852,8.9908833384,9.335135109009,9.335135109009,9.335135109,9.335135109,9.3351351088,9.33513510872,9.33513510872,7.4761621071,7.3824715729,7.33705686622,13.88460652109,13.88460652103,13.88460652108,13.88460652108,13.88460652108,13.88460652113,13.88460652105,13.56874916858,13.50797357697,11.29834918669,12.66878435683,12.86945832663,13.06173529273,13.88460652073,13.3925339561,13.0650296982,13.884606521072,13.884606521072,13.8846065211,13.88460652101,12.36898015516,12.31899255331,11.97273136021,11.71292125001,10.32279171341,12.5715100107,13.8846065209,13.8846065209,12.3188233998,10.8319718202,10.89221329441,12.26779474162,12.33638671222,12.11533397302,13.88460652122,13.21378223662,13.88460652081,13.884606520812,13.884606520812,13.884606520812,13.88460652082,13.72573855232,12.68795047761,13.88460652091,13.88460652101,13.88460652101,13.04833551271,13.88460652101,13.88460652101,13.88460652102,13.88460652092,13.88460652092,13.88460652101,11.64163614741,11.05970830101,10.6242312175,9.33847827596,12.3390204852,13.8846065211,13.8846065213,13.8846065213,13.8846065213,13.8846065213,13.8846065211,13.8846065211,13.8846065211,13.4225572524,13.32581310936,13.8846065212,13.8846065216,13.8846065208,12.5827867625,12.2957236107,10.50983108087,7.47747180963
"t157",4.03437126695,4.3106777604,1.8954486115,0.5875829584,0,0.2065452828,5.6009431982,5.6009431982,6.7954309399,5.4248635679,5.2131422253,8.9044970691,8.9044970691,7.6300728432,8.9044970687,8.9044970687,8.9044970687,8.90449706858,8.90449706858,7.39814097938,8.1375039782,7.3854623751,8.9044970687,8.8322895379,8.6972399017,8.6505914505,8.9044970689,8.90449706892,8.90449706892,8.90449706892,8.8457899314,8.9044970693,8.9044970693,8.90449706929,8.90449706899,7.82747285679,7.0218812653,8.1148159244,7.2795611676,8.9044970687,7.42497246664,8.585994821299,8.904497069699,8.904497069679,8.904497069679,8.134664435299,8.904497069199,8.904497069199,8.904497069499,8.904497069099,8.904497069199,8.904497069199,8.904497069099,8.904497069099,8.904497069069,8.904497069069,8.345346439809,8.572320238299,8.904497069199,8.904497069199,6.509702903299,7.196579382549,8.904497069649,8.904497069649,7.925859048349,8.904497069449,6.119515630949,9.335135108402,9.335135108702,9.335135108702,9.335135108622,9.335135108622,9.335135108702,9.335135108702,9.267773584702,9.3351351079,9.3351351079,9.3351351085,9.33513510852,9.33513510852,8.9908833384,9.335135109009,9.335135109009,9.335135109,9.335135109,9.3351351088,9.33513510872,9.33513510872,7.4761621071,7.3824715729,7.33705686622,13.88460652109,13.88460652103,13.88460652108,13.88460652108,13.88460652108,13.88460652113,13.88460652105,13.56874916858,13.50797357697,11.29834918669,12.66878435683,12.86945832663,13.06173529273,13.88460652073,13.3925339561,13.0650296982,13.884606521072,13.884606521072,13.8846065211,13.88460652101,12.36898015516,12.31899255331,11.97273136021,11.71292125001,10.32279171341,12.5715100107,13.8846065209,13.8846065209,12.3188233998,10.8319718202,10.89221329441,12.26779474162,12.33638671222,12.11533397302,13.88460652122,13.21378223662,13.88460652081,13.884606520812,13.884606520812,13.884606520812,13.88460652082,13.72573855232,12.68795047761,13.88460652091,13.88460652101,13.88460652101,13.04833551271,13.88460652101,13.88460652101,13.88460652102,13.88460652092,13.88460652092,13.88460652101,11.64163614741,11.05970830101,10.6242312175,9.33847827596,12.3390204852,13.8846065211,13.8846065213,13.8846065213,13.8846065213,13.8846065213,13.8846065211,13.8846065211,13.8846065211,13.4225572524,13.32581310936,13.8846065212,13.8846065216,13.8846065208,12.5827867625,12.2957236107,10.50983108087,7.47747180963
"t158",4.03437126695,4.3106777604,1.8954486115,0.5875829584,0.2065452828,0,5.6009431982,5.6009431982,6.7954309399,5.4248635679,5.2131422253,8.9044970691,8.9044970691,7.6300728432,8.9044970687,8.9044970687,8.9044970687,8.90449706858,8.90449706858,7.39814097938,8.1375039782,7.3854623751,8.9044970687,8.8322895379,8.6972399017,8.6505914505,8.9044970689,8.90449706892,8.90449706892,8.90449706892,8.8457899314,8.9044970693,8.9044970693,8.90449706929,8.90449706899,7.82747285679,7.0218812653,8.1148159244,7.2795611676,8.9044970687,7.42497246664,8.585994821299,8.904497069699,8.904497069679,8.904497069679,8.134664435299,8.904497069199,8.904497069199,8.904497069499,8.904497069099,8.904497069199,8.904497069199,8.904497069099,8.904497069099,8.904497069069,8.904497069069,8.345346439809,8.572320238299,8.904497069199,8.904497069199,6.509702903299,7.196579382549,8.904497069649,8.904497069649,7.925859048349,8.904497069449,6.119515630949,9.335135108402,9.335135108702,9.335135108702,9.335135108622,9.335135108622,9.335135108702,9.335135108702,9.267773584702,9.3351351079,9.3351351079,9.3351351085,9.33513510852,9.33513510852,8.9908833384,9.335135109009,9.335135109009,9.335135109,9.335135109,9.3351351088,9.33513510872,9.33513510872,7.4761621071,7.3824715729,7.33705686622,13.88460652109,13.88460652103,13.88460652108,13.88460652108,13.88460652108,13.88460652113,13.88460652105,13.56874916858,13.50797357697,11.29834918669,12.66878435683,12.86945832663,13.06173529273,13.88460652073,13.3925339561,13.0650296982,13.884606521072,13.884606521072,13.8846065211,13.88460652101,12.36898015516,12.31899255331,11.97273136021,11.71292125001,10.32279171341,12.5715100107,13.8846065209,13.8846065209,12.3188233998,10.8319718202,10.89221329441,12.26779474162,12.33638671222,12.11533397302,13.88460652122,13.21378223662,13.88460652081,13.884606520812,13.884606520812,13.884606520812,13.88460652082,13.72573855232,12.68795047761,13.88460652091,13.88460652101,13.88460652101,13.04833551271,13.88460652101,13.88460652101,13.88460652102,13.88460652092,13.88460652092,13.88460652101,11.64163614741,11.05970830101,10.6242312175,9.33847827596,12.3390204852,13.8846065211,13.8846065213,13.8846065213,13.8846065213,13.8846065213,13.8846065211,13.8846065211,13.8846065211,13.4225572524,13.32581310936,13.8846065212,13.8846065216,13.8846065208,12.5827867625,12.2957236107,10.50983108087,7.47747180963
"t104",4.03437126675,4.3106777602,3.9912757453,5.6009431982,5.6009431982,5.6009431982,0,0.984845218,6.7954309397,5.4248635677,5.2131422251,8.9044970689,8.9044970689,7.630072843,8.9044970685,8.9044970685,8.9044970685,8.90449706838,8.90449706838,7.39814097918,8.137503978,7.3854623749,8.9044970685,8.8322895377,8.6972399015,8.6505914503,8.9044970687,8.90449706872,8.90449706872,8.90449706872,8.8457899312,8.9044970691,8.9044970691,8.90449706909,8.90449706879,7.82747285659,7.0218812651,8.1148159242,7.2795611674,8.9044970685,7.42497246644,8.585994821099,8.904497069499,8.904497069479,8.904497069479,8.134664435099,8.904497068999,8.904497068999,8.904497069299,8.904497068899,8.904497068999,8.904497068999,8.904497068899,8.904497068899,8.904497068869,8.904497068869,8.345346439609,8.572320238099,8.904497068999,8.904497068999,6.509702903099,7.196579382349,8.904497069449,8.904497069449,7.925859048149,8.904497069249,6.119515630749,9.335135108202,9.335135108502,9.335135108502,9.335135108422,9.335135108422,9.335135108502,9.335135108502,9.267773584502,9.3351351077,9.3351351077,9.3351351083,9.33513510832,9.33513510832,8.9908833382,9.335135108809,9.335135108809,9.3351351088,9.3351351088,9.3351351086,9.33513510852,9.33513510852,7.4761621069,7.3824715727,7.33705686602,13.88460652089,13.88460652083,13.88460652088,13.88460652088,13.88460652088,13.88460652093,13.88460652085,13.56874916838,13.50797357677,11.29834918649,12.66878435663,12.86945832643,13.06173529253,13.88460652053,13.3925339559,13.065029698,13.884606520872,13.884606520872,13.8846065209,13.88460652081,12.36898015496,12.31899255311,11.97273136001,11.71292124981,10.32279171321,12.5715100105,13.8846065207,13.8846065207,12.3188233996,10.83197182,10.89221329421,12.26779474142,12.33638671202,12.11533397282,13.88460652102,13.21378223642,13.88460652061,13.884606520612,13.884606520612,13.884606520612,13.88460652062,13.72573855212,12.68795047741,13.88460652071,13.88460652081,13.88460652081,13.04833551251,13.88460652081,13.88460652081,13.88460652082,13.88460652072,13.88460652072,13.88460652081,11.64163614721,11.05970830081,10.6242312173,9.33847827576,12.339020485,13.8846065209,13.8846065211,13.8846065211,13.8846065211,13.8846065211,13.8846065209,13.8846065209,13.8846065209,13.4225572522,13.32581310916,13.884606521,13.8846065214,13.8846065206,12.5827867623,12.2957236105,10.50983108067,7.47747180943
"t105",4.03437126675,4.3106777602,3.9912757453,5.6009431982,5.6009431982,5.6009431982,0.984845218,0,6.7954309397,5.4248635677,5.2131422251,8.9044970689,8.9044970689,7.630072843,8.9044970685,8.9044970685,8.9044970685,8.90449706838,8.90449706838,7.39814097918,8.137503978,7.3854623749,8.9044970685,8.8322895377,8.6972399015,8.6505914503,8.9044970687,8.90449706872,8.90449706872,8.90449706872,8.8457899312,8.9044970691,8.9044970691,8.90449706909,8.90449706879,7.82747285659,7.0218812651,8.1148159242,7.2795611674,8.9044970685,7.42497246644,8.585994821099,8.904497069499,8.904497069479,8.904497069479,8.134664435099,8.904497068999,8.904497068999,8.904497069299,8.904497068899,8.904497068999,8.904497068999,8.904497068899,8.904497068899,8.904497068869,8.904497068869,8.345346439609,8.572320238099,8.904497068999,8.904497068999,6.509702903099,7.196579382349,8.904497069449,8.904497069449,7.925859048149,8.904497069249,6.119515630749,9.335135108202,9.335135108502,9.335135108502,9.335135108422,9.335135108422,9.335135108502,9.335135108502,9.267773584502,9.3351351077,9.3351351077,9.3351351083,9.33513510832,9.33513510832,8.9908833382,9.335135108809,9.335135108809,9.3351351088,9.3351351088,9.3351351086,9.33513510852,9.33513510852,7.4761621069,7.3824715727,7.33705686602,13.88460652089,13.88460652083,13.88460652088,13.88460652088,13.88460652088,13.88460652093,13.88460652085,13.56874916838,13.50797357677,11.29834918649,12.66878435663,12.86945832643,13.06173529253,13.88460652053,13.3925339559,13.065029698,13.884606520872,13.884606520872,13.8846065209,13.88460652081,12.36898015496,12.31899255311,11.97273136001,11.71292124981,10.32279171321,12.5715100105,13.8846065207,13.8846065207,12.3188233996,10.83197182,10.89221329421,12.26779474142,12.33638671202,12.11533397282,13.88460652102,13.21378223642,13.88460652061,13.884606520612,13.884606520612,13.884606520612,13.88460652062,13.72573855212,12.68795047741,13.88460652071,13.88460652081,13.88460652081,13.04833551251,13.88460652081,13.88460652081,13.88460652082,13.88460652072,13.88460652072,13.88460652081,11.64163614721,11.05970830081,10.6242312173,9.33847827576,12.339020485,13.8846065209,13.8846065211,13.8846065211,13.8846065211,13.8846065211,13.8846065209,13.8846065209,13.8846065209,13.4225572522,13.32581310916,13.884606521,13.8846065214,13.8846065206,12.5827867623,12.2957236105,10.50983108067,7.47747180943
"t45",4.03437126705,4.3106777605,5.185763487,6.7954309399,6.7954309399,6.7954309399,6.7954309397,6.7954309397,0,1.856639522,5.2131422254,8.9044970692,8.9044970692,7.6300728433,8.9044970688,8.9044970688,8.9044970688,8.90449706868,8.90449706868,7.39814097948,8.1375039783,7.3854623752,8.9044970688,8.832289538,8.6972399018,8.6505914506,8.904497069,8.90449706902,8.90449706902,8.90449706902,8.8457899315,8.9044970694,8.9044970694,8.90449706939,8.90449706909,7.82747285689,7.0218812654,8.1148159245,7.2795611677,8.9044970688,7.42497246674,8.585994821399,8.904497069799,8.904497069779,8.904497069779,8.134664435399,8.904497069299,8.904497069299,8.904497069599,8.904497069199,8.904497069299,8.904497069299,8.904497069199,8.904497069199,8.904497069169,8.904497069169,8.345346439909,8.572320238399,8.904497069299,8.904497069299,6.509702903399,7.196579382649,8.904497069749,8.904497069749,7.925859048449,8.904497069549,6.119515631049,9.335135108502,9.335135108802,9.335135108802,9.335135108722,9.335135108722,9.335135108802,9.335135108802,9.267773584802,9.335135108,9.335135108,9.3351351086,9.33513510862,9.33513510862,8.9908833385,9.335135109109,9.335135109109,9.3351351091,9.3351351091,9.3351351089,9.33513510882,9.33513510882,7.4761621072,7.382471573,7.33705686632,13.88460652119,13.88460652113,13.88460652118,13.88460652118,13.88460652118,13.88460652123,13.88460652115,13.56874916868,13.50797357707,11.29834918679,12.66878435693,12.86945832673,13.06173529283,13.88460652083,13.3925339562,13.0650296983,13.884606521172,13.884606521172,13.8846065212,13.88460652111,12.36898015526,12.31899255341,11.97273136031,11.71292125011,10.32279171351,12.5715100108,13.884606521,13.884606521,12.3188233999,10.8319718203,10.89221329451,12.26779474172,12.33638671232,12.11533397312,13.88460652132,13.21378223672,13.88460652091,13.884606520912,13.884606520912,13.884606520912,13.88460652092,13.72573855242,12.68795047771,13.88460652101,13.88460652111,13.88460652111,13.04833551281,13.88460652111,13.88460652111,13.88460652112,13.88460652102,13.88460652102,13.88460652111,11.64163614751,11.05970830111,10.6242312176,9.33847827606,12.3390204853,13.8846065212,13.8846065214,13.8846065214,13.8846065214,13.8846065214,13.8846065212,13.8846065212,13.8846065212,13.4225572525,13.32581310946,13.8846065213,13.8846065217,13.8846065209,12.5827867626,12.2957236108,10.50983108097,7.47747180973
"t46",2.66380389505,2.9401103885,3.815196115,5.4248635679,5.4248635679,5.4248635679,5.4248635677,5.4248635677,1.856639522,0,3.8425748534,7.5339296972,7.5339296972,6.2595054713,7.5339296968,7.5339296968,7.5339296968,7.53392969668,7.53392969668,6.02757360748,6.7669366063,6.0148950032,7.5339296968,7.461722166,7.3266725298,7.2800240786,7.533929697,7.53392969702,7.53392969702,7.53392969702,7.4752225595,7.5339296974,7.5339296974,7.53392969739,7.53392969709,6.45690548489,5.6513138934,6.7442485525,5.9089937957,7.5339296968,6.05440509474,7.215427449399,7.533929697799,7.533929697779,7.533929697779,6.764097063399,7.533929697299,7.533929697299,7.533929697599,7.533929697199,7.533929697299,7.533929697299,7.533929697199,7.533929697199,7.533929697169,7.533929697169,6.974779067909,7.201752866399,7.533929697299,7.533929697299,5.139135531399,5.826012010649,7.533929697749,7.533929697749,6.555291676449,7.533929697549,4.748948259049,7.964567736502,7.964567736802,7.964567736802,7.964567736722,7.964567736722,7.964567736802,7.964567736802,7.897206212802,7.964567736,7.964567736,7.9645677366,7.96456773662,7.96456773662,7.6203159665,7.964567737109,7.964567737109,7.9645677371,7.9645677371,7.9645677369,7.96456773682,7.96456773682,6.1055947352,6.011904201,5.96648949432,12.51403914919,12.51403914913,12.51403914918,12.51403914918,12.51403914918,12.51403914923,12.51403914915,12.19818179668,12.13740620507,9.92778181479,11.29821698493,11.49889095473,11.69116792083,12.51403914883,12.0219665842,11.6944623263,12.514039149172,12.514039149172,12.5140391492,12.51403914911,10.99841278326,10.94842518141,10.60216398831,10.34235387811,8.95222434151,11.2009426388,12.514039149,12.514039149,10.9482560279,9.4614044483,9.52164592251,10.89722736972,10.96581934032,10.74476660112,12.51403914932,11.84321486472,12.51403914891,12.514039148912,12.514039148912,12.514039148912,12.51403914892,12.35517118042,11.31738310571,12.51403914901,12.51403914911,12.51403914911,11.67776814081,12.51403914911,12.51403914911,12.51403914912,12.51403914902,12.51403914902,12.51403914911,10.27106877551,9.68914092911,9.2536638456,7.96791090406,10.9684531133,12.5140391492,12.5140391494,12.5140391494,12.5140391494,12.5140391494,12.5140391492,12.5140391492,12.5140391492,12.0519898805,11.95524573746,12.5140391493,12.5140391497,12.5140391489,11.2122193906,10.9251562388,9.13926370897,6.10690443773
