"accepted_species","trait_BM_trend_scaled"
"t11",1
"t12",1
"t40",0
"t118",0
"t157",0
"t158",0
"t104",0
"t105",0
"t45",0
"t46",0
"t5",1
"t119",0
"t120",0
"t47",1
"t92",1
"t124",1
"t125",1
"t110",0
"t111",0
"t44",1
"t28",0
"t50",0
"t51",0
"t75",0
"t76",0
"t68",0
"t83",0
"t90",0
"t106",0
"t107",0
"t32",0
"t155",1
"t156",1
"t148",1
"t66",1
"t67",1
"t29",1
"t25",1
"t27",0
"t48",0
"t49",1
"t24",0
"t129",1
"t151",1
"t152",1
"t35",0
"t70",1
"t71",0
"t59",0
"t115",1
"t144",1
"t145",1
"t149",0
"t150",0
"t100",0
"t101",1
"t97",1
"t98",1
"t140",1
"t141",1
"t17",1
"t19",1
"t146",1
"t147",1
"t54",0
"t55",0
"t18",0
"t26",1
"t138",1
"t139",1
"t142",1
"t143",1
"t137",0
"t84",1
"t85",1
"t88",1
"t89",1
"t126",1
"t130",1
"t131",1
"t63",1
"t116",1
"t117",1
"t161",1
"t162",1
"t74",0
"t159",1
"t160",1
"t20",1
"t3",1
"t2",1
"t69",0
"t73",0
"t127",0
"t128",0
"t91",0
"t82",0
"t72",0
"t108",0
"t109",0
"t16",0
"t42",0
"t43",0
"t30",0
"t31",0
"t56",0
"t57",0
"t135",0
"t136",0
"t134",0
"t52",0
"t53",0
"t22",0
"t23",0
"t15",0
"t6",0
"t58",1
"t86",1
"t87",0
"t41",0
"t7",0
"t13",0
"t38",0
"t39",0
"t21",0
"t77",1
"t78",0
"t163",0
"t164",0
"t165",0
"t166",0
"t121",0
"t122",0
"t36",0
"t37",0
"t95",0
"t96",0
"t65",0
"t132",0
"t133",0
"t123",0
"t153",0
"t154",0
"t112",0
"t14",0
"t10",0
"t8",0
"t4",0
"t33",0
"t64",0
"t79",0
"t80",0
"t102",0
"t103",0
"t113",0
"t114",0
"t99",0
"t93",0
"t94",0
"t81",0
"t62",0
"t60",0
"t61",0
"t34",0
"t9",0
"t1",0
