,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,6.63256,4.1602764,-2.6549401,-0.7402693,9.839949,-1.5793922,17.797354,-0.55334365,9.385435,10.288757,-1.8992287,-1.8943589,-1.2653366,-5.335785,22.178183,36.21115,2.9632854
t12,3.8473446,10.2357025,-2.0936105,-0.24161148,2.3468432,-1.4576224,10.885166,-2.2118511,13.034673,9.784787,-2.2214756,-1.474639,-0.6804575,-5.686964,29.650072,39.866932,5.2350817
t33,6.3487434,12.120243,-2.662813,-0.33519706,3.4845471,-1.8096714,16.492685,-2.8641298,16.982107,12.606611,-2.5319624,-2.0952058,-0.986364,-7.5524645,37.00723,52.024303,6.8193817
t136,8.642049,13.435841,-3.1320264,-0.38147888,4.7047315,-2.1317413,21.20294,-3.1972127,19.806047,15.232494,-2.7987056,-2.6248338,-1.2905654,-8.921543,42.851665,61.168194,7.7046723
t137,8.720519,13.385002,-3.1199162,-0.38491517,4.715654,-2.1232762,21.20464,-3.1645458,19.72861,15.353047,-2.7835221,-2.6136532,-1.301689,-8.899116,42.70887,61.12721,7.646537
t114,8.174399,13.223151,-3.0059268,-0.36730346,4.388149,-2.079974,19.987654,-3.1191907,19.171692,15.018352,-2.7425818,-2.5067585,-1.2438935,-8.623743,41.667915,59.408962,7.692873
t101,8.280217,13.106282,-3.003624,-0.3956383,4.511725,-2.0784957,20.195757,-3.1483266,19.442745,15.166,-2.730758,-2.5436623,-1.2714092,-8.690434,41.78055,59.76266,7.566342
t41,8.169011,13.375696,-3.4432137,-0.49438056,5.7250876,-2.2975125,21.198652,-3.0089066,20.192337,15.400729,-3.0982983,-2.4679601,-1.4108021,-8.8750725,43.051773,61.522,7.9526
t42,6.205427,12.656997,-2.829863,-0.38728982,3.833774,-1.932469,16.658997,-2.8272781,17.99155,13.289868,-2.7163453,-2.0664222,-1.1079487,-7.7173157,38.365265,53.39577,6.892502
t32,8.146261,13.795838,-3.2445314,-0.63098526,4.651708,-2.199867,20.368095,-3.0083039,19.893705,15.900676,-3.0237355,-2.5246654,-1.4009446,-8.885586,43.10451,61.26962,7.993631
