"","t66","t67","t106","t107","t87","t88","t65","t132","t143","t144","t23","t8","t62","t93","t94","t75","t61","t135","t136","t86","t41","t42","t78","t79","t38","t56","t121","t122","t29","t18","t44","t50","t51","t133","t134","t131","t71","t22","t59","t60","t123","t124","t53","t76","t77","t89","t90","t81","t115","t116","t20","t45","t73","t74","t47","t108","t109","t82","t83","t127","t128","t40","t111","t137","t138","t46","t39","t10","t11","t1","t5","t6","t3","t2","t125","t126","t110","t52","t43","t32","t28","t30","t31","t48","t49","t36","t85","t104","t105","t25","t19","t34","t35","t4","t57","t58","t95","t112","t113","t114","t100","t101","t91","t92","t68","t96","t97","t37","t98","t99","t14","t102","t103","t24","t9","t54","t55","t26","t12","t69","t70","t141","t142","t84","t33","t139","t140","t129","t130","t72","t15","t13","t80","t119","t120","t117","t118","t27","t21","t7","t63","t64","t16","t17"
"t66",0,1.1640393082,1.2264754862,1.2264754862,4.0401681926,4.0401681926,3.5557865145,4.04016819242,4.04016819242452,4.04016819242452,3.4710239783,5.3718167119,6.065348920477,6.7061970236,6.7061970236,6.7061970236,6.70619702353,6.70619702354,6.70619702354,6.70619702353,6.70619702363,6.15855754773,6.7061970236,6.7061970236,5.7956330344,6.7061970235,6.7061970235,6.7061970235,6.7061970232,5.596059782,6.6139138707,6.70619702376,6.02218355626,6.70619702375,6.70619702375,6.70619702375,6.7061970238,6.7061970234,6.7061970236,6.2819990589,6.7061970237,6.7061970237,6.7061970237,6.4151568825,6.7061970236,6.70619702365,6.70619702365,6.7061970237,6.7061970236,6.7061970236,5.13850406108,6.52637483738,6.70619702362,6.70619702362,6.70619702362,6.70619702363,6.70619702363,6.55401053833,6.70619702363,6.70619702359,6.70619702359,6.70619702363,6.70619702368,6.70619702369,6.70619702369,6.70619702358,6.7061970236,5.863428718,4.7944423742,10.336994206,7.5448164369,6.9291397485,6.1003880777,6.2648276502,10.35698520997,10.35698520997,10.35698520996,10.35698520986,9.98518517756,10.15830269836,10.35698520976,10.24312490396,10.35698520996,10.35698520956,10.35698520956,10.35698520966,10.35698520976,10.35698520976,10.35698520976,10.35698521006,8.87795458346,10.09339320336,10.35698521026,6.37793065035,10.2981359006,10.3569852099,10.3569852098,10.35698520986,10.356985209839,10.356985209839,10.3569852098,10.3569852098,10.356985209802,10.129408939702,10.054070855,10.3569852098,10.3569852098,10.3569852098,10.3569852098,10.3569852098,8.6520085018,10.2190180074,10.263953949,9.3014522786,8.00760923506,9.65860972955,9.72641400286,9.05743553816,8.23626984586,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520996,10.35698520999,10.35698520999,10.35698520944,10.35698520944,10.35698520946,8.68096153906,8.77043000726,10.35698521066,10.35698521072,10.35698521072,10.35698521069,10.35698521069,9.88951433406,9.81164362806,7.52241780673,10.35698521013,10.35698521013,9.93762516366,9.62904143866
"t67",1.1640393082,0,1.2264754862,1.2264754862,4.0401681926,4.0401681926,3.5557865145,4.04016819242,4.04016819242452,4.04016819242452,3.4710239783,5.3718167119,6.065348920477,6.7061970236,6.7061970236,6.7061970236,6.70619702353,6.70619702354,6.70619702354,6.70619702353,6.70619702363,6.15855754773,6.7061970236,6.7061970236,5.7956330344,6.7061970235,6.7061970235,6.7061970235,6.7061970232,5.596059782,6.6139138707,6.70619702376,6.02218355626,6.70619702375,6.70619702375,6.70619702375,6.7061970238,6.7061970234,6.7061970236,6.2819990589,6.7061970237,6.7061970237,6.7061970237,6.4151568825,6.7061970236,6.70619702365,6.70619702365,6.7061970237,6.7061970236,6.7061970236,5.13850406108,6.52637483738,6.70619702362,6.70619702362,6.70619702362,6.70619702363,6.70619702363,6.55401053833,6.70619702363,6.70619702359,6.70619702359,6.70619702363,6.70619702368,6.70619702369,6.70619702369,6.70619702358,6.7061970236,5.863428718,4.7944423742,10.336994206,7.5448164369,6.9291397485,6.1003880777,6.2648276502,10.35698520997,10.35698520997,10.35698520996,10.35698520986,9.98518517756,10.15830269836,10.35698520976,10.24312490396,10.35698520996,10.35698520956,10.35698520956,10.35698520966,10.35698520976,10.35698520976,10.35698520976,10.35698521006,8.87795458346,10.09339320336,10.35698521026,6.37793065035,10.2981359006,10.3569852099,10.3569852098,10.35698520986,10.356985209839,10.356985209839,10.3569852098,10.3569852098,10.356985209802,10.129408939702,10.054070855,10.3569852098,10.3569852098,10.3569852098,10.3569852098,10.3569852098,8.6520085018,10.2190180074,10.263953949,9.3014522786,8.00760923506,9.65860972955,9.72641400286,9.05743553816,8.23626984586,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520996,10.35698520999,10.35698520999,10.35698520944,10.35698520944,10.35698520946,8.68096153906,8.77043000726,10.35698521066,10.35698521072,10.35698521072,10.35698521069,10.35698521069,9.88951433406,9.81164362806,7.52241780673,10.35698521013,10.35698521013,9.93762516366,9.62904143866
"t106",1.2264754862,1.2264754862,0,0.5792170128,4.0401681926,4.0401681926,3.5557865145,4.04016819242,4.04016819242452,4.04016819242452,3.4710239783,5.3718167119,6.065348920477,6.7061970236,6.7061970236,6.7061970236,6.70619702353,6.70619702354,6.70619702354,6.70619702353,6.70619702363,6.15855754773,6.7061970236,6.7061970236,5.7956330344,6.7061970235,6.7061970235,6.7061970235,6.7061970232,5.596059782,6.6139138707,6.70619702376,6.02218355626,6.70619702375,6.70619702375,6.70619702375,6.7061970238,6.7061970234,6.7061970236,6.2819990589,6.7061970237,6.7061970237,6.7061970237,6.4151568825,6.7061970236,6.70619702365,6.70619702365,6.7061970237,6.7061970236,6.7061970236,5.13850406108,6.52637483738,6.70619702362,6.70619702362,6.70619702362,6.70619702363,6.70619702363,6.55401053833,6.70619702363,6.70619702359,6.70619702359,6.70619702363,6.70619702368,6.70619702369,6.70619702369,6.70619702358,6.7061970236,5.863428718,4.7944423742,10.336994206,7.5448164369,6.9291397485,6.1003880777,6.2648276502,10.35698520997,10.35698520997,10.35698520996,10.35698520986,9.98518517756,10.15830269836,10.35698520976,10.24312490396,10.35698520996,10.35698520956,10.35698520956,10.35698520966,10.35698520976,10.35698520976,10.35698520976,10.35698521006,8.87795458346,10.09339320336,10.35698521026,6.37793065035,10.2981359006,10.3569852099,10.3569852098,10.35698520986,10.356985209839,10.356985209839,10.3569852098,10.3569852098,10.356985209802,10.129408939702,10.054070855,10.3569852098,10.3569852098,10.3569852098,10.3569852098,10.3569852098,8.6520085018,10.2190180074,10.263953949,9.3014522786,8.00760923506,9.65860972955,9.72641400286,9.05743553816,8.23626984586,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520996,10.35698520999,10.35698520999,10.35698520944,10.35698520944,10.35698520946,8.68096153906,8.77043000726,10.35698521066,10.35698521072,10.35698521072,10.35698521069,10.35698521069,9.88951433406,9.81164362806,7.52241780673,10.35698521013,10.35698521013,9.93762516366,9.62904143866
"t107",1.2264754862,1.2264754862,0.5792170128,0,4.0401681926,4.0401681926,3.5557865145,4.04016819242,4.04016819242452,4.04016819242452,3.4710239783,5.3718167119,6.065348920477,6.7061970236,6.7061970236,6.7061970236,6.70619702353,6.70619702354,6.70619702354,6.70619702353,6.70619702363,6.15855754773,6.7061970236,6.7061970236,5.7956330344,6.7061970235,6.7061970235,6.7061970235,6.7061970232,5.596059782,6.6139138707,6.70619702376,6.02218355626,6.70619702375,6.70619702375,6.70619702375,6.7061970238,6.7061970234,6.7061970236,6.2819990589,6.7061970237,6.7061970237,6.7061970237,6.4151568825,6.7061970236,6.70619702365,6.70619702365,6.7061970237,6.7061970236,6.7061970236,5.13850406108,6.52637483738,6.70619702362,6.70619702362,6.70619702362,6.70619702363,6.70619702363,6.55401053833,6.70619702363,6.70619702359,6.70619702359,6.70619702363,6.70619702368,6.70619702369,6.70619702369,6.70619702358,6.7061970236,5.863428718,4.7944423742,10.336994206,7.5448164369,6.9291397485,6.1003880777,6.2648276502,10.35698520997,10.35698520997,10.35698520996,10.35698520986,9.98518517756,10.15830269836,10.35698520976,10.24312490396,10.35698520996,10.35698520956,10.35698520956,10.35698520966,10.35698520976,10.35698520976,10.35698520976,10.35698521006,8.87795458346,10.09339320336,10.35698521026,6.37793065035,10.2981359006,10.3569852099,10.3569852098,10.35698520986,10.356985209839,10.356985209839,10.3569852098,10.3569852098,10.356985209802,10.129408939702,10.054070855,10.3569852098,10.3569852098,10.3569852098,10.3569852098,10.3569852098,8.6520085018,10.2190180074,10.263953949,9.3014522786,8.00760923506,9.65860972955,9.72641400286,9.05743553816,8.23626984586,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520986,10.35698520996,10.35698520999,10.35698520999,10.35698520944,10.35698520944,10.35698520946,8.68096153906,8.77043000726,10.35698521066,10.35698521072,10.35698521072,10.35698521069,10.35698521069,9.88951433406,9.81164362806,7.52241780673,10.35698521013,10.35698521013,9.93762516366,9.62904143866
"t87",4.0401681926,4.0401681926,4.0401681926,4.0401681926,0,0.7392226236,2.3112040875,2.79558576542,2.79558576542452,2.79558576542452,2.7487544103,5.3718167123,6.065348920877,6.706197024,6.706197024,6.706197024,6.70619702393,6.70619702394,6.70619702394,6.70619702393,6.70619702403,6.15855754813,6.706197024,6.706197024,5.7956330348,6.7061970239,6.7061970239,6.7061970239,6.7061970236,5.5960597824,6.6139138711,6.70619702416,6.02218355666,6.70619702415,6.70619702415,6.70619702415,6.7061970242,6.7061970238,6.706197024,6.2819990593,6.7061970241,6.7061970241,6.7061970241,6.4151568829,6.706197024,6.70619702405,6.70619702405,6.7061970241,6.706197024,6.706197024,5.13850406148,6.52637483778,6.70619702402,6.70619702402,6.70619702402,6.70619702403,6.70619702403,6.55401053873,6.70619702403,6.70619702399,6.70619702399,6.70619702403,6.70619702408,6.70619702409,6.70619702409,6.70619702398,6.706197024,5.8634287184,4.7944423746,10.3369942064,7.5448164373,6.9291397489,6.1003880781,6.2648276506,10.35698521037,10.35698521037,10.35698521036,10.35698521026,9.98518517796,10.15830269876,10.35698521016,10.24312490436,10.35698521036,10.35698520996,10.35698520996,10.35698521006,10.35698521016,10.35698521016,10.35698521016,10.35698521046,8.87795458386,10.09339320376,10.35698521066,6.37793065075,10.298135901,10.3569852103,10.3569852102,10.35698521026,10.356985210239,10.356985210239,10.3569852102,10.3569852102,10.356985210202,10.129408940102,10.0540708554,10.3569852102,10.3569852102,10.3569852102,10.3569852102,10.3569852102,8.6520085022,10.2190180078,10.2639539494,9.301452279,8.00760923546,9.65860972995,9.72641400326,9.05743553856,8.23626984626,10.35698521026,10.35698521026,10.35698521026,10.35698521026,10.35698521026,10.35698521036,10.35698521039,10.35698521039,10.35698520984,10.35698520984,10.35698520986,8.68096153946,8.77043000766,10.35698521106,10.35698521112,10.35698521112,10.35698521109,10.35698521109,9.88951433446,9.81164362846,7.52241780713,10.35698521053,10.35698521053,9.93762516406,9.62904143906
"t88",4.0401681926,4.0401681926,4.0401681926,4.0401681926,0.7392226236,0,2.3112040875,2.79558576542,2.79558576542452,2.79558576542452,2.7487544103,5.3718167123,6.065348920877,6.706197024,6.706197024,6.706197024,6.70619702393,6.70619702394,6.70619702394,6.70619702393,6.70619702403,6.15855754813,6.706197024,6.706197024,5.7956330348,6.7061970239,6.7061970239,6.7061970239,6.7061970236,5.5960597824,6.6139138711,6.70619702416,6.02218355666,6.70619702415,6.70619702415,6.70619702415,6.7061970242,6.7061970238,6.706197024,6.2819990593,6.7061970241,6.7061970241,6.7061970241,6.4151568829,6.706197024,6.70619702405,6.70619702405,6.7061970241,6.706197024,6.706197024,5.13850406148,6.52637483778,6.70619702402,6.70619702402,6.70619702402,6.70619702403,6.70619702403,6.55401053873,6.70619702403,6.70619702399,6.70619702399,6.70619702403,6.70619702408,6.70619702409,6.70619702409,6.70619702398,6.706197024,5.8634287184,4.7944423746,10.3369942064,7.5448164373,6.9291397489,6.1003880781,6.2648276506,10.35698521037,10.35698521037,10.35698521036,10.35698521026,9.98518517796,10.15830269876,10.35698521016,10.24312490436,10.35698521036,10.35698520996,10.35698520996,10.35698521006,10.35698521016,10.35698521016,10.35698521016,10.35698521046,8.87795458386,10.09339320376,10.35698521066,6.37793065075,10.298135901,10.3569852103,10.3569852102,10.35698521026,10.356985210239,10.356985210239,10.3569852102,10.3569852102,10.356985210202,10.129408940102,10.0540708554,10.3569852102,10.3569852102,10.3569852102,10.3569852102,10.3569852102,8.6520085022,10.2190180078,10.2639539494,9.301452279,8.00760923546,9.65860972995,9.72641400326,9.05743553856,8.23626984626,10.35698521026,10.35698521026,10.35698521026,10.35698521026,10.35698521026,10.35698521036,10.35698521039,10.35698521039,10.35698520984,10.35698520984,10.35698520986,8.68096153946,8.77043000766,10.35698521106,10.35698521112,10.35698521112,10.35698521109,10.35698521109,9.88951433446,9.81164362846,7.52241780713,10.35698521053,10.35698521053,9.93762516406,9.62904143906
"t65",3.5557865145,3.5557865145,3.5557865145,3.5557865145,2.3112040875,2.3112040875,0,0.71025740212,0.71025740212452,0.71025740212452,2.2643727322,4.8874350342,5.580967242777,6.2218153459,6.2218153459,6.2218153459,6.22181534583,6.22181534584,6.22181534584,6.22181534583,6.22181534593,5.67417587003,6.2218153459,6.2218153459,5.3112513567,6.2218153458,6.2218153458,6.2218153458,6.2218153455,5.1116781043,6.129532193,6.22181534606,5.53780187856,6.22181534605,6.22181534605,6.22181534605,6.2218153461,6.2218153457,6.2218153459,5.7976173812,6.221815346,6.221815346,6.221815346,5.9307752048,6.2218153459,6.22181534595,6.22181534595,6.221815346,6.2218153459,6.2218153459,4.65412238338,6.04199315968,6.22181534592,6.22181534592,6.22181534592,6.22181534593,6.22181534593,6.06962886063,6.22181534593,6.22181534589,6.22181534589,6.22181534593,6.22181534598,6.22181534599,6.22181534599,6.22181534588,6.2218153459,5.3790470403,4.3100606965,9.8526125283,7.0604347592,6.4447580708,5.6160064,5.7804459725,9.87260353227,9.87260353227,9.87260353226,9.87260353216,9.50080349986,9.67392102066,9.87260353206,9.75874322626,9.87260353226,9.87260353186,9.87260353186,9.87260353196,9.87260353206,9.87260353206,9.87260353206,9.87260353236,8.39357290576,9.60901152566,9.87260353256,5.89354897265,9.8137542229,9.8726035322,9.8726035321,9.87260353216,9.872603532139,9.872603532139,9.8726035321,9.8726035321,9.872603532102,9.645027262002,9.5696891773,9.8726035321,9.8726035321,9.8726035321,9.8726035321,9.8726035321,8.1676268241,9.7346363297,9.7795722713,8.8170706009,7.52322755736,9.17422805185,9.24203232516,8.57305386046,7.75188816816,9.87260353216,9.87260353216,9.87260353216,9.87260353216,9.87260353216,9.87260353226,9.87260353229,9.87260353229,9.87260353174,9.87260353174,9.87260353176,8.19657986136,8.28604832956,9.87260353296,9.87260353302,9.87260353302,9.87260353299,9.87260353299,9.40513265636,9.32726195036,7.03803612903,9.87260353243,9.87260353243,9.45324348596,9.14465976096
"t132",4.04016819242,4.04016819242,4.04016819242,4.04016819242,2.79558576542,2.79558576542,0.71025740212,0,0.11319257644452,0.11319257644452,2.74875441012,5.37181671212,6.065348920697,6.70619702382,6.70619702382,6.70619702382,6.70619702375,6.70619702376,6.70619702376,6.70619702375,6.70619702385,6.15855754795,6.70619702382,6.70619702382,5.79563303462,6.70619702372,6.70619702372,6.70619702372,6.70619702342,5.59605978222,6.61391387092,6.70619702398,6.02218355648,6.70619702397,6.70619702397,6.70619702397,6.70619702402,6.70619702362,6.70619702382,6.28199905912,6.70619702392,6.70619702392,6.70619702392,6.41515688272,6.70619702382,6.70619702387,6.70619702387,6.70619702392,6.70619702382,6.70619702382,5.1385040613,6.5263748376,6.70619702384,6.70619702384,6.70619702384,6.70619702385,6.70619702385,6.55401053855,6.70619702385,6.70619702381,6.70619702381,6.70619702385,6.7061970239,6.70619702391,6.70619702391,6.7061970238,6.70619702382,5.86342871822,4.79444237442,10.33699420622,7.54481643712,6.92913974872,6.10038807792,6.26482765042,10.35698521019,10.35698521019,10.35698521018,10.35698521008,9.98518517778,10.15830269858,10.35698520998,10.24312490418,10.35698521018,10.35698520978,10.35698520978,10.35698520988,10.35698520998,10.35698520998,10.35698520998,10.35698521028,8.87795458368,10.09339320358,10.35698521048,6.37793065057,10.29813590082,10.35698521012,10.35698521002,10.35698521008,10.356985210059,10.356985210059,10.35698521002,10.35698521002,10.356985210022,10.129408939922,10.05407085522,10.35698521002,10.35698521002,10.35698521002,10.35698521002,10.35698521002,8.65200850202,10.21901800762,10.26395394922,9.30145227882,8.00760923528,9.65860972977,9.72641400308,9.05743553838,8.23626984608,10.35698521008,10.35698521008,10.35698521008,10.35698521008,10.35698521008,10.35698521018,10.35698521021,10.35698521021,10.35698520966,10.35698520966,10.35698520968,8.68096153928,8.77043000748,10.35698521088,10.35698521094,10.35698521094,10.35698521091,10.35698521091,9.88951433428,9.81164362828,7.52241780695,10.35698521035,10.35698521035,9.93762516388,9.62904143888
"t143",4.04016819242452,4.04016819242452,4.04016819242452,4.04016819242452,2.79558576542452,2.79558576542452,0.71025740212452,0.11319257644452,0,0.00019866924904,2.74875441012452,5.37181671212452,6.06534892070152,6.70619702382452,6.70619702382452,6.70619702382452,6.70619702375452,6.70619702376452,6.70619702376452,6.70619702375452,6.70619702385452,6.15855754795452,6.70619702382452,6.70619702382452,5.79563303462452,6.70619702372452,6.70619702372452,6.70619702372452,6.70619702342452,5.59605978222452,6.61391387092452,6.70619702398452,6.02218355648452,6.70619702397452,6.70619702397452,6.70619702397452,6.70619702402452,6.70619702362452,6.70619702382452,6.28199905912452,6.70619702392452,6.70619702392452,6.70619702392452,6.41515688272452,6.70619702382452,6.70619702387452,6.70619702387452,6.70619702392452,6.70619702382452,6.70619702382452,5.13850406130452,6.52637483760452,6.70619702384452,6.70619702384452,6.70619702384452,6.70619702385452,6.70619702385452,6.55401053855452,6.70619702385452,6.70619702381452,6.70619702381452,6.70619702385452,6.70619702390452,6.70619702391452,6.70619702391452,6.70619702380452,6.70619702382452,5.86342871822452,4.79444237442452,10.3369942062245,7.54481643712452,6.92913974872452,6.10038807792452,6.26482765042452,10.3569852101945,10.3569852101945,10.3569852101845,10.3569852100845,9.98518517778452,10.1583026985845,10.3569852099845,10.2431249041845,10.3569852101845,10.3569852097845,10.3569852097845,10.3569852098845,10.3569852099845,10.3569852099845,10.3569852099845,10.3569852102845,8.87795458368452,10.0933932035845,10.3569852104845,6.37793065057452,10.2981359008245,10.3569852101245,10.3569852100245,10.3569852100845,10.3569852100635,10.3569852100635,10.3569852100245,10.3569852100245,10.3569852100265,10.1294089399265,10.0540708552245,10.3569852100245,10.3569852100245,10.3569852100245,10.3569852100245,10.3569852100245,8.65200850202452,10.2190180076245,10.2639539492245,9.30145227882452,8.00760923528452,9.65860972977452,9.72641400308452,9.05743553838452,8.23626984608452,10.3569852100845,10.3569852100845,10.3569852100845,10.3569852100845,10.3569852100845,10.3569852101845,10.3569852102145,10.3569852102145,10.3569852096645,10.3569852096645,10.3569852096845,8.68096153928452,8.77043000748452,10.3569852108845,10.3569852109445,10.3569852109445,10.3569852109145,10.3569852109145,9.88951433428452,9.81164362828452,7.52241780695452,10.3569852103545,10.3569852103545,9.93762516388452,9.62904143888452
"t144",4.04016819242452,4.04016819242452,4.04016819242452,4.04016819242452,2.79558576542452,2.79558576542452,0.71025740212452,0.11319257644452,0.00019866924904,0,2.74875441012452,5.37181671212452,6.06534892070152,6.70619702382452,6.70619702382452,6.70619702382452,6.70619702375452,6.70619702376452,6.70619702376452,6.70619702375452,6.70619702385452,6.15855754795452,6.70619702382452,6.70619702382452,5.79563303462452,6.70619702372452,6.70619702372452,6.70619702372452,6.70619702342452,5.59605978222452,6.61391387092452,6.70619702398452,6.02218355648452,6.70619702397452,6.70619702397452,6.70619702397452,6.70619702402452,6.70619702362452,6.70619702382452,6.28199905912452,6.70619702392452,6.70619702392452,6.70619702392452,6.41515688272452,6.70619702382452,6.70619702387452,6.70619702387452,6.70619702392452,6.70619702382452,6.70619702382452,5.13850406130452,6.52637483760452,6.70619702384452,6.70619702384452,6.70619702384452,6.70619702385452,6.70619702385452,6.55401053855452,6.70619702385452,6.70619702381452,6.70619702381452,6.70619702385452,6.70619702390452,6.70619702391452,6.70619702391452,6.70619702380452,6.70619702382452,5.86342871822452,4.79444237442452,10.3369942062245,7.54481643712452,6.92913974872452,6.10038807792452,6.26482765042452,10.3569852101945,10.3569852101945,10.3569852101845,10.3569852100845,9.98518517778452,10.1583026985845,10.3569852099845,10.2431249041845,10.3569852101845,10.3569852097845,10.3569852097845,10.3569852098845,10.3569852099845,10.3569852099845,10.3569852099845,10.3569852102845,8.87795458368452,10.0933932035845,10.3569852104845,6.37793065057452,10.2981359008245,10.3569852101245,10.3569852100245,10.3569852100845,10.3569852100635,10.3569852100635,10.3569852100245,10.3569852100245,10.3569852100265,10.1294089399265,10.0540708552245,10.3569852100245,10.3569852100245,10.3569852100245,10.3569852100245,10.3569852100245,8.65200850202452,10.2190180076245,10.2639539492245,9.30145227882452,8.00760923528452,9.65860972977452,9.72641400308452,9.05743553838452,8.23626984608452,10.3569852100845,10.3569852100845,10.3569852100845,10.3569852100845,10.3569852100845,10.3569852101845,10.3569852102145,10.3569852102145,10.3569852096645,10.3569852096645,10.3569852096845,8.68096153928452,8.77043000748452,10.3569852108845,10.3569852109445,10.3569852109445,10.3569852109145,10.3569852109145,9.88951433428452,9.81164362828452,7.52241780695452,10.3569852103545,10.3569852103545,9.93762516388452,9.62904143888452
