"accepted_species","Medicinal"
"Stenaria_butterwickiae",0
"Psychotria_morley-smithiae",0
"Funastrum_hirtellum",0
"Coddia_rudis",1
"Chamaepentas_pseudomagnifica",0
"Ladenbergia_hexandra",1
"Coptosperma_rhodesiacum",0
"Kadua_axillaris",0
"Pyrostria_phyllanthoidea",0
"Atractocarpus_merikin",0
"Villaria_purpurea",0
"Ophiorrhiza_arunachalensis",0
"Leichhardtia_longiloba",0
"Rudgea_coriacea",0
"Tarenna_multinervia",0
"Gomphocarpus_integer",1
"Palicourea_iodotricha",0
"Gentianella_ernestii",0
"Matelea_acuminata",0
"Psydrax_maingayi",0
"Solenandra_pervestita",0
"Monolluma_quadrangula",0
"Ceropegia_kerrii",0
"Galium_lanceolatum",0
"Galium_tianschanicum",0
"Vincetoxicum_lii",0
"Acranthera_collina",0
"Acranthera_grandiflora",1
"Coutarea_diervilloides",0
"Plumeria_filifolia",0
"Bouvardia_loeseneriana",0
"Saba_senegalensis",1
"Oxypetalum_marambaiense",0
"Chilocarpus_sarawakensis",0
"Strychnos_araguaensis",0
"Asclepias_fimbriata",0
"Hindsia_republicana",0
"Metastelma_readii",0
"Bikkia_palauensis",0
"Rondeletia_formonia",0
"Lomatogonium_perenne",0
"Pseudohamelia_hirsuta",0
"Spigelia_mexicana",0
"Swertia_oculata",0
"Spigelia_flava",0
"Neanotis_rhombicarpa",0
"Ceropegia_occidentalis",0
"Galium_catalinense",0
"Galium_fuscum",0
"Galium_tortumense",0
"Psychotria_cephalidantha",0
"Psychotria_volii",0
"Galium_normanii",0
"Galium_tricornutum",0
"Psychotria_pedunculosa",0
"Psychotria_bifaria",0
"Psychotria_anemothyrsa",0
"Psychotria_samarensis",0
"Galium_graecum",0
"Galium_penicillatum",0
"Manettia_evenia",0
"Coprosma_propinqua",0
"Belonophora_coffeoides",0
"Hillia_ulei",0
"Alyxia_magnifolia",0
"Hoya_commutata",0
"Hoya_scortechinii",0
"Mussaenda_kwangtungensis",0
"Hymenodictyon_leandrii",0
"Mussaenda_reinwardtiana",0
"Hymenodictyon_flaccidum",0
"Macrocnemum_roseum",1
"Urophyllum_porphyraceum",0
"Rutidea_hispida",0
"Rutidea_parviflora",1
"Vangueria_dryadum",0
"Macrocarpaea_kayakifolia",0
"Ibatia_pucara",0
"Palicourea_palaciosii",0
"Palicourea_cyanantha",0
"Coussarea_pilosiflora",0
"Spermacoce_breviflora",0
"Spermacoce_dibrachiata",0
"Jobinia_lindbergii",0
"Hoffmannia_sessilifolia",0
"Gonolobus_dussii",0
"Dischidia_longifolia",0
"Galianthe_aurelii",0
"Lasianthus_parviflorus",0
"Lasianthus_bifloroideus",0
"Pavetta_laxa",0
"Knoxia_wightiana",1
"Alstonia_mairei",1
"Mitreola_petiolata",0
"Halenia_herzogii",0
"Ladenbergia_klugii",0
"Myrmecodia_aureospina",0
"Sabicea_subinvolucrata",0
"Gentiana_oreocharis",0
"Argostemma_tortilobum",0
