accepted_species,estimate
Asperula_molluginoides,-0.2567126
Galium_bolanderi,-0.2567126
Galium_concinnum,-0.2514886
Galium_divaricatum,-0.21451107
Galium_eriocarpum,-0.25326508
Galium_mexicanum,-0.21451107
Galium_murale,-0.21451107
Galium_porrigens,-0.2567126
Galium_saxatile,-0.21005249
Galium_sterneri,-0.25326508
