"accepted_species","Medicinal"
"Gentianella_centamalensis",0
"Orbea_decaisneana",1
"Gongronemopsis_calesiana",0
"Psydrax_acutiflorus",0
"Batopedina_tenuis",0
"Pyrostria_antsalovensis",0
"Tarenna_canarica",0
"Vincetoxicum_glaucirameum",NA
"Thliphthisa_pseudochlorantha",0
"Prestonia_annularis",0
"Randia_nitida",1
"Spermacoce_phalloides",0
"Ophiorrhiza_caespitosa",0
"Psychotria_wenzelii",0
"Gentianella_lilacinoflavescens",0
"Galium_beckhausianum",0
"Lacmellea_densifoliata",0
"Vincetoxicum_gilletii",0
"Ruehssia_stevensiana",0
"Ceropegia_sabuliphila",0
"Phyllocyclus_parishii",0
"Eumachia_obanensis",0
"Keetia_leucantha",1
"Vincetoxicum_clemensiae",NA
"Ceropegia_tenella",0
"Rytigynia_saliensis",0
"Chomelia_bahiae",0
"Marsdenia_oreophila",1
"Oxypetalum_harleyi",0
"Marsdenia_burmanica",NA
"Marsdenia_gilgiana",NA
"Anthospermum_galpinii",0
"Pentagonia_hirsuta",0
"Saldinia_proboscidea",0
"Strychnos_talbotiae",0
"Asclepias_obovata",NA
"Asclepias_lanceolata",0
"Asclepias_foliosa",NA
"Pagamea_macrophylla",1
"Jasminanthes_hosei",0
"Duroia_sancti-ciprianii",0
"Rondeletia_laevigata",0
"Gardenia_invaginata",0
"Mitrasacme_alsinoides",0
"Ceropegia_vanderystii",0
"Swertia_hongquanii",0
"Swertia_connata",0
"Swertia_erosula",0
"Ceropegia_haygarthii",NA
"Psychotria_andamanica",1
"Fockea_capensis",0
"Bathysa_sylvestrae",0
"Psychotria_paludosa",0
"Psychotria_edaphothrix",0
"Galium_bifolium",0
"Manettia_tachirensis",0
"Ixora_guluensis",0
"Hoya_sammannaniana",0
"Hoya_sabaensis",NA
"Hedyotis_zhihaoana",0
"Hoya_arnottiana",0
"Toxocarpus_excisus",NA
"Landolphia_breviloba",0
"Hoya_paulshirleyi",0
"Hedyotis_atropurpurea",0
"Leptodermis_oblonga",0
"Vidalasia_tonkinensis",0
"Eumachia_kappleri",0
"Arachnothryx_tacanensis",0
"Palicourea_consobrina",0
"Joosia_capitata",0
"Palicourea_lasiantha",0
"Theligonum_japonicum",0
"Secamone_ligustrifolia",0
"Coussarea_maranonensis",0
"Dolicholobium_seruiense",0
"Fagraea_euneura",0
"Tripterospermum_hirticalyx",0
"Pentopetia_urceolata",NA
"Spermacoce_bisepala",0
"Triainolepis_mandrarensis",0
"Hoffmannia_larensis",0
"Scolosanthus_hispidus",0
"Exostema_glaberrimum",0
"Hamelia_axillaris",1
"Timonius_billitonensis",0
"Timonius_philippinensis",0
"Lasianthus_pedicellatus",0
"Gardeniopsis_longifolia",0
"Rothmannia_jollyana",0
"Appunia_guatemalensis",0
"Tricalysia_anomala",0
"Ophiorrhiza_macrocarpa",0
"Otomeria_guineensis",1
"Sabicea_golgothae",0
"Ophiorrhiza_longipes",0
"Ophiorrhiza_marosiana",0
"Ophiorrhiza_rufa",0
"Gentiana_shaanxiensis",0
"Argostemma_brookei",0
