"accepted_species","trait_BM_trend_scaled"
"t7",0.88634363097672
"t12",0.441210253973433
"t17",-0.776943238933288
"t18",-0.773321682543058
"t15",-0.353692830151352
"t21",-0.835859826710043
"t32",-0.133630403448671
"t99",-0.446803695603784
"t100",-0.424119599772759
"t83",-0.114033829425547
"t59",-0.240285428943466
"t60",NA
"t101",-0.321921710474087
"t110",-0.739039483966902
"t111",-0.658195722657328
"t43",0.832845827141716
"t48",-1.37834808509559
"t102",-0.853397372185998
"t103",-0.307034511001713
"t136",-0.969966782008296
"t137",-0.812372371247054
"t132",-1.2845954296697
"t133",-0.896015516310867
"t124",NA
"t50",0.501441587809991
"t51",-0.6290514625193
"t46",NA
"t36",1.1123459191268
"t58",-0.524245444849263
"t123",-0.549010681628239
"t130",-0.0321588373924412
"t131",NA
"t70",-0.348933499222923
"t84",-0.363748202372055
"t97",-0.376738042100606
"t98",0.0992082455660183
"t26",0.0566375598009287
"t121",0.79295550031791
"t122",0.577104988579999
"t62",0.882230067136318
"t38",1.02763353181055
"t63",0.449077614360391
"t127",NA
"t138",1.39479758804079
"t139",1.2235967601698
"t64",0.446107152167277
"t69",1.07916259849283
"t134",0.506565235616821
"t135",0.675015725228583
"t37",1.08892445368132
"t40",0.906821322809107
"t41",NA
"t22",-0.537240438553594
"t95",-1.08852666739035
"t96",-1.00857604436107
"t68",NA
"t142",-1.38615429517431
"t143",-1.53493962397523
"t77",-0.898664435061396
"t93",-0.984211543380687
"t94",-0.881271718759716
"t54",NA
"t47",0.154784860531346
"t29",-0.279933695468568
"t6",-0.318339920230439
"t8",0.334624544905057
"t9",-0.519232201491002
"t2",-0.29263892270999
"t1",-1.57437698648368
"t10",-0.103844128236216
"t11",1.07975343342414
"t19",0.201148769066566
"t27",0.376679553121133
"t115",1.59584509141053
"t116",1.21898503216853
"t82",NA
"t71",1.38613470545754
"t72",1.09987487325071
"t34",1.45324115519469
"t30",1.13544871115273
"t35",-0.274010808942514
"t78",NA
"t85",1.05594534185256
"t86",0.587673409611623
"t73",-0.0348091159591441
"t119",0.216528423005681
"t120",0.143421777882894
"t74",-0.65794874071221
"t87",1.28669041732047
"t88",0.645651332016218
"t79",0.618326020990964
"t45",0.379650936192505
"t44",-0.0784016294344387
"t107",0.360951291148233
"t117",0.488090810146359
"t118",0.223710644982302
"t90",1.19004536019859
"t24",NA
"t20",NA
"t3",0.16857729905915
"t28",0.9844053308594
"t57",1.52024928190334
"t108",2.00598424031508
"t109",2.21768510773374
"t89",1.78709288247494
"t104",0.938437297876808
"t105",1.22012673474399
"t33",1.00244411580232
"t128",1.27409858856798
"t129",1.34848556040943
"t112",1.23557583310623
"t31",1.5137405581374
"t39",0.357678064419287
"t55",0.163171179204173
"t56",-0.308961087779959
"t61",0.468239862449606
"t66",0.788159706891627
"t67",0.605336298110953
"t25",NA
"t49",0.766954813594384
"t75",1.36142067412276
"t76",1.86674043386836
"t23",-0.396337380107839
"t125",-1.14207176436856
"t126",-1.25459520709622
"t91",-1.57351842359124
"t92",-0.747285480022511
"t113",-2.14361530511394
"t114",-2.35335910801703
"t42",-1.19209769728531
"t65",-1.17953554864367
"t80",-1.21907900630506
"t81",-1.18705801223329
"t106",-0.8368485483237
"t140",-1.13693121229358
"t141",-0.963816642553139
"t52",-0.0712333022345385
"t53",-0.22130297925682
"t16",-2.55619452716634
"t14",-1.1305565921538
"t13",-1.26560255704704
"t4",NA
"t5",-1.95199020611852
