"","t1","t2","t3","t103","t104","t30","t86","t87","t82","t94","t95","t45","t15","t16","t96","t97","t18","t19","t111","t112","t91","t115","t116","t51","t14","t10","t11","t63","t64","t46","t8","t78","t79","t24","t31","t32","t128","t129","t102","t88","t117","t118","t121","t124","t125","t130","t131","t26","t27","t71","t75","t105","t106","t100","t101","t5","t6","t36","t80","t81","t122","t123","t39","t61","t62","t58","t20","t25","t56","t57","t72","t73","t67","t68","t53","t126","t127","t35","t49","t50","t69","t70","t48","t119","t120","t84","t85","t52","t89","t90","t59","t60","t65","t66","t4","t83","t98","t99","t113","t114","t21","t41","t42","t17","t12","t13","t9","t7","t92","t93","t74","t47","t54","t55","t76","t77","t40","t33","t109","t110","t22","t23","t37","t38","t28","t29","t43","t44","t107","t108","t34"
"t1",0,3.6480830018,2.9923201688,6.15581594985,6.15581594985,6.1558159498,6.12242221203,6.15581594983,6.1558159498,6.1558159499,6.1558159499,6.1558159499,6.15581595,4.98687286232,6.15581595024,6.15581595024,6.15581594944,6.15581594944,6.15581594972,6.15581594972,6.15581594968,6.15581594977,6.15581594977,6.15581594978,5.30348819108,5.74735965418,4.57385188956,6.155815949224,6.155815949224,6.155815949224,4.619552394724,6.155815949224,6.155815949224,5.261820838964,6.155815949264,5.590706684264,6.1558159491581,6.1558159491581,6.155815949164,6.098509487924,6.155815949034,6.155815949034,6.155815949184,6.155815949189,6.155815949189,6.1558159490847,6.1558159490847,6.155815949144,6.155815949144,6.155815949144,6.155815949144,6.155815949124,6.155815949124,6.155815949344,6.155815949344,4.347130160024,4.623033457024,6.1558159502,6.155815950219,6.155815950219,6.155815950159,6.155815950159,6.1217011453,6.155815950141,6.155815950141,6.1558159502,5.4397966268,6.1558159502,6.1558159501,6.1558159501,6.1558159501,6.1558159501,6.1558159502,6.1558159502,6.1558159502,6.15581595017,6.15581595017,6.1558159502,5.6941431214,6.1558159501,6.1558159502,6.1558159502,6.15581595,6.15581595002,6.15581595002,6.1558159501,6.1558159501,6.15581595,6.15581595,6.15581595,6.1558159501,6.1558159501,6.1558159492,6.1558159492,2.86416641951,6.1558159486,6.15581594864,6.15581594864,6.15581594859,6.15581594859,6.1558159482,6.155815949135,6.155815949135,5.004700229545,5.159875229835,5.087683617535,4.513331043014,5.0300609289,6.15581594888,6.15581594888,6.13887973318,5.85776009258,6.15581594908,6.15581594908,6.15581594902,6.15581594902,6.15581594902,6.15581594912,6.15581594953,6.15581594953,5.155090960882,5.33116055458,6.15581594908,5.63934327018,6.15581594908,6.13394838858,5.7208428707,6.1558159491,6.15581594908,6.15581594908,5.7229873705
"t2",3.6480830018,0,2.468148935,5.63164471605,5.63164471605,5.631644716,5.59825097823,5.63164471603,5.631644716,5.6316447161,5.6316447161,5.6316447161,5.6316447162,4.46270162852,5.63164471644,5.63164471644,5.63164471564,5.63164471564,5.63164471592,5.63164471592,5.63164471588,5.63164471597,5.63164471597,5.63164471598,4.77931695728,5.22318842038,4.04968065576,5.631644715424,5.631644715424,5.631644715424,4.095381160924,5.631644715424,5.631644715424,4.737649605164,5.631644715464,5.066535450464,5.6316447153581,5.6316447153581,5.631644715364,5.574338254124,5.631644715234,5.631644715234,5.631644715384,5.631644715389,5.631644715389,5.6316447152847,5.6316447152847,5.631644715344,5.631644715344,5.631644715344,5.631644715344,5.631644715324,5.631644715324,5.631644715544,5.631644715544,3.822958926224,4.098862223224,6.4743667598,6.474366759819,6.474366759819,6.474366759759,6.474366759759,6.4402519549,6.474366759741,6.474366759741,6.4743667598,5.7583474364,6.4743667598,6.4743667597,6.4743667597,6.4743667597,6.4743667597,6.4743667598,6.4743667598,6.4743667598,6.47436675977,6.47436675977,6.4743667598,6.012693931,6.4743667597,6.4743667598,6.4743667598,6.4743667596,6.47436675962,6.47436675962,6.4743667597,6.4743667597,6.4743667596,6.4743667596,6.4743667596,6.4743667597,6.4743667597,6.4743667588,6.4743667588,3.18271722911,6.4743667582,6.47436675824,6.47436675824,6.47436675819,6.47436675819,6.4743667578,6.474366758735,6.474366758735,5.323251039145,5.478426039435,5.406234427135,4.831881852614,5.3486117385,6.47436675848,6.47436675848,6.45743054278,6.17631090218,6.47436675868,6.47436675868,6.47436675862,6.47436675862,6.47436675862,6.47436675872,6.47436675913,6.47436675913,5.473641770482,5.64971136418,6.47436675868,5.95789407978,6.47436675868,6.45249919818,6.0393936803,6.4743667587,6.47436675868,6.47436675868,6.0415381801
"t3",2.9923201688,2.468148935,0,4.22702108005,4.22702108005,4.22702108,4.19362734223,4.22702108003,4.22702108,4.2270210801,4.2270210801,4.2270210801,4.2270210802,3.05807799252,4.22702108044,4.22702108044,4.22702107964,4.22702107964,4.22702107992,4.22702107992,4.22702107988,4.22702107997,4.22702107997,4.22702107998,3.37469332128,3.81856478438,2.64505701976,4.227021079424,4.227021079424,4.227021079424,2.690757524924,4.227021079424,4.227021079424,3.333025969164,4.227021079464,3.661911814464,4.2270210793581,4.2270210793581,4.227021079364,4.169714618124,4.227021079234,4.227021079234,4.227021079384,4.227021079389,4.227021079389,4.2270210792847,4.2270210792847,4.227021079344,4.227021079344,4.227021079344,4.227021079344,4.227021079324,4.227021079324,4.227021079544,4.227021079544,2.418335290224,2.694238587224,5.8186039268,5.818603926819,5.818603926819,5.818603926759,5.818603926759,5.7844891219,5.818603926741,5.818603926741,5.8186039268,5.1025846034,5.8186039268,5.8186039267,5.8186039267,5.8186039267,5.8186039267,5.8186039268,5.8186039268,5.8186039268,5.81860392677,5.81860392677,5.8186039268,5.356931098,5.8186039267,5.8186039268,5.8186039268,5.8186039266,5.81860392662,5.81860392662,5.8186039267,5.8186039267,5.8186039266,5.8186039266,5.8186039266,5.8186039267,5.8186039267,5.8186039258,5.8186039258,2.52695439611,5.8186039252,5.81860392524,5.81860392524,5.81860392519,5.81860392519,5.8186039248,5.818603925735,5.818603925735,4.667488206145,4.822663206435,4.750471594135,4.176119019614,4.6928489055,5.81860392548,5.81860392548,5.80166770978,5.52054806918,5.81860392568,5.81860392568,5.81860392562,5.81860392562,5.81860392562,5.81860392572,5.81860392613,5.81860392613,4.817878937482,4.99394853118,5.81860392568,5.30213124678,5.81860392568,5.79673636518,5.3836308473,5.8186039257,5.81860392568,5.81860392568,5.3857753471
"t103",6.15581594985,5.63164471605,4.22702108005,0,0.1652150023,1.66305463465,2.20012454748,2.23351828528,2.23351828525,2.23351828535,2.23351828535,2.23351828535,3.29652182545,2.12757873777,4.03704980829,4.03704980829,4.03704980749,4.03704980749,4.03704980777,4.03704980777,4.03704980773,4.03704980782,4.03704980782,4.03704980783,3.18472204913,3.62859351223,2.45508574761,6.592111451274,6.592111451274,6.592111451274,5.055847896774,6.592111451274,6.592111451274,5.698116341014,6.592111451314,6.027002186314,6.5921114512081,6.5921114512081,6.592111451214,6.534804989974,6.592111451084,6.592111451084,6.592111451234,6.592111451239,6.592111451239,6.5921114511347,6.5921114511347,6.592111451194,6.592111451194,6.592111451194,6.592111451194,6.592111451174,6.592111451174,6.592111451394,6.592111451394,4.783425662074,5.059328959074,8.98209970785,8.982099707869,8.982099707869,8.982099707809,8.982099707809,8.94798490295,8.982099707791,8.982099707791,8.98209970785,8.26608038445,8.98209970785,8.98209970775,8.98209970775,8.98209970775,8.98209970775,8.98209970785,8.98209970785,8.98209970785,8.98209970782,8.98209970782,8.98209970785,8.52042687905,8.98209970775,8.98209970785,8.98209970785,8.98209970765,8.98209970767,8.98209970767,8.98209970775,8.98209970775,8.98209970765,8.98209970765,8.98209970765,8.98209970775,8.98209970775,8.98209970685,8.98209970685,5.69045017716,8.98209970625,8.98209970629,8.98209970629,8.98209970624,8.98209970624,8.98209970585,8.982099706785,8.982099706785,7.830983987195,7.986158987485,7.913967375185,7.339614800664,7.85634468655,8.98209970653,8.98209970653,8.96516349083,8.68404385023,8.98209970673,8.98209970673,8.98209970667,8.98209970667,8.98209970667,8.98209970677,8.98209970718,8.98209970718,7.981374718532,8.15744431223,8.98209970673,8.46562702783,8.98209970673,8.96023214623,8.54712662835,8.98209970675,8.98209970673,8.98209970673,8.54927112815
"t104",6.15581594985,5.63164471605,4.22702108005,0.1652150023,0,1.66305463465,2.20012454748,2.23351828528,2.23351828525,2.23351828535,2.23351828535,2.23351828535,3.29652182545,2.12757873777,4.03704980829,4.03704980829,4.03704980749,4.03704980749,4.03704980777,4.03704980777,4.03704980773,4.03704980782,4.03704980782,4.03704980783,3.18472204913,3.62859351223,2.45508574761,6.592111451274,6.592111451274,6.592111451274,5.055847896774,6.592111451274,6.592111451274,5.698116341014,6.592111451314,6.027002186314,6.5921114512081,6.5921114512081,6.592111451214,6.534804989974,6.592111451084,6.592111451084,6.592111451234,6.592111451239,6.592111451239,6.5921114511347,6.5921114511347,6.592111451194,6.592111451194,6.592111451194,6.592111451194,6.592111451174,6.592111451174,6.592111451394,6.592111451394,4.783425662074,5.059328959074,8.98209970785,8.982099707869,8.982099707869,8.982099707809,8.982099707809,8.94798490295,8.982099707791,8.982099707791,8.98209970785,8.26608038445,8.98209970785,8.98209970775,8.98209970775,8.98209970775,8.98209970775,8.98209970785,8.98209970785,8.98209970785,8.98209970782,8.98209970782,8.98209970785,8.52042687905,8.98209970775,8.98209970785,8.98209970785,8.98209970765,8.98209970767,8.98209970767,8.98209970775,8.98209970775,8.98209970765,8.98209970765,8.98209970765,8.98209970775,8.98209970775,8.98209970685,8.98209970685,5.69045017716,8.98209970625,8.98209970629,8.98209970629,8.98209970624,8.98209970624,8.98209970585,8.982099706785,8.982099706785,7.830983987195,7.986158987485,7.913967375185,7.339614800664,7.85634468655,8.98209970653,8.98209970653,8.96516349083,8.68404385023,8.98209970673,8.98209970673,8.98209970667,8.98209970667,8.98209970667,8.98209970677,8.98209970718,8.98209970718,7.981374718532,8.15744431223,8.98209970673,8.46562702783,8.98209970673,8.96023214623,8.54712662835,8.98209970675,8.98209970673,8.98209970673,8.54927112815
"t30",6.1558159498,5.631644716,4.22702108,1.66305463465,1.66305463465,0,2.20012454743,2.23351828523,2.2335182852,2.2335182853,2.2335182853,2.2335182853,3.2965218254,2.12757873772,4.03704980824,4.03704980824,4.03704980744,4.03704980744,4.03704980772,4.03704980772,4.03704980768,4.03704980777,4.03704980777,4.03704980778,3.18472204908,3.62859351218,2.45508574756,6.592111451224,6.592111451224,6.592111451224,5.055847896724,6.592111451224,6.592111451224,5.698116340964,6.592111451264,6.027002186264,6.5921114511581,6.5921114511581,6.592111451164,6.534804989924,6.592111451034,6.592111451034,6.592111451184,6.592111451189,6.592111451189,6.5921114510847,6.5921114510847,6.592111451144,6.592111451144,6.592111451144,6.592111451144,6.592111451124,6.592111451124,6.592111451344,6.592111451344,4.783425662024,5.059328959024,8.9820997078,8.982099707819,8.982099707819,8.982099707759,8.982099707759,8.9479849029,8.982099707741,8.982099707741,8.9820997078,8.2660803844,8.9820997078,8.9820997077,8.9820997077,8.9820997077,8.9820997077,8.9820997078,8.9820997078,8.9820997078,8.98209970777,8.98209970777,8.9820997078,8.520426879,8.9820997077,8.9820997078,8.9820997078,8.9820997076,8.98209970762,8.98209970762,8.9820997077,8.9820997077,8.9820997076,8.9820997076,8.9820997076,8.9820997077,8.9820997077,8.9820997068,8.9820997068,5.69045017711,8.9820997062,8.98209970624,8.98209970624,8.98209970619,8.98209970619,8.9820997058,8.982099706735,8.982099706735,7.830983987145,7.986158987435,7.913967375135,7.339614800614,7.8563446865,8.98209970648,8.98209970648,8.96516349078,8.68404385018,8.98209970668,8.98209970668,8.98209970662,8.98209970662,8.98209970662,8.98209970672,8.98209970713,8.98209970713,7.981374718482,8.15744431218,8.98209970668,8.46562702778,8.98209970668,8.96023214618,8.5471266283,8.9820997067,8.98209970668,8.98209970668,8.5492711281
"t86",6.12242221203,5.59825097823,4.19362734223,2.20012454748,2.20012454748,2.20012454743,0,0.3908650752,0.46798837663,1.73357295673,1.73357295673,1.73357295673,3.26312808763,2.09418499995,4.00365607047,4.00365607047,4.00365606967,4.00365606967,4.00365606995,4.00365606995,4.00365606991,4.00365607,4.00365607,4.00365607001,3.15132831131,3.59519977441,2.42169200979,6.558717713454,6.558717713454,6.558717713454,5.022454158954,6.558717713454,6.558717713454,5.664722603194,6.558717713494,5.993608448494,6.5587177133881,6.5587177133881,6.558717713394,6.501411252154,6.558717713264,6.558717713264,6.558717713414,6.558717713419,6.558717713419,6.5587177133147,6.5587177133147,6.558717713374,6.558717713374,6.558717713374,6.558717713374,6.558717713354,6.558717713354,6.558717713574,6.558717713574,4.750031924254,5.025935221254,8.94870597003,8.948705970049,8.948705970049,8.948705969989,8.948705969989,8.91459116513,8.948705969971,8.948705969971,8.94870597003,8.23268664663,8.94870597003,8.94870596993,8.94870596993,8.94870596993,8.94870596993,8.94870597003,8.94870597003,8.94870597003,8.94870597,8.94870597,8.94870597003,8.48703314123,8.94870596993,8.94870597003,8.94870597003,8.94870596983,8.94870596985,8.94870596985,8.94870596993,8.94870596993,8.94870596983,8.94870596983,8.94870596983,8.94870596993,8.94870596993,8.94870596903,8.94870596903,5.65705643934,8.94870596843,8.94870596847,8.94870596847,8.94870596842,8.94870596842,8.94870596803,8.948705968965,8.948705968965,7.797590249375,7.952765249665,7.880573637365,7.306221062844,7.82295094873,8.94870596871,8.94870596871,8.93176975301,8.65065011241,8.94870596891,8.94870596891,8.94870596885,8.94870596885,8.94870596885,8.94870596895,8.94870596936,8.94870596936,7.947980980712,8.12405057441,8.94870596891,8.43223329001,8.94870596891,8.92683840841,8.51373289053,8.94870596893,8.94870596891,8.94870596891,8.51587739033
"t87",6.15581594983,5.63164471603,4.22702108003,2.23351828528,2.23351828528,2.23351828523,0.3908650752,0,0.50138211443,1.76696669453,1.76696669453,1.76696669453,3.29652182543,2.12757873775,4.03704980827,4.03704980827,4.03704980747,4.03704980747,4.03704980775,4.03704980775,4.03704980771,4.0370498078,4.0370498078,4.03704980781,3.18472204911,3.62859351221,2.45508574759,6.592111451254,6.592111451254,6.592111451254,5.055847896754,6.592111451254,6.592111451254,5.698116340994,6.592111451294,6.027002186294,6.5921114511881,6.5921114511881,6.592111451194,6.534804989954,6.592111451064,6.592111451064,6.592111451214,6.592111451219,6.592111451219,6.5921114511147,6.5921114511147,6.592111451174,6.592111451174,6.592111451174,6.592111451174,6.592111451154,6.592111451154,6.592111451374,6.592111451374,4.783425662054,5.059328959054,8.98209970783,8.982099707849,8.982099707849,8.982099707789,8.982099707789,8.94798490293,8.982099707771,8.982099707771,8.98209970783,8.26608038443,8.98209970783,8.98209970773,8.98209970773,8.98209970773,8.98209970773,8.98209970783,8.98209970783,8.98209970783,8.9820997078,8.9820997078,8.98209970783,8.52042687903,8.98209970773,8.98209970783,8.98209970783,8.98209970763,8.98209970765,8.98209970765,8.98209970773,8.98209970773,8.98209970763,8.98209970763,8.98209970763,8.98209970773,8.98209970773,8.98209970683,8.98209970683,5.69045017714,8.98209970623,8.98209970627,8.98209970627,8.98209970622,8.98209970622,8.98209970583,8.982099706765,8.982099706765,7.830983987175,7.986158987465,7.913967375165,7.339614800644,7.85634468653,8.98209970651,8.98209970651,8.96516349081,8.68404385021,8.98209970671,8.98209970671,8.98209970665,8.98209970665,8.98209970665,8.98209970675,8.98209970716,8.98209970716,7.981374718512,8.15744431221,8.98209970671,8.46562702781,8.98209970671,8.96023214621,8.54712662833,8.98209970673,8.98209970671,8.98209970671,8.54927112813
"t82",6.1558159498,5.631644716,4.22702108,2.23351828525,2.23351828525,2.2335182852,0.46798837663,0.50138211443,0,1.7669666945,1.7669666945,1.7669666945,3.2965218254,2.12757873772,4.03704980824,4.03704980824,4.03704980744,4.03704980744,4.03704980772,4.03704980772,4.03704980768,4.03704980777,4.03704980777,4.03704980778,3.18472204908,3.62859351218,2.45508574756,6.592111451224,6.592111451224,6.592111451224,5.055847896724,6.592111451224,6.592111451224,5.698116340964,6.592111451264,6.027002186264,6.5921114511581,6.5921114511581,6.592111451164,6.534804989924,6.592111451034,6.592111451034,6.592111451184,6.592111451189,6.592111451189,6.5921114510847,6.5921114510847,6.592111451144,6.592111451144,6.592111451144,6.592111451144,6.592111451124,6.592111451124,6.592111451344,6.592111451344,4.783425662024,5.059328959024,8.9820997078,8.982099707819,8.982099707819,8.982099707759,8.982099707759,8.9479849029,8.982099707741,8.982099707741,8.9820997078,8.2660803844,8.9820997078,8.9820997077,8.9820997077,8.9820997077,8.9820997077,8.9820997078,8.9820997078,8.9820997078,8.98209970777,8.98209970777,8.9820997078,8.520426879,8.9820997077,8.9820997078,8.9820997078,8.9820997076,8.98209970762,8.98209970762,8.9820997077,8.9820997077,8.9820997076,8.9820997076,8.9820997076,8.9820997077,8.9820997077,8.9820997068,8.9820997068,5.69045017711,8.9820997062,8.98209970624,8.98209970624,8.98209970619,8.98209970619,8.9820997058,8.982099706735,8.982099706735,7.830983987145,7.986158987435,7.913967375135,7.339614800614,7.8563446865,8.98209970648,8.98209970648,8.96516349078,8.68404385018,8.98209970668,8.98209970668,8.98209970662,8.98209970662,8.98209970662,8.98209970672,8.98209970713,8.98209970713,7.981374718482,8.15744431218,8.98209970668,8.46562702778,8.98209970668,8.96023214618,8.5471266283,8.9820997067,8.98209970668,8.98209970668,8.5492711281
"t94",6.1558159499,5.6316447161,4.2270210801,2.23351828535,2.23351828535,2.2335182853,1.73357295673,1.76696669453,1.7669666945,0,0.329540872,1.1202443402,3.2965218255,2.12757873782,4.03704980834,4.03704980834,4.03704980754,4.03704980754,4.03704980782,4.03704980782,4.03704980778,4.03704980787,4.03704980787,4.03704980788,3.18472204918,3.62859351228,2.45508574766,6.592111451324,6.592111451324,6.592111451324,5.055847896824,6.592111451324,6.592111451324,5.698116341064,6.592111451364,6.027002186364,6.5921114512581,6.5921114512581,6.592111451264,6.534804990024,6.592111451134,6.592111451134,6.592111451284,6.592111451289,6.592111451289,6.5921114511847,6.5921114511847,6.592111451244,6.592111451244,6.592111451244,6.592111451244,6.592111451224,6.592111451224,6.592111451444,6.592111451444,4.783425662124,5.059328959124,8.9820997079,8.982099707919,8.982099707919,8.982099707859,8.982099707859,8.947984903,8.982099707841,8.982099707841,8.9820997079,8.2660803845,8.9820997079,8.9820997078,8.9820997078,8.9820997078,8.9820997078,8.9820997079,8.9820997079,8.9820997079,8.98209970787,8.98209970787,8.9820997079,8.5204268791,8.9820997078,8.9820997079,8.9820997079,8.9820997077,8.98209970772,8.98209970772,8.9820997078,8.9820997078,8.9820997077,8.9820997077,8.9820997077,8.9820997078,8.9820997078,8.9820997069,8.9820997069,5.69045017721,8.9820997063,8.98209970634,8.98209970634,8.98209970629,8.98209970629,8.9820997059,8.982099706835,8.982099706835,7.830983987245,7.986158987535,7.913967375235,7.339614800714,7.8563446866,8.98209970658,8.98209970658,8.96516349088,8.68404385028,8.98209970678,8.98209970678,8.98209970672,8.98209970672,8.98209970672,8.98209970682,8.98209970723,8.98209970723,7.981374718582,8.15744431228,8.98209970678,8.46562702788,8.98209970678,8.96023214628,8.5471266284,8.9820997068,8.98209970678,8.98209970678,8.5492711282
